heuristic;k;n;dataset;c;mean;cost;time in ms;
Random MSM Median: rand:10000;3;16;50words;1.0;[-0.61767, -0.63368, -0.6301, -0.63123, -0.63123, -0.63123, -0.74562, -0.7893, -0.61767, -0.61767, -0.72626, -0.29618, -0.7893, -0.59057, -0.61202, -0.45901];10,413563;55
Random MSM Median: rand:10000;3;16;50words;1.0;[-0.45901, -0.598, -0.63368, -0.598, -0.60553, -0.63404, -0.59057, -0.63404, -0.61098, -0.598, -0.6301, -0.62404, -0.48607, -0.61202, -0.8217, -0.6301];10,023603;55
Random MSM Median: rand:10000;3;16;50words;1.0;[-0.61202, -0.598, -0.60553, -0.61202, -0.6301, -0.79904, -0.6301, -0.59001, -0.56179, -0.6301, -0.59057, -0.52754, -0.7802, -0.81948, -0.81948, -0.60553];10,451933;55
Random MSM Median: rand:100000;3;16;50words;1.0;[-0.61098, -0.59057, -0.60553, -0.56179, -0.62446, -0.72626, -0.63368, -0.598, -0.63404, -0.48607, -0.63368, -0.60553, -0.60553, -0.59057, -0.63404, -0.70681];9,833743;559
Random MSM Median: rand:100000;3;16;50words;1.0;[-0.60553, -0.63123, -0.60553, -0.6301, -0.598, -0.8218, -0.70681, -0.61098, -0.52754, -0.52754, -0.63368, -0.598, -0.61767, -0.61767, -0.76412, -0.49295];10,083533;571
Random MSM Median: rand:100000;3;16;50words;1.0;[-0.45901, -0.61202, -0.62404, -0.61202, -0.6301, -0.56179, -0.63404, -0.81859, -0.8217, -0.59057, -0.62404, -0.60553, -0.63404, -0.56179, -0.49295, -0.61098];9,982973;554
Random MSM Median: rand:1000000;3;16;50words;1.0;[-0.61767, -0.63123, -0.6301, -0.598, -0.60553, -0.61202, -0.62404, -0.70681, -0.79904, -0.61202, -0.59001, -0.62446, -0.61767, -0.63404, -0.74562, -0.49295];9,835313;5672
Random MSM Median: rand:1000000;3;16;50words;1.0;[-0.52754, -0.59057, -0.61098, -0.56179, -0.598, -0.63404, -0.61202, -0.598, -0.56179, -0.8218, -0.6301, -0.59001, -0.56179, -0.48607, -0.45901, -0.62446];9,892313;5691
Random MSM Median: rand:1000000;3;16;50words;1.0;[-0.598, -0.63123, -0.70681, -0.62446, -0.63404, -0.56179, -0.6301, -0.63404, -0.62404, -0.61098, -0.72626, -0.61767, -0.59001, -0.48607, -0.598, -0.63123];9,739473;5713
Random MSM Median: rand:10000;3;16;Adiac;1.0;[-0.02989, 0.096384, 0.054646, -0.02989, 0.39701, -0.39814, -0.67574, -0.5164, -0.5164, -0.52267, -0.75566, -0.75566, -0.43863, -0.5164, -0.71988, -0.89845];9,188108;52
Random MSM Median: rand:10000;3;16;Adiac;1.0;[0.054646, -0.59381, 0.0089317, -0.02989, -0.15473, -0.15473, -0.074871, -0.5164, -0.5164, -0.5695, -0.3084, -0.90168, -0.52267, -0.59381, -0.66719, -0.7789];9,173486;52
Random MSM Median: rand:10000;3;16;Adiac;1.0;[0.18142, -0.11698, 0.054646, 0.22508, 0.31088, -0.19978, -0.30765, -0.27342, -0.59381, -0.39971, -0.48948, -0.3084, -0.94614, -0.39814, -0.72515, -0.71988];8,842308;52
Random MSM Median: rand:100000;3;16;Adiac;1.0;[0.31088, -0.21572, 0.079913, 0.096384, -0.15473, 0.28329, -0.35457, 0.054646, -0.3084, -0.35457, -0.21572, -0.48948, -0.7789, -0.67574, -0.84122, -0.94614];8,185755;543
