heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;17;50words;1.0;[-0.19899, -0.19899, -0.19646, -0.19444, -0.19683, 0.46526, -0.20288, 0.25892, 0.13824, 0.13824, -0.24159, 0.023502, -0.033603, -0.088193, -0.19027, -0.19027, -0.23723];22,545228;74;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;17;50words;1.0;[-0.1132, -0.21059, -0.19646, -0.19646, -0.19683, 0.20317, 0.60596, 0.45414, 0.13824, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.19027, -0.19027, -0.23723];22,430886;72;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;17;50words;1.0;[-0.21059, -0.21059, 0.094843, 0.54345, -0.19683, -0.19683, 0.25892, -0.20288, 0.19687, -0.22919, 0.081412, 0.023502, -0.033603, -0.033603, -0.32869, -0.19027, -0.35593];23,244887;67;71;-5563,333333;-98,74%;22,74033367;11,82%;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;17;50words;1.0;[-0.21059, -0.19899, -0.010807, -0.19444, 0.39279, -0.19683, 0.60596, -0.20288, 0.19687, 0.13824, 0.023502, 0.081412, -0.088193, -0.088193, -0.19027, -0.14003, -0.35593];22,867103;736;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;17;50words;1.0;[-0.1132, -0.19899, 0.094843, 0.62818, 0.32162, 0.39279, -0.21124, -0.21124, 0.13824, -0.21988, 0.023502, 0.023502, -0.033603, -0.28502, -0.14003, -0.14003, -0.35593];23,369364;768;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;17;50words;1.0;[-0.19899, -0.21059, -0.19444, -0.19646, 0.46526, 0.32162, 0.60596, 0.25892, 0.13824, -0.22919, -0.24159, 0.081412, -0.033603, -0.088193, -0.14003, -0.19027, -0.35593];22,708298;802;768,6666667;-4865,666667;-86,36%;22,98158833;13,01%;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;17;50words;1.0;[-0.21059, -0.1988, -0.19646, -0.19444, 0.32162, 0.20317, 0.60596, -0.20288, 0.13824, -0.22919, 0.081412, 0.081412, -0.033603, -0.28502, -0.30541, -0.14003, -0.35593];23,206543;8144;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;17;50words;1.0;[-0.19899, -0.21059, 0.094843, -0.19444, 0.39279, 0.46526, 0.25892, 0.25892, 0.13824, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.30541, -0.19027, -0.35593];21,738683;7031;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;17;50words;1.0;[-0.1132, -0.1132, 0.54345, -0.19444, -0.19683, -0.19914, -0.21124, 0.25892, 0.13824, 0.13824, 0.023502, 0.023502, -0.088193, -0.033603, -0.19027, -0.19027, -0.23723];23,0148;6875;7350;1715,666667;30,45%;22,653342;11,40%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;17;50words;1.0;[-0.1988, -0.1132, -0.19646, 0.54345, 0.32162, 0.32162, -0.21988, 0.60596, -0.21988, 0.13824, -0.25397, -0.24159, -0.14003, -0.088193, -0.26735, -0.23723, -0.32869];23,428761;67;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;17;50words;1.0;[-0.1132, -0.19899, -0.19899, 0.094843, 0.54345, 0.46526, -0.21988, 0.25892, -0.21124, 0.023502, -0.24159, 0.081412, -0.088193, -0.033603, -0.088193, -0.23723, -0.23723];23,17685;66;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;17;50words;1.0;[0.81372, -0.19646, -0.1132, 0.39279, 0.094843, -0.19444, -0.21988, 0.19687, 0.3249, 0.081412, 0.13824, 0.023502, -0.26735, -0.14003, -0.26735, -0.23723, -0.19027];23,845927;66;66,33333333;-5568;-98,82%;23,483846;15,48%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;17;50words;1.0;[0.62818, -0.1988, -0.21059, 0.39279, -0.19914, -0.19914, 0.3249, 0.25892, 0.19687, 0.13824, -0.22919, 0.13824, -0.088193, -0.28502, -0.14003, -0.35593, -0.23723];23,599237;671;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;17;50words;1.0;[-0.19899, 0.62818, -0.1132, 0.46526, 0.32162, 0.20317, -0.20288, -0.21124, 0.19687, 0.96079, 0.081412, 0.13824, -0.28502, -0.033603, -0.14003, -0.32869, -0.19027];24,248935;714;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;17;50words;1.0;[-0.1988, -0.1132, -0.1988, 0.20317, 0.094843, -0.19444, -0.20288, 0.25892, -0.20288, -0.25397, 0.023502, 0.023502, -0.14003, -0.088193, -0.26735, -0.19027, -0.19027];22,969384;729;704,6666667;-4929,666667;-87,49%;23,605852;16,08%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;17;50words;1.0;[-0.1132, -0.010807, -0.21059, 0.54345, -0.19914, -0.19444, -0.20288, -0.21124, -0.21988, 0.081412, 0.023502, 0.13824, -0.26735, -0.14003, -0.26735, -0.19027, -0.23723];24,180783;7491;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;17;50words;1.0;[-0.1988, -0.010807, 0.71726, -0.19914, 0.094843, 0.46526, 0.25892, 0.25892, -0.21124, 0.13824, 0.13824, 0.13824, -0.033603, -0.033603, -0.088193, -0.19027, -0.23723];22,797073;8025;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;17;50words;1.0;[-0.19899, -0.1132, -0.1988, 0.20317, 0.46526, -0.19914, 0.77833, 0.19687, 0.3249, 0.023502, -0.25397, 0.081412, -0.033603, -0.033603, -0.088193, -0.19027, -0.23723];23,350847;7782;7766;2131,666667;37,83%;23,442901;15,28%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;17;50words;1.0;[-0.1132, -0.19444, 0.094843, 0.62818, 0.3249, -0.20288, -0.20288, 0.32162, 0.19687, -0.21988, -0.22919, 0.13824, -0.30541, -0.26735, -0.14003, -0.19027, -0.23723];23,866101;105;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;17;50words;1.0;[0.71726, -0.21059, -0.19646, -0.010807, -0.19914, 0.20317, 0.60596, 0.32162, 0.13824, -0.22919, 0.081412, -0.21988, -0.088193, -0.26735, -0.30541, -0.26735, 1.4402];25,660272;96;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;17;50words;1.0;[-0.19899, 0.62818, -0.19646, -0.19646, -0.19683, 0.20317, 0.3249, 0.60596, -0.21988, -0.21988, 0.19687, -0.24159, -0.32869, -0.088193, -0.14003, -0.088193, 1.4402];25,77645;96;99;-5535,333333;-98,24%;25,100941;23,43%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;17;50words;1.0;[-0.1132, 0.54345, -0.1988, -0.1988, 0.39279, 0.39279, 0.3249, -0.20288, 0.023502, -0.21988, 0.77833, 0.023502, -0.088193, -0.088193, -0.14003, -0.19027, 1.4402];25,256382;997;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;17;50words;1.0;[-0.19444, -0.19646, -0.19444, -0.19646, -0.19914, 0.25892, -0.19914, 0.3249, 0.023502, 0.081412, 0.023502, -0.22919, -0.088193, -0.14003, -0.32869, -0.28502, -0.23723];22,939521;997;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;17;50words;1.0;[-0.19444, -0.010807, -0.19646, 0.62818, -0.21124, 0.3249, 0.45414, -0.21124, 0.13824, 0.13824, -0.21988, -0.22919, -0.088193, -0.32869, -0.088193, -0.14003, -0.23723];23,474311;1147;1047;-4587,333333;-81,42%;23,89007133;17,48%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;17;50words;1.0;[-0.21059, 0.62818, -0.19899, 0.094843, 0.39279, -0.19683, 0.25892, 0.46526, -0.22919, 0.023502, 0.19687, 0.13824, -0.28502, -0.30541, -0.28502, -0.033603, 1.4402];25,575958;10188;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;17;50words;1.0;[-0.19444, -0.1132, -0.19899, 0.71726, 0.3249, 0.46526, 0.20317, 0.46526, -0.25397, 0.19687, -0.21988, -0.24159, -0.14003, -0.033603, -0.19027, -0.26735, -0.23723];23,674471;10162;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;17;50words;1.0;[-0.19646, -0.010807, -0.010807, 0.62818, -0.20288, -0.21124, 0.32162, 0.25892, 0.13824, 0.081412, -0.21988, 0.13824, -0.14003, -0.19027, -0.19027, -0.088193, 1.4402];24,691839;10185;10178,33333;4544;80,65%;24,64742267;21,20%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;17;50words;1.0;[-0.19646, 0.20317, 0.20317, -0.1132, 0.20317, -0.21124, 0.39279, -0.22919, 0.19687, 0.3249, -0.30541, 0.023502, 0.081412, -0.25397, -0.088193, -0.23723, -0.23723];23,306481;97;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;17;50words;1.0;[-0.19899, -0.19444, -0.010807, 0.094843, -0.1988, -0.20288, 0.13824, -0.19914, 0.19687, 0.77833, 0.023502, -0.033603, 0.081412, 1.5366, -0.14003, -0.23723, -0.35593];24,710713;117;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;17;50words;1.0;[-0.19683, -0.19683, -0.21059, -0.19899, -0.19899, -0.22919, 0.19687, -0.21124, 0.19687, -0.20288, -0.30541, -0.25397, -0.088193, -0.26735, 0.081412, -0.19027, -0.23723];24,156479;93;102,3333333;-5532;-98,18%;24,057891;18,30%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;17;50words;1.0;[-0.21059, -0.19683, -0.19899, -0.19683, -0.19646, 0.39279, 0.13824, -0.21124, 0.19687, 0.25892, 0.023502, 0.023502, 0.023502, -0.14003, 0.081412, -0.23723, -0.32869];22,69583;1097;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;17;50words;1.0;[-0.19646, 0.62818, 0.46526, -0.1988, 0.54345, 0.13824, 0.3249, 0.77833, 0.25892, -0.21124, 0.023502, 1.3057, -0.30541, -0.25397, -0.033603, 1.5102, 1.4402];29,152089;849;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;17;50words;1.0;[0.62818, 0.20317, -0.1132, 0.62818, 0.54345, 0.25892, 0.96079, 0.25892, -0.20288, -0.21988, 0.081412, -0.25397, 1.432, -0.24159, -0.14003, -0.23723, 1.4402];28,871902;787;911;-4723,333333;-83,83%;26,906607;32,31%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;17;50words;1.0;[0.094843, -0.19444, 0.71726, -0.1132, 0.54345, -0.22919, -0.21124, 0.45414, -0.19914, 0.77833, -0.033603, -0.088193, -0.033603, -0.28502, -0.26735, -0.32869, 1.5102];27,29369;8365;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;17;50words;1.0;[0.71726, 0.62818, -0.1132, -0.21059, -0.21059, 0.60596, 0.32162, -0.21124, 0.96079, 0.19687, -0.088193, 1.3057, 1.3057, -0.30541, -0.14003, -0.35593, -0.23723];28,515759;8113;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;17;50words;1.0;[0.20317, 0.54345, -0.010807, 0.094843, 0.20317, 0.19687, 0.25892, 0.13824, -0.19914, -0.22919, -0.088193, -0.26735, -0.24159, -0.28502, 0.081412, -0.32869, 1.5102];25,608873;8154;8210,666667;2576,333333;45,73%;27,13944067;33,46%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;17;50words;1.0;[-0.1988, -0.19646, -0.19444, 0.46526, 0.32162, 0.25892, 0.19687, -0.22919, 0.081412, 0.023502, -0.26735, -0.28502, -0.19027, -0.23723];25,052627;45;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;17;50words;1.0;[-0.19899, -0.1988, -0.010807, 0.094843, 0.20317, -0.20288, 0.19687, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027];24,87059;45;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;17;50words;1.0;[-0.21059, -0.1132, -0.010807, 0.20317, 0.32162, -0.20288, 0.60596, 0.19687, 0.13824, 1.1425, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723];24,999533;45;45;-5589,333333;-99,20%;24,97425;22,81%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;17;50words;1.0;[-0.21059, -0.1132, -0.19646, -0.19444, 0.46526, 0.32162, -0.20288, 0.25892, 0.19687, 0.081412, -0.25397, -0.088193, -0.14003, -0.19027, -0.35593];24,174611;462;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;17;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.46526, 0.32162, 0.3249, -0.21124, 0.19687, 0.081412, -0.25397, -0.033603, -0.088193, -0.30541, -0.32869, -0.35593];24,033389;460;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;17;50words;1.0;[-0.19899, -0.1988, -0.010807, -0.19444, 0.20317, 0.32162, 0.45414, 0.60596, -0.21988, -0.24159, -0.25397, -0.26735, -0.14003, -0.19027, -0.23723];24,186071;468;463,3333333;-5171;-91,78%;24,131357;18,66%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;17;50words;1.0;[-0.19899, -0.1988, -0.19646, -0.19444, 0.46526, 0.32162, 0.3249, 0.60596, 0.19687, 0.081412, -0.25397, -0.033603, -0.28502, -0.14003, -0.19027, -0.23723];23,139105;4646;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;17;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, -0.19683, 0.39279, 0.3249, 0.60596, 0.77833, 0.13824, -0.25397, -0.033603, -0.088193, -0.14003, -0.19027, -0.35593];23,32659;4697;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;17;50words;1.0;[-0.21059, -0.1988, 0.62818, -0.19444, 0.46526, 0.32162, 0.45414, 0.25892, 0.19687, 0.13824, 0.081412, -0.25397, -0.033603, -0.28502, -0.30541, -0.32869, -0.35593];22,649489;4678;4673,666667;-960,6666667;-17,05%;23,03839467;13,29%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;17;50words;1.0;[-0.21059, 0.71726, -0.010807, -0.19683, 0.32162, 0.3249, 0.25892, 0.77833, 0.13824, 0.023502, -0.088193, -0.30541, -0.32869, -0.35593];26,612991;35;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;17;50words;1.0;[-0.19899, -0.1132, 0.094843, 0.3249, 0.25892, -0.21988, 0.13824, -0.24159, 0.023502, -0.033603, -0.088193, -0.23723];27,043089;34;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;17;50words;1.0;[-0.19899, -0.1132, -0.010807, -0.19444, -0.19683, 0.32162, -0.21988, -0.22919, -0.24159, -0.25397, -0.14003, -0.32869];27,124417;36;35;-5599,333333;-99,38%;26,92683233;32,41%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;17;50words;1.0;[-0.19899, -0.1132, -0.19646, 0.094843, 0.46526, 0.39279, 0.45414, 0.60596, -0.21988, 0.081412, -0.25397, 1.432, -0.088193, -0.14003, -0.19027, -0.35593];25,027918;359;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;17;50words;1.0;[-0.21059, -0.1988, 0.62818, -0.19444, 0.46526, 0.39279, 0.3249, 0.25892, -0.22919, -0.25397, -0.088193, -0.14003, -0.19027, -0.35593];26,208347;349;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;17;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.32162, -0.21124, 0.19687, 0.13824, 0.081412, 1.3057, -0.26735, -0.14003, -0.32869, -0.23723];26,331068;356;354,6666667;-5279,666667;-93,71%;25,85577767;27,14%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;17;50words;1.0;[-0.21059, -0.1132, -0.19646, 0.54345, 0.20317, -0.19914, -0.20288, -0.21124, 0.19687, -0.22919, 0.023502, -0.26735, -0.28502, -0.19027, -0.23723];24,947242;3633;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;17;50words;1.0;[-0.21059, -0.1988, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.60596, 0.77833, -0.22919, 0.023502, -0.033603, -0.088193, -0.23723];25,171802;3585;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;17;50words;1.0;[-0.19899, -0.19646, 0.39279, -0.20288, 0.25892, 0.19687, 0.13824, 0.081412, -0.25397, -0.033603, -0.088193, -0.30541, -0.32869];25,826742;3609;3609;-2025,333333;-35,95%;25,315262;24,49%;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;17;50words;1.0;[-0.010807, 0.094843, 0.39279, 0.25892, 0.19687, 0.13824, -0.24159, -0.033603, -0.088193, -0.19027];30,47256;28;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;17;50words;1.0;[-0.19444, 0.46526, 0.39279, -0.20288, 0.25892, 0.77833, 0.13824, 0.023502, -0.26735, -0.28502, -0.19027, -0.35593];29,351735;28;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;17;50words;1.0;[-0.21059, -0.1988, -0.010807, 0.094843, 0.20317, 0.39279, 0.60596, -0.21988, -0.26735, -0.28502, -0.30541, -0.23723];27,60021;28;28;-5606,333333;-99,50%;29,14150167;43,30%;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;17;50words;1.0;[-0.21059, -0.010807, 0.094843, 0.20317, 0.39279, 0.45414, 0.25892, -0.21988, 0.023502, -0.30541, -0.19027, -0.23723];27,735108;291;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;17;50words;1.0;[-0.19899, -0.1988, 0.094843, 0.20317, -0.19914, -0.21988, 0.13824, 0.023502, -0.26735, -0.14003, -0.35593];28,452709;286;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;17;50words;1.0;[-0.1988, -0.010807, -0.19444, 0.20317, -0.19914, 0.3249, 0.19687, 0.13824, -0.033603, -0.30541, -0.32869, -0.35593];27,304442;291;289,3333333;-5345;-94,86%;27,830753;36,86%;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;17;50words;1.0;[-0.21059, -0.1988, -0.19444, 0.32162, 0.3249, 0.25892, 0.13824, 0.023502, -0.088193, -0.14003, -0.19027, -0.35593];26,853068;2932;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;17;50words;1.0;[-0.21059, -0.1988, -0.19646, -0.19444, 0.39279, 0.45414, 0.25892, -0.21988, 0.13824, 0.081412, -0.25397, -0.28502, -0.35593];26,958184;2895;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;17;50words;1.0;[-0.21059, -0.1988, -0.19646, 0.094843, 0.20317, -0.19914, 0.25892, 0.19687, 0.081412, -0.25397, -0.26735, -0.088193, -0.19027];25,643628;2888;2905;-2729,333333;-48,44%;26,48496;30,24%;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;17;50words;1.0;[-0.19899, -0.1132, -0.19646, 0.094843, -0.19683, -0.21124, -0.26735, -0.088193, -0.30541, -0.23723];29,55753;24;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;17;50words;1.0;[-0.21059, -0.1132, -0.19646, 0.46526, 0.32162, 0.45414, 0.60596, 0.77833, 0.023502, -0.28502, -0.19027];30,846658;22;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;17;50words;1.0;[-0.19899, 0.32162, -0.20288, -0.21124, -0.22919, -0.25397, -0.033603, -0.28502, -0.30541, -0.32869];30,732307;22;22,66666667;-5611,666667;-99,60%;30,37883167;49,39%;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;17;50words;1.0;[-0.19899, -0.1132, -0.19646, 0.094843, 0.46526, 0.3249, -0.21124, -0.21988, -0.25397, -0.26735, -0.088193];28,84944;233;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;17;50words;1.0;[-0.21059, -0.1988, -0.010807, 0.094843, 0.19687, 0.13824, -0.033603, -0.088193, -0.30541, -0.35593];29,287826;235;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;17;50words;1.0;[-0.21059, -0.1132, -0.19444, -0.19683, 0.13824, 0.023502, -0.033603, -0.088193, -0.14003, -0.32869];29,266224;234;234;-5400,333333;-95,85%;29,13449667;43,27%;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;17;50words;1.0;[-0.1988, 0.62818, 0.094843, -0.19914, -0.20288, 0.19687, 0.13824, 0.081412, -0.088193, -0.30541, -0.19027, -0.35593];28,203874;2364;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;17;50words;1.0;[-0.19899, -0.1988, 0.094843, -0.19683, 0.32162, 0.45414, -0.21124, 0.19687, -0.25397, -0.28502, -0.19027, -0.35593];27,927673;2377;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;17;50words;1.0;[-0.19899, -0.1988, -0.19646, -0.19683, 0.45414, 0.19687, -0.22919, 0.081412, 0.023502, -0.033603, -0.28502, -0.19027];27,617243;2387;2376;-3258,333333;-57,83%;27,91626333;37,28%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;17;50words;1.0;[-0.23723];50,98627;13;;;;;;
