heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.5244, 1.5782, 1.6064, 1.54, 1.4125, 1.4675];1,9601;5717;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.5244, 1.5782, 1.6637, 1.5882, 1.5058, 1.408, 1.3907];2,0311;5658;5661;1,989233333;0,045864003;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;14;Coffee;0.01;[1.2581, 1.3983, 1.5531, 1.5966, 1.5456, 1.4188, 1.351, 1.3769];2,1447;38;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;14;Coffee;0.01;[1.1673, 1.2238, 1.3994, 1.5113, 1.5967, 1.5456, 1.4093, 1.3138, 1.3907];2,0253;38;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;14;Coffee;0.01;[1.2581, 1.3994, 1.5244, 1.5782, 1.6064, 1.5058, 1.4125, 1.3897];2,1203;38;38;2,096766667;0,102400981;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.5244, 1.5882, 1.54, 1.408, 1.4675];1,9694;395;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.5244, 1.5782, 1.5482, 1.483, 1.3897];1,95;391;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.5531, 1.5967, 1.5482, 1.408, 1.3769];1,9905;392;392,6666667;1,969966667;0,035734315;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.4005, 1.5113, 1.5967, 1.5482, 1.408, 1.3907];1,9508;3972;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5244, 1.5966, 1.5482, 1.483, 1.3907];1,9499;4005;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.5244, 1.5882, 1.54, 1.483, 1.3897];1,9445;3990;3989;1,9484;0,024395373;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.4796, 1.5782, 1.5482, 1.4125];2,0355;29;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;14;Coffee;0.01;[1.2581, 1.4005, 1.5113, 1.5956, 1.5482, 1.408];2,1178;29;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;14;Coffee;0.01;[1.1515, 1.2569, 1.4394, 1.5456, 1.5058, 1.4125];2,1151;29;29;2,089466667;0,098562916;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;14;Coffee;0.01;[1.1515, 1.2847, 1.3994, 1.5531, 1.5967, 1.54, 1.4675];2,0274;310;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.4005, 1.5244, 1.5966, 1.5313, 1.4449, 1.3897];1,9936;304;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;14;Coffee;0.01;[1.1673, 1.2238, 1.3994, 1.5244, 1.5967, 1.5482, 1.5058, 1.4675];2,0123;304;306;2,0111;0,057360673;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5244, 1.5782, 1.54, 1.4675];1,9632;3071;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5244, 1.5782, 1.54, 1.4675];1,9632;3098;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5244, 1.5782, 1.54, 1.4675];1,9632;3104;3091;1,9632;0,032176656;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;14;Coffee;0.01;[1.1673, 1.2847, 1.4005, 1.5782, 1.54, 1.4125];2,0965;23;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.4796, 1.5313, 1.6064, 1.54, 1.3907];2,0999;23;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.4744, 1.6064, 1.5482, 1.4675];2,0355;23;23;2,0773;0,092166141;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.5956, 1.5482, 1.4675];2,0476;242;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;14;Coffee;0.01;[1.1673, 1.2569, 1.396, 1.5882, 1.54, 1.408];2,0548;240;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5244, 1.4125, 1.3897];2,05;242;241,3333333;2,0508;0,078233438;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.5113, 1.5782, 1.54, 1.4675];1,9632;2450;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5113, 1.5782, 1.6064, 1.54, 1.3897];1,9766;2463;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.5244, 1.5967, 1.5482, 1.4675];1,9654;2476;2463;1,9684;0,03491062;
Generic MSM-Mean EA: generations:10000;4;14;Coffee;0.01;[1.1515, 1.2569, 1.3994, 1.5531, 1.5531, 1.5914, 1.5914, 1.5967, 1.5956, 1.54, 1.483, 1.4093, 1.4125, 1.4125];1,9754;54;;;;
Generic MSM-Mean EA: generations:10000;4;14;Coffee;0.01;[1.1876, 1.1876, 1.2569, 1.3994, 1.5113, 1.5867, 1.5956, 1.54, 1.4947, 1.4093, 1.4125, 1.4125, 1.3769, 1.3897];1,9719;53;;;;
Generic MSM-Mean EA: generations:10000;4;14;Coffee;0.01;[1.1515, 1.2569, 1.2569, 1.3994, 1.5113, 1.5113, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.408, 1.408];1,9638;53;53,33333333;1,970366667;0,03594462;
Generic MSM-Mean EA: generations:100000;4;14;Coffee;0.01;[1.1673, 1.2341, 1.2341, 1.2388, 1.3994, 1.5113, 1.5867, 1.5956, 1.5456, 1.483, 1.4093, 1.4093, 1.3907, 1.3907];1,9612;525;;;;
Generic MSM-Mean EA: generations:100000;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2388, 1.2569, 1.4005, 1.5313, 1.5313, 1.5867, 1.5967, 1.5956, 1.54, 1.483, 1.4093, 1.4125];1,977;524;;;;
Generic MSM-Mean EA: generations:100000;4;14;Coffee;0.01;[1.1876, 1.2026, 1.2026, 1.2569, 1.3994, 1.5313, 1.5867, 1.5956, 1.5456, 1.483, 1.4125, 1.4125, 1.3897, 1.3907];1,9837;527;525,3333333;1,973966667;0,037837364;
Generic MSM-Mean EA: generations:1000000;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5113, 1.5867, 1.5956, 1.5456, 1.483, 1.4188, 1.4188, 1.4188, 1.4125, 1.3897, 1.3907];1,9588;5258;;;;
Generic MSM-Mean EA: generations:1000000;4;14;Coffee;0.01;[1.2388, 1.3994, 1.5113, 1.5867, 1.5956, 1.5456, 1.4947, 1.4125, 1.4125, 1.4188, 1.4188, 1.3897, 1.3897, 1.3897];2,1333;5214;;;;
Generic MSM-Mean EA: generations:1000000;4;14;Coffee;0.01;[1.2388, 1.3994, 1.5113, 1.5867, 1.5956, 1.5456, 1.483, 1.4093, 1.4093, 1.3983, 1.3983, 1.4125, 1.4125, 1.4125];2,1736;5229;5233,666667;2,088566667;0,09808973;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;14;Coffee;0.01;[1.1515, 1.2388, 1.4005, 1.5113, 1.5867, 1.5967, 1.5967, 1.5956, 1.5456, 1.5482, 1.5058, 1.408, 1.4125, 1.4125];1,9911;52;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.5113, 1.5867, 1.5967, 1.5967, 1.5956, 1.5456, 1.5482, 1.5058, 1.408, 1.4125, 1.4125];1,9911;52;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;14;Coffee;0.01;[1.1515, 1.2388, 1.2388, 1.4005, 1.5113, 1.5966, 1.5956, 1.5956, 1.6064, 1.6064, 1.54, 1.5058, 1.408, 1.3907];2,021;52;52;2,001066667;0,052085524;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2388, 1.3994, 1.5244, 1.5966, 1.5967, 1.5956, 1.5456, 1.5482, 1.5058, 1.408, 1.3769, 1.3907];1,982;529;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;14;Coffee;0.01;[1.1673, 1.2388, 1.3994, 1.5113, 1.5867, 1.5967, 1.5956, 1.5456, 1.4093, 1.4093, 1.351, 1.351, 1.3769, 1.3897];1,9702;526;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2388, 1.2569, 1.2569, 1.3994, 1.5313, 1.5956, 1.5456, 1.4093, 1.351, 1.351, 1.3769, 1.3897];2,0909;526;527;2,014366667;0,059078163;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2388, 1.3994, 1.5244, 1.5966, 1.5967, 1.5956, 1.5456, 1.5482, 1.5058, 1.408, 1.4125, 1.4125];1,981;5267;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;14;Coffee;0.01;[1.1515, 1.2388, 1.4005, 1.5113, 1.5867, 1.5967, 1.5956, 1.5956, 1.5456, 1.5482, 1.5058, 1.408, 1.4125, 1.4125];1,9911;5267;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;14;Coffee;0.01;[1.1515, 1.2388, 1.2388, 1.4005, 1.5113, 1.5966, 1.5967, 1.5956, 1.5456, 1.5482, 1.5058, 1.408, 1.4125, 1.4125];1,981;5263;5265,666667;1,984366667;0,043305293;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;14;Coffee;0.01;[1.1673, 1.2581, 1.2581, 1.3994, 1.5244, 1.5313, 1.5782, 1.5967, 1.5956, 1.5456, 1.483, 1.408, 1.4125, 1.4125];1,9611;52;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;14;Coffee;0.01;[1.1515, 1.2388, 1.4005, 1.5113, 1.5867, 1.5956, 1.5456, 1.4796, 1.4093, 1.4125, 1.351, 1.351, 1.3897, 1.3897];1,9658;52;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;14;Coffee;0.01;[1.1673, 1.1673, 1.2026, 1.2026, 1.2569, 1.396, 1.5313, 1.5782, 1.5956, 1.54, 1.5058, 1.408, 1.4125, 1.4125];2,0407;52;52;1,9892;0,045846477;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5113, 1.5867, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.4125, 1.3769, 1.3897];1,9462;526;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2569, 1.4005, 1.5244, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.4125, 1.3769, 1.3907];1,9262;527;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;14;Coffee;0.01;[1.1515, 1.2388, 1.4005, 1.5113, 1.5867, 1.5967, 1.5956, 1.5456, 1.5456, 1.5058, 1.4093, 1.4125, 1.3907, 1.3907];1,9462;524;525,6666667;1,939533333;0,019733614;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;14;Coffee;0.01;[1.1515, 1.2388, 1.2388, 1.3994, 1.5244, 1.5244, 1.5782, 1.5967, 1.5956, 1.54, 1.483, 1.408, 1.4125, 1.4125];1,9587;5266;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;14;Coffee;0.01;[1.1673, 1.2388, 1.4005, 1.5113, 1.5867, 1.5956, 1.5456, 1.4796, 1.4093, 1.4093, 1.4093, 1.3769, 1.3769, 1.3897];1,953;5247;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2388, 1.4005, 1.5113, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.4125, 1.3769, 1.3897];1,9262;5261;5258;1,945966667;0,023116018;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;14;Coffee;0.01;[1.1515, 1.2388, 1.2388, 1.4005, 1.5113, 1.5867, 1.5967, 1.5956, 1.54, 1.483, 1.4093, 1.408, 1.408, 1.408];1,9438;52;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2569, 1.3994, 1.5313, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.4125, 1.3897, 1.3907];1,9262;52;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;14;Coffee;0.01;[1.1673, 1.2569, 1.3994, 1.5244, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.396, 1.4125, 1.4125, 1.4125];1,9456;52;52;1,938533333;0,019207851;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;14;Coffee;0.01;[1.1515, 1.2388, 1.3994, 1.5244, 1.5867, 1.5956, 1.5456, 1.4796, 1.4394, 1.4188, 1.4188, 1.4125, 1.3897, 1.3907];1,9604;524;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;14;Coffee;0.01;[1.1515, 1.2388, 1.2388, 1.2569, 1.4005, 1.5313, 1.5313, 1.5882, 1.5967, 1.5956, 1.5456, 1.5058, 1.408, 1.4125];1,9798;527;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2388, 1.3994, 1.5313, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.4125, 1.3769, 1.3897];1,9262;526;525,6666667;1,955466667;0,028110761;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;14;Coffee;0.01;[1.1673, 1.2388, 1.2569, 1.4005, 1.5113, 1.5867, 1.5967, 1.5956, 1.54, 1.483, 1.4093, 1.4093, 1.3897, 1.3897];1,9262;5233;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;14;Coffee;0.01;[1.1673, 1.2569, 1.4005, 1.5244, 1.5867, 1.5967, 1.5956, 1.5456, 1.5058, 1.4093, 1.4093, 1.4125, 1.3769, 1.3907];1,9262;5254;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;14;Coffee;0.01;[1.1673, 1.2569, 1.2569, 1.4005, 1.5244, 1.5867, 1.5967, 1.5956, 1.54, 1.483, 1.4125, 1.4125, 1.3769, 1.3897];1,9262;5253;5246,666667;1,9262;0,012723449;
MSM-Mean Exact;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8336, -1.8026, -1.7805];31,08381;147457;;;;
MSM-Mean Exact;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8336, -1.8026, -1.7805];31,08381;147278;;;;
MSM-Mean Exact;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8336, -1.8026, -1.7805];31,08381;146829;147188;31,08381;0;
Buckets MSM-Mean: bucketsize:2;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;1;;;;
Buckets MSM-Mean: bucketsize:2;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;1;;;;
Buckets MSM-Mean: bucketsize:2;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;1;1;31,08381;0;
Buckets MSM-Mean: bucketsize:3;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;14;;;;
Buckets MSM-Mean: bucketsize:3;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;14;;;;
Buckets MSM-Mean: bucketsize:3;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;14;14;31,08381;0;
Buckets MSM-Mean: bucketsize:4;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;80;;;;
Buckets MSM-Mean: bucketsize:4;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;80;;;;
Buckets MSM-Mean: bucketsize:4;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7266, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;80;80;31,08381;0;
Buckets MSM-Mean: bucketsize:5;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7032, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;279;;;;
Buckets MSM-Mean: bucketsize:5;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7032, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;279;;;;
Buckets MSM-Mean: bucketsize:5;4;14;ECG200;1.0;[-1.5352, -1.7634, -1.3922, -1.2613, -1.4098, -1.6493, -1.7032, -1.677, -1.7826, -1.6618, -1.6973, -1.8387, -1.8026, -1.7805];31,08381;279;279;31,08381;0;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.7634, -1.1686, -1.3922, -1.8094, -1.4098, -1.8639, -1.9257, -1.7266, -1.8336, -1.6628, -1.8387, -1.8387, -1.7805, -1.8026];34,21721;62;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.7634, -2.13, -1.3922, -1.1402, -1.6493, -1.4098, -1.8898, -1.7032, -1.8336, -1.6618, -1.6973, -1.8387, -1.7805, -1.7805];33,85541;68;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.0441, -1.202, -1.3922, -1.1301, -1.6345, -1.1799, -1.677, -1.8898, -1.6628, -1.6628, -1.6973, -1.9379, -1.8026, -1.8026];33,73611;55;61,66666667;33,93624333;0,091765885;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;14;ECG200;1.0;[-2.13, -1.364, -1.3922, -1.1301, -1.9945, -1.6493, -1.7266, -1.677, -1.6628, -1.9969, -1.8387, -1.8387, -1.8026, -1.8026];34,39621;723;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;14;ECG200;1.0;[-2.13, -2.0386, -1.1301, -1.6888, -0.70428, -1.6493, -1.6084, -1.6084, -1.7826, -1.6628, -1.6973, -1.9379, -1.9154, -1.8794];35,73295;498;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;14;ECG200;1.0;[-1.1686, -1.0441, -0.055013, -1.1402, -1.1799, -0.70428, -1.6084, -1.7266, -1.6628, -1.7826, -1.3425, -1.3425, -1.7805, -1.7805];37,238324;537;586;35,78916133;0,151376274;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.7634, -1.7634, -1.3922, -1.8094, -1.4098, -1.4098, -1.7032, -1.9257, -1.6628, -1.6618, -1.8387, -1.8387, -1.7805, -1.7805];33,72051;6091;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.202, -1.0441, -1.1402, -1.1301, -1.6493, -1.6345, -1.6084, -1.7266, -1.6628, -1.6618, -1.6973, -1.8387, -1.8026, -1.9154];33,48411;7748;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.1686, -1.0441, -1.6888, -1.6888, -1.6493, -1.6493, -1.7032, -1.6084, -1.9969, -1.6507, -1.6973, -1.6973, -1.7805, -1.8026];34,33931;7843;7227,333333;33,84797667;0,08892625;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.364, -2.0386, -1.1686, -0.70428, -1.1301, -1.1799, -1.7826, -1.677, -1.6084, -1.6507, -1.3425, -1.3425, -1.8026, -1.8026];35,23049;69;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.3922, -2.13, -1.0441, -1.1402, -1.1301, -1.6345, -1.6628, -1.6084, -1.7826, -1.6973, -1.9379, -1.9379, -1.9154, -1.8026];33,46381;65;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.7634, -1.3376, -1.3922, -1.2613, -1.6493, -1.8639, -1.7266, -1.6628, -1.7826, -1.6618, -1.6618, -1.6618, -1.8794, -1.8026];32,80161;67;67;33,83197;0,088411298;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;14;ECG200;1.0;[-1.3376, -1.364, -1.0441, -1.8639, -1.1402, -1.6493, -1.8336, -1.7032, -1.677, -1.6507, -1.6973, -1.8387, -1.8026, -1.8026];33,32671;688;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;14;ECG200;1.0;[-2.0386, -2.0386, -1.5352, -1.1301, -1.6493, -1.8639, -1.6084, -1.9257, -1.9257, -1.9969, -1.8387, -1.8387, -1.8794, -1.8026];35,46135;672;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;14;ECG200;1.0;[-1.3922, -1.202, -1.6888, -1.4098, -1.1301, -1.8094, -1.8898, -1.6084, -1.677, -1.6507, -1.6507, -1.3425, -1.8026, -1.7805];32,79581;716;692;33,86129;0,089354555;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.3376, -1.5352, -1.1686, -1.9945, -1.6345, -1.6493, -1.677, -1.9257, -1.9257, -1.6973, -1.6507, -1.9379, -1.8794, -1.9154];34,99641;7947;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.6888, -1.3922, -0.055013, -1.1402, -1.2613, -1.1799, -1.6084, -1.7032, -1.677, -1.3425, -1.9379, -1.6973, -1.8794, -1.7805];36,463884;7006;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.202, -1.202, -1.1686, -1.2613, -1.6493, -1.8639, -1.8898, -1.677, -1.7266, -1.9379, -1.9379, -1.9379, -1.7805, -1.8026];33,66833;7292;7415;35,04287467;0,127367419;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.2613, -1.7634, -2.0386, -1.1686, -1.6084, -1.6493, -1.6084, -1.8898, -2.0564, -1.6973, -1.9969, -1.6507, -1.8026, -0.67272];35,11121;72;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.202, -1.8094, -1.202, -2.13, -0.70428, -1.6084, -1.8639, -1.8639, -1.8387, -1.6628, -1.6618, -1.8336, -1.8794, -0.67272];35,51385;74;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;14;ECG200;1.0;[-1.3376, -1.0441, -1.1301, -1.3922, -1.8639, -1.6345, -1.9257, -1.7032, -1.8336, -1.8387, -1.3425, -1.9379, -1.8794, -0.67272];34,79261;72;72,66666667;35,13922333;0,130467061;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;14;ECG200;1.0;[-2.13, -1.364, -1.3922, -1.1402, -1.4098, -1.7266, -1.1799, -1.8639, -1.8387, -1.8336, -2.0564, -1.8336, -1.9154, -1.8794];34,94335;802;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;14;ECG200;1.0;[-2.0386, -1.5352, -1.3922, -1.2613, -1.677, -1.6493, -1.8898, -1.7032, -1.3425, -1.6628, -1.6507, -1.7826, -1.9154, -1.8026];34,00651;832;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;14;ECG200;1.0;[-1.364, -1.0441, -1.6888, -1.6888, -1.6493, -1.8898, -1.6345, -1.6493, -1.0113, -1.6618, -1.6507, -1.8336, -0.21616, -1.8794];36,55333;737;790,3333333;35,16773;0,131384151;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.7634, -1.364, -1.8094, -1.1686, -0.70428, -1.6493, -1.7266, -1.8639, -1.8336, -1.8387, -1.6973, -1.3425, -1.8026, -0.21616];34,26295;7237;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.2613, -2.0386, -1.202, -2.0386, -1.4098, -1.677, -1.7266, -1.677, -1.6973, -1.8387, -1.6628, -2.0564, -1.9154, -1.8794];35,28371;9983;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;14;ECG200;1.0;[-1.5352, -1.1301, -1.202, -1.5352, -1.4098, -1.6084, -1.8639, -1.8898, -1.0113, -1.8387, -1.6973, -1.6973, -0.67272, -0.21616];35,01411;7680;8300;34,85359;0,121277926;
