heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler
Buckets MSM-Mean: bucketsize:2;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,075823;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,075823;0;0;472,6666667;100,0000%;25,075823;0,5568%
Buckets MSM-Mean: bucketsize:3;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6618, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];24,991363;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6618, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];24,991363;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6618, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];24,991363;0;0;472,6666667;100,0000%;24,991363;0,2182%
Buckets MSM-Mean: bucketsize:4;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,075823;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,075823;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,075823;3;3;469,6666667;99,3653%;25,075823;0,5568%
Buckets MSM-Mean: bucketsize:5;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.3425, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];25,322563;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.3425, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];25,322563;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6507, -1.3425, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];25,322563;11;11;461,6666667;97,6728%;25,322563;1,5463%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.7266, -0.47585, -1.9257, -1.6628, -1.6618, -1.6973, -0.67272, -1.0113, -0.21616, -0.21616, 1.2906];28,946645;42;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.7266, -0.47585, -1.6084, -1.6084, -1.6507, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 1.2906];27,798753;45;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.7266, -1.8898, -1.6084, -1.6628, -1.6973, -1.6618, -0.67272, -1.0113, 0.052872, -0.21616, -1.6448];28,766637;41;42,66666667;430;90,9732%;28,50401167;14,3043%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.6084, -1.6084, -1.6973, -1.6507, -1.0113, -1.0113, -0.21616, -0.21616, 0.56209];26,060935;546;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;ECG200;1.0;[-0.47585, -1.9945, -1.9257, -1.6084, -1.6973, -1.3425, -1.0113, -1.0113, -0.21616, 0.052872, 1.2906];28,289303;441;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;ECG200;1.0;[0.048723, -1.7266, -1.6628, -1.8336, -1.6618, -1.6507, -0.67272, -0.67272, 0.052872, -0.21616, 1.2906];28,77674;458;481,6666667;9;1,9041%;27,70899267;11,1161%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;ECG200;1.0;[0.048723, -1.6493, -1.9257, -1.6628, -1.3425, -1.3425, -1.0113, -1.0113, 0.052872, 0.052872, -1.6448];30,726388;4984;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.7266, -1.9945, -1.6084, -1.6628, -1.6973, -1.3425, -0.67272, -1.8026, 0.052872, 0.052872, 1.2906];28,099165;4749;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.7266, -1.9945, -1.6628, -1.6084, -1.6973, -1.6973, -1.0113, -1.0113, -0.21616, 0.052872, 1.2906];26,893513;5403;5045,333333;4572,666667;967,4189%;28,573022;14,5810%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.9257, 0.048723, -1.6084, 0.24478, -1.6507, -1.6628, -1.0113, -0.67272, 1.0433, 0.56209, -1.6448];35,56362;54;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.6084, -1.9257, -0.47585, -1.6618, -1.6973, -1.6507, -1.0113, -0.21616, 0.57304, 0.052872, 0.56209];28,384103;43;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.9257, -1.9945, -1.6493, -1.6628, -1.6628, -1.3425, -1.8387, -1.8387, -1.8387, 0.052872, 0.56209];28,410803;45;47,33333333;425,3333333;89,9859%;30,78617533;23,4560%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;ECG200;1.0;[0.048723, -1.6084, -1.8898, -1.6973, -1.6973, -1.8336, -1.0113, -0.21616, 1.0433, -1.8252, 0.56209];31,893448;391;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;ECG200;1.0;[-1.6493, -1.6084, -1.6084, -1.6618, -1.6507, -1.6618, -1.7805, -0.21616, -0.21616, 0.052872, 1.2906];27,206893;391;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;ECG200;1.0;[0.52587, -1.6493, -1.6084, -1.6628, 0.24478, -1.3425, -1.0113, -1.0113, -1.7805, 0.56209, -1.6448];35,681265;352;378;94,66666667;20,0282%;31,59386867;26,6949%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;ECG200;1.0;[-0.47585, -1.6084, -1.6084, -1.6507, -1.8336, -1.6507, -1.8387, -1.7805, -0.21616, 1.2906, 0.052872];31,184399;5481;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.9945, -1.6493, -1.6084, -1.6628, -1.8336, -1.6628, -1.0113, -1.7805, -1.8387, 0.052872, 0.56209];28,505903;3787;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.7266, 0.048723, -1.9257, -1.6507, -1.6973, 0.67993, -1.8026, -0.67272, 0.57304, -1.8252, 1.2906];35,811671;4144;4470,666667;3998;845,8392%;31,833991;27,6579%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.8898, -0.47585, -1.9945, -1.6493, -1.6973, -1.6618, -0.67272, -1.8026, -1.6448, -0.21616, 0.56209];30,534445;50;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;ECG200;1.0;[-0.47585, -0.47585, -0.47585, -1.7266, -1.6507, -1.6507, -0.67272, -1.6618, 0.56209, -1.8252, 0.56209];33,842725;52;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.8898, -1.9257, -1.8898, -1.7266, -1.6507, -1.8026, -0.67272, -0.67272, 0.052872, 0.56209, 0.052872];27,280871;63;55;417,6666667;88,3639%;30,55268033;22,5197%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;ECG200;1.0;[-0.47585, -1.9945, -1.6628, -1.9257, -1.6507, -1.6618, -1.8387, -0.67272, -0.21616, 0.052872, 1.0433];28,426483;631;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;ECG200;1.0;[-1.8336, -1.6084, -1.8898, -1.8898, -1.8026, -1.6507, -0.67272, -0.67272, -0.21616, 1.5802, 0.052872];29,662949;607;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;ECG200;1.0;[-0.47585, -1.9257, -1.8898, 0.048723, -1.0113, -1.0113, -1.0113, -1.3425, -0.21616, -1.8252, 0.052872];33,740636;571;603;130,3333333;27,5740%;30,61002267;22,7496%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.6493, -1.6493, -1.8898, -1.9945, -1.0113, -1.6618, -0.67272, -1.6618, 0.56209, 1.5802, 1.0433];30,855821;7683;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.6493, -1.6493, -0.47585, 0.24478, -1.0113, -1.0113, -1.8387, -1.3425, 0.052872, -1.6448, 1.0433];34,218117;6942;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.6493, 0.24478, -1.6084, -1.8898, -1.3425, -1.6507, -1.3425, -1.6973, -1.6448, -1.6448, 1.0433];34,291495;5755;6793,333333;6320,666667;1337,2355%;33,121811;32,8222%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.6618, -1.7266, -1.6084, -1.6507, -1.9257, -1.0113, -1.8026, -1.8252, 0.9286, 1.0433, -1.6448];32,398851;100;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.6507, -1.8336, -1.6507, -1.7266, -1.6618, -1.6973, -1.8252, -1.6973, -0.21616, 0.57304, 1.2906];27,939241;142;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;ECG200;1.0;[-1.6507, -1.7266, -1.8336, -1.6507, -1.6618, -1.6973, -0.67272, -1.3425, 0.052872, -0.21616, 1.2906];27,533157;145;129;343,6666667;72,7080%;29,29041633;17,4578%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;ECG200;1.0;[-1.9257, -1.6628, -1.6493, 0.048723, -1.6507, -0.67272, -1.7805, -1.7805, -0.67272, 0.052872, -1.6448];33,090926;1417;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;ECG200;1.0;[-1.6084, -1.6507, -1.6507, -1.7266, -1.7266, -1.8252, -1.8387, -1.6973, -1.0113, -0.67272, 1.2906];29,635845;1428;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;ECG200;1.0;[-1.6628, -1.6618, -0.47585, -1.6084, -1.6507, -0.21616, -1.8387, -1.0113, -1.0113, -1.0113, 0.56209];31,323475;1326;1390,333333;917,6666667;194,1467%;31,350082;25,7173%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.6493, -1.9945, -1.9257, -1.7266, -1.6618, -0.67272, -1.0113, -1.8252, -1.6973, -0.21616, 0.56209];28,761555;14393;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.9945, -1.7266, -1.6084, -1.6618, -1.6084, -1.3425, -1.8026, -1.8026, 0.052872, -1.8387, 0.56209];29,078007;14383;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;ECG200;1.0;[-1.6084, -1.6493, -1.6507, -1.6628, -1.6628, -0.67272, 0.57304, -1.8026, 0.57304, -0.21616, 0.56209];29,648135;9884;12886,66667;12414;2626,3752%;29,16256567;16,9451%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.8336, -1.6507, -1.3425, -1.0113, -0.21616, 0.052872, 0.56209];26,125103;24;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.6084, -1.6628, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];26,743223;23;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;ECG200;1.0;[-1.7266, -1.6628, -1.6618, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];27,124823;23;23,33333333;449,3333333;95,0635%;26,664383;6,9271%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;ECG200;1.0;[-1.6493, -1.9257, -1.6628, -1.6507, -1.6973, -1.8387, -0.67272, -0.21616, 0.052872, 0.56209];26,577683;247;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;ECG200;1.0;[-1.9945, -1.7266, -1.8336, -1.6618, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,922863;243;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;ECG200;1.0;[-1.9945, -1.8898, -1.9257, -1.8336, -1.6618, -1.6973, -1.0113, -0.67272, -0.21616, 0.56209];26,254115;245;245;227,6666667;48,1664%;26,25155367;5,2717%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.8336, -1.6507, -1.6973, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,957623;2492;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.6084, -1.6507, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,775663;2505;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;ECG200;1.0;[-1.9945, -1.8898, -1.8336, -1.6507, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];25,838063;2509;2502;2029,333333;429,3371%;25,85711633;3,6899%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;ECG200;1.0;[-1.6084, -1.6507, -1.3425, -1.0113, -0.67272, -0.21616, 0.56209];27,960355;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;ECG200;1.0;[-1.7266, -1.6084, -1.3425, -1.0113, -0.67272, -0.21616, 0.56209];28,009755;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;ECG200;1.0;[-1.9945, -1.9257, -1.8336, -1.6507, -1.3425, -0.67272, 0.052872, 0.56209];27,767115;17;17;455,6666667;96,4034%;27,91240833;11,9319%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6084, -1.6628, -1.6618, -1.3425, -1.0113, -0.67272, 0.56209];26,987775;190;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;ECG200;1.0;[-1.6493, -1.8336, -1.6618, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];27,285923;178;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6628, -1.3425, -1.0113, -0.67272, 0.052872, 0.56209];27,118755;179;182,3333333;290,3333333;61,4245%;27,13081767;8,7976%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6084, -1.6628, -1.6618, -1.6973, -1.0113, -0.67272, -0.21616, 0.052872, 1.2906];26,735633;1807;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.8336, -1.6507, -1.3425, -1.0113, -0.21616, 0.052872, 0.56209];26,718403;1854;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.9257, -1.8336, -1.6618, -1.3425, -0.67272, -0.21616, 0.052872, 1.2906];26,879133;1858;1839,666667;1367;289,2102%;26,777723;7,3817%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;ECG200;1.0;[-1.9945, -1.6084, -1.8336, -1.6618, -0.67272, 0.052872, 0.56209];29,285115;13;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.6618, -1.0113, -0.67272, -0.21616, 0.052872];29,203201;13;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;ECG200;1.0;[-1.8898, -1.8336, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];28,371623;13;13;459,6666667;97,2496%;28,953313;16,1060%
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;ECG200;1.0;[-1.9945, -1.7266, -1.6507, -1.3425, -1.0113, -0.67272, -0.21616];28,679733;131;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;ECG200;1.0;[-1.8898, -1.6628, -1.6618, -1.0113, -0.67272, -0.21616, 0.56209];28,315615;142;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;ECG200;1.0;[-1.6084, -1.8336, -1.6618, -1.0113, -0.21616, 0.052872, 0.56209];28,424063;129;134;338,6666667;71,6502%;28,473137;14,1805%
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6628, -1.6618, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];27,124823;1388;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.7266, -1.6507, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];27,178923;1354;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.9257, -1.6507, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];26,872223;1356;1366;893,3333333;188,9986%;27,05865633;8,5082%
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.6084, -1.6628, -1.6973, -0.67272, -0.21616, 0.56209];28,725915;10;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.8898, -1.8336, -1.6507, -1.6973, -1.0113, 0.052872];29,484413;10;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.6084, -1.8336, -1.3425, -1.0113, -0.67272, -0.21616];29,022733;10;10;462,6666667;97,8843%;29,077687;16,6048%
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;ECG200;1.0;[-1.6628, -1.3425, -1.0113, -0.67272, 0.052872, 0.56209];28,868455;110;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;ECG200;1.0;[-1.7266, -1.8336, -1.3425, -1.0113, -0.67272, 0.052872, 0.56209];28,253255;108;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;ECG200;1.0;[-1.9257, -1.6628, -1.6507, -0.67272, -0.21616, 0.052872, 0.56209];28,449583;108;108,6666667;364;77,0099%;28,52376433;14,3835%
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6084, -1.6628, -1.6973, -1.0113, -0.21616, 0.052872, 0.56209];27,636363;1088;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;ECG200;1.0;[-1.8898, -1.6628, -1.6507, -1.3425, -0.67272, -0.21616, 0.052872, 0.56209];27,469723;1091;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;ECG200;1.0;[-1.8898, -1.9257, -1.6618, -1.6973, -0.67272, -0.21616, 0.052872, 0.56209];27,715283;1085;1088;615,3333333;130,1834%;27,607123;10,7076%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;ECG200;1.0;[-1.8898, -1.6507, -1.0113, -1.8252, 0.56209];31,922655;14;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;ECG200;1.0;[-1.8898, -1.6507, -1.0113, -1.8252, 0.56209];31,922655;14;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;13;13,66666667;459;97,1086%;31,84952167;27,7201%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;ECG200;1.0;[-1.7266, -1.6618, -1.0113, -1.8252, 0.56209];31,714355;151;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;143;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;146;146,6666667;326;68,9704%;31,706955;27,1484%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;1464;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;1463;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;1469;1465,333333;992,6666667;210,0141%;31,703255;27,1336%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;ECG200;1.0;[-1.8898, -1.6618, -0.67272, 0.56209];32,156495;10;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;ECG200;1.0;[-1.8898, -1.6507, -1.0113, 0.56209];32,163875;10;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;ECG200;1.0;[-1.8898, -1.6618, -1.0113, 0.052872];32,216533;10;10;462,6666667;97,8843%;32,17896767;29,0412%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;ECG200;1.0;[-1.8898, -1.6618, -0.67272, 0.56209];32,156495;108;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;ECG200;1.0;[-1.8898, -1.6618, -0.67272, 0.56209];32,156495;108;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;ECG200;1.0;[-1.6493, -1.6973, -0.67272, 0.56209];31,895295;107;107,6666667;365;77,2214%;32,06942833;28,6020%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.6507, -0.67272, 0.56209];31,848695;1093;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;ECG200;1.0;[-1.6493, -1.6507, -1.0113, 0.56209];31,856075;1087;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, -1.8252, 0.56209];31,703255;1093;1091;618,3333333;130,8181%;31,802675;27,5323%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;ECG200;1.0;[-1.6507, -0.67272, 0.56209];32,990835;8;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;ECG200;1.0;[-1.9945, -1.6618, 0.57304, 0.56209];32,944623;8;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;ECG200;1.0;[-1.6084, -0.67272, 0.56209];32,989435;8;8;464,6666667;98,3075%;32,97496433;32,2333%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;ECG200;1.0;[-1.9257, -1.6618, -0.67272, 0.56209];32,228295;86;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;ECG200;1.0;[-1.9257, -1.6507, -1.0113, 0.56209];32,235675;81;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;ECG200;1.0;[-1.8898, -1.6507, -0.67272, 0.56209];32,156495;83;83,33333333;389,3333333;82,3695%;32,20682167;29,1529%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6507, -1.0113, 0.56209];31,944475;878;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;ECG200;1.0;[-1.8898, -1.6618, -0.67272, 0.56209];32,156495;862;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;ECG200;1.0;[-1.7266, -1.6618, -0.67272, 0.56209];31,937095;863;867,6666667;395;83,5684%;32,01268833;28,3744%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;ECG200;1.0;[-1.6493, -1.0113, 0.56209];32,996815;7;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;ECG200;1.0;[-1.6084, -1.0113, 0.56209];32,996815;7;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;ECG200;1.0;[-1.6628, -0.67272, 0.56209];33,002935;7;7;465,6666667;98,5190%;32,998855;32,3291%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;ECG200;1.0;[-1.6084, -0.67272, 0.56209];32,989435;78;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;ECG200;1.0;[-1.7266, -1.6618, -1.8252, 0.56209];32,499575;72;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;ECG200;1.0;[-1.9257, -1.6618, 0.57304, 0.56209];32,807023;75;75;397,6666667;84,1326%;32,76534433;31,3927%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;ECG200;1.0;[-1.8898, -1.6618, -1.0113, 0.052872];32,216533;738;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;ECG200;1.0;[-1.9257, -1.6507, -1.0113, 0.56209];32,235675;736;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;ECG200;1.0;[-1.9257, -1.6507, -1.0113, 0.56209];32,235675;737;737;264,3333333;55,9238%;32,22929433;29,2431%
Generic MSM-Mean EA: generations:10000;3;11;ECG200;1.0;[-1.6628, -1.7266, -1.6628, -1.6628, -1.6618, -1.3425, -1.0113, -0.67272, -0.21616, 0.052872, 0.56209];24,936963;25;;;;;
