heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
MSM-Mean Exact;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;18495;;;;;;
MSM-Mean Exact;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;18571;;;;;;
MSM-Mean Exact;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;18578;18548;0;0,00%;20,93513;0,00%;
3-MSM-Mean;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;18765;;;;;;
3-MSM-Mean;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;18730;;;;;;
3-MSM-Mean;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;18716;18737;189;1,02%;20,93513;0,00%;
Buckets MSM-Mean: bucketsize:2;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;0;0;-18548;-100,00%;20,93513;0,00%;
Buckets MSM-Mean: bucketsize:3;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;1;;;;;;
Buckets MSM-Mean: bucketsize:3;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;1;;;;;;
Buckets MSM-Mean: bucketsize:3;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;1;1;-18547;-99,99%;20,93513;0,00%;
Buckets MSM-Mean: bucketsize:4;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;7;;;;;;
Buckets MSM-Mean: bucketsize:4;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;7;;;;;;
Buckets MSM-Mean: bucketsize:4;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;7;7;-18541;-99,96%;20,93513;0,00%;
Buckets MSM-Mean: bucketsize:5;3;21;50words;1.0;[-0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651, -0.51127, -0.52333, -0.53702, -0.54767, -0.55586, -0.56249, -0.57122, -0.57886, -0.5851, -0.59057, -0.598, -0.60553];20,93513;21;;;;;;
