heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;19;50words;1.0;[-0.22162, -0.23703, -0.25179, -0.26669, -0.29704, -0.28172, -0.3306, -0.31318, 0.13828, -0.37401, -0.40028, -0.8727, -0.45986, -0.49117, -0.55609, -0.8696, -0.5886, -0.5886, -0.65188];22,45947;106;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;19;50words;1.0;[-0.23703, -0.23703, -0.25179, -0.26669, -0.29704, -0.28172, -0.3306, -0.31318, -0.37401, -0.37401, -0.40028, -0.86572, -0.49117, -0.45986, -0.52302, -0.8696, -0.5886, -0.90779, 0.13684];23,06239;97;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;19;50words;1.0;[-0.22162, -0.23703, -0.25179, 0.25128, -0.29704, -0.28172, -0.31318, -0.3306, -0.35055, -0.37401, -0.40028, -0.42898, -0.45986, -0.8603, -0.52302, -0.52302, -0.5886, -0.5886, -0.65188];22,05171;105;102,6666667;-10279,33333;-99,01%;22,52452333;6,91%;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;19;50words;1.0;[-0.22162, -0.23703, -0.26669, -0.26669, -0.28172, -0.28172, -0.31318, -0.3306, 0.13828, -0.37401, -0.42898, -0.40028, -0.45986, -0.49117, -0.52302, -0.52302, -0.5886, -0.93787, -0.65188];21,99605;1171;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;19;50words;1.0;[-0.22162, -0.23703, 0.25128, -0.26669, 0.22519, -0.29704, -0.3306, -0.3306, 0.13828, -0.37401, -0.42898, -0.40028, -0.49117, -0.49117, -0.52302, -0.55609, -0.90779, -0.62042, -0.65188];22,99321;1124;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;19;50words;1.0;[0.30117, -0.23703, 0.25128, -0.25179, 0.19968, -0.28172, 0.15506, -0.31318, -0.88175, -0.35055, -0.42898, -0.86572, -0.49117, -0.8619, -0.55609, -0.55609, -0.5886, -0.5886, -0.9753];24,90267;1017;1104;-9278;-89,37%;23,29731;10,58%;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;19;50words;1.0;[-0.23703, -0.23703, -0.25179, -0.25179, -0.28172, -0.28172, -0.31318, 0.15506, -0.35055, -0.37401, -0.40028, -0.8727, -0.45986, -0.8603, -0.55609, -0.8843, -0.5886, -0.62042, 0.13684];23,57718;10989;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;19;50words;1.0;[-0.23703, 0.30117, -0.26669, -0.26669, -0.29704, -0.29704, -0.31318, -0.3306, -0.35055, -0.37401, -0.42898, -0.42898, -0.49117, -0.45986, -0.8696, -0.52302, -0.5886, -0.62042, -0.65188];22,12388;11422;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;19;50words;1.0;[-0.22162, 0.30117, -0.25179, 0.25128, -0.28172, -0.29704, -0.31318, 0.15506, -0.37401, -0.35055, -0.86572, -0.42898, -0.49117, -0.8603, -0.52302, -0.8696, -0.62042, -0.62042, -0.65188];23,86904;10042;10817,66667;435,6666667;4,20%;23,19003333;10,07%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;19;50words;1.0;[-0.23703, 0.32477, -0.25179, -0.28172, -0.28172, 0.22519, 0.13828, -0.31318, -0.31318, -0.8727, -0.42898, -0.40028, -0.49117, -0.8696, -0.45986, -0.62042, -0.90779, -0.62042, 0.13684];25,00465;101;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;19;50words;1.0;[-0.25179, -0.25179, 0.32477, 0.19968, -0.28172, -0.29704, -0.35055, -0.3306, 0.13828, -0.86572, -0.37401, -0.37401, -0.52302, -0.49117, -0.52302, -0.8843, -0.62042, -0.62042, -0.65188];23,77558;145;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;19;50words;1.0;[-0.25179, -0.25179, 0.27662, -0.26669, 0.22519, -0.29704, -0.31318, -0.35055, -0.31318, -0.42898, -0.37401, -0.42898, -0.45986, -0.8603, -0.49117, -0.5886, -0.5886, -0.8843, -0.65188];22,98526;117;121;-10261;-98,83%;23,92183;13,54%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;19;50words;1.0;[0.30117, -0.23703, -0.23703, -0.28172, -0.28172, 0.19968, -0.35055, -0.35055, -0.3306, 0.12682, -0.8727, -0.42898, -0.49117, 0.131, -0.45986, -0.55609, -0.5886, -0.55609, 0.13684];24,73859;1334;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;19;50words;1.0;[-0.23703, -1.0721, -0.23703, -0.26669, 0.25128, -0.26669, -0.31318, 0.17587, -0.3306, -0.40028, -0.42898, 0.12682, -0.52302, -0.8603, -0.49117, -0.55609, -0.55609, -0.62042, -0.9753];24,61551;1329;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;19;50words;1.0;[-0.22162, -0.22162, 0.27662, -0.28172, 0.19968, -0.28172, -0.35055, -0.31318, -0.31318, -0.40028, -0.42898, -0.40028, -0.45986, -0.8603, -0.52302, -0.55609, -0.55609, -0.5886, -0.65188];22,73394;1253;1305,333333;-9076,666667;-87,43%;24,02934667;14,05%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;19;50words;1.0;[-0.22162, -0.25179, -0.23703, -0.26669, 0.19968, -0.26669, 0.17587, -0.31318, -0.3306, -0.8727, -0.37401, -0.42898, -0.8619, -0.52302, -0.45986, -0.5886, -0.62042, -0.55609, -0.9753];23,61406;14335;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;19;50words;1.0;[-0.25179, -0.22162, -0.22162, -0.94634, -0.29704, -0.28172, -0.3306, -0.35055, -0.35055, -0.88175, -0.37401, -0.40028, 0.12448, -0.49117, -0.45986, -0.55609, -0.93787, -0.90779, -0.65188];23,7995;14849;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;19;50words;1.0;[-0.25179, -0.25179, -0.25179, 0.19968, -0.28172, -0.29704, 0.17587, 0.15506, -0.35055, -0.37401, 0.12073, -0.42898, -0.45986, -0.49117, -0.8619, -0.62042, -0.55609, -0.55609, -0.9753];23,89957;14892;14692;4310;41,51%;23,77104333;12,82%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;19;50words;1.0;[-0.26669, 0.32477, -0.25179, -0.23703, -0.28172, -0.29704, 0.15506, -0.3306, -0.42898, -0.42898, -0.42898, -0.40028, -0.8603, -0.55609, 0.12448, -0.49117, -0.90779, 0.13684, -0.65188];24,66608;145;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;19;50words;1.0;[0.27662, -0.26669, -0.26669, 0.27662, -0.28172, -0.31318, -0.31318, -0.31318, -0.8727, -0.40028, -0.40028, -0.86572, -0.8603, -0.52302, -0.49117, -0.8619, -0.9753, -0.5886, -0.93787];24,83407;100;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;19;50words;1.0;[-0.26669, 0.30117, 0.27662, -0.26669, -0.3306, -0.28172, -0.3306, 0.19968, 0.12682, -0.37401, 0.1211, -0.37401, -0.55609, -0.8843, 0.12448, -0.55609, -0.9753, -0.9753, -0.65188];26,06874;85;110;-10272;-98,94%;25,18963;19,56%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;19;50words;1.0;[0.27662, -0.23703, -0.25179, 0.27662, -0.31318, -0.28172, -0.31318, -0.28172, -0.42898, -0.40028, -0.89315, -0.35055, -0.49117, 0.12448, -0.52302, -0.55609, -0.9753, -0.62042, -0.62042];24,17401;945;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;19;50words;1.0;[-1.0721, -0.22162, -0.26669, -0.26669, -0.90633, -0.28172, -0.31318, -0.29704, -0.37401, -0.42898, 0.12682, 0.13828, -0.8603, -0.49117, 0.13836, -0.55609, -0.62042, 0.14447, 0.14676];26,5197;1015;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;19;50words;1.0;[0.27662, -0.26669, -0.25179, -0.26669, 0.15506, -0.28172, -0.31318, 0.22519, 0.12682, -0.40028, 0.13828, -0.42898, -0.8603, -0.55609, -0.45986, -0.45986, -0.90779, 0.14447, 0.14676];26,349;936;965,3333333;-9416,666667;-90,70%;25,68090333;21,89%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;19;50words;1.0;[-0.26669, -0.25179, -1.0448, -0.25179, 0.22519, -0.3306, -0.31318, -0.29704, -0.40028, -0.8727, -0.42898, -0.37401, -0.45986, -0.8619, -0.55609, -0.49117, -0.9753, -0.90779, -0.5886];24,53623;11534;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;19;50words;1.0;[0.27662, -0.22162, 0.25128, -0.26669, 0.22519, -0.3306, -0.28172, 0.15506, -0.40028, -0.37401, -0.40028, -0.89315, -0.52302, 0.12448, -0.8696, -0.49117, -0.5886, -0.62042, -0.5886];24,86574;14410;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;19;50words;1.0;[0.25128, -0.25179, 0.30117, -0.25179, -0.31318, -0.92493, -0.31318, -0.94634, 0.1211, -0.40028, 0.12073, 0.12682, -0.8696, 0.14434, -0.49117, -0.45986, 0.14676, 0.14447, -0.93787];28,12057;10262;12068,66667;1686,666667;16,25%;25,84084667;22,65%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;19;50words;1.0;[-0.23703, -1.0187, 0.32477, -0.28172, -0.22162, -0.94634, -0.29704, 0.15506, -0.29704, -0.3306, -0.40028, -0.52302, -0.42898, -0.40028, -0.8727, -0.8843, -0.62042, 0.14676, -0.55609];25,66144;140;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;19;50words;1.0;[-0.25179, 0.22519, -0.22162, -0.26669, -1.0448, -0.37401, -0.89315, 0.17587, -0.35055, -0.35055, -0.40028, -0.49117, 0.12448, -0.8727, 0.1211, 0.14447, 0.14676, -0.8843, -0.90779];27,38502;97;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;19;50words;1.0;[-0.26669, -0.25179, 0.22519, -0.25179, -0.23703, -0.90633, -0.37401, -0.35055, -0.3306, -0.3306, -0.45986, -0.42898, -0.8619, -0.8727, -0.52302, -0.5886, 0.14676, -0.8843, -0.55609];24,4144;92;109,6666667;-10272,33333;-98,94%;25,82028667;22,55%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;19;50words;1.0;[-0.25179, 0.32477, 0.22519, -0.22162, 0.30117, -0.37401, -0.35055, -0.89315, 0.17587, -0.35055, -0.8727, -0.49117, -0.8696, -0.8727, -0.49117, -0.9753, -0.9753, -0.55609, -0.9753];27,17571;997;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;19;50words;1.0;[-0.99391, -0.25179, -0.28172, -0.22162, -0.22162, -0.35055, 0.17587, -0.31318, -0.89315, -0.3306, -0.86572, -0.49117, -0.8603, -0.49117, -0.8603, -0.9753, -0.62042, -0.55609, -0.90779];25,35584;1414;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;19;50words;1.0;[-0.26669, -0.28172, 0.27662, 0.22519, -0.23703, 0.19968, -0.29704, -0.89315, -0.35055, -0.35055, 0.13836, -0.40028, -0.42898, -0.8619, 0.12073, 0.14447, 0.14676, 0.14434, -0.5886];27,23413;878;1096,333333;-9285,666667;-89,44%;26,58856;26,20%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;19;50words;1.0;[-0.22162, -0.28172, 0.27662, -0.28172, 0.25128, -0.37401, -0.3306, -0.29704, -0.31318, -0.37401, -0.86572, -0.42898, -0.40028, -0.45986, 0.1211, -0.8843, -0.62042, -0.65188, -0.55609];24,09544;14655;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;19;50words;1.0;[-0.28172, -0.28172, 0.25128, -0.22162, -0.28172, -0.31318, -0.29704, 0.17587, 0.15506, -0.35055, -0.49117, -0.40028, -0.52302, -0.8603, -0.45986, -0.65188, 0.14676, -0.62042, 0.14434];25,12242;15136;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;19;50words;1.0;[-0.25179, 0.25128, 0.32477, -0.28172, -0.26669, -0.3306, -0.37401, 0.12682, 0.13828, -0.3306, -0.49117, -0.42898, -0.52302, -0.42898, -0.45986, -0.5886, -0.5886, -0.90779, 0.14676];24,79229;14439;14743,33333;4361,333333;42,01%;24,67005;17,09%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;19;50words;1.0;[-1.0721, -0.23703, -1.0187, -0.99391, -0.28172, 0.19968, -0.92493, -0.3306, 0.13828, 0.12682, -0.40028, -0.42898, 0.12448, -0.49117, 0.13836, -0.55609, -0.5886, -0.93787];28,91793;55;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;19;50words;1.0;[-0.23703, -0.26669, -0.29704, 0.17587, -0.3306, -0.35055, -0.37401, -0.40028, -0.42898, 0.12448, -0.49117, -0.52302, 0.14434, -0.90779, -0.62042, -0.65188];28,32081;53;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;19;50words;1.0;[-0.22162, -0.23703, 0.27662, -0.26669, -0.28172, 0.19968, -0.3306, -0.35055, -0.37401, -0.8727, -0.42898, -0.8603, -0.8619, -0.52302, -0.55609, -0.62042];28,83127;53;53,66666667;-10328,33333;-99,48%;28,69000333;36,17%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;19;50words;1.0;[-1.0721, -0.23703, -0.26669, -0.28172, 0.19968, -0.31318, -0.3306, -0.35055, -0.37401, 0.1211, -0.86572, -0.8603, -0.49117, -0.8843, -0.90779, -0.62042, -0.9753];28,22758;536;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;19;50words;1.0;[-0.22162, -1.0448, -0.25179, -0.26669, 0.19968, 0.17587, -0.3306, -0.89315, -0.88175, -0.40028, -0.86572, -0.45986, -0.49117, -0.52302, -0.55609, 0.14676, -0.93787, 0.13684];27,88083;541;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;19;50words;1.0;[-0.23703, -0.25179, -0.96877, 0.19968, -0.92493, -0.90633, -0.35055, 0.12682, -0.40028, -0.42898, -0.45986, -0.8619, -0.8696, -0.55609, -0.5886, -0.62042, -0.65188];28,04749;536;537,6666667;-9844,333333;-94,82%;28,05196667;33,14%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;19;50words;1.0;[-0.22162, -0.23703, 0.27662, -0.99391, -0.28172, -0.29704, 0.17587, -0.90633, -0.89315, -0.37401, 0.1211, -0.86572, -0.45986, -0.8619, -0.8696, -0.8843, -0.90779, -0.62042, -0.9753];26,57834;5473;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;19;50words;1.0;[-0.22162, -0.23703, -0.25179, -0.26669, -0.28172, 0.19968, -0.3306, 0.12682, -0.40028, -0.86572, -0.45986, -0.49117, -0.52302, -0.55609, -0.5886, -0.62042, -0.65188];25,96746;5474;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;19;50words;1.0;[-0.22162, 0.30117, 0.27662, -0.26669, -0.28172, 0.19968, -0.31318, -0.3306, -0.88175, -0.40028, -0.42898, -0.45986, -0.8619, 0.13836, 0.14434, -0.5886, -0.62042, -0.65188];26,66952;5529;5492;-4890;-47,10%;26,40510667;25,33%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;19;50words;1.0;[0.32477, 0.27662, -0.26669, -0.28172, 0.19968, -0.31318, -0.3306, 0.13828, 0.12682, -0.42898, -0.8603, 0.13836, -0.8843, -0.90779, -0.62042];32,6223;42;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;19;50words;1.0;[0.30117, -1.0187, 0.25128, 0.19968, -0.31318, -0.3306, -0.35055, -0.37401, 0.12073, -0.8619, -0.8696, -0.8843, -0.90779, 0.14447, -0.65188];33,39774;41;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;19;50words;1.0;[-0.22162, -0.25179, -0.26669, -0.94634, 0.17587, -0.3306, -0.35055, -0.88175, -0.40028, 0.12073, -0.8603, 0.14434, -0.5886, -0.93787];33,70419;41;41,33333333;-10340,66667;-99,60%;33,24141;57,77%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;19;50words;1.0;[0.32477, 0.27662, -0.99391, -0.29704, 0.15506, 0.13828, -0.37401, -0.42898, -0.8603, -0.49117, -0.52302, -0.55609, -0.5886, -0.93787, -0.65188];31,83548;413;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;19;50words;1.0;[-0.23703, -1.0187, -0.26669, -0.29704, -0.3306, -0.35055, -0.37401, -0.8727, -0.42898, -0.8603, 0.131, 0.13836, -0.90779, -0.62042, -0.65188];31,46505;419;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;19;50words;1.0;[-0.22162, -0.23703, -0.99391, 0.22519, -0.29704, 0.15506, -0.35055, 0.1211, 0.12073, -0.49117, -0.52302, -0.55609, 0.14676, -0.62042, -0.9753];32,15394;418;416,6666667;-9965,333333;-95,99%;31,81815667;51,02%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;19;50words;1.0;[-1.0721, 0.30117, -1.0187, -0.26669, -0.28172, -0.29704, -0.31318, -0.3306, 0.12682, -0.40028, -0.42898, -0.45986, -0.49117, 0.13836, -0.90779, -0.65188];30,21974;4228;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;19;50words;1.0;[-0.22162, -0.23703, -1.0187, -0.26669, -0.28172, 0.19968, -0.31318, -0.35055, -0.88175, -0.40028, -0.42898, -0.45986, 0.131, 0.13836, -0.8843, -0.90779];30,13586;4322;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;19;50words;1.0;[0.32477, 0.30117, -0.25179, 0.25128, -0.96877, -0.29704, 0.17587, -0.3306, 0.13828, -0.88175, -0.45986, -0.8619, -0.52302, -0.55609, -0.90779, -0.93787, -0.65188];29,61387;4251;4267;-6115;-58,90%;29,98982333;42,34%;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;19;50words;1.0;[0.32477, -1.0448, -0.26669, -0.28172, -0.94634, -0.31318, 0.15506, -0.37401, -0.40028, -0.8619, -0.8696, -0.55609, -0.5886, -0.9753];34,01135;35;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;19;50words;1.0;[-0.23703, -0.26669, -0.96877, -0.94634, -0.31318, -0.3306, 0.13828, -0.40028, -0.42898, 0.12448, 0.131, 0.13836, -0.5886];35,77004;33;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;19;50words;1.0;[-0.23703, 0.27662, 0.22519, -0.29704, -0.92493, -0.3306, -0.89315, -0.37401, 0.12073, -0.45986, -0.49117, -0.93787, -0.65188];35,3486;33;33,66666667;-10348,33333;-99,68%;35,04333;66,33%;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;19;50words;1.0;[0.32477, -0.25179, -0.26669, -0.28172, 0.17587, -0.3306, 0.12682, 0.1211, 0.12073, -0.52302, -0.5886, -0.62042, -0.65188];34,60506;338;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;19;50words;1.0;[-0.23703, -1.0187, 0.25128, -0.28172, -0.90633, 0.13828, -0.88175, -0.40028, -0.42898, -0.8603, -0.49117, -0.8696, -0.8843, -0.62042, -0.9753];32,58905;340;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;19;50words;1.0;[-0.23703, -0.26669, -0.96877, -0.31318, -0.3306, -0.89315, -0.37401, 0.1211, -0.42898, -0.45986, -0.55609, -0.5886, -0.93787, 0.13684];32,95864;339;339;-10043;-96,73%;33,38425;58,45%;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;19;50words;1.0;[0.32477, -0.26669, -0.28172, -0.29704, -0.92493, 0.15506, -0.89315, 0.1211, -0.42898, -0.45986, -0.49117, -0.8696, -0.55609, -0.65188];33,28826;3460;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;19;50words;1.0;[-0.22162, -0.23703, 0.25128, -0.28172, -0.29704, -0.92493, -0.3306, -0.40028, -0.42898, -0.8603, 0.131, -0.8696, 0.14434, 0.14676, -0.9753];32,55958;3460;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;19;50words;1.0;[-0.22162, -0.23703, -0.25179, -0.26669, -0.28172, 0.17587, -0.89315, -0.8727, -0.45986, -0.8619, 0.13836, -0.8843, -0.90779, -0.62042, -0.9753];31,631;3437;3452,333333;-6929,666667;-66,75%;32,49294667;54,22%;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;19;50words;1.0;[-0.22162, -0.23703, -0.25179, -0.94634, -0.31318, 0.15506, -0.35055, -0.42898, -0.8696, -0.55609, -0.9753];37,83932;27;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;19;50words;1.0;[-0.28172, -0.94634, -0.31318, 0.13828, 0.12682, -0.40028, -0.45986, -0.8619, -0.52302, -0.8843, -0.90779, -0.65188];36,45692;27;;;;;;
