heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;17;ECG200;1.0;[1.0061, 0.39578, -0.25564, -0.28783, -0.43356, -0.31916, -1.4239, -1.198, -0.9816, -0.71089, -0.84332, -1.03, -1.0553];34,91549;44;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;17;ECG200;1.0;[1.0088, -0.29678, -0.11827, -0.7382, -0.72908, -0.90694, -1.4239, -0.9816, -0.88184, -1.2874, -0.8997, -1.5397, -1.0361];35,1861;45;44,66666667;35,28826333;0,38987024;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;17;ECG200;1.0;[0.93377, 0.38028, -0.29678, -0.23532, -0.11827, -0.7382, -0.32299, -0.90694, -0.87096, -1.198, -1.2725, -1.2874, -1.0855, -1.2298];31,95783;467;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;17;ECG200;1.0;[1.0088, 0.49996, -0.23532, -0.1072, -0.32299, -0.41801, -0.31866, -1.0602, -0.35036, -1.2725, -0.84332, -1.2767, -1.1539, -1.0361];32,41603;451;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;17;ECG200;1.0;[0.93377, -0.022363, -0.23532, -0.25564, -0.1072, -1.7143, -0.43356, -0.31916, -0.26038, -0.9816, -1.2725, -0.82392, -0.88365, -1.5744, -1.2298];32,292696;453;457;32,22218533;0,269109109;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.38028, -0.29678, -0.23532, -0.25564, -0.7382, -0.31866, -0.29565, -1.198, -0.9816, -1.2725, -0.84332, -1.5744, -1.3466];31,44453;4596;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;17;ECG200;1.0;[1.1682, 0.49996, -0.29678, -0.68604, -0.7382, -0.41801, -0.31916, -0.26038, -1.198, -0.68248, -0.88184, -0.82392, -1.2767, -1.1539, -1.3466];29,44634;4593;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29678, -0.51393, -0.11827, -0.071027, -0.72908, -1.6499, -0.31866, -0.68248, -0.88184, -0.84332, -1.0855, -1.5744, -1.3466];30,866616;4594;4594,333333;30,58582867;0,204659255;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;17;ECG200;1.0;[1.0088, 1.0061, -0.3697, -0.7382, -0.90694, -0.31916, -0.29565, -1.198, -0.68248, -1.2725, -1.0855, -1.2298];39,08667;36;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;17;ECG200;1.0;[0.93377, 0.7014, -0.29678, -0.23532, -0.68604, -0.28783, -0.43356, -0.41773, -0.50549, -1.2874, -0.88365, -1.0361];38,78678;36;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;17;ECG200;1.0;[0.49996, 0.39578, -0.79879, -0.43356, -0.31916, -1.4239, -0.9816, -1.2725, -1.7936, -0.8997, -1.03, -1.0553];39,76279;36;36;39,21208;0,544414428;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;17;ECG200;1.0;[0.93377, -0.29678, -1.1288, -0.3697, -0.071027, -0.72908, -0.90694, -1.0327, -0.26038, -1.7824, -0.9816, -1.2874, -0.88365, -1.5744, -1.2298];33,238726;377;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;17;ECG200;1.0;[1.1682, 0.49996, -0.51393, -0.7382, -0.28783, -0.90694, -0.31916, -0.35036, -0.50549, -1.7989, -1.2767, -1.5397, -1.0553];36,35214;373;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;17;ECG200;1.0;[1.0088, 0.38028, -0.7382, -0.32299, -1.0327, -1.0602, -0.50549, -0.88184, -0.82392, -0.8997, -1.1539, -1.0361];36,8772;384;378;35,48935533;0,397790487;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;17;ECG200;1.0;[0.38028, -0.29678, -0.51393, -0.11827, -0.7382, -0.41801, -1.0602, -0.9816, -0.88184, -1.2874, -1.2767, -1.1539, -1.0553];34,25709;3815;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;17;ECG200;1.0;[1.0061, 0.39578, -0.68604, -0.32299, -0.90694, -0.87096, -1.0602, -0.41773, -0.50549, -1.7989, -0.84332, -0.8997, -1.5744, -1.0553];33,63061;3813;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;17;ECG200;1.0;[0.7014, -0.022363, -0.3697, -0.43356, -0.31866, -0.29565, -0.35036, -0.9816, -0.88184, -0.82392, -0.88365, -1.03, -1.3466];33,6585;3830;3819,333333;33,84873333;0,333172638;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;17;ECG200;1.0;[0.38028, -0.11827, -0.90694, -1.0602, -0.41773, -0.9816, -0.82392, -1.0855, -1.1539, -1.3466];43,39502;30;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;17;ECG200;1.0;[1.0088, -1.0559, -0.23532, -0.7382, -0.41801, -0.31866, -0.50549, -0.88184, -1.7936, -1.03, -1.0361];42,68959;30;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.3697, -0.79879, -1.7143, -0.29565, -1.198, -0.68248, -0.82392, -1.2767, -1.5397];39,66979;30;30;41,91813333;0,650995558;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;17;ECG200;1.0;[0.93377, 0.38028, -0.51393, -0.68604, -0.7382, -0.43356, -0.31866, -1.0602, -1.0251, -0.88365, -1.5397];40,38226;312;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;17;ECG200;1.0;[1.1682, 0.39578, -0.79879, -0.28783, -0.43356, -1.4239, -0.41773, -1.0251, -1.2874, -1.2767, -1.5744, -1.0553];38,67589;315;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;17;ECG200;1.0;[0.93377, -0.29678, -0.68604, -0.7382, -1.6499, -0.31866, -1.0602, -1.198, -0.82392, -0.8997, -1.03, -1.3466];38,39514;326;317,6666667;39,15109667;0,542012527;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;17;ECG200;1.0;[1.1682, -1.1796, -0.23532, -0.11827, -0.72908, -0.90694, -0.26038, -0.41773, -1.2725, -0.82392, -1.0855, -1.5397, -1.2298];37,221943;3133;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;17;ECG200;1.0;[1.1682, 0.7014, -0.022363, -0.11827, -0.071027, -0.28783, -0.90694, -1.0602, -0.41773, -0.68248, -0.8997, -1.03, -1.0361];36,779836;3127;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;17;ECG200;1.0;[1.1682, -0.022363, -0.23532, -0.25564, -0.41801, -0.87096, -0.35036, -1.0251, -0.88184, -1.2874, -0.88365, -1.0361];37,847199;3149;3136,333333;37,28299267;0,468435028;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;15;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;14;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;14;14,33333333;67,99681;1,678135269;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;142;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;152;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;142;145,3333333;67,99681;1,678135269;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;1510;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;1529;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;1537;1525,333333;67,99681;1,678135269;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;12;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;12;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0361];68,01601;11;11,66666667;68,00321;1,67838734;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;111;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;116;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;109;112;67,99681;1,678135269;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;1205;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;1198;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;17;ECG200;1.0;[0.93377, -1.1796, -1.0553];67,99681;1186;1196,333333;67,99681;1,678135269;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.3466];67,88449;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.1539];67,57499;9;9;67,64529;1,664290235;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0553];67,47639;100;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;100;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;97;99;67,47639;1,657637908;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0553];67,47639;1052;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;1022;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0553];67,47639;1023;1032,333333;67,47639;1,657637908;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;17;ECG200;1.0;[1.0088, -1.1796, -1.3466];68,41187;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;17;ECG200;1.0;[1.1682, 0.39578, -1.0553];67,79519;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;17;ECG200;1.0;[1.1682, 0.39578, -1.0361];67,79519;8;8;68,00075;1,67829045;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;17;ECG200;1.0;[0.93377, 0.39578, -1.03];67,55482;86;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;86;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;94;88,66666667;67,50253333;1,658667594;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;928;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;927;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;17;ECG200;1.0;[1.0088, 0.39578, -1.0361];67,47639;943;932,6666667;67,47639;1,657637908;
Generic MSM-Mean EA: generations:10000;4;17;ECG200;1.0;[0.93377, 0.49996, -0.25564, -0.35036, -0.32299, -0.31916, -0.71089, -0.82392, -0.72908, -0.84332, -0.82392, -0.8997, -0.9816, -1.0251, -0.9816, -1.2725, -1.0559];25,38961;77;;;;
Generic MSM-Mean EA: generations:10000;4;17;ECG200;1.0;[1.0061, 0.49996, -0.29565, -0.51393, -0.29565, -0.28783, -0.41773, -0.7382, -0.31916, -0.88365, -0.90694, -0.84332, -0.9816, -1.2725, -0.90694, -1.2298, -1.1796];25,38961;73;;;;
Generic MSM-Mean EA: generations:10000;4;17;ECG200;1.0;[1.0061, 0.49996, -0.29678, -0.41773, -0.31916, -0.35036, -0.41773, -0.68248, -0.3697, -1.0327, -0.90694, -0.7382, -0.88365, -1.0602, -1.0327, -1.1796, -1.2298];25,38961;73;74,33333333;25,38961;0;
Generic MSM-Mean EA: generations:100000;4;17;ECG200;1.0;[1.0088, 0.49996, -0.022363, -0.29565, -0.26038, -0.31916, -0.72908, -0.7382, -0.7382, -0.84332, -0.88184, -0.72908, -0.9816, -1.198, -0.90694, -1.1539, -1.1539];25,38961;737;;;;
Generic MSM-Mean EA: generations:100000;4;17;ECG200;1.0;[1.0061, 0.49996, -0.28783, -0.35036, -0.35036, -0.25564, -0.41773, -0.88184, -0.79879, -0.51393, -0.90694, -0.88184, -0.88365, -1.0602, -0.9816, -1.1796, -1.198];25,38961;735;;;;
Generic MSM-Mean EA: generations:100000;4;17;ECG200;1.0;[1.0061, 0.49996, -0.1072, -0.25564, -0.32299, -0.31916, -0.68248, -0.7382, -0.72908, -0.8997, -0.84332, -0.7382, -0.8997, -1.0327, -1.0327, -1.5397, -1.0553];25,38961;744;738,6666667;25,38961;0;
Generic MSM-Mean EA: generations:1000000;4;17;ECG200;1.0;[1.0061, 0.49996, -0.022363, -0.35036, -0.25564, -0.41773, -0.35036, -0.90694, -0.41801, -0.88184, -1.198, -0.72908, -0.9816, -1.1539, -1.03, -1.5397, -1.2298];25,38961;7371;;;;
Generic MSM-Mean EA: generations:1000000;4;17;ECG200;1.0;[1.0061, 0.49996, -0.29565, -0.31916, -0.31866, -0.41773, -0.41773, -0.68248, -0.41801, -0.29678, -0.90694, -0.7382, -1.0251, -1.0251, -1.0327, -1.2298, -1.1796];25,38961;7375;;;;
Generic MSM-Mean EA: generations:1000000;4;17;ECG200;1.0;[0.93377, 0.49996, -0.11827, -0.51393, -0.35036, -0.41801, -0.68248, -0.68248, -0.31916, -0.68248, -1.0559, -0.79879, -0.88184, -0.90694, -1.0855, -1.3466, -1.0553];25,38961;7435;7393,666667;25,38961;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.51393, -0.3697, -0.25564, -0.72908, -0.90694, -0.43356, -1.0327, -1.0602, -0.68248, -0.88184, -0.88184, -0.8997, -1.5397, -1.2298];25,38961;74;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;17;ECG200;1.0;[1.0088, 0.49996, -0.26038, -0.51393, -0.3697, -0.25564, -0.72908, -0.43356, -0.31916, -1.0327, -0.41773, -0.68248, -0.9816, -0.88184, -0.8997, -1.5397, -1.1539];25,38961;74;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29678, -0.23532, -0.3697, -0.25564, -0.32299, -0.90694, -0.87096, -1.0327, -0.41773, -0.9816, -1.0251, -0.88365, -0.8997, -1.5397, -1.1539];25,38961;73;73,66666667;25,38961;0;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29678, -0.51393, -0.25564, -0.11827, -0.72908, -0.43356, -0.87096, -1.0327, -1.0602, -0.68248, -0.9816, -0.84332, -0.8997, -1.1539, -1.1539];25,38961;742;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;17;ECG200;1.0;[1.0088, 0.49996, -0.022363, -0.51393, -0.29678, -0.68604, -0.72908, -0.72908, -0.43356, -1.0327, -1.0602, -0.68248, -0.88184, -0.84332, -1.0602, -1.5397, -1.2298];25,38961;743;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;17;ECG200;1.0;[1.0088, 0.49996, -0.022363, -0.29678, -0.3697, -0.1072, -0.32299, -0.43356, -0.41801, -0.87096, -1.198, -0.68248, -1.0251, -1.2725, -1.0855, -1.5397, -1.0553];25,38961;741;742;25,38961;0;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.23532, -0.25564, -0.25564, -0.32299, -0.90694, -0.41801, -1.0327, -1.0602, -0.68248, -0.88184, -0.88184, -1.0855, -1.5397, -1.1539];25,38961;7400;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.51393, -0.3697, -0.25564, -0.72908, -0.43356, -0.43356, -0.29565, -1.198, -0.9816, -0.9816, -1.2725, -1.0855, -1.5397, -1.0553];25,38961;7422;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;17;ECG200;1.0;[0.93377, 0.49996, -0.022363, -0.51393, -0.3697, -0.25564, -0.32299, -0.72908, -0.31916, -0.31866, -1.198, -0.68248, -0.88184, -0.88184, -0.8997, -1.1539, -1.0553];25,38961;7452;7424,666667;25,38961;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;17;ECG200;1.0;[0.93377, 0.49996, -0.022363, -0.3697, -0.25564, -0.28783, -0.32299, -0.79879, -0.43356, -0.41773, -1.0251, -0.71089, -0.9816, -1.0251, -1.0855, -1.5397, -1.1539];25,38961;74;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29565, -0.25564, -0.3697, -0.68604, -0.41801, -0.79879, -0.43356, -0.35036, -1.198, -0.88184, -1.0251, -0.8997, -0.8997, -1.2298, -1.2298];25,38961;74;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29678, -0.29565, -0.3697, -0.28783, -0.72908, -0.72908, -0.87096, -0.41801, -1.0251, -0.88184, -0.88184, -0.8997, -1.0855, -1.2298, -1.2298];25,38961;74;74;25,38961;0;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;17;ECG200;1.0;[1.0088, 0.49996, -0.23532, -0.29678, -0.3697, -0.23532, -0.41801, -0.7382, -0.31916, -0.41773, -0.9816, -0.68248, -0.9816, -0.8997, -0.8997, -1.5397, -1.0553];25,38961;744;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;17;ECG200;1.0;[0.93377, 0.49996, -0.022363, -0.3697, -0.3697, -0.51393, -0.3697, -0.7382, -0.32299, -0.87096, -0.41773, -0.9816, -0.88184, -1.0251, -1.03, -1.2298, -1.1539];25,38961;745;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;17;ECG200;1.0;[0.93377, 0.49996, -0.23532, -0.3697, -0.29678, -0.68604, -0.43356, -0.72908, -0.41801, -0.87096, -0.50549, -0.9816, -0.9816, -1.2767, -1.0361, -1.2874, -1.0855];25,38961;735;741,3333333;25,38961;0;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;17;ECG200;1.0;[1.0088, 0.49996, -0.022363, -0.25564, -0.29678, -0.23532, -0.43356, -0.90694, -0.32299, -1.0327, -1.0602, -0.88184, -1.0251, -0.88365, -1.03, -1.5397, -1.1539];25,38961;7439;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.25564, -0.29678, -0.25564, -0.68604, -0.72908, -0.31916, -0.43356, -0.87096, -0.68248, -0.88184, -0.84332, -1.03, -1.4239, -1.1539];25,38961;7421;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;17;ECG200;1.0;[0.93377, 0.49996, -0.022363, -0.3697, -0.3697, -0.1072, -0.41801, -0.43356, -0.72908, -0.43356, -1.0602, -0.71089, -1.0251, -1.0251, -1.03, -1.1796, -1.0855];25,38961;7471;7443,666667;25,38961;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;17;ECG200;1.0;[1.0061, 0.49996, -0.022363, -0.29678, -0.25564, -0.23532, -0.32299, -0.72908, -0.41801, -0.41801, -0.41801, -0.82392, -1.0251, -0.84332, -1.0361, -1.5397, -1.2298];25,38961;74;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.29678, -0.28783, -0.23532, -0.43356, -0.87096, -0.72908, -0.72908, -0.9816, -0.68248, -0.9816, -0.88184, -1.03, -1.1539, -1.2298];25,38961;74;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;17;ECG200;1.0;[1.0088, 0.49996, -0.022363, -0.25564, -0.29678, -0.28783, -0.32299, -0.79879, -0.43356, -0.90694, -0.43356, -0.68248, -0.88365, -1.1539, -1.0251, -1.2725, -1.0553];25,38961;74;74;25,38961;0;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29678, -0.3697, -0.32299, -0.68604, -0.68604, -0.87096, -0.41801, -0.43356, -0.90694, -0.68248, -0.88184, -1.1539, -1.0251, -1.2874, -1.0855];25,38961;742;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;17;ECG200;1.0;[1.0088, 0.49996, -0.29678, -0.51393, -0.25564, -0.25564, -0.68604, -0.87096, -0.43356, -0.41801, -0.88184, -0.88184, -0.88365, -0.88184, -1.0553, -1.2874, -1.1539];25,38961;744;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;17;ECG200;1.0;[1.0061, 0.49996, -0.23532, -0.25564, -0.25564, -0.25564, -0.68604, -0.68604, -0.72908, -0.87096, -0.88184, -0.68248, -0.8997, -1.198, -0.8997, -1.2725, -1.0553];25,38961;747;744,3333333;25,38961;0;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;17;ECG200;1.0;[0.93377, 0.49996, -0.29678, -0.29678, -0.3697, -0.29678, -0.51393, -0.90694, -0.32299, -0.29565, -0.87096, -0.82392, -0.8997, -0.88365, -1.0251, -1.2874, -1.2298];25,38961;7434;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;17;ECG200;1.0;[1.0061, 0.49996, -0.022363, -0.25564, -0.3697, -0.3697, -0.72908, -0.72908, -0.87096, -1.0251, -0.41773, -0.88365, -0.8997, -0.84332, -1.0251, -1.2874, -1.2298];25,38961;7427;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;17;ECG200;1.0;[1.0088, 0.49996, -0.022363, -0.25564, -0.28783, -0.28783, -0.3697, -0.72908, -0.87096, -0.68248, -0.41773, -0.9816, -0.88184, -1.198, -1.0251, -1.2298, -1.2298];25,38961;7459;7440;25,38961;0;
MSM-Mean Exact;4;17;FaceAll;1.0;[-0.01506, -0.19872, -0.42054, -0.72348, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,387434;548153;;;;
MSM-Mean Exact;4;17;FaceAll;1.0;[-0.01506, -0.19872, -0.42054, -0.72348, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,387434;549430;;;;
MSM-Mean Exact;4;17;FaceAll;1.0;[-0.01506, -0.19872, -0.42054, -0.72348, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,387434;549367;548983,3333;24,387434;0;
Buckets MSM-Mean: bucketsize:2;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.075739, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;1;;;;
Buckets MSM-Mean: bucketsize:2;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.075739, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;1;;;;
Buckets MSM-Mean: bucketsize:2;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.075739, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;1;1;24,767774;0,015595737;
Buckets MSM-Mean: bucketsize:3;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.45618, -0.20099, -0.0059818, 0.33235, 0.18385, 0.23797, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,609254;18;;;;
Buckets MSM-Mean: bucketsize:3;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.45618, -0.20099, -0.0059818, 0.33235, 0.18385, 0.23797, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,609254;17;;;;
Buckets MSM-Mean: bucketsize:3;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.45618, -0.20099, -0.0059818, 0.33235, 0.18385, 0.23797, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,609254;18;17,66666667;24,609254;0,009095668;
Buckets MSM-Mean: bucketsize:4;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.19872, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;105;;;;
Buckets MSM-Mean: bucketsize:4;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.19872, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;106;;;;
Buckets MSM-Mean: bucketsize:4;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.19872, -0.20099, -0.0059818, 0.33235, 0.18385, -0.17012, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;104;105;24,767774;0,015595737;
Buckets MSM-Mean: bucketsize:5;4;17;FaceAll;1.0;[-0.1329, -0.42054, -0.51602, -0.19872, -0.20099, -0.0059818, 0.33235, 0.18385, 0.23797, -0.053625, -0.59235, -0.58232, -0.27345, -0.22703, -0.17908, -0.35003, -0.49092];24,767774;376;;;;
