heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;12;50words;1.0;[-0.41674, -0.24633, -0.55024, 0.31834, 1.2245, 1.1037, 0.89246, 1.0726, 0.65608, 1.3741, 0.39387, 0.39387];36,547062;544;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;12;50words;1.0;[-0.24633, -0.14305, 0.18476, 0.18476, 1.1037, 1.1037, 0.89246, 0.89246, 0.65608, 0.65608, 0.50658, 0.33847];34,898266;508;574,6666667;36,280578;0,128379837;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;12;50words;1.0;[0.053328, -0.24633, 0.18476, 0.18476, 0.42319, 0.65994, 0.87865, 0.87865, 1.2386, 1.2386, 0.39387, 0.60983];34,010086;7270;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;12;50words;1.0;[-0.41674, 0.053328, 0.18476, -0.041712, -0.40999, 1.1037, 0.89246, 1.0726, 0.65608, 0.65608, 0.50658, 0.50658];35,983558;6848;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;12;50words;1.0;[-0.61693, -0.61693, 0.31834, -0.041712, 1.1037, 1.0804, 0.89246, 0.99568, 1.2386, 0.78214, 0.39387, 0.60983];36,028184;6127;6748,333333;35,34060933;0,099145416;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;12;50words;1.0;[-0.041712, -0.24633, -0.61693, 1.2245, 1.2245, 0.18476, 0.87865, -0.0038959, 0.78214, 0.65608, 0.65608, 0.33847];40,37746;84;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;12;50words;1.0;[-0.6377, -0.41674, 0.053328, 0.42319, 0.65994, 0.65994, 0.89246, 1.2386, 1.0726, 0.65608, 0.65608, 0.65608];34,435706;105;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;12;50words;1.0;[-0.14305, -0.041712, -0.6377, -0.40999, 0.65994, 1.5723, 0.99568, 0.78214, 0.78214, 0.50658, 0.50658, 0.60983];37,846572;64;84,33333333;37,553246;0,167961701;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;12;50words;1.0;[-0.6377, 0.053328, -0.6377, 1.0804, -0.40999, 0.65889, 0.87865, 1.0726, 0.78214, 0.33847, 0.50658, 0.50658];38,74525;570;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;12;50words;1.0;[-0.24633, -0.61693, -0.41674, 1.0804, 1.1037, 0.65889, 0.89246, 1.2386, 0.99568, 0.18637, 0.39387, 0.60983];37,800722;601;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;12;50words;1.0;[-0.041712, -0.14305, -0.41674, 0.65889, 1.2245, 0.65994, 0.87865, 1.0726, 0.99568, 0.39387, 0.39387, 0.65608];36,157458;559;576,6666667;37,56781;0,168414663;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;12;50words;1.0;[-0.24633, -0.14305, -0.041712, 1.0804, -0.40999, 1.1037, 0.78214, 1.0726, 1.0726, 0.18637, 0.18637, 0.60983];38,316176;5268;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;12;50words;1.0;[-0.41674, -0.14305, -0.61693, -0.49207, 0.65889, 1.3542, 1.2386, 0.99568, 0.87865, 0.65608, 0.50658, 0.39387];37,333362;4917;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;12;50words;1.0;[-0.041712, -0.24633, -0.41674, 1.5723, 1.2245, 0.65994, 0.89246, 0.78214, 0.78214, 1.3741, 0.39387, 0.50658];38,274348;7352;5845,666667;37,97462867;0,181067328;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;12;50words;1.0;[-0.14305, -0.41674, 0.053328, 1.6076, 1.5723, 1.1037, 0.42319, 0.87865, 0.78214, 0.65608, 1.3741, 0.78214];39,642086;78;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;12;50words;1.0;[-0.24633, -0.6377, 0.31834, -0.24633, 1.0726, 0.65994, 1.1037, 0.42319, 0.78214, 0.39387, 0.33847, 0.78214];38,008716;64;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;12;50words;1.0;[-0.24633, -0.41674, -0.6377, 0.18476, 1.2245, 1.0804, 0.89246, 0.87865, 0.65608, 0.60983, 0.18637, 1.3741];37,250032;69;70,33333333;38,300278;0,191195506;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;12;50words;1.0;[0.053328, 1.6947, -0.041712, 1.3542, 1.0726, -0.49207, 1.5723, 0.65994, 0.50658, 1.2386, 1.2386, 0.60983];44,961626;703;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;12;50words;1.0;[-0.24633, -0.55024, 0.31834, 1.3542, 1.1037, 0.42319, 1.2245, 0.99568, 1.2386, 0.65608, 0.60983, 0.60983];37,537276;955;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;12;50words;1.0;[-0.41674, 0.65889, 1.6076, 0.31834, 1.2245, 1.5723, 0.99568, -0.49207, 0.33847, 1.3741, 0.50658, 0.39387];44,07076;747;801,6666667;42,18988733;0,31216813;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;12;50words;1.0;[-0.41674, 0.65889, -0.55024, -0.6377, 1.2245, 1.1037, -0.30327, 1.1037, 0.39387, 0.39387, 0.60983, 0.65608];41,486546;6682;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;12;50words;1.0;[0.31834, 1.3542, 0.053328, -0.041712, 0.89246, 0.42319, -0.40999, 1.0804, 0.50658, 0.18637, 0.65608, 1.3741];42,17114;6859;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;12;50words;1.0;[-0.58998, -0.58998, -0.14305, -0.61693, 1.5723, 1.5723, 1.2245, 0.42319, 0.60983, 0.33847, 1.5787, 0.50658];42,657812;6696;6745,666667;42,105166;0,309533171;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;12;50words;1.0;[-0.6377, -0.55024, 0.42319, 0.18476, -0.24633, 1.1037, 0.65608, 1.1037, 1.3741, 0.99568, 3.7674, 0.33847];43,76687;99;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;12;50words;1.0;[-0.49207, 0.65889, -0.24633, -0.41674, 0.42319, 0.78214, 1.3741, 0.65608, 1.2386, 0.65608, 3.6877, 1.5787];43,421646;91;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;12;50words;1.0;[-0.58998, 0.31834, 0.18476, 0.42319, 1.2245, 1.2386, 0.89246, 0.99568, 1.1037, 1.2386, 0.50658, 0.33847];36,82127;169;119,6666667;41,33659533;0,285629482;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;12;50words;1.0;[-0.58998, 0.31834, -0.14305, -0.14305, 1.3542, 1.3741, 1.1037, 1.5723, 0.78214, 0.65608, 3.6877, 0.39387];45,172086;946;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;12;50words;1.0;[0.053328, -0.55024, 0.65889, -0.14305, 1.3542, 1.3741, 0.89246, 0.65608, 0.99568, 2.1077, 0.60983, 0.50658];40,567612;1693;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;12;50words;1.0;[-0.58998, -0.55024, -0.55024, -0.61693, 1.3542, 0.89246, 1.2386, 0.89246, 0.87865, 1.2386, 1.4852, 3.6877];43,499702;1600;1413;43,0798;0,339845735;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;12;50words;1.0;[-0.24633, -0.58998, -0.041712, 1.0804, 0.18476, 0.65608, 1.5723, 1.1037, 1.1037, 0.65608, 0.33847, 0.39387];37,832086;17255;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;12;50words;1.0;[-0.41674, -0.49207, -0.24633, -0.49207, -0.49207, 0.87865, 1.2386, 1.1037, 1.2386, 0.78214, 3.6877, 0.39387];43,712832;14958;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;12;50words;1.0;[-0.61693, -0.55024, 0.42319, 0.65889, 1.6947, 1.3741, 1.5723, 0.89246, -0.0038959, 1.1037, 3.6877, 0.33847];47,572698;13366;15193;43,03920533;0,338583181;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;12;50words;1.0;[-0.14305, 0.053328, 0.18476, 0.65994, 0.89246, 0.78214, 0.65608, 0.39387];33,090896;32;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;12;50words;1.0;[-0.41674, -0.24633, 0.31834, 0.42319, 0.87865, 0.78214, 0.65608, 0.60983];33,012272;31;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;12;50words;1.0;[-0.14305, 0.053328, 0.18476, 0.65994, 0.99568, 0.78214, 0.65608, 0.60983];32,811576;31;31,33333333;32,97158133;0,025465128;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;12;50words;1.0;[-0.14305, 0.053328, 0.18476, 0.65994, 0.99568, 0.78214, 0.65608, 0.60983];32,811576;323;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;12;50words;1.0;[-0.14305, -0.24633, -0.041712, 0.18476, 0.65994, 0.89246, 0.78214, 0.65608, 0.60983];32,478826;322;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;12;50words;1.0;[-0.14305, 0.053328, 0.18476, 0.42319, 0.87865, 0.89246, 0.65608, 0.60983];32,630656;322;322,3333333;32,64035267;0,015163425;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;12;50words;1.0;[-0.14305, 0.053328, 0.31834, 0.42319, 0.65994, 0.89246, 0.65608, 0.60983];32,463856;3249;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;12;50words;1.0;[-0.24633, -0.041712, 0.18476, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 1.4852];32,609246;3257;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;12;50words;1.0;[-0.41674, -0.24633, 0.18476, 0.42319, 0.65994, 0.87865, 0.89246, 0.65608, 0.60983];32,464696;3307;3271;32,51259933;0,011190107;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;12;50words;1.0;[-0.14305, 0.053328, 0.42319, 0.65994, 0.87865, 0.78214, 1.5787];33,682938;23;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;12;50words;1.0;[-0.41674, -0.24633, 0.18476, 0.42319, 0.87865, 1.0726, 0.65608, 0.33847];33,941162;23;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;12;50words;1.0;[-0.041712, 0.18476, 0.42319, 0.65994, 0.87865, 1.2386, 0.60983];33,782474;23;23;33,80219133;0,051298333;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;12;50words;1.0;[-0.14305, -0.24633, 0.31834, 0.42319, 0.65994, 0.99568, 0.89246, 0.78214, 0.50658];33,207062;232;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;12;50words;1.0;[-0.14305, 0.053328, 0.18476, 0.65994, 0.89246, 1.2386, 0.65608, 1.4852];33,189476;236;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;12;50words;1.0;[-0.14305, 0.31834, 0.18476, 0.42319, 0.65994, 0.87865, 0.65608, 0.50658, 0.60983];32,75371;239;235,6666667;33,05008267;0,027906636;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;12;50words;1.0;[-0.24633, -0.041712, 0.18476, 0.42319, 0.65994, 0.89246, 0.78214, 0.50658, 1.5787];32,587338;2449;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;12;50words;1.0;[-0.41674, -0.24633, -0.041712, 0.18476, 0.65994, 0.87865, 0.65608, 0.50658, 0.60983];32,347926;2415;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;12;50words;1.0;[-0.14305, 0.053328, 0.31834, 0.65889, 0.65994, 0.87865, 0.89246, 0.50658, 1.5787];32,673026;2419;2427,666667;32,53609667;0,011920909;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;12;50words;1.0;[-0.41674, -0.24633, 0.31834, 1.1037, 0.99568, 1.0726, 1.2386, 0.65608, 0.60983];33,987982;17;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;12;50words;1.0;[-0.6377, 0.053328, 0.18476, 0.65994, 0.78214, 0.50658, 1.5787];34,654766;17;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;12;50words;1.0;[-0.24633, 0.31834, 0.42319, 0.65994, 0.78214, 0.50658];35,302106;17;17;34,64828467;0,077613091;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;12;50words;1.0;[-0.14305, 0.053328, 0.31834, 0.65889, 0.87865, 0.89246, 0.60983];33,342838;181;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;12;50words;1.0;[-0.14305, 0.31834, 0.18476, 0.42319, 0.65994, 0.87865, 0.78214, 0.33847];33,50898;184;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;12;50words;1.0;[-0.41674, -0.24633, 0.31834, 0.65994, 0.99568, 0.78214, 0.60983];33,995032;182;182,3333333;33,61561667;0,045495583;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;12;50words;1.0;[-0.14305, 0.31834, 0.65889, 0.65994, 0.87865, 0.89246, 1.2386, 0.60983];33,357186;1864;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;12;50words;1.0;[-0.14305, 0.053328, 0.31834, 0.42319, 0.65994, 0.89246, 0.78214, 1.5787];32,803956;1891;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;12;50words;1.0;[-0.14305, 0.053328, 0.31834, 0.65994, 0.99568, 0.65608, 0.50658, 0.60983];32,865416;1876;1877;33,00885267;0,026624322;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;12;50words;1.0;[-0.14305, 0.42319, 1.1037, 0.87865, 1.0726, 0.78214, 1.4852];35,769728;14;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;12;50words;1.0;[-0.41674, -0.041712, 0.42319, 0.65994, 1.0726, 1.2386, 0.65608];34,168938;14;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;12;50words;1.0;[0.053328, 0.31834, 0.65889, 1.1037, 0.99568, 0.78214, 0.39387];36,289036;14;14;35,409234;0,101279745;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;12;50words;1.0;[-0.41674, -0.24633, -0.041712, 0.18476, 0.89246, 0.78214, 0.65608, 0.50658];33,547546;152;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;12;50words;1.0;[-0.41674, -0.24633, -0.041712, 0.65889, 0.89246, 0.50658, 0.60983];34,167768;150;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;12;50words;1.0;[-0.41674, -0.24633, 0.31834, 0.65889, 0.65994, 0.65608, 0.60983];33,478112;148;150;33,731142;0,049088593;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;12;50words;1.0;[-0.14305, -0.24633, 0.31834, 0.65889, 1.1037, 0.89246, 0.65608, 1.4852];33,603892;1539;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;12;50words;1.0;[-0.14305, 0.053328, 0.31834, 0.65889, 0.65994, 0.65608, 0.39387, 1.5787];33,001756;1529;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;12;50words;1.0;[-0.41674, 0.053328, 0.31834, 0.65889, 0.65994, 0.89246, 0.60983];33,266906;1516;1528;33,29085133;0,035394899;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;12;50words;1.0;[-0.41674, -0.49207, -0.0038959, 0.60983];42,910758;15;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;12;50words;1.0;[-0.41674, -0.49207, -0.0038959, 0.60983];42,910758;15;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;12;50words;1.0;[-0.41674, -0.40999, -0.0038959, 0.33847];42,657906;15;15;42,826474;0,331966921;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;12;50words;1.0;[-0.6377, -0.49207, -0.30327, 0.78214, 0.33847];41,928078;153;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;12;50words;1.0;[-0.41674, -0.49207, -0.0038959, 0.60983];42,910758;159;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;12;50words;1.0;[-0.49207, -0.30327, 0.78214, 0.60983];42,91785;154;155,3333333;42,585562;0,3244742;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;12;50words;1.0;[-0.61693, -0.49207, -0.30327, 0.78214, 0.60983];41,323048;1597;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;12;50words;1.0;[-0.41674, -0.49207, -0.30327, 0.78214, 0.60983];40,855978;1571;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;12;50words;1.0;[-0.61693, -0.49207, -0.30327, 0.78214, 0.60983];41,323048;1580;1582,666667;41,167358;0,28036595;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;12;50words;1.0;[-0.41674, -0.30327, 0.39387];45,644846;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;12;50words;1.0;[-0.41674, 1.4873, 1.0726, 1.4852];44,887804;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;12;50words;1.0;[-0.41674, -0.16808, 0.39387];45,289056;10;10;45,273902;0,408085565;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;12;50words;1.0;[-0.41674, -0.40999, 0.78214, 1.5787];44,00352;108;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;12;50words;1.0;[-0.41674, -0.49207, -0.0038959, 0.60983];42,910758;112;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;12;50words;1.0;[-0.61693, -0.49207, -0.16808, 0.33847];43,89921;108;109,3333333;43,604496;0,35616456;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;12;50words;1.0;[-0.41674, -0.30327, 0.78214, 0.60983];42,69186;1136;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;12;50words;1.0;[-0.6377, -0.49207, -0.0038959, 0.33847];43,515606;1131;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;12;50words;1.0;[-0.41674, -0.49207, -0.16808, 0.50658];43,402948;1135;1134;43,20347133;0,343692097;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;12;50words;1.0;[-0.55024, -0.0038959, 0.33847];45,297636;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;12;50words;1.0;[-0.6377, 1.6076, 0.99568, 1.4852];46,185724;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;12;50words;1.0;[-0.61693, -0.49207, -0.30327, 1.4852];45,916318;8;8;45,79989267;0,424444656;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;12;50words;1.0;[-0.41674, 0.42319, 0.60983];44,622438;95;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;12;50words;1.0;[-0.41674, 0.42319, 0.60983];44,622438;92;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;12;50words;1.0;[-0.6377, -0.49207, -0.30327, 0.60983];44,357908;92;93;44,53426133;0,385081642;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;12;50words;1.0;[-0.6377, -0.49207, -0.16808, 0.60983];43,923868;930;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;12;50words;1.0;[-0.41674, -0.40999, 0.78214, 0.33847];43,67815;947;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;12;50words;1.0;[-0.6377, -0.49207, 0.89246, 0.60983];44,41097;941;939,3333333;44,00432933;0,36859997;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;12;50words;1.0;[-0.6377, 0.18476, 0.60983];45,437224;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;12;50words;1.0;[-0.41674, -0.041712, 0.78214];45,466736;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;12;50words;1.0;[-0.41674, -0.041712, 0.33847];44,963946;9;7,666666667;45,289302;0,408564528;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;12;50words;1.0;[-0.41674, -0.041712, 0.50658];45,102864;76;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;12;50words;1.0;[-0.41674, 0.18476, 0.39387];44,754074;81;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;12;50words;1.0;[-0.6377, 0.42319, 0.65608];45,285318;83;80;45,04741867;0,401041597;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;12;50words;1.0;[-0.41674, 0.18476, 0.33847];44,809474;842;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;12;50words;1.0;[0.18476, 0.78214, 0.60983];44,71142;817;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;12;50words;1.0;[-0.41674, -0.041712, 0.33847];44,963946;814;824,3333333;44,82828;0,394226059;
Generic MSM-Mean EA: generations:10000;4;12;50words;1.0;[-0.40999, -0.24633, -0.041712, 0.18476, 0.33847, 0.65994, 0.99568, 1.0726, 0.89246, 1.3542, 0.60983, 0.60983];33,129578;39;;;;
Generic MSM-Mean EA: generations:10000;4;12;50words;1.0;[-0.40999, -0.24633, -0.0038959, 0.18476, 0.42319, 0.65994, 0.87865, 0.99568, 1.2386, 1.3542, 0.60983, 0.60983];33,129578;38;;;;
Generic MSM-Mean EA: generations:10000;4;12;50words;1.0;[-0.24633, -0.24633, 0.053328, 0.31834, 0.65608, 0.99568, 0.89246, 1.0726, 0.87865, 0.65608, 0.60983, 0.60983];33,257666;39;38,66666667;33,172274;0,031706968;
Generic MSM-Mean EA: generations:100000;4;12;50words;1.0;[-0.30327, -0.24633, -0.0038959, 0.18476, 0.42319, 0.65994, 0.87865, 0.99568, 0.78214, 0.65608, 0.60983, 0.60983];33,129578;390;;;;
Generic MSM-Mean EA: generations:100000;4;12;50words;1.0;[-0.41674, -0.24633, -0.041712, 0.18476, 0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.60983, 0.60983];33,129578;390;;;;
Generic MSM-Mean EA: generations:100000;4;12;50words;1.0;[-0.24633, -0.24633, -0.0038959, 0.18476, 0.33847, 0.65889, 0.87865, 1.0726, 1.2386, 0.65608, 0.50658, 0.60983];33,129578;389;389,6666667;33,129578;0,030379059;
