heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
MSM-Mean Exact;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.3738, 1.2522, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,256869;51313;;;;;;
MSM-Mean Exact;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.3738, 1.2522, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,256869;51330;;;;;;
MSM-Mean Exact;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.3738, 1.2522, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,256869;51169;51270,66667;0;0,00%;69,256869;0,00%;
3-MSM-Mean;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.3738, 1.2522, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,224289;51493;;;;;;
3-MSM-Mean;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.3738, 1.2522, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,224289;51222;;;;;;
3-MSM-Mean;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.3738, 1.2522, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,224289;51209;51308;37,33333333;0,07%;69,224289;0,05%;
Buckets MSM-Mean: bucketsize:2;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.3738, 1.1282, 0.88026, 0.63776, 0.4105, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,774019;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.3738, 1.1282, 0.88026, 0.63776, 0.4105, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,774019;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.3738, 1.1282, 0.88026, 0.63776, 0.4105, 0.2178, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,774019;0;0;-51270,66667;-100,00%;69,774019;0,75%;
Buckets MSM-Mean: bucketsize:3;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.2522, 0.88026, 0.52154, 0.30946, 0.2178, 0.065827, 0.0046436, -0.050112, -0.095075];69,626132;2;;;;;;
Buckets MSM-Mean: bucketsize:3;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.2522, 0.88026, 0.52154, 0.30946, 0.2178, 0.065827, 0.0046436, -0.050112, -0.095075];69,626132;2;;;;;;
Buckets MSM-Mean: bucketsize:3;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.2522, 0.88026, 0.52154, 0.30946, 0.2178, 0.065827, 0.0046436, -0.050112, -0.095075];69,626132;2;2;-51268,66667;-100,00%;69,626132;0,53%;
Buckets MSM-Mean: bucketsize:4;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.3738, 0.88026, 0.4105, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,649989;9;;;;;;
Buckets MSM-Mean: bucketsize:4;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.3738, 0.88026, 0.4105, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,649989;9;;;;;;
Buckets MSM-Mean: bucketsize:4;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.3738, 0.88026, 0.4105, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,649989;9;9;-51261,66667;-99,98%;69,649989;0,57%;
Buckets MSM-Mean: bucketsize:5;3;25;50words;1.0;[2.1786, 2.2377, 2.1508, 2.0448, 1.9357, 1.8261, 1.7169, 1.6057, 1.4913, 1.1282, 0.52154, 0.1357, 0.065827, 0.0046436, -0.050112, -0.095075];69,524799;26;;;;;;
