heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Buckets MSM-Mean: bucketsize:3;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;2;;;;;;
Buckets MSM-Mean: bucketsize:3;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;2;2;-31216,33333;-99,99%;13,056583;0,00%;
Buckets MSM-Mean: bucketsize:4;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;8;;;;;;
Buckets MSM-Mean: bucketsize:4;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;7;;;;;;
Buckets MSM-Mean: bucketsize:4;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;8;7,666666667;-31210,66667;-99,98%;13,056583;0,00%;
Buckets MSM-Mean: bucketsize:5;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;21;;;;;;
Buckets MSM-Mean: bucketsize:5;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;21;;;;;;
Buckets MSM-Mean: bucketsize:5;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115, -0.94213, -0.9522];13,056583;21;21;-31197,33333;-99,93%;13,056583;0,00%;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;23;50words;1.0;[-0.27255, -0.27255, -0.35611, -0.35611, -0.43675, -0.89106, -0.51503, -0.55365, -0.59154, -0.59154, -0.70192, -0.6662, -0.73504, -0.76532, -0.89821, -0.90157, -0.76426, -0.90961, -0.88889, -0.87417, -0.94213, -0.91098, -0.9522];14,112723;118;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;23;50words;1.0;[-0.27255, -0.27255, -0.056366, -0.35611, -0.43675, -0.47571, -0.51503, -0.55365, -0.62892, -0.59154, -0.89557, -0.70192, -0.73504, -0.73504, -0.56697, -0.56697, -0.90536, -0.90536, -0.87417, -0.87417, -1.2376, -0.94213, -1.3679];15,435897;113;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;23;50words;1.0;[-0.27255, -0.31399, -0.056366, -0.39703, -0.43675, -0.8879, -0.51503, -0.51503, -0.59154, -0.89463, -0.6662, -0.70192, -0.89623, -0.76532, -0.79311, -0.47977, -0.66304, -0.85766, -0.8677, -0.8677, -1.1013, -1.1013, -0.9522];15,356047;116;115,6666667;-31102,66667;-99,63%;14,96822233;14,64%;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;23;50words;1.0;[-0.31399, -0.31399, -0.39703, -0.39703, -0.43675, -0.8879, -0.51503, -0.51503, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.89623, -0.56697, -0.56697, -0.83918, -0.66304, -0.97771, -0.91489, -0.91098, -0.91098, -0.91891];14,915483;1137;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;23;50words;1.0;[-0.27255, -0.31399, -0.39703, -0.35611, -0.43675, -0.47571, -0.51503, -0.51503, -0.59154, -0.62892, -0.70192, -0.70192, -0.73504, -0.89569, -0.56697, -0.79311, -0.90961, -0.83918, -0.88889, -0.91489, -0.91098, -1.2376, -1.3679];14,444433;1170;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;23;50words;1.0;[-0.22943, -0.31399, -0.39703, -0.39703, -0.8879, -0.47571, -0.51503, -0.51503, -0.59154, -0.62892, -0.89555, -0.70192, -0.76532, -0.73504, -0.56697, -0.89821, -0.85766, -0.76426, -0.91489, -0.87417, -0.93115, -1.2376, -0.91891];14,785233;1137;1148;-30070,33333;-96,32%;14,71504967;12,70%;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.39703, 0.007477, -0.47571, -0.55365, -0.8938, -0.59154, -0.62892, -0.6662, -0.6662, -0.89569, -0.76532, -0.89821, -0.90157, -0.66304, -0.90536, -0.88889, -0.8677, -1.1013, -0.91098, -1.3679];15,21681;12793;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;23;50words;1.0;[-0.31399, -0.27255, -0.39703, -0.056366, -0.47571, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.89555, -0.73504, -0.89569, -0.56697, -0.81787, -0.90961, -0.66304, -0.87417, -0.92182, -0.90109, -0.94213, -0.9522];14,616197;12917;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;23;50words;1.0;[-0.27255, -0.27255, -0.35611, -0.39703, -0.43675, -0.43675, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.89569, -0.76532, -0.89821, -0.56697, -0.83918, -0.66304, -0.97771, -0.97771, -0.91098, -0.91098, -0.91891];14,420373;13976;13228,66667;-17989,66667;-57,63%;14,75112667;12,98%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;23;50words;1.0;[-0.27255, -0.31399, -0.22943, -0.43675, -0.47571, -0.47571, -0.51503, -0.893, -0.59154, -0.62892, -0.70192, -0.6662, -0.79311, -0.47977, -0.89569, -0.83918, -0.90157, -0.66304, -0.88889, -1.1013, -0.91489, -0.94213, -1.3679];15,473033;118;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;23;50words;1.0;[-0.31399, -0.31399, -0.35611, -0.39703, -0.47571, -0.47571, -0.59154, -0.55365, -0.89463, -0.6662, -0.89557, -0.6662, -0.79311, -0.89821, -0.79311, -0.81787, -0.90157, -0.76426, -0.91489, -0.90109, -0.92182, -1.3679, -0.94213];14,936923;135;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;23;50words;1.0;[-0.27255, -0.35611, -0.35611, -0.8879, -0.43675, -0.39703, -0.893, -0.55365, -0.89463, -0.62892, -0.89557, -0.62892, -0.89569, -0.89623, -0.89623, -0.90157, -0.66304, -0.76426, -0.87417, -0.92182, -0.97771, -0.9522, -0.91098];15,520913;118;123,6666667;-31094,66667;-99,60%;15,31028967;17,26%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;23;50words;1.0;[-0.27255, -0.22943, -0.31399, -0.39703, -0.43675, -0.47571, -0.51503, -0.8938, -0.59154, -0.89555, -0.62892, -0.62892, -0.79311, -0.47977, -0.79311, -0.85766, -0.76426, -0.83918, -0.91489, -0.8677, -0.87417, -1.2376, -1.3679];15,336663;1289;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;23;50words;1.0;[-0.31399, -0.31399, -0.27255, -0.39703, -0.43675, -0.43675, -0.55365, -0.51503, -0.59154, -0.6662, -0.89539, -0.62892, -0.76532, -0.89821, -0.89821, -0.90536, -0.90961, -0.83918, -0.8677, -0.8677, -0.92182, -0.94213, -0.91098];14,271343;1257;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;23;50words;1.0;[-0.35611, -0.12594, -0.35611, -0.47571, -0.47571, -0.39703, -0.55365, -0.55365, -0.51503, -0.62892, -0.89539, -0.6662, -0.73504, -0.76532, -0.89821, -0.76426, -0.81787, -0.56697, -0.92182, -0.91489, -0.93115, -0.9522, -0.91891];14,881643;1334;1293,333333;-29925;-95,86%;14,829883;13,58%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;23;50words;1.0;[-0.27255, -0.31399, -0.22943, -0.014801, -0.39703, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.70192, -0.89557, -0.79311, -0.76532, -0.89623, -0.85766, -0.83918, -0.81787, -0.91489, -0.87417, -0.93115, -0.94213, -0.91891];14,226452;13288;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;23;50words;1.0;[-0.35611, -0.35611, -0.27255, -0.39703, -0.47571, -0.43675, -0.59154, -0.51503, -0.55365, -0.62892, -0.89555, -0.6662, -0.76532, -0.73504, -0.73504, -0.76426, -0.76426, -0.56697, -0.93115, -1.1013, -0.8677, -1.2376, -1.3679];16,051823;12910;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;23;50words;1.0;[-0.35611, -0.31399, -0.35611, -0.39703, -0.43675, -0.43675, -0.55365, -0.89463, -0.55365, -0.6662, -0.6662, -0.89555, -0.79311, -0.89821, -0.89821, -0.90157, -0.81787, -0.85766, -0.93115, -0.92182, -0.8677, -0.91891, -1.3679];14,892843;12878;13025,33333;-18193;-58,28%;15,05703933;15,32%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;23;50words;1.0;[-0.12594, -0.31399, -0.39703, -0.87112, -0.55365, -0.51503, -0.893, -0.8879, -0.091416, -0.6662, -0.6662, -0.89555, -0.79311, -0.89821, -0.76532, -0.90157, -0.92182, -0.92182, -0.97771, -0.76426, -0.91098, -0.90109, -0.94213];16,762267;143;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;23;50words;1.0;[-0.39703, -0.27255, -0.35611, -0.35611, -0.89106, -0.47571, -0.43675, -0.47571, -0.23771, -0.89555, -0.59154, -0.70192, -0.81787, -0.81787, -0.47977, -0.79311, -0.97771, -0.92182, -0.97771, -0.92182, -0.9522, -0.93115, -0.91098];15,739293;152;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;23;50words;1.0;[-0.35611, -0.056366, -0.31399, -0.35611, -0.55365, -0.47571, -0.8938, -0.55365, -0.23771, -0.59154, -0.89555, -0.70192, -0.31878, -0.89821, -0.56697, -0.73504, -0.90961, -0.66304, -0.8677, -0.87417, -0.91098, -0.93115, -0.93115];16,211615;147;147,3333333;-31071;-99,53%;16,237725;24,36%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;23;50words;1.0;[-0.22943, -0.22943, -0.12594, -0.31399, 0.010872, -0.51503, -0.47571, -0.51503, -0.89555, -0.89539, -0.89539, -0.6662, -0.73504, -0.81787, -0.89623, -0.89821, -0.66304, -0.76426, -0.90961, -0.85766, -0.93115, -0.94213, -1.1013];15,723085;1431;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;23;50words;1.0;[-0.39703, -0.12594, -0.22943, -0.31399, -0.55365, -0.8879, -0.55365, -0.47571, -0.70192, -0.62892, -0.89555, -0.59154, -0.79311, -0.89623, -0.76532, -0.81787, -0.85766, -0.87417, -0.88889, -0.87417, -1.1013, -0.90109, -0.90109];15,335883;1482;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;23;50words;1.0;[-0.35611, -0.27255, -0.35611, -0.87518, -0.89106, -0.55365, -0.51503, -0.893, -0.59154, -0.62892, -0.23771, -0.62892, -0.90157, -0.79311, -0.89821, -0.89623, -0.76426, -0.88889, -0.92182, -0.91489, -0.91098, -0.90109, -0.90109];15,771013;1444;1452,333333;-29766;-95,35%;15,60999367;19,56%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;23;50words;1.0;[-0.27255, -0.87965, -0.31399, -0.27255, -0.89106, -0.55365, 0.010872, -0.55365, -0.70192, -0.62892, -0.70192, -0.59154, -0.90157, -0.89821, -0.89623, -0.73504, -0.88889, -0.76426, -0.85766, -0.85766, -0.90109, -1.3679, -1.1013];16,791675;14811;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;23;50words;1.0;[-0.056366, -0.31399, -0.39703, -0.35611, -0.51503, -0.47571, -0.47571, 0.010872, -0.091416, -0.62892, -0.6662, -0.62892, -0.89623, -0.47977, -0.90157, -0.89569, -0.66304, -0.8677, -0.83918, -0.76426, -1.3679, -0.9522, -0.91098];17,353593;14799;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;23;50words;1.0;[-0.87965, -0.39703, -0.31399, -0.35611, -0.51503, 0.010872, -0.47571, -0.89106, -0.62892, -0.62892, -0.89539, -0.89463, -0.89623, -0.76532, -0.89623, -0.90157, -0.87417, -0.97771, -0.85766, -0.87417, -0.91891, -0.91098, -1.1013];16,194195;15181;14930,33333;-16288;-52,17%;16,779821;28,52%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;23;50words;1.0;[-0.12594, -0.35611, -0.35611, -0.22943, -0.8879, -0.091416, -0.51503, -0.89539, -0.55365, -0.47571, -0.31878, -0.70192, -0.76532, -0.73504, -0.89569, -0.97771, -0.90536, -0.92182, -0.76426, -0.66304, -0.93115, -1.1013, -1.3679];17,570937;148;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;23;50words;1.0;[-0.12594, -0.35611, -0.31399, -0.8879, -0.22943, -0.47571, -0.59154, -0.51503, -0.8938, -0.89463, -0.89555, -0.76532, -0.73504, -0.79311, -0.89623, -0.97771, -0.56697, -0.90157, -0.91489, -0.8677, -0.93115, -0.91891, -0.94213];16,297813;201;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;23;50words;1.0;[-0.39703, 0.007477, -0.39703, -0.43675, -0.43675, -0.47571, -0.89463, -0.51503, -0.89539, -0.47571, -0.70192, -0.89623, -0.76532, -0.89557, -0.89623, -0.91489, -0.90536, -0.97771, -0.83918, -0.85766, -1.3679, -0.9522, -1.3679];17,285524;142;163,6666667;-31054,66667;-99,48%;17,05142467;30,60%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;23;50words;1.0;[-0.12594, -0.27255, -0.39703, -0.39703, -0.12594, -0.47571, -0.893, -0.59154, -0.040091, -0.62892, -0.31878, -0.89557, -0.70192, -0.70192, -0.6662, -0.97771, -0.56697, -0.76426, -0.87417, -0.8677, -0.93115, -0.9522, -1.1013];16,660692;2010;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;23;50words;1.0;[-0.27255, -0.12594, -0.35611, -0.31399, -0.39703, -0.55365, -0.59154, -0.51503, -0.89106, -0.8938, -0.70192, -0.39866, -0.73504, -0.6662, -0.79311, -0.90961, -0.81787, -0.81787, -0.92182, -0.91489, -0.91891, -0.93115, -0.91098];14,880623;2010;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;23;50words;1.0;[-0.31399, -0.12594, -0.35611, -0.31399, -0.27255, -0.51503, -0.47571, -0.47571, -0.8938, -0.040091, -0.70192, -0.89569, -0.39866, -0.6662, -0.76532, -0.81787, -0.8677, -0.76426, -0.56697, -0.88889, -0.91098, -0.93115, -0.91891];16,504602;2008;2009,333333;-29209;-93,56%;16,01530567;22,66%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;23;50words;1.0;[-0.056366, -0.22943, -0.22943, -0.31399, -0.12594, -0.091416, -0.62892, -0.51503, -0.51503, -0.59154, -0.89569, -0.79311, -0.73504, -0.89555, -0.73504, -0.76426, -0.87417, -0.90536, -0.90536, -0.81787, -1.3679, -1.1013, -0.90109];17,013289;16054;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;23;50words;1.0;[-0.27255, -0.43675, -0.35611, -0.12594, -0.35611, -0.47571, -0.8938, -0.47571, -0.040091, -0.59154, -0.31878, -0.76532, -0.6662, -0.76532, -0.76532, -0.8677, -0.91489, -0.90536, -0.85766, -0.87417, -0.93115, -0.93115, -0.90109];15,489372;20912;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;23;50words;1.0;[-0.22943, -0.87112, -0.31399, -0.43675, -0.22943, -0.89463, -0.47571, -0.47571, -0.55365, -0.893, -0.6662, -0.89555, -0.6662, -0.89821, -0.6662, -0.90961, -0.81787, -0.76426, -0.56697, -0.90536, -0.91891, -1.2376, -1.3679];17,188573;15611;17525,66667;-13692,66667;-43,86%;16,56374467;26,86%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;23;50words;1.0;[-0.22943, -0.31399, -0.88412, -0.47571, -0.51503, -0.8938, -0.62892, -0.15898, -0.70192, -0.73504, -0.39866, -0.47977, -0.90157, -0.83918, -0.76426, -0.91489, -0.92182, -0.90109, -1.2376, -0.91891];22,040873;71;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;23;50words;1.0;[-0.27255, -0.87518, -0.056366, -0.39703, 0.007477, 0.015437, -0.51503, -0.55365, -0.040091, -0.62892, -0.70192, -0.31878, -0.39866, -0.47977, -0.56697, -0.90536, -0.85766, -0.87417, -0.88889, -1.1013, -1.2376, -0.91891];19,479633;72;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;23;50words;1.0;[-0.22943, -0.12594, -0.87965, -0.43675, -0.47571, -0.0064588, -0.59154, -0.62892, -0.6662, -0.23771, -0.89569, -0.39866, -0.89821, -0.56697, -0.90536, -0.90961, -0.91489, -0.97771, -0.93115, -0.91098, -0.9522];20,141835;72;71,66666667;-31146,66667;-99,77%;20,55411367;57,42%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.88412, -0.8879, -0.47571, 0.010872, -0.040091, -0.89539, -0.6662, -0.23771, -0.73504, -0.39866, -0.79311, -0.56697, -0.83918, -0.85766, -0.8677, -0.88889, -0.90109, -0.94213, -0.91891];18,626144;728;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;23;50words;1.0;[-0.27255, -0.12594, -0.35611, -0.39703, 0.007477, 0.015437, -0.51503, -0.55365, -0.59154, -0.091416, -0.70192, -0.89569, -0.39866, -0.47977, -0.81787, -0.66304, -0.76426, -0.92182, -0.90109, -0.94213, -0.91891];20,838152;727;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;23;50words;1.0;[-0.22943, -0.87518, -0.35611, -0.014801, -0.8879, 0.015437, -0.51503, -0.0064588, -0.62892, -0.6662, -0.70192, -0.73504, -0.79311, -0.90157, -0.90536, -0.85766, -0.87417, -0.97771, -0.93115, -0.94213, -0.91891];20,232317;728;727,6666667;-30490,66667;-97,67%;19,898871;52,40%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;23;50words;1.0;[-0.22943, -0.12594, -0.056366, -0.39703, -0.8879, -0.89106, -0.893, -0.55365, -0.091416, -0.89555, -0.89557, -0.73504, -0.76532, -0.89821, -0.81787, -0.66304, -0.90961, -0.8677, -0.97771, -0.93115, -1.2376, -0.91891];18,568609;7348;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;23;50words;1.0;[-0.27255, -0.31399, -0.056366, -0.39703, -0.43675, -0.89106, -0.51503, -0.59154, -0.091416, -0.6662, -0.70192, -0.73504, -0.76532, -0.47977, -0.90157, -0.83918, -0.76426, -0.8677, -0.92182, -0.90109, -0.91098, -1.3679];17,398439;7326;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;23;50words;1.0;[-0.22943, -0.87518, -0.35611, -0.014801, -0.43675, -0.89106, -0.8938, -0.59154, -0.091416, -0.89555, -0.70192, -0.89569, -0.89623, -0.79311, -0.90157, -0.83918, -0.90961, -0.8677, -0.88889, -1.1013, -0.94213, -1.3679];18,710274;7338;7337,333333;-23881;-76,50%;18,225774;39,59%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;23;50words;1.0;[-0.22943, -0.39703, -0.47571, -0.51503, -0.55365, -0.59154, -0.091416, -0.73504, -0.39866, -0.79311, -0.90157, -0.66304, -0.76426, -0.91489, -0.88889, -0.90109, -0.91098];28,183387;55;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;23;50words;1.0;[-0.31399, -0.87965, -0.88412, -0.8879, 0.015437, -0.8938, -0.59154, -0.62892, -0.15898, -0.70192, -0.73504, -0.90157, -0.83918, -0.90961, -0.8677, -0.92182, -0.90109, -0.9522];27,43405;55;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;23;50words;1.0;[-0.87112, -0.056366, -0.014801, 0.007477, 0.010872, -0.0064588, -0.59154, -0.89539, -0.15898, -0.70192, -0.79311, -0.81787, -0.90536, -0.85766, -0.88889, -0.90109, -0.91098, -0.91891];28,236767;55;55;-31163,33333;-99,82%;27,95140133;114,08%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;23;50words;1.0;[-0.27255, -0.12594, -0.87965, -0.014801, 0.007477, -0.47571, -0.893, -0.55365, -0.89463, -0.89539, -0.89555, -0.39866, -0.81787, -0.83918, -0.90961, -0.8677, -0.93115, -0.91098, -0.91891];24,943798;569;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;23;50words;1.0;[-0.27255, -0.35611, -0.43675, -0.89106, -0.55365, -0.59154, -0.62892, -0.89555, -0.89557, -0.73504, -0.89623, -0.89821, -0.81787, -0.66304, -0.90961, -0.87417, -0.94213, -0.9522];25,427015;555;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.014801, -0.89106, -0.8938, -0.89463, -0.89555, -0.70192, -0.31878, -0.89623, -0.89821, -0.76426, -0.91489, -0.92182, -0.90109, -0.91098, -0.91891];26,260834;568;564;-30654,33333;-98,19%;25,54388233;95,64%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;23;50words;1.0;[-0.87112, -0.31399, -0.87965, -0.39703, -0.43675, -0.47571, -0.893, -0.89463, -0.62892, -0.89555, -0.89569, -0.76532, -0.83918, -0.90961, -0.87417, -0.97771, -0.90109, -1.2376, -0.91891];24,020984;5634;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;23;50words;1.0;[-0.27255, -0.31399, -0.35611, -0.014801, -0.43675, -0.47571, -0.55365, -0.59154, -0.89539, -0.89557, -0.31878, -0.39866, -0.89821, -0.90536, -0.90961, -0.87417, -0.97771, -0.91098, -0.91891];24,144113;5647;;;;;;
