heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Buckets MSM-Mean: bucketsize:3;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;1;;;;;;
Buckets MSM-Mean: bucketsize:3;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;1;1;-7636,333333;-99,99%;25,67398;0,00%;
Buckets MSM-Mean: bucketsize:4;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;6;;;;;;
Buckets MSM-Mean: bucketsize:4;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;6;;;;;;
Buckets MSM-Mean: bucketsize:4;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;6;6;-7631,333333;-99,92%;25,67398;0,00%;
Buckets MSM-Mean: bucketsize:5;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;16;;;;;;
Buckets MSM-Mean: bucketsize:5;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;16;;;;;;
Buckets MSM-Mean: bucketsize:5;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546, -0.47807, -0.49651];25,67398;17;16,33333333;-7621;-99,79%;25,67398;0,00%;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;18;50words;1.0;[0.19687, 0.96079, 0.081412, -0.24159, -0.033603, -0.088193, -0.30541, -0.14003, -0.23723, -0.35593, -0.31464, -0.3483, -0.49129, -0.49129, -0.43305, 0.51375, 0.43669, -0.56133];29,245852;71;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;18;50words;1.0;[0.13824, 0.13824, 0.081412, 0.081412, -0.033603, -0.088193, -0.19027, -0.30541, -0.27842, -0.27842, -0.31464, -0.31464, -0.46553, -0.38055, -0.43305, -0.45546, -0.57814, -0.47807];26,29586;91;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;18;50words;1.0;[-0.21988, 0.77833, 0.081412, -0.25397, -0.088193, -0.033603, -0.19027, -0.19027, -0.27842, -0.38403, -0.31464, -0.41137, -0.38055, -0.46553, 0.61846, -0.43305, -0.57814, 0.37967];29,518352;77;79,66666667;-7557,666667;-98,96%;28,35335467;10,44%;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;18;50words;1.0;[-0.21988, 0.19687, 0.081412, -0.25397, -0.033603, -0.088193, -0.14003, -0.30541, -0.35593, -0.27842, -0.3483, -0.41137, -0.46553, -0.38055, -0.43305, -0.54114, -0.57814, -0.49651];27,030502;948;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;18;50words;1.0;[0.13824, 0.77833, 0.023502, 0.023502, -0.033603, -0.088193, -0.14003, -0.14003, -0.35593, -0.27842, -0.31464, -0.3483, -0.38055, -0.38055, -0.54114, -0.45546, -0.56133, -0.57814];26,8759;870;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;18;50words;1.0;[-0.22919, -0.21988, 0.081412, -0.24159, -0.033603, -0.033603, -0.14003, -0.19027, -0.23723, -0.27842, -0.43885, -0.3483, -0.46553, -0.49129, -0.54114, -0.43305, 0.37967, -0.47807];28,195442;933;917;-6720,333333;-87,99%;27,36728133;6,60%;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;18;50words;1.0;[0.13824, -0.22919, 0.023502, 0.023502, -0.033603, -0.088193, -0.19027, -0.19027, -0.38403, -0.35593, -0.41137, -0.31464, -0.49129, -0.46553, -0.45546, -0.51709, -0.56133, -0.47807];26,99558;9553;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;18;50words;1.0;[0.77833, -0.22919, 0.023502, 0.023502, -0.26735, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.3483, -0.41137, -0.49129, -0.49129, -0.54114, -0.54114, -0.47807, 0.43669];28,491337;8607;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;18;50words;1.0;[-0.22919, -0.22919, 0.023502, -0.25397, -0.033603, -0.088193, -0.19027, -0.14003, -0.23723, -0.38403, -0.31464, -0.3483, -0.46553, -0.49129, 0.51375, -0.45546, -0.49651, -0.56133];28,217432;9273;9144,333333;1507;19,73%;27,90144967;8,68%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;18;50words;1.0;[0.13824, 0.13824, -0.21988, 0.023502, -0.088193, -0.088193, -0.23723, -0.19027, -0.19027, -0.38403, -0.41137, -0.27842, -0.43305, -0.49129, -0.43305, -0.56133, -0.49651, -0.56133];26,855002;101;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;18;50words;1.0;[-0.24159, 0.081412, 0.19687, -0.033603, -0.033603, 0.023502, 1.5366, -0.14003, -0.19027, -0.31464, -0.31464, -0.38403, -0.51709, -0.38055, -0.38055, -0.45546, 0.43669, -0.49651];29,577646;90;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;18;50words;1.0;[-0.24159, -0.24159, 0.081412, 0.023502, -0.28502, -0.088193, -0.14003, -0.14003, -0.19027, -0.27842, -0.3483, -0.3483, -0.40855, -0.40855, -0.51709, -0.47807, -0.47807, -0.56133];27,177577;99;96,66666667;-7540,666667;-98,73%;27,870075;8,55%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;18;50words;1.0;[-0.21988, 0.19687, 0.19687, 0.023502, -0.088193, 0.023502, -0.23723, -0.19027, -0.14003, -0.31464, -0.3483, -0.38403, -0.43305, -0.40855, 0.61846, 0.37967, -0.54114, 0.37967];29,609503;793;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;18;50words;1.0;[0.13824, 0.13824, 0.96079, -0.088193, -0.033603, -0.033603, -0.19027, -0.30541, -0.30541, -0.27842, -0.43885, -0.38403, -0.46553, -0.49129, -0.46553, -0.57814, 0.51375, -0.54114];28,814183;902;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;18;50words;1.0;[0.081412, 0.081412, -0.24159, 0.023502, -0.25397, -0.25397, -0.14003, -0.14003, -0.30541, -0.31464, -0.27842, -0.3483, -0.40855, -0.43305, -0.51709, -0.45546, -0.49651, 0.43669];27,948492;929;874,6666667;-6762,666667;-88,55%;28,790726;12,14%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;18;50words;1.0;[0.19687, 0.96079, -0.21988, -0.26735, -0.033603, -0.033603, -0.14003, -0.14003, -0.14003, -0.27842, -0.41137, -0.27842, -0.43305, -0.43305, -0.49129, -0.49651, -0.57814, -0.54114];27,779434;9964;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;18;50words;1.0;[0.77833, 0.081412, 0.13824, -0.033603, 0.023502, -0.26735, -0.32869, -0.30541, -0.30541, -0.27842, -0.41137, -0.27842, -0.51709, -0.46553, -0.49129, -0.45546, -0.56133, -0.54114];27,677843;9698;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;18;50words;1.0;[-0.24159, 0.081412, -0.22919, -0.088193, -0.033603, -0.033603, -0.30541, -0.32869, -0.30541, -0.38403, -0.27842, -0.3483, -0.43305, -0.51709, -0.43305, 0.37967, 0.37967, -0.57814];29,190525;8652;9438;1800,666667;23,58%;28,215934;9,90%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;18;50words;1.0;[-0.22919, 0.023502, -0.25397, 0.023502, -0.28502, -0.28502, -0.14003, -0.30541, -0.41137, -0.38403, -0.43885, -0.41137, -0.38055, -0.49129, -0.49129, -0.38055, -0.49651, 0.43669];29,104014;112;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;18;50words;1.0;[-0.22919, -0.21988, 0.081412, -0.25397, -0.19027, -0.19027, -0.088193, -0.30541, -0.3483, -0.41137, -0.3483, -0.3483, -0.51709, -0.51709, -0.51709, -0.54114, -0.47807, -0.56133];28,090893;139;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;18;50words;1.0;[0.13824, 0.081412, 0.081412, 0.023502, -0.19027, -0.088193, -0.30541, -0.088193, -0.23723, -0.31464, -0.27842, -0.27842, -0.51709, -0.51709, -0.38055, -0.38055, 0.43669, -0.57814];27,850992;107;119,3333333;-7518;-98,44%;28,348633;10,42%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;18;50words;1.0;[-0.24159, -0.21988, 0.19687, 0.023502, -0.30541, -0.088193, -0.28502, -0.033603, -0.35593, -0.35593, -0.23723, -0.31464, -0.38055, -0.38055, -0.43305, -0.40855, -0.49651, -0.56133];27,736562;1373;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;18;50words;1.0;[0.77833, 0.19687, 0.19687, 0.13824, -0.26735, -0.28502, -0.14003, -0.088193, -0.35593, -0.27842, -0.3483, -0.27842, -0.54114, -0.54114, -0.46553, -0.51709, 0.43669, -0.57814];28,881217;1284;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;18;50words;1.0;[-0.25397, 0.19687, -0.21988, 0.081412, -0.32869, -0.19027, -0.088193, -0.088193, -0.27842, -0.38403, -0.23723, -0.41137, -0.45546, -0.38055, -0.38055, -0.43305, -0.49651, -0.57814];27,84185;1562;1406,333333;-6231;-81,59%;28,15320967;9,66%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;18;50words;1.0;[0.13824, 0.13824, 0.19687, -0.24159, -0.30541, -0.28502, -0.088193, -0.28502, -0.38403, -0.35593, -0.27842, -0.35593, -0.54114, -0.40855, -0.49129, -0.40855, -0.47807, -0.57814];27,627451;13181;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;18;50words;1.0;[0.77833, 0.13824, 0.13824, 0.77833, -0.26735, -0.033603, -0.26735, -0.30541, 1.0519, -0.31464, -0.43885, -0.38403, 0.51375, -0.49129, -0.54114, -0.38055, -0.56133, -0.49651];30,420143;15156;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;18;50words;1.0;[-0.24159, 0.13824, 0.13824, -0.21988, -0.30541, -0.28502, -0.088193, -0.28502, -0.23723, -0.38403, -0.41137, -0.35593, 0.61846, -0.45546, -0.45546, -0.45546, 0.43669, -0.56133];29,405291;14293;14210;6572,666667;86,06%;29,15096167;13,54%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;18;50words;1.0;[-0.22919, 0.19687, -0.24159, -0.22919, -0.22919, -0.088193, -0.19027, -0.23723, -0.23723, -0.35593, -0.46553, -0.38055, -0.41137, -0.41137, -0.31464, -0.49651, -0.45546, 0.43669];28,677691;190;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;18;50words;1.0;[-0.24159, 0.13824, 0.023502, -0.22919, -0.22919, -0.27842, -0.23723, -0.14003, -0.28502, -0.088193, 0.61846, -0.43305, -0.43305, -0.38055, 0.61846, -0.56133, -0.56133, 0.51375];30,895523;178;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;18;50words;1.0;[-0.21988, 0.13824, -0.22919, -0.24159, 0.023502, -0.088193, -0.19027, -0.28502, -0.28502, -0.19027, -0.31464, -0.38055, 0.61846, -0.49129, -0.49129, -0.54114, -0.56133, -0.54114];28,286389;197;188,3333333;-7449;-97,53%;29,28653433;14,07%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;18;50words;1.0;[0.13824, 0.023502, -0.25397, 0.13824, 0.19687, -0.28502, -0.32869, -0.23723, -0.088193, -0.14003, -0.3483, -0.43885, -0.46553, -0.3483, -0.46553, 0.37967, 0.43669, 0.37967];30,247125;1257;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;18;50words;1.0;[0.19687, -0.25397, 0.13824, 0.13824, -0.22919, -0.32869, -0.32869, -0.23723, -0.14003, -0.28502, -0.31464, -0.43305, -0.51709, -0.43305, -0.51709, -0.45546, -0.57814, 0.51375];29,04178;1683;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;18;50words;1.0;[0.081412, -0.26735, -0.26735, -0.25397, -0.21988, -0.27842, -0.30541, -0.30541, -0.19027, -0.27842, -0.41137, -0.41137, -0.43885, 0.74943, -0.46553, -0.45546, -0.49651, -0.56133];29,144906;1969;1636,333333;-6001;-78,57%;29,477937;14,82%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;18;50words;1.0;[-0.25397, 0.13824, -0.24159, -0.25397, 0.19687, -0.14003, -0.32869, -0.23723, -0.14003, -0.23723, 0.89696, -0.49129, -0.51709, -0.49129, -0.43885, 0.43669, -0.54114, -0.57814];30,266844;20372;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;18;50words;1.0;[-0.22919, 0.023502, -0.25397, -0.25397, -0.22919, -0.23723, -0.30541, -0.32869, -0.32869, -0.088193, -0.40855, -0.43885, -0.43305, -0.51709, -0.51709, -0.54114, 0.37967, -0.47807];29,188343;18021;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;18;50words;1.0;[-0.25397, -0.21988, -0.22919, -0.26735, -0.25397, -0.088193, -0.32869, 1.4402, -0.27842, -0.32869, -0.46553, -0.43305, -0.46553, -0.51709, -0.46553, -0.47807, -0.54114, 0.37967];30,940271;14891;17761,33333;10124;132,56%;30,13181933;17,36%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;18;50words;1.0;[0.19687, 0.13824, 0.023502, 1.432, -0.28502, -0.14003, -0.19027, -0.23723, -0.27842, -0.41137, -0.3483, -0.40855, -0.51709, -0.45546, -0.56133];31,092455;47;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;18;50words;1.0;[0.77833, 0.13824, 0.081412, 0.023502, -0.26735, -0.088193, -0.14003, -0.19027, -0.27842, -0.43885, -0.49129, -0.51709, -0.54114, -0.56133, -0.57814];30,429787;47;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, -0.033603, -0.088193, -0.30541, -0.19027, -0.38403, -0.41137, -0.3483, -0.38055, -0.49129, -0.43305, -0.47807];30,626155;47;47;-7590,333333;-99,38%;30,71613233;19,64%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;18;50words;1.0;[-0.21988, -0.22919, 0.081412, 0.023502, -0.26735, -0.14003, -0.19027, -0.35593, -0.27842, -0.31464, -0.43885, -0.46553, -0.40855, -0.51709, -0.45546, 0.43669, -0.49651];29,126607;490;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;18;50words;1.0;[0.19687, 0.13824, -0.24159, 0.023502, -0.26735, -0.088193, -0.30541, -0.19027, -0.23723, -0.41137, -0.3483, -0.38055, -0.51709, -0.45546, -0.49651];29,732479;492;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;18;50words;1.0;[0.19687, -0.22919, -0.24159, 0.023502, -0.033603, -0.14003, -0.19027, -0.38403, -0.31464, -0.3483, -0.38055, -0.49129, -0.51709, -0.54114, -0.56133, -0.57814];29,216009;488;490;-7147,333333;-93,58%;29,358365;14,35%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, -0.033603, -0.088193, -0.30541, -0.32869, -0.35593, -0.27842, -0.31464, -0.3483, -0.46553, -0.49129, -0.43305, -0.45546, -0.49651];28,450435;4884;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;18;50words;1.0;[-0.21988, 0.081412, 0.023502, -0.033603, -0.28502, -0.14003, -0.32869, -0.23723, -0.38403, -0.41137, -0.43885, -0.40855, -0.43305, -0.54114, -0.56133, -0.49651];29,053287;4947;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;18;50words;1.0;[0.19687, -0.22919, 0.081412, -0.25397, -0.033603, -0.28502, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483, -0.46553, -0.43305, -0.47807, -0.57814];28,617659;5013;4948;-2689,333333;-35,21%;28,707127;11,81%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;18;50words;1.0;[0.19687, -0.24159, 0.023502, -0.088193, -0.14003, -0.19027, -0.23723, -0.3483, -0.38055, -0.40855, -0.43305, -0.45546];32,82617;36;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, -0.25397, -0.26735, -0.28502, -0.14003, -0.32869, -0.38403, -0.46553, -0.40855, 0.51375, -0.49651];32,856122;38;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;18;50words;1.0;[0.77833, 0.13824, 1.1425, 0.023502, -0.28502, -0.14003, -0.35593, -0.27842, -0.41137, -0.3483, -0.38055, -0.43305, -0.57814];33,534005;36;36,66666667;-7600,666667;-99,52%;33,072099;28,82%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;18;50words;1.0;[0.19687, -0.22919, 0.081412, 0.023502, -0.088193, -0.30541, -0.19027, -0.23723, -0.31464, -0.43885, -0.43305, -0.54114, -0.49651];32,02625;364;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;18;50words;1.0;[-0.22919, 0.081412, -0.25397, -0.033603, -0.30541, -0.19027, -0.35593, -0.38403, -0.31464, -0.3483, -0.38055, -0.49129, -0.43305, -0.56133];31,508899;366;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;18;50words;1.0;[0.081412, 0.023502, -0.033603, -0.30541, -0.19027, -0.23723, -0.38403, -0.41137, -0.3483, -0.40855, -0.51709, -0.54114, -0.56133, 0.37967];32,161015;370;366,6666667;-7270,666667;-95,20%;31,89872133;24,25%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;18;50words;1.0;[0.19687, 0.081412, -0.25397, -0.033603, -0.088193, -0.30541, -0.19027, -0.35593, -0.41137, -0.43885, -0.46553, -0.54114, -0.56133, -0.57814];31,18488;3768;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;18;50words;1.0;[0.19687, -0.22919, -0.24159, 0.023502, -0.26735, -0.088193, -0.30541, -0.35593, -0.38403, -0.31464, -0.49129, -0.43305, -0.47807, -0.49651];31,058099;3750;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;18;50words;1.0;[-0.21988, 0.13824, 0.081412, -0.25397, -0.26735, -0.28502, -0.30541, -0.19027, -0.27842, -0.41137, -0.43885, -0.43305, -0.45546, -0.57814];31,000582;3722;3746,666667;-3890,666667;-50,94%;31,081187;21,06%;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;18;50words;1.0;[-0.21988, 0.13824, 1.3057, -0.30541, -0.19027, -0.23723, -0.38403, -0.43885, -0.46553, -0.43305, -0.56133];36,61236;29;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;18;50words;1.0;[-0.21988, 0.13824, -0.24159, 0.023502, -0.28502, -0.14003, -0.32869, -0.23723, -0.38403, -0.3483, -0.43305, -0.57814];33,833919;29;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;18;50words;1.0;[0.19687, 0.13824, 0.081412, 0.023502, -0.14003, -0.19027, -0.35593, 1.333, -0.3483, -0.38055, -0.51709, -0.56133];35,669487;29;29;-7608,333333;-99,62%;35,371922;37,77%;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;18;50words;1.0;[-0.21988, 0.96079, 0.081412, 0.023502, -0.033603, -0.088193, -0.19027, -0.23723, -0.41137, -0.43885, -0.45546, 0.43669, -0.49651];33,48529;316;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;18;50words;1.0;[-0.21988, -0.22919, -0.24159, 0.023502, -0.26735, -0.28502, -0.30541, -0.32869, -0.38403, -0.43885, 0.74943, -0.43305, 0.43669, -0.49651];33,194399;299;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;18;50words;1.0;[0.96079, 0.023502, -0.26735, -0.14003, -0.19027, -0.23723, -0.27842, -0.43885, -0.38055, -0.43305, -0.45546, -0.56133];34,332185;303;306;-7331,333333;-95,99%;33,67062467;31,15%;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;18;50words;1.0;[-0.22919, -0.24159, 0.023502, -0.033603, -0.28502, -0.30541, -0.32869, -0.23723, -0.3483, -0.38055, -0.40855, -0.43305, -0.54114, -0.57814];31,312319;3017;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;18;50words;1.0;[0.19687, 0.13824, -0.26735, -0.088193, -0.14003, -0.32869, -0.23723, -0.27842, -0.43885, -0.38055, -0.49129, -0.45546, -0.56133];32,20733;3061;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;18;50words;1.0;[0.19687, 0.96079, 0.081412, -0.25397, -0.033603, -0.088193, -0.32869, -0.23723, -0.3483, -0.38055, -0.49129, -0.56133, -0.57814];32,849972;3027;3035;-4602,333333;-60,26%;32,123207;25,12%;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;18;50words;1.0;[-0.21988, -0.24159, -0.26735, -0.14003, -0.31464, -0.46553, -0.40855, -0.43305, -0.47807, -0.49651];36,54233;24;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;18;50words;1.0;[0.77833, 0.13824, -0.033603, -0.14003, -0.35593, -0.38403, -0.46553, -0.51709, -0.47807, -0.57814];36,99317;24;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;18;50words;1.0;[0.19687, -0.24159, -0.088193, -0.14003, -0.32869, -0.27842, -0.31464, -0.46553, 0.51375, -0.47807, -0.49651];35,73307;25;24,33333333;-7613;-99,68%;36,42285667;41,87%;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;18;50words;1.0;[-0.22919, -0.24159, -0.25397, -0.28502, -0.32869, -0.35593, -0.3483, -0.38055, -0.40855, -0.51709, -0.49651];34,82606;246;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;18;50words;1.0;[-0.21988, 0.13824, 0.081412, 0.023502, -0.033603, -0.27842, -0.31464, -0.40855, -0.51709, -0.47807, -0.49651];34,779157;248;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;18;50words;1.0;[0.77833, -0.24159, -0.033603, -0.30541, -0.19027, -0.31464, -0.3483, -0.38055, -0.49129, -0.43305, -0.47807];35,476447;246;246,6666667;-7390,666667;-96,77%;35,02722133;36,43%;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;18;50words;1.0;[0.19687, 0.13824, 1.1425, -0.25397, -0.033603, -0.088193, -0.30541, -0.27842, -0.41137, -0.43885, -0.38055, -0.43305];34,09009;2530;;;;;;
