heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;10;ECG200;1.0;[-0.88184, -1.2874, -0.8997, -1.1539, -1.0553, -1.1686, -1.364, -1.3376, -1.1402, -1.1799];11,453287;2687;2686,666667;11,466087;0,001117583;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;10;ECG200;1.0;[-1.2725, -1.7936, -1.03, -1.0553, -1.1686, -2.0386, -1.3922, -1.1301, -1.1799];15,824847;18;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;10;ECG200;1.0;[-0.71089, -0.82392, -0.8997, -1.1539, -1.3466, -1.5352, -1.202, -1.3376, -1.4098];14,466987;18;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;10;ECG200;1.0;[-0.71089, -0.82392, -1.2767, -1.5744, -1.1686, -1.7634, -1.3922, -1.8094, -1.1799];15,773847;19;18,33333333;15,355227;0,340682985;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;10;ECG200;1.0;[-0.71089, -1.2874, -0.8997, -1.5397, -1.0361, -1.0441, -1.7634, -1.6888, -1.2613, -1.4098];12,675787;203;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;10;ECG200;1.0;[-1.2725, -0.84332, -1.03, -1.3466, -1.0441, -1.364, -1.3376, -1.1402, -1.4098];13,591347;192;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;10;ECG200;1.0;[-1.2725, -1.2767, -1.03, -1.3466, -1.1686, -1.364, -1.3376, -1.2613, -1.1799];13,436447;190;195;13,234527;0,155522166;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;10;ECG200;1.0;[-1.2725, -0.82392, -0.8997, -1.03, -1.2298, -1.1686, -1.7634, -1.3376, -1.1402, -1.1799];11,739887;1976;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;10;ECG200;1.0;[-0.88184, -1.2874, -1.0855, -1.5397, -1.2298, -1.1686, -1.364, -1.3376, -1.1402, -1.1799];11,453287;1962;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;10;ECG200;1.0;[-1.2725, -0.84332, -1.0855, -1.5397, -1.0553, -1.5352, -1.7634, -1.3922, -1.2613, -1.8639];12,361487;1976;1971,333333;11,85155367;0,034773133;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;10;ECG200;1.0;[-0.84332, -0.8997, -1.0553, -1.1686, -1.7634, -1.3922, -1.1301, -1.1799];17,107067;14;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;10;ECG200;1.0;[-0.88184, -1.0855, -1.5744, -1.2298, -1.1686, -1.202, -1.8094, -0.70428];18,775347;14;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;10;ECG200;1.0;[-0.71089, -0.8997, -1.1539, -1.0553, -1.202, -1.3922, -1.1301, -1.8639];17,511407;13;13,66666667;17,79794033;0,553959168;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;10;ECG200;1.0;[-0.84332, -1.0855, -1.1539, -1.0361, -1.7634, -1.3376, -1.1301, -1.1799];16,748227;139;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;10;ECG200;1.0;[-1.7989, -0.84332, -1.2767, -1.1539, -1.0553, -1.5352, -1.3376, -1.1301, -1.1799];14,950747;145;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;10;ECG200;1.0;[-0.88365, -1.1539, -1.3466, -1.1686, -1.202, -1.3376, -1.1402, -1.1799];16,106247;145;143;15,93507367;0,391310081;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;10;ECG200;1.0;[-0.88184, -0.82392, -0.8997, -1.1539, -1.0553, -1.0441, -1.7634, -1.3922, -1.8094, -1.4098];12,837287;1474;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;10;ECG200;1.0;[-0.88184, -1.2874, -1.2767, -1.5744, -1.2298, -2.13, -1.7634, -1.3922, -1.2613, -1.1799];13,094687;1487;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;10;ECG200;1.0;[-1.2725, -1.2874, -1.2767, -1.5744, -1.2298, -1.5352, -1.202, -1.3376, -1.2613, -1.8639];13,137287;1479;1480;13,023087;0,13706109;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;10;ECG200;1.0;[-0.82392, -1.2767, -1.2298, -1.0441, -1.364, -1.3376, -1.1799];19,470227;11;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;10;ECG200;1.0;[-1.2725, -1.7936, -1.1539, -1.3466, -1.202, -1.6888, -1.8094, -1.4098];18,386197;11;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;10;ECG200;1.0;[-0.71089, -0.82392, -1.0855, -1.5397, -1.0361, -1.0441, -1.3376, -0.70428];18,895807;11;11;18,91741033;0,651701414;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;10;ECG200;1.0;[-1.2725, -0.84332, -1.0855, -1.5352, -1.202, -1.3922, -1.1301, -0.70428];17,741487;113;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;10;ECG200;1.0;[-0.88184, -0.82392, -0.8997, -1.0553, -1.1686, -1.364, -1.3376, -1.4098];16,983187;119;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;10;ECG200;1.0;[-1.2725, -1.2874, -1.0855, -1.03, -1.5352, -1.364, -1.3376, -1.4098];16,717197;111;114,3333333;17,14729033;0,497150149;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;10;ECG200;1.0;[-1.2725, -0.82392, -1.2767, -1.5744, -1.2298, -1.202, -1.3376, -1.2613, -1.8639];15,282047;1212;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;10;ECG200;1.0;[-0.88184, -0.84332, -1.1539, -1.0441, -1.364, -1.3922, -1.1301, -1.1799];16,277147;1194;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;10;ECG200;1.0;[-1.2725, -1.0855, -1.5397, -1.3466, -1.0441, -2.0386, -1.3922, -1.8094, -1.1799];16,217947;1169;1191,666667;15,92571367;0,390492849;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;10;ECG200;1.0;[-1.1799];42,310997;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;10;ECG200;1.0;[-1.1799];42,310997;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;10;ECG200;1.0;[-1.1799];42,310997;10;8,666666667;42,310997;2,694223065;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;10;ECG200;1.0;[-1.1799];42,310997;84;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;10;ECG200;1.0;[-1.1799];42,310997;85;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;10;ECG200;1.0;[-1.1799];42,310997;84;84,33333333;42,310997;2,694223065;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;10;ECG200;1.0;[-1.1799];42,310997;863;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;10;ECG200;1.0;[-1.1799];42,310997;872;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;10;ECG200;1.0;[-1.1799];42,310997;873;869,3333333;42,310997;2,694223065;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;6;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;6;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;6;6;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;69;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;74;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;66;69,66666667;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;720;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;739;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;708;722,3333333;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;5;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;5;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;5;5;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;58;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;58;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;58;58;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;626;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;627;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;626;626,3333333;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;5;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;5;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;5;5;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;56;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;53;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;53;54;40,059397;2,497633212;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;571;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;572;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;10;ECG200;1.0;[-2.13, -1.1799];40,059397;575;572,6666667;40,059397;2,497633212;
Generic MSM-Mean EA: generations:10000;4;10;ECG200;1.0;[-1.03, -0.88365, -0.8997, -1.3376, -1.0855, -1.2613, -1.5397, -1.3466, -1.1686, -1.3922];11,453287;27;;;;
Generic MSM-Mean EA: generations:10000;4;10;ECG200;1.0;[-1.03, -1.1799, -1.0855, -1.4098, -1.0553, -1.2767, -1.4098, -1.3466, -1.1402, -1.4098];11,453287;27;;;;
Generic MSM-Mean EA: generations:10000;4;10;ECG200;1.0;[-0.88365, -1.1686, -1.0553, -1.4098, -1.0553, -1.4098, -1.5397, -1.3376, -1.2613, -1.3376];11,453287;27;27;11,453287;0;
Generic MSM-Mean EA: generations:100000;4;10;ECG200;1.0;[-1.2298, -1.202, -1.0855, -1.5352, -1.1301, -1.3466, -1.5397, -1.3466, -1.2613, -1.3376];11,453287;277;;;;
Generic MSM-Mean EA: generations:100000;4;10;ECG200;1.0;[-1.202, -1.0855, -1.0441, -1.3922, -1.202, -1.202, -1.3922, -1.3922, -1.2613, -1.3922];11,453287;275;;;;
Generic MSM-Mean EA: generations:100000;4;10;ECG200;1.0;[-1.1686, -0.88184, -1.03, -1.202, -1.0855, -1.364, -1.5352, -1.364, -1.1686, -1.2874];11,453287;277;276,3333333;11,453287;0;
Generic MSM-Mean EA: generations:1000000;4;10;ECG200;1.0;[-0.88184, -1.2874, -1.0855, -1.364, -1.1799, -1.2298, -1.364, -1.3376, -1.2298, -1.4098];11,453287;2772;;;;
Generic MSM-Mean EA: generations:1000000;4;10;ECG200;1.0;[-1.1301, -1.2767, -0.8997, -1.1799, -1.0553, -1.1799, -1.5397, -1.3376, -1.1686, -1.3376];11,453287;2798;;;;
Generic MSM-Mean EA: generations:1000000;4;10;ECG200;1.0;[-1.03, -1.1301, -1.0361, -1.5397, -1.2298, -1.2725, -1.364, -1.3376, -1.1402, -1.364];11,453287;2783;2784,333333;11,453287;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;10;ECG200;1.0;[-0.88184, -0.88184, -0.8997, -1.5397, -1.2298, -1.5352, -1.7634, -1.3922, -1.2613, -1.4098];11,453287;28;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;10;ECG200;1.0;[-1.1301, -0.88184, -1.0855, -1.2767, -1.0553, -1.2298, -1.7634, -1.3376, -1.1402, -1.4098];11,453287;28;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;10;ECG200;1.0;[-1.2725, -1.2874, -1.0855, -1.5397, -1.1539, -1.1686, -1.7634, -1.3922, -1.1402, -1.2613];11,453287;28;28;11,453287;0;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;10;ECG200;1.0;[-1.2725, -1.2874, -0.8997, -1.1539, -1.2298, -1.1686, -1.5352, -1.364, -1.2613, -1.2874];11,453287;279;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;10;ECG200;1.0;[-1.1301, -1.2874, -0.8997, -1.2767, -1.1539, -1.3466, -1.364, -1.364, -1.1402, -1.1799];11,453287;279;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;10;ECG200;1.0;[-1.2725, -1.2725, -0.8997, -1.2613, -1.0553, -1.3466, -1.364, -1.364, -1.1402, -1.4098];11,453287;278;278,6666667;11,453287;0;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;10;ECG200;1.0;[-1.2725, -0.84332, -1.0855, -1.2767, -1.0553, -1.3466, -1.7634, -1.364, -1.2613, -1.4098];11,453287;2802;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;10;ECG200;1.0;[-0.88184, -1.0553, -0.8997, -1.5397, -1.2298, -1.3466, -1.5352, -1.3376, -1.1799, -1.2613];11,453287;2810;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;10;ECG200;1.0;[-0.88184, -1.1402, -1.0855, -1.2725, -1.0553, -1.3466, -1.364, -1.364, -1.2613, -1.364];11,453287;2798;2803,333333;11,453287;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;10;ECG200;1.0;[-1.0855, -1.2874, -1.0855, -1.2874, -1.0855, -1.3466, -1.7634, -1.3376, -1.1799, -1.3922];11,453287;28;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;10;ECG200;1.0;[-1.0855, -0.88365, -1.03, -1.2767, -1.1539, -1.1686, -1.3922, -1.364, -1.2613, -1.3376];11,453287;28;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;10;ECG200;1.0;[-1.2725, -1.2725, -0.8997, -1.2874, -1.2298, -1.2298, -1.364, -1.3376, -1.1402, -1.4098];11,453287;27;27,66666667;11,453287;0;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;10;ECG200;1.0;[-0.8997, -1.2725, -0.8997, -1.2767, -1.1686, -1.5352, -1.364, -1.3376, -1.202, -1.3376];11,453287;280;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;10;ECG200;1.0;[-0.8997, -1.2725, -0.8997, -1.2298, -1.1686, -1.364, -1.6888, -1.3376, -1.1402, -1.3376];11,453287;279;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;4;10;ECG200;1.0;[-0.88184, -1.0855, -1.0855, -1.2874, -1.2298, -1.202, -1.7634, -1.3376, -1.202, -1.3922];11,453287;279;279,3333333;11,453287;0;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;10;ECG200;1.0;[-1.2725, -0.8997, -1.03, -1.1539, -1.0553, -1.3466, -1.6888, -1.3376, -1.1799, -1.3922];11,453287;2805;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;10;ECG200;1.0;[-0.88184, -0.84332, -1.0855, -1.3466, -1.0855, -1.364, -1.5352, -1.364, -1.2613, -1.3922];11,453287;2795;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;4;10;ECG200;1.0;[-0.88365, -0.84332, -1.03, -1.1539, -1.1539, -1.1686, -1.5352, -1.3922, -1.1799, -1.2613];11,453287;2798;2799,333333;11,453287;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;10;ECG200;1.0;[-1.2725, -1.03, -1.0855, -1.2874, -1.0855, -1.5352, -1.5352, -1.364, -1.202, -1.4098];11,453287;28;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;10;ECG200;1.0;[-1.0855, -0.8997, -1.03, -1.2767, -1.2298, -1.2767, -1.7634, -1.3466, -1.1686, -1.4098];11,453287;28;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;4;10;ECG200;1.0;[-1.0855, -1.03, -0.8997, -1.1539, -1.1686, -1.3922, -1.6888, -1.364, -1.1686, -1.3922];11,453287;28;28;11,453287;0;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;10;ECG200;1.0;[-1.2725, -1.2725, -0.8997, -1.5352, -1.0553, -1.364, -1.5744, -1.3922, -1.1402, -1.3922];11,453287;280;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;10;ECG200;1.0;[-1.0855, -0.88365, -1.0855, -1.2874, -1.2298, -1.3376, -1.364, -1.3922, -1.1686, -1.2613];11,453287;278;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;4;10;ECG200;1.0;[-1.2725, -0.88184, -1.0855, -1.5352, -1.0553, -1.3922, -1.7634, -1.3922, -1.2613, -1.3922];11,453287;279;279;11,453287;0;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;10;ECG200;1.0;[-1.1539, -1.2874, -1.0855, -1.2298, -1.202, -1.202, -1.5744, -1.3466, -1.2613, -1.3922];11,453287;2793;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;10;ECG200;1.0;[-1.03, -1.2767, -1.0855, -1.5352, -1.1686, -1.3466, -1.5744, -1.3922, -1.1686, -1.3376];11,453287;2802;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;4;10;ECG200;1.0;[-1.1539, -0.84332, -1.0855, -1.2874, -1.1686, -1.1686, -1.5352, -1.3922, -1.2613, -1.2613];11,453287;2798;2797,666667;11,453287;0;
MSM-Mean Exact;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13874, 0.27428, 0.13614, -0.13599, -0.64584, -0.70779, 0.0162];19,55135;14574;;;;
MSM-Mean Exact;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13874, 0.27428, 0.13614, -0.13599, -0.64584, -0.70779, 0.0162];19,55135;14553;;;;
MSM-Mean Exact;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13874, 0.27428, 0.13614, -0.13599, -0.64584, -0.70779, 0.0162];19,55135;14514;14547;19,55135;0;
Buckets MSM-Mean: bucketsize:2;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.13599, -0.13599, -0.70779, 0.0162];20,04176;1;;;;
Buckets MSM-Mean: bucketsize:2;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.13599, -0.13599, -0.70779, 0.0162];20,04176;0;;;;
Buckets MSM-Mean: bucketsize:2;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.13599, -0.13599, -0.70779, 0.0162];20,04176;0;0,333333333;20,04176;0,025083178;
Buckets MSM-Mean: bucketsize:3;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.64584, 0.0094831, 0.0094831, 0.0162];19,896287;10;;;;
Buckets MSM-Mean: bucketsize:3;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.64584, 0.0094831, 0.0094831, 0.0162];19,896287;10;;;;
Buckets MSM-Mean: bucketsize:3;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.64584, 0.0094831, 0.0094831, 0.0162];19,896287;10;10;19,896287;0,017642618;
Buckets MSM-Mean: bucketsize:4;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, 0.13614, -0.13599, -0.63013, -0.70779, 0.0162];20,017898;53;;;;
Buckets MSM-Mean: bucketsize:4;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, 0.13614, -0.13599, -0.63013, -0.70779, 0.0162];20,017898;53;;;;
Buckets MSM-Mean: bucketsize:4;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, 0.13614, -0.13599, -0.63013, -0.70779, 0.0162];20,017898;54;53,33333333;20,017898;0,0238627;
Buckets MSM-Mean: bucketsize:5;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.64584, -0.63013, 0.013114, 0.0162];19,895742;252;;;;
Buckets MSM-Mean: bucketsize:5;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.64584, -0.63013, 0.013114, 0.0162];19,895742;253;;;;
Buckets MSM-Mean: bucketsize:5;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13125, 0.13874, 0.1564, -0.013156, -0.64584, -0.63013, 0.013114, 0.0162];19,895742;254;253;19,895742;0,017614743;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.3256, 0.48399, 0.13125, 0.85138, 0.27428, -0.35277, -0.63013, -0.13599, -0.26385, 0.013114];21,27429;43;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.05608, 0.3256, 0.13874, 0.13874, 0.13614, 0.1564, -0.13599, 0.0094831, 0.013114, 0.013114];20,165608;49;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.48399, 0.3256, 0.13874, 0.40161, 0.13614, 0.13614, -0.64584, -0.63013, -0.26385, 0.47093];20,88003;46;46;20,77330933;0,062499998;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;10;FaceAll;1.0;[-0.059613, -0.059613, -0.077828, 0.85138, 0.27428, -0.35277, -0.13599, -0.63013, 0.0162, -0.26385];21,784612;569;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;10;FaceAll;1.0;[-0.059613, 0.48399, 0.40161, 0.13125, 0.13614, 0.13614, -0.63013, 0.0094831, -0.70779, 0.0162];20,875776;378;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;10;FaceAll;1.0;[0.05608, -0.059613, 0.13874, 0.85138, -0.013156, 0.34915, -0.13599, 0.0094831, -0.70779, -0.26385];21,266406;493;480;21,30893133;0,089895651;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;10;FaceAll;1.0;[0.23273, -0.83543, 0.13874, -0.15962, -0.013156, 0.27428, -0.13599, -0.13599, 0.34562, -0.26385];24,031874;3811;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;10;FaceAll;1.0;[0.05608, 0.05608, 0.13125, 0.13874, 0.13614, -0.013156, -0.13599, -0.13599, 0.0162, 0.0162];19,936262;6365;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;10;FaceAll;1.0;[0.05608, 0.23273, 0.13125, 0.85138, 0.1564, -0.013156, -0.63013, -0.13599, -0.26385, 0.0162];20,08637;5558;5244,666667;21,351502;0,092073028;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.48399, 0.40161, 0.05608, 0.85138, -0.013156, -0.15962, -0.64584, -0.63013, 0.0094831, -0.26385];22,022653;73;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.05608, -0.077828, 0.76508, 0.13614, 0.13614, 0.056287, -1.3101, 0.013114, 0.0094831, -0.26385];22,601259;77;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.13125, 0.05608, 0.76508, 0.85138, 0.056287, 0.1564, 0.0094831, 0.0094831, -0.13599, 0.34562];21,008002;92;80,66666667;21,87730467;0,118966448;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;10;FaceAll;1.0;[0.13125, 0.23273, 0.40161, 0.13874, 0.13614, 0.13874, -0.63013, 0.17923, -0.13599, 0.0162];20,426974;726;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;10;FaceAll;1.0;[0.05608, 0.13125, -0.059613, 0.85138, 0.13614, 0.13614, -0.13599, -0.63013, -0.64584, -0.26385];20,997644;743;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;10;FaceAll;1.0;[-0.059613, 0.3256, 0.05608, 0.056287, 0.1564, 0.13874, -0.64584, -0.13599, -0.64584, 0.34562];20,823942;1010;826,3333333;20,74952;0,061283236;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;10;FaceAll;1.0;[0.13125, 0.05608, -0.077828, -0.15962, 0.27428, 0.056287, 0.013114, -0.70779, 0.082573, -0.26385];21,247572;7748;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;10;FaceAll;1.0;[0.13125, 0.05608, 0.13125, 0.27428, 0.056287, 0.056287, -0.70779, -0.63013, -0.63013, 0.47093];20,661116;8600;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;10;FaceAll;1.0;[0.05608, -0.077828, -0.059613, 0.85138, 0.1564, 0.056287, -0.63013, -0.13599, -0.13599, -0.26385];21,020016;8578;8308,666667;20,97623467;0,072879094;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.13125, 0.05608, -0.15962, -0.059613, 0.082573, 0.27428, -0.13599, 0.1564, 0.70064, -0.26385];23,022508;69;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.23273, 0.3256, -0.077828, -0.059613, 0.17923, -0.64584, -0.013156, 0.27428, -0.70779, 0.013114];23,145362;119;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;10;FaceAll;1.0;[0.13874, 0.3256, 0.13874, 0.85138, 0.27428, 0.082573, 0.1564, -0.35277, -0.70779, 0.013114];20,747543;114;100,6666667;22,30513767;0,140848978;
