heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
MSM-Mean Exact;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;2726;;;;;;
MSM-Mean Exact;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;2734;;;;;;
MSM-Mean Exact;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;2753;2737,666667;0;0,00%;7,604148;0,00%;
3-MSM-Mean;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;2792;;;;;;
3-MSM-Mean;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;2774;;;;;;
3-MSM-Mean;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;2778;2781,333333;43,66666667;1,60%;7,604148;0,00%;
Buckets MSM-Mean: bucketsize:2;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;0;0;-2737,666667;-100,00%;7,604148;0,00%;
Buckets MSM-Mean: bucketsize:3;3;15;50words;1.0;[-0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103, -0.25638, -0.19821];7,604148;1;;;;;;
