heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
MSM-Mean Exact;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1211;;;;;;
MSM-Mean Exact;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1166;;;;;;
MSM-Mean Exact;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1165;1180,666667;0;0,00%;30,873908;0,00%;
3-MSM-Mean;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1161;;;;;;
3-MSM-Mean;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1171;;;;;;
3-MSM-Mean;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1164;1165,333333;-15,33333333;-1,30%;30,873908;0,00%;
Buckets MSM-Mean: bucketsize:2;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;0;;;;;;
Buckets MSM-Mean: bucketsize:2;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;0;0;-1180,666667;-100,00%;30,873908;0,00%;
Buckets MSM-Mean: bucketsize:3;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1;;;;;;
Buckets MSM-Mean: bucketsize:3;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1;;;;;;
Buckets MSM-Mean: bucketsize:3;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;1;1;-1179,666667;-99,92%;30,873908;0,00%;
Buckets MSM-Mean: bucketsize:4;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;4;;;;;;
Buckets MSM-Mean: bucketsize:4;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;4;;;;;;
Buckets MSM-Mean: bucketsize:4;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;4;4;-1176,666667;-99,66%;30,873908;0,00%;
Buckets MSM-Mean: bucketsize:5;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;11;;;;;;
Buckets MSM-Mean: bucketsize:5;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;10;;;;;;
Buckets MSM-Mean: bucketsize:5;3;13;50words;1.0;[1.0293, 1.2135, 1.3719, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.9427, 1.9995, 2.058, 2.118];30,873908;11;10,66666667;-1170;-99,10%;30,873908;0,00%;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;13;50words;1.0;[1.8066, 1.8066, 1.8804, 1.3719, 2.1164, 1.6112, 1.8291, 2.1965, 1.8862, 1.9427, 2.058, 2.058, 2.3918];34,036948;69;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;13;50words;1.0;[-0.0096985, 1.2135, 1.3719, 1.5038, 1.6977, 1.6977, 1.8291, 1.768, 1.9427, 1.9427, 1.9995, 2.058, 2.118];32,096207;67;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;13;50words;1.0;[1.733, 1.733, 1.5038, 1.5038, 1.6112, 1.6977, 1.768, 1.8291, 1.8862, 1.8862, 2.058, 1.9995, 2.118];32,368648;72;69,33333333;-1111,333333;-94,13%;32,83393433;6,35%;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;13;50words;1.0;[1.2135, 1.733, 1.5038, 1.3719, 1.6977, 1.6977, 1.8291, 1.8291, 1.8862, 1.8862, 1.9995, 1.9995, 2.118];32,071408;707;;;;;;
