heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;50words;1.0;[-0.19899, 0.71726, -0.19646, 0.46526, 0.32162, -0.20288, 0.25892, 0.77833, -0.25397, -0.033603, -0.088193, -0.14003, 1.5102, -0.23723, -0.41137, -0.43885];35,25999;373;380;-13742,66667;-97,31%;35,090929;39,50%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;50words;1.0;[-0.21059, -0.1132, -0.19646, 0.094843, -0.19914, 0.3249, -0.21124, 0.77833, -0.24159, -0.25397, -0.30541, -0.23723, -0.38403, -0.41137];33,900943;3783;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;50words;1.0;[-0.1988, -0.19646, -0.19683, 0.39279, 0.25892, -0.21988, -0.22919, 0.081412, 0.023502, -0.26735, -0.35593, -0.27842, -0.31464, -0.3483];33,718004;3785;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;50words;1.0;[-0.19899, -0.1988, -0.19914, -0.20288, -0.21988, -0.24159, -0.25397, -0.088193, -0.14003, -0.32869, -0.35593, -0.38403, -0.41137, -0.43885];33,612287;3828;3798,666667;-10324;-73,10%;33,74374467;34,14%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;50words;1.0;[-0.1132, -0.19683, -0.19914, -0.20288, 0.25892, 0.19687, 0.023502, -0.14003, -0.32869, -0.35593, -0.43885];37,594792;30;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;50words;1.0;[-0.21059, -0.1132, -0.19646, -0.19683, 0.39279, 0.3249, -0.21124, 0.96079, 0.023502, -0.23723, -0.38403, -0.43885];38,143338;30;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;50words;1.0;[-0.1132, 0.62818, 0.20317, 0.39279, 0.60596, 0.19687, -0.22919, -0.24159, -0.25397, -0.26735, -0.28502, 1.4402, -0.41137, -0.3483];37,665831;31;30,33333333;-14092,33333;-99,79%;37,80132033;50,27%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, -0.19683, -0.19914, -0.24159, -0.088193, -0.32869, -0.35593, -0.27842, -0.31464];36,672948;314;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;50words;1.0;[-0.21059, -0.1132, -0.19444, -0.19683, 0.25892, 0.13824, 0.023502, -0.033603, -0.32869, -0.38403, -0.31464, -0.43885];35,994075;317;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;50words;1.0;[-0.21059, -0.1988, -0.010807, 0.094843, -0.21124, -0.22919, 0.081412, -0.28502, -0.14003, -0.19027, -0.3483];36,724782;316;315,6666667;-13807;-97,76%;36,463935;44,95%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;50words;1.0;[-0.1988, -0.19646, -0.19444, 0.46526, 0.39279, 0.45414, -0.24159, 0.023502, -0.033603, -0.28502, -0.30541, -0.23723, 1.333, -0.31464, -0.43885];34,908349;3196;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;50words;1.0;[-0.19899, -0.1988, -0.19646, -0.19444, 0.20317, 0.32162, 0.3249, 0.19687, -0.28502, -0.23723, -0.27842, -0.31464, -0.3483];34,509032;3194;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;50words;1.0;[-0.1988, 0.20317, 0.39279, -0.20288, 0.25892, 0.19687, 0.13824, -0.26735, -0.14003, -0.32869, -0.23723, -0.31464, -0.3483];35,14391;3180;3190;-10932,66667;-77,41%;34,85376367;38,55%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;50words;1.0;[-0.3483];60,29133;14;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;50words;1.0;[-0.3483];60,29133;14;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;50words;1.0;[-0.3483];60,29133;13;13,66666667;-14109;-99,90%;60,29133;139,67%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;50words;1.0;[-0.3483];60,29133;145;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;50words;1.0;[-0.3483];60,29133;145;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;50words;1.0;[-0.3483];60,29133;145;145;-13977,66667;-98,97%;60,29133;139,67%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;50words;1.0;[-0.3483];60,29133;1480;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;50words;1.0;[-0.3483];60,29133;1477;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;50words;1.0;[-0.3483];60,29133;1464;1473,666667;-12649;-89,57%;60,29133;139,67%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;50words;1.0;[-0.31464];60,25767;10;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;50words;1.0;[-0.31464];60,25767;10;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;50words;1.0;[-0.31464];60,25767;11;10,33333333;-14112,33333;-99,93%;60,25767;139,54%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;50words;1.0;[-0.31464];60,25767;112;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;50words;1.0;[-0.31464];60,25767;115;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;50words;1.0;[-0.31464];60,25767;115;114;-14008,66667;-99,19%;60,25767;139,54%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;50words;1.0;[-0.31464];60,25767;1157;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;50words;1.0;[-0.31464];60,25767;1192;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;50words;1.0;[-0.31464];60,25767;1170;1173;-12949,66667;-91,69%;60,25767;139,54%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;50words;1.0;[-0.27842];60,22145;9;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;50words;1.0;[-0.27842];60,22145;9;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;50words;1.0;[-0.27842];60,22145;9;9;-14113,66667;-99,94%;60,22145;139,40%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;50words;1.0;[-0.27842];60,22145;100;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;50words;1.0;[-0.27842];60,22145;98;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;50words;1.0;[-0.27842];60,22145;93;97;-14025,66667;-99,31%;60,22145;139,40%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;50words;1.0;[-0.27842];60,22145;1012;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;50words;1.0;[-0.27842];60,22145;983;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;50words;1.0;[-0.27842];60,22145;1002;999;-13123,66667;-92,93%;60,22145;139,40%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;50words;1.0;[-0.23723];60,18026;8;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;50words;1.0;[-0.23723];60,18026;8;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;50words;1.0;[-0.23723];60,18026;8;8;-14114,66667;-99,94%;60,18026;139,23%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;50words;1.0;[-0.23723];60,18026;83;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;50words;1.0;[-0.23723];60,18026;83;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;50words;1.0;[-0.23723];60,18026;83;83;-14039,66667;-99,41%;60,18026;139,23%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;50words;1.0;[-0.23723];60,18026;893;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;50words;1.0;[-0.23723];60,18026;887;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;50words;1.0;[-0.23723];60,18026;889;889,6666667;-13233;-93,70%;60,18026;139,23%;;;;;
Generic MSM-Mean EA: generations:10000;3;20;50words;1.0;[-0.19914, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15579;73;;;;;;;;;;
Generic MSM-Mean EA: generations:10000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.010807, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,178436;74;;;;;;;;;;
Generic MSM-Mean EA: generations:10000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.094843, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.24159, -0.27842, -0.31464, -0.3483];25,203397;73;73,33333333;-14049,33333;-99,48%;25,17920767;0,09%;;;;;
Generic MSM-Mean EA: generations:100000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;732;;;;;;;;;;
Generic MSM-Mean EA: generations:100000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;731;;;;;;;;;;
Generic MSM-Mean EA: generations:100000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;733;732;-13390,66667;-94,82%;25,15564;0,00%;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7325;;;;;;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7317;;;;;;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7312;7318;-6804,666667;-48,18%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;73;-14049,66667;-99,48%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;739;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;738;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;739;738,6666667;-13384;-94,77%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7378;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7381;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7380;7379,666667;-6743;-47,75%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;73;-14049,66667;-99,48%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;735;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;735;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;737;735,6666667;-13387;-94,79%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7349;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7350;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7352;7350,333333;-6772,333333;-47,95%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;74;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;74;73,66666667;-14049;-99,48%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;733;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;734;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;735;734;-13388,66667;-94,80%;25,15564;0,00%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7338;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7334;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;50words;1.0;[-0.19899, -0.1132, -0.010807, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, 0.19687, 0.13824, 0.081412, 0.023502, -0.033603, -0.088193, -0.14003, -0.19027, -0.23723, -0.27842, -0.31464, -0.3483];25,15564;7338;7336,666667;-6786;-48,05%;25,15564;0,00%;;;;;
MSM-Mean Exact;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;14227;;;;;;;;;;
MSM-Mean Exact;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;14138;;;;;;;;;;
MSM-Mean Exact;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;14142;14169;0;0,00%;3,20215;0,00%;;;;;
3-MSM-Mean;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;14147;;;;;;;;;;
3-MSM-Mean;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;14210;;;;;;;;;;
3-MSM-Mean;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;14142;14166,33333;-2,666666667;-0,02%;3,20215;0,00%;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;0;;;;;;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;0;;;;;;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;0;0;-14169;-100,00%;3,20215;0,00%;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;1;;;;;;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;1;;;;;;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;1;1;-14168;-99,99%;3,20215;0,00%;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;7;;;;;;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;7;;;;;;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;7;7;-14162;-99,95%;3,20215;0,00%;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;Adiac;1.0;[-0.7852, -0.84867, -0.89552, -0.94313, -0.99131, -1.0332, -1.0722, -1.1104, -1.1735, -1.2333, -1.2819, -1.3235, -1.3193, -1.3533, -1.3159, -1.3342, -1.3131, -1.2839, -1.2786, -1.2452];3,20215;21;;;;;;;;;;
