heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;15;CBF;0.1;[0.53943, 0.53943, 0.18158, -0.17329, 1.1051, 0.58429, 0.028543, 0.028543, 0.83835, 0.83835, 0.020785, 0.34444, 0.76986, 0.81026, 0.25674];23,853911;10545;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;15;CBF;0.1;[0.64761, 0.64761, 0.49756, 0.49756, -0.038683, 0.58429, 0.062064, 0.028543, -0.15782, -0.11025, 0.34444, 0.29367, 0.52286, 0.4619, 0.76806];21,313655;10515;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;15;CBF;0.1;[0.3154, 0.64761, 0.18158, -0.17329, -0.038683, 0.66114, 0.028543, 0.028543, -0.090854, -0.090854, 0.29367, 0.29367, 0.58365, 0.81026, 0.25674];21,70957;9812;10290,66667;22,29237867;0,200366386;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;15;CBF;0.1;[0.49756, 0.18158, 0.52963, -0.17329, 0.06861, 1.1162, 0.028543, -0.32397, -0.15782, 0.020785, 0.29367, 1.0731, 0.25674, 0.4619, 0.81026];24,704766;95;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;15;CBF;0.1;[0.52963, 0.3154, 0.18158, 0.83, 0.52642, 1.1162, 1.1156, 1.1156, 1.1156, 0.34444, 1.3901, 1.3901, 0.4619, 0.76986, 0.76986];23,800488;91;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;15;CBF;0.1;[0.52963, 0.53943, 0.53943, -0.17329, 0.58429, 0.52642, -0.15782, -0.11025, -0.15782, 0.29367, 0.34444, 1.0731, 0.76806, 0.67666, 0.76806];21,568572;85;90,33333333;23,357942;0,257743233;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;15;CBF;0.1;[1.2573, 0.53943, 0.64761, -0.038683, 0.66114, 1.1162, 0.028543, -0.11025, -0.32397, 1.5149, 1.3901, 1.3901, 0.67666, 0.76806, 0.76986];24,809083;893;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;15;CBF;0.1;[0.52963, 0.53943, 0.52963, -0.038683, 1.1051, 0.83, 0.062064, -0.11025, 0.062064, 0.34444, 1.3901, 1.0731, 0.67666, 0.25674, 0.4619];23,087478;905;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;15;CBF;0.1;[0.3154, 0.52963, 0.53943, 1.1162, 0.58429, 0.66114, 0.028543, 0.31843, -0.15782, 0.74051, 1.1567, 1.1567, 0.67666, 0.52286, 0.4619];22,367618;1100;966;23,421393;0,261159847;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;15;CBF;0.1;[0.52963, 0.52963, 0.49756, 0.58429, 1.1162, 1.1162, 1.2358, 0.83835, 1.1156, 0.34444, 1.1567, 1.1567, 0.25674, 0.52286, 0.58365];22,650038;8752;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;15;CBF;0.1;[0.53943, 0.64761, 0.53943, 0.83, 1.1051, 1.1162, 0.028543, 0.028543, -0.15782, 0.74051, 0.74051, 1.0731, 0.4619, 0.76806, 0.76806];22,053142;10156;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;15;CBF;0.1;[0.64761, 0.53943, 0.53943, -0.38118, -0.038683, 0.58429, -0.15782, 0.028543, 0.028543, 0.020785, 1.1567, 1.0731, 0.81026, 0.58365, 0.52286];21,136365;10485;9797,666667;21,946515;0,181742841;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;15;CBF;0.1;[0.83, 1.2573, 1.0071, 0.49756, 0.028543, 0.31843, 0.58429, 0.028543, -0.11025, 1.0731, 1.3901, 1.0731, 0.58365, 0.4619, 0.58365];23,118357;170;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;15;CBF;0.1;[0.18158, 0.18158, 0.52642, -0.38118, 0.06861, 0.028543, 0.58429, -0.11299, 0.020785, 0.29367, -0.15782, 0.29367, 0.81026, -0.22634, -0.22634];25,104899;141;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;15;CBF;0.1;[0.49756, 0.18158, -0.38118, 0.53943, 1.2358, 1.1162, 1.1162, 1.1156, -0.15782, -0.090854, 0.29367, 1.5149, -0.22634, -0.6438, -0.22634];25,918331;109;140;24,71386233;0,330754786;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;15;CBF;0.1;[0.52963, 0.83, -0.17329, -0.17329, 1.1162, 1.1162, 1.1162, -0.32397, -0.090854, -0.15782, -0.15782, -0.75007, 0.67666, 0.81026, -0.22634];25,622674;1230;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;15;CBF;0.1;[-0.17329, 0.18158, -0.17329, -0.38118, 0.58429, 0.58429, 0.66114, -0.11299, -0.15782, -0.15782, 0.83835, 1.3901, 0.76806, -0.22634, 0.25674];25,522967;818;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;15;CBF;0.1;[0.83, 1.2573, 0.53943, 0.64761, 0.58429, 0.58429, -0.038683, 0.028543, 0.34444, 0.29367, -0.11025, 0.74051, 0.67666, 0.76806, 0.52286];22,677821;1555;1201;24,60782067;0,325044815;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;15;CBF;0.1;[0.18158, 0.53943, 1.1624, 0.64761, 1.2358, 1.2358, 0.31843, 0.028543, -0.090854, -0.75007, -0.87531, 0.34444, 0.81026, 0.25674, -0.22634];25,150056;12505;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;15;CBF;0.1;[1.1624, 1.2573, 1.1624, 0.3154, 0.66114, 0.66114, 0.31843, 0.58429, -0.11025, 0.29367, 0.34444, -0.11025, 0.76806, 0.25674, -0.22634];25,373991;15206;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;15;CBF;0.1;[0.53943, 0.52963, 0.52963, 0.18158, -0.11299, 1.1162, 0.062064, 0.31843, -0.15782, -0.090854, 1.1567, 1.0731, 0.76806, -0.22634, 0.58365];24,496977;11722;13144,33333;25,007008;0,346539652;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;15;CBF;0.1;[0.49756, 1.1624, -0.52256, -0.15578, 0.3154, 0.83835, 1.1051, 1.5393, 1.5393, 0.58429, 0.58365, 1.6336, 0.34444, 0.34444, 0.34444];26,08995;163;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;15;CBF;0.1;[1.2573, 0.83, 0.49756, 0.64761, 0.3154, 0.31843, 0.74051, 1.3901, 0.83835, 1.1156, 0.34444, 0.58365, -0.22634, 0.34444, 0.34444];24,92159;155;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;15;CBF;0.1;[0.3154, 0.52642, 0.18158, 0.18158, 0.49756, 0.83835, 1.1051, 0.31843, 0.028543, 0.74051, 0.25674, 1.0731, 0.81026, 0.4619, 0.76986];22,803293;154;157,3333333;24,60494433;0,324889934;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;15;CBF;0.1;[0.83, -0.038683, -0.11299, -0.17329, 0.3154, 0.66114, 0.58429, -0.15782, 0.028543, -0.32397, 0.29367, 1.1567, 0.58365, 0.76986, 0.34444];23,599814;1395;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;15;CBF;0.1;[0.52642, -0.038683, 0.49756, 0.83, -0.17329, 0.83835, 0.74051, 0.58429, 0.66114, 0.66114, 0.020785, 0.25674, 0.76986, 0.76986, -1.0332];27,606416;1726;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;15;CBF;0.1;[0.49756, 1.1624, 1.1624, 0.64761, 0.83, 1.3901, 1.1156, 0.06861, 1.1156, 0.74051, 0.25674, 1.1567, 0.4619, 0.4619, 1.1567];26,003394;1226;1449;25,73654133;0,385822463;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;15;CBF;0.1;[1.0071, -0.15578, -0.17329, -0.38118, -0.038683, 0.66114, -0.98738, -0.98738, 0.028543, 0.66114, 0.29367, 0.52286, 0.25674, 0.58365, 0.52286];25,406932;12498;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;15;CBF;0.1;[0.49756, -0.11299, 1.2573, 1.2573, 1.1624, 1.1051, -0.090854, -0.15782, -0.15782, -0.11025, 0.020785, -0.22634, 0.67666, 0.67666, 0.52286];22,80888;15268;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;15;CBF;0.1;[0.52642, -0.38118, -0.17329, -0.11299, 0.18158, 0.83835, 1.2358, 0.06861, -0.32397, 0.58429, 0.4619, 1.5149, 0.29367, 0.4619, 0.76986];25,071367;11629;13131,66667;24,42905967;0,315419162;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;15;CBF;0.1;[0.53943, 0.52642, 0.66114, 0.028543, -0.15782, 0.34444, 0.58365, 0.52286];19,286073;49;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;15;CBF;0.1;[0.53943, 0.83, 0.66114, 0.028543, -0.090854, 0.29367, 0.52286];19,252087;50;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;15;CBF;0.1;[0.53943, 0.52642, 0.58429, 0.028543, -0.15782, -0.090854, 0.34444, 0.58365, 0.52286];19,307673;48;49;19,28194433;0,038265058;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;15;CBF;0.1;[0.64761, 0.52963, 0.52642, 0.58429, 0.028543, -0.090854, 0.020785, 0.76986, 0.67666];19,088239;490;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;15;CBF;0.1;[0.53943, 0.52642, 0.58429, 0.028543, -0.11025, 0.34444, 0.76986, 0.67666];19,054003;503;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;15;CBF;0.1;[0.53943, 0.49756, 0.52642, 0.06861, 0.028543, -0.090854, 0.020785, 0.76986, 0.67666];19,092811;501;498;19,078351;0,027302271;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;15;CBF;0.1;[0.53943, 0.52642, 0.58429, 0.028543, -0.090854, 1.0731, 0.81026, 0.67666];18,980347;5047;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;15;CBF;0.1;[0.53943, 0.52642, 0.58429, 0.028543, -0.11025, 0.020785, 0.76986, 0.52286];19,068055;5041;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;15;CBF;0.1;[0.53943, 0.52642, 0.58429, 0.028543, -0.090854, 1.0731, 0.76986, 0.67666];18,939947;5021;5036,333333;18,99611633;0,022874223;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;15;CBF;0.1;[0.52963, 0.49756, 0.58429, 0.028543, 0.020785, 0.4619];18,893037;38;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;15;CBF;0.1;[0.64761, 0.49756, 0.58429, 0.028543, 0.020785, 0.81026, 0.67666];18,793862;38;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;15;CBF;0.1;[0.18158, -0.038683, 0.062064, 0.74051, 0.76986, 0.67666];18,92573;38;38;18,87087633;0,016130488;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;15;CBF;0.1;[0.49756, 0.58429, 0.028543, 0.020785, 0.81026, 0.67666];18,703292;395;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;15;CBF;0.1;[0.49756, 0.52642, 0.062064, 0.74051, 0.58365];18,672888;390;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;15;CBF;0.1;[0.52963, 0.52642, 0.062064, 0.74051, 0.58365];18,672888;396;393,6666667;18,68302267;0,006015228;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;15;CBF;0.1;[0.49756, 0.58429, 0.062064, 0.74051, 0.58365];18,672888;3951;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;15;CBF;0.1;[0.49756, 0.06861, 0.062064, 0.74051, 0.76986, 0.67666];18,670358;3967;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;15;CBF;0.1;[0.49756, 0.58429, 0.062064, 0.74051, 0.58365];18,672888;3985;3967,666667;18,67204467;0,005424101;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;15;CBF;0.1;[0.52642, 0.062064, 0.74051, 0.58365];18,672888;31;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;15;CBF;0.1;[0.53943, 0.06861, 0.83835, 0.58365];18,662018;32;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;15;CBF;0.1;[0.52642, 0.06861, 0.83835, 0.58365];18,662018;31;31,33333333;18,66564133;0,005079304;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;15;CBF;0.1;[0.52642, 0.062064, 0.83835, 0.58365];18,662018;321;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;15;CBF;0.1;[0.52642, 0.06861, 0.83835, 0.58365];18,662018;325;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;15;CBF;0.1;[0.49756, 0.52642, 0.31843, 0.020785, 0.81026, 0.67666];18,655467;320;322;18,65983433;0,004766617;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;15;CBF;0.1;[0.53943, 0.18158, 0.062064, 0.74051, 0.76986, 0.67666];18,600662;3250;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;15;CBF;0.1;[0.53943, 0.18158, 0.06861, 0.83835, 0.76986, 0.67666];18,584404;3300;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;15;CBF;0.1;[0.52963, 0.18158, 0.062064, 0.74051, 0.76986, 0.67666];18,600662;3258;3269,333333;18,59524267;0,001288582;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;15;CBF;0.1;[0.52642, 0.062064, 0.83835, 0.58365];18,662018;26;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;15;CBF;0.1;[0.52963, 0.062064, 0.83835, 0.58365];18,662018;25;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;15;CBF;0.1;[0.52642, 0.028543, 0.76986, 0.67666];18,647709;25;25,33333333;18,65724833;0,00462737;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;15;CBF;0.1;[0.52642, 0.028543, 0.76986, 0.67666];18,647709;262;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;15;CBF;0.1;[0.52642, 0.028543, 0.76986, 0.67666];18,647709;264;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;15;CBF;0.1;[0.49756, 0.028543, 0.76986, 0.67666];18,647709;264;263,3333333;18,647709;0,00411371;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;15;CBF;0.1;[0.3154, 0.18158, 0.028543, 0.76986, 0.67666];18,617972;2710;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;15;CBF;0.1;[0.52963, 0.18158, 0.062064, 1.0731, 0.76986, 0.67666];18,571312;2684;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;15;CBF;0.1;[0.3154, 0.18158, 0.028543, 1.0731, 0.81026, 0.67666];18,611712;2701;2698,333333;18,600332;0,001562625;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;15;CBF;0.1;[-0.15578, 0.18158, 0.020785, 0.29367, 0.4619, 0.67666];19,774649;60;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;15;CBF;0.1;[0.52642, -0.11299, 1.1156, -0.090854, 0.29367, 0.76986, 0.67666];20,365501;60;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;15;CBF;0.1;[0.53943, 0.18158, 0.52642, -0.11025, 1.3901, 1.0731, 0.76986, 0.67666];19,89025;60;60;20,01013333;0,077475481;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;15;CBF;0.1;[0.49756, 0.06861, -0.32397, -0.090854, 1.0731, 0.76986, 0.4619, 0.67666];19,374986;630;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;15;CBF;0.1;[0.49756, 0.06861, -0.32397, -0.090854, 0.29367, 0.67666];19,236205;616;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;15;CBF;0.1;[0.52642, 0.062064, 0.31843, 0.020785, 0.29367, 0.67666];19,240692;615;620,3333333;19,283961;0,038373649;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;15;CBF;0.1;[0.52963, 0.18158, 0.020785, 1.0731, 0.67666];18,771312;6207;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;15;CBF;0.1;[0.52642, -0.090854, 0.29367, 0.67666];18,957068;6163;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;15;CBF;0.1;[0.52642, 1.1162, 0.58429, 0.020785, 0.29367, 0.67666];18,981112;6199;6189,666667;18,903164;0,017869066;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;15;CBF;0.1;[0.52642, 0.06861, 1.1156, 0.74051, 0.4619];18,909328;43;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;15;CBF;0.1;[0.18158, 0.58429, 0.020785, 0.76986, 0.52286];18,899897;43;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;15;CBF;0.1;[0.58429, 0.028543, 0.74051, 0.4619];18,828159;43;43;18,879128;0,016574812;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;15;CBF;0.1;[0.49756, 0.062064, 0.020785, 0.76986, 0.67666];18,735493;431;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;15;CBF;0.1;[0.18158, 0.020785, 0.76986, 0.67666];18,701972;443;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;15;CBF;0.1;[0.18158, 0.062064, 0.74051, 0.4619];18,853072;432;435,3333333;18,76351233;0,010349314;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;15;CBF;0.1;[0.52642, 0.020785, 0.76986, 0.67666];18,655467;4395;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;15;CBF;0.1;[0.49756, 0.020785, 0.76986, 0.67666];18,655467;4444;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;15;CBF;0.1;[0.18158, 0.020785, 0.76986, 0.67666];18,701972;4461;4433,333333;18,67096867;0,005366162;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;15;CBF;0.1;[0.66114, 0.062064, 0.83835, 0.52286];18,782048;33;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;15;CBF;0.1;[0.52642, 0.020785, 0.25674];18,785622;33;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;15;CBF;0.1;[0.66114, 0.020785, 0.25674];18,741282;33;33;18,76965067;0,010679841;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;15;CBF;0.1;[0.52963, 0.028543, 0.76986, 0.52286];18,708499;349;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;15;CBF;0.1;[0.3154, 0.52642, 0.06861, 0.83835, 0.52286];18,725838;345;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;15;CBF;0.1;[0.49756, 0.06861, 0.76986, 0.67666];18,614188;346;346,6666667;18,68284167;0,006005481;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;15;CBF;0.1;[0.52642, 0.062064, 0.76986, 0.67666];18,614188;3471;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;15;CBF;0.1;[0.52642, 0.062064, 0.76986, 0.67666];18,614188;3476;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;15;CBF;0.1;[0.52642, 0.020785, 0.76986, 0.67666];18,655467;3500;3482,333333;18,62794767;0,003049632;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;15;CBF;0.1;[0.53943, 0.06861, 0.74051, 0.67666];18,672888;27;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;15;CBF;0.1;[0.52642, 0.028543, 0.25674];18,785622;27;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;15;CBF;0.1;[0.49756, 0.06861, 0.83835, 0.52286];18,722808;27;27;18,727106;0,00838896;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;15;CBF;0.1;[0.52642, 0.06861, 0.83835, 0.58365];18,662018;284;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;15;CBF;0.1;[0.49756, 0.06861, 0.83835, 0.58365];18,662018;280;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;15;CBF;0.1;[0.53943, 0.06861, 0.83835, 0.58365];18,662018;276;280;18,662018;0,0048842;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;15;CBF;0.1;[0.49756, 0.062064, 0.76986, 0.67666];18,614188;2802;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;15;CBF;0.1;[0.53943, 0.06861, 0.76986, 0.67666];18,614188;2843;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;15;CBF;0.1;[0.52642, 0.062064, 0.76986, 0.67666];18,614188;2843;2829,333333;18,614188;0,002308722;
Generic MSM-Mean EA: generations:10000;4;15;CBF;0.1;[0.29367, 0.29367, 0.29367, 0.52642, 0.52642, 0.52642, 1.1162, 1.1162, 1.1162, 1.1162, 1.2358, 1.1156, 1.0731, 0.58429, 0.64761];20,385828;59;;;;
Generic MSM-Mean EA: generations:10000;4;15;CBF;0.1;[0.52963, 1.1156, 1.1051, 1.1162, 0.18158, -0.11025, -0.11025, -0.11025, -0.11025, 0.020785, -0.11025, -0.090854, 0.52286, 0.66114, 0.67666];19,877411;59;;;;
Generic MSM-Mean EA: generations:10000;4;15;CBF;0.1;[0.49756, 0.49756, 0.49756, 0.58365, 1.1624, 1.1624, 1.1624, 1.1162, 1.1162, 0.81026, 0.74051, -0.32397, -0.15782, 0.52286, 0.52642];20,20891;60;59,33333333;20,157383;0,085404359;
Generic MSM-Mean EA: generations:100000;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 0.58429, -0.090854, 0.062064, 0.062064, 0.34444, 0.3154, 1.1156, 1.1156, 1.1156, 0.81026, 0.52642, 0.52642];19,939826;591;;;;
Generic MSM-Mean EA: generations:100000;4;15;CBF;0.1;[0.52963, 0.52963, 0.52642, 0.52642, 1.1051, 1.1051, 1.1162, 1.1162, 0.81026, 0.74051, -0.15578, -0.11299, -0.11025, -0.11025, 0.3154];19,703304;593;;;;
Generic MSM-Mean EA: generations:100000;4;15;CBF;0.1;[0.52963, 1.1162, 0.81026, 0.18158, -0.15578, -0.15578, -0.15578, -0.11299, 0.062064, 0.062064, 0.29367, 0.29367, 0.52963, 0.52286, 0.52286];19,978522;592;592;19,873884;0,070138933;
Generic MSM-Mean EA: generations:1000000;4;15;CBF;0.1;[0.52963, 0.52963, 0.49756, 0.52642, 0.52642, 1.0071, 1.0071, 0.83, 1.2358, 1.1051, 1.1051, 1.0731, 0.76986, 0.52286, 0.52286];19,948038;5976;;;;
Generic MSM-Mean EA: generations:1000000;4;15;CBF;0.1;[0.06861, -0.15578, -0.15578, -0.11299, -0.11299, 0.062064, 0.062064, 0.52286, 1.1051, 1.1051, 1.1162, 1.1156, 1.1051, 0.76986, 0.67666];20,160563;5955;;;;
Generic MSM-Mean EA: generations:1000000;4;15;CBF;0.1;[0.64761, 0.66114, 1.1156, 1.1051, 1.1624, 0.34444, 0.52642, -0.15578, -0.15578, -0.11299, -0.11025, 0.06861, 0.76986, 0.58365, 0.58365];19,546599;5945;5958,666667;19,88506667;0,07074108;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 0.52642, 1.1162, 1.1051, 1.1051, 1.1156, 1.1156, 0.74051, 0.74051, 0.020785, 0.020785, 0.028543, 0.25674];19,84628;59;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;15;CBF;0.1;[0.52963, 0.52963, 0.18158, -0.17329, -0.17329, -0.038683, 0.06861, 0.028543, 0.028543, -0.11025, -0.090854, 1.0731, 1.0731, 0.76986, 0.67666];20,066702;60;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;15;CBF;0.1;[-0.15578, -0.15578, -0.15578, 0.49756, 0.52642, 1.1162, 1.1051, 1.1156, 1.1156, 0.74051, 0.020785, 0.34444, 0.58365, 0.52286, 0.52286];20,690129;59;59,33333333;20,201037;0,087754974;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 1.1624, 1.1162, 1.1162, 0.58429, -0.32397, -0.11025, -0.11025, -0.090854, 0.020785, 0.76986, 0.58365, 0.52286];19,702706;597;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;15;CBF;0.1;[0.53943, 0.53943, 0.52963, 0.52642, 0.52642, 1.1051, 1.1051, 1.1156, 1.1156, 1.3901, 1.3901, 1.1567, 1.0731, 0.81026, 0.67666];20,231978;598;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 0.52642, 1.1162, 1.1051, 1.2358, 1.2358, 0.83835, -0.090854, 0.020785, 0.020785, 0.29367, 0.52286, 0.52286];19,713392;597;597,3333333;19,882692;0,070613212;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;15;CBF;0.1;[0.53943, 0.53943, 0.53943, 1.1624, 1.1156, 1.1162, 0.58429, -0.32397, -0.11025, -0.11025, 0.020785, 0.020785, 0.76986, 0.58365, 0.52286];19,712506;5962;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 0.52642, 1.1162, 1.1051, 1.1051, 0.062064, 0.028543, -0.090854, -0.090854, 0.34444, 0.58365, 0.52286, 0.52286];19,645456;5980;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 0.18158, -0.038683, -0.038683, 0.062064, -0.32397, -0.11025, -0.11025, -0.090854, 1.0731, 0.76986, 0.52286, 0.52286];19,970981;5970;5970,666667;19,77631433;0,064885148;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;15;CBF;0.1;[0.52963, 0.52963, 0.52642, 0.83, 0.83, 0.83, 0.66114, 0.028543, 0.028543, -0.11025, -0.11025, 0.34444, 0.52286, 0.52286, 0.52286];19,57901;59;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;15;CBF;0.1;[0.52963, 0.52963, 0.52963, 1.1162, 1.1162, 1.1162, 1.1162, 1.2358, 0.74051, -0.11025, -0.11025, -0.090854, 0.52286, 0.52286, 0.52286];19,624584;59;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;4;15;CBF;0.1;[0.53943, 0.53943, 0.53943, 1.1162, 1.1162, 1.1162, 1.2358, 1.2358, 1.2358, 0.74051, 0.020785, 0.020785, 0.4619, 0.4619, 0.4619];19,740217;59;59;19,647937;0,057972479;
