heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;24;50words;1.0;[-0.70193, 0.40936, -0.82232, -0.69913, -0.68639, -0.69138, -0.67901, -0.67901, -0.65066, -0.5499, -0.6377, -0.24633, -0.041712, 0.18476, 0.42319, 0.42319, 0.89246, 0.87865, 1.2386, 1.3741, 0.33847, 0.39387, 0.82483, 0.82483];43,049234;12721;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;24;50words;1.0;[-0.70193, 0.2275, -0.69913, -0.83013, -0.69138, -0.68639, -0.67901, -0.67901, -0.65066, -0.65172, -0.41674, -0.24633, -0.041712, 0.18476, 0.42319, 0.65994, -0.16808, 0.99568, 0.78214, 1.2386, 0.39387, 0.39387, 0.82483, 1.733];43,378484;13727;13130;-27404,66667;-67,61%;43,90354133;11,61%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;24;50words;1.0;[0.2275, -0.69913, 0.2275, -0.82232, -0.69488, -0.69488, -0.65066, -0.76505, -0.76505, -0.61693, -0.6377, -0.6377, 0.18476, 1.2245, -0.041712, 0.65994, -0.16808, -0.16808, -0.0038959, 0.18637, 0.50658, 0.33847, 0.60983, 0.60983];48,672544;99;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;24;50words;1.0;[0.2275, 0.2275, -0.70244, -0.81317, -0.69138, -0.69138, -0.65066, -0.66162, -0.65066, -0.6377, -0.65172, -0.61693, -0.49207, 0.18476, 0.18476, 0.89246, 0.89246, -0.16808, 0.78214, 0.50658, 0.39387, 1.0293, 0.82483, 0.33847];45,586942;134;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;24;50words;1.0;[-0.83971, -0.69913, -0.83971, -0.69488, -0.69488, -0.68639, -0.6697, -0.6697, -0.66162, -0.65172, -0.6377, -0.65172, 0.18476, -0.49207, 0.42319, 0.99568, 1.0726, 0.89246, 0.50658, 0.50658, 0.50658, 1.0293, 1.0293, 1.0293];43,101296;131;121,3333333;-40413,33333;-99,70%;45,78692733;16,40%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;24;50words;1.0;[0.40936, 0.40936, -0.69913, -0.82232, -0.79532, -0.81317, -0.72024, -0.67901, -0.67901, -0.65172, -0.6377, -0.24633, 0.42319, 0.42319, -0.49207, 1.1037, 1.1037, -0.16808, 1.4852, 1.4852, 0.39387, 0.1629, 0.60983, 0.60983];49,912126;955;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;24;50words;1.0;[-0.83013, -0.70244, 0.62432, -0.81317, -0.68639, -0.69138, -0.65066, -0.66162, -0.66162, -0.6377, -0.6377, -0.61693, 0.18476, 0.42319, -0.041712, 0.99568, 0.99568, 0.89246, 0.39387, -0.0038959, 1.3741, 1.0293, 0.82483, 0.60983];46,363206;1026;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;24;50words;1.0;[-0.83603, -0.83971, -0.69913, -0.82232, -0.79532, -0.68639, -0.76505, -0.67901, -0.6697, -0.65172, -0.6377, -0.6377, -0.041712, -0.041712, -0.041712, 0.99568, 1.0726, 1.0726, 0.39387, 0.50658, -0.0038959, 0.60983, 0.33847, 1.733];45,061776;1256;1079;-39455,66667;-97,34%;47,11236933;19,77%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;24;50words;1.0;[-0.83013, 0.40936, -0.69913, -0.69138, -0.69488, -0.69488, -0.6697, -0.65066, -0.65066, -0.41674, -0.5499, 1.6076, -0.041712, -0.55024, 0.18476, 1.1037, 1.1037, 0.65994, 0.50658, 1.2386, 1.4852, 0.82483, 0.33847, 1.5787];48,288454;10872;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;24;50words;1.0;[0.40936, -0.83013, -0.83603, -0.69488, -0.68639, -0.68639, -0.65066, -0.65066, -0.67901, -0.65172, -0.61693, -0.24633, 0.18476, -0.041712, 0.42319, 1.1037, 0.89246, 0.89246, -0.0038959, 0.78214, 1.2386, 0.82483, 1.0293, 0.60983];44,818584;13222;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;24;50words;1.0;[-0.83013, 0.2275, -0.69913, -0.69488, -0.68639, -0.69488, -0.76505, -0.72024, -0.6697, -0.6377, -0.65172, -0.24633, 0.18476, 0.18476, 1.2245, 0.99568, 1.1037, 0.89246, 1.2386, 1.3741, 0.65608, 0.60983, 0.82483, 1.5787];44,155096;12227;12107;-28427,66667;-70,13%;45,75404467;16,32%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;24;50words;1.0;[-0.70244, 0.40936, -0.69488, 0.62432, -0.67901, 1.0938, -0.67901, -0.72024, -0.65172, -0.66162, -0.5499, -0.66162, -0.58998, -0.041712, -0.58998, 0.65994, 0.65608, -0.30327, 0.99568, 1.2386, 0.39387, 1.733, 1.5787, 0.1629];52,521384;123;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;24;50words;1.0;[0.62432, -0.83971, -0.83013, -0.70244, -0.67901, -0.79532, -0.69138, -0.76505, -0.65066, -0.5499, -0.41674, -0.41674, -0.041712, -0.40999, 0.42319, 1.1037, 0.65608, -0.16808, -0.0038959, 1.3741, 0.1629, 0.33847, 0.33847, 0.50658];48,03882;143;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;24;50words;1.0;[-0.83013, -0.82232, -0.69913, -0.83603, -0.67901, -0.81317, -0.68639, -0.67901, -0.66162, -0.24633, -0.61693, -0.41674, 0.42319, -0.041712, 0.65994, 1.3542, 1.2386, 0.78214, 1.0726, 0.65608, 0.39387, 1.6588, 0.82483, 1.6588];45,311508;143;136,3333333;-40398,33333;-99,66%;48,623904;23,61%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;24;50words;1.0;[-0.69913, -0.83603, -0.69488, 0.2275, -0.81317, -0.81317, -0.6697, -0.69138, -0.24633, -0.61693, -0.41674, -0.65066, -0.041712, -0.49207, -0.49207, 0.42319, 0.99568, 0.99568, 0.87865, 1.0726, 0.60983, -0.0096985, 1.0293, 1.0293];45,96102;1447;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;24;50words;1.0;[-0.70244, -0.83013, -0.83013, -0.70193, -0.67901, -0.68639, 1.3088, -0.68639, -0.41674, -0.65172, -0.41674, 1.6947, -0.041712, 1.3542, 1.1037, 0.65994, 1.3741, 0.78214, -0.0038959, 1.2386, 0.33847, 0.1629, 0.82483, 1.6588];51,39102;1443;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;24;50words;1.0;[-0.69488, -0.70193, -0.69913, 0.40936, -0.79532, -0.6697, -0.67901, -0.6697, -0.65066, -0.65172, -0.65066, -0.65066, -0.58998, -0.58998, 0.65994, 1.1037, 1.3741, 0.78214, 1.0726, 1.3741, 0.60983, 0.50658, 1.5787, 0.82483];46,677012;1565;1485;-39049,66667;-96,34%;48,009684;22,05%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;24;50words;1.0;[-0.69913, -0.70193, -0.69488, 0.2275, -0.72024, -0.79532, -0.76505, -0.79532, -0.61693, -0.61693, -0.65066, -0.5499, -0.041712, -0.041712, 0.65994, 0.65994, -0.0038959, -0.16808, 0.65608, 1.0726, 0.60983, 0.33847, 0.82483, 1.5787];45,217482;14736;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;24;50words;1.0;[0.62432, -0.70193, -0.70193, -0.70244, 1.0938, -0.67901, -0.6697, -0.67901, -0.6377, -0.5499, -0.5499, -0.65172, -0.041712, 1.2245, 0.42319, 0.42319, -0.30327, 1.3741, -0.0038959, 0.87865, 0.50658, 0.50658, -0.0096985, 0.82483];50,487476;13479;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;24;50words;1.0;[-0.69913, -0.83971, -0.70193, 0.2275, -0.6697, -0.67901, -0.68639, -0.67901, -0.65172, -0.61693, -0.41674, -0.65172, 0.42319, 0.18476, -0.041712, 1.2245, 0.18637, 0.65608, 0.78214, -0.0038959, 0.82483, 0.39387, 0.33847, 0.39387];46,455216;15173;14462,66667;-26072;-64,32%;47,38672467;20,47%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;24;50words;1.0;[-0.70193, -0.69488, -0.83603, -0.83971, 0.86003, -0.72024, -0.65172, -0.6697, -0.67901, -0.6697, -0.49207, -0.58998, -0.58998, 0.18476, -0.41674, 1.3741, -0.30327, 0.87865, 0.99568, 1.3741, 0.82483, 0.33847, 1.733, 0.60983];48,704392;145;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;24;50words;1.0;[-0.83971, -0.83971, -0.81317, -0.81317, -0.82232, -0.68639, -0.67901, -0.67901, -0.66162, -0.66162, -0.24633, -0.61693, -0.041712, -0.58998, 0.18476, -0.30327, 0.89246, 0.65608, 0.99568, 0.18637, 0.1629, 0.60983, 0.39387, 1.5787];44,966374;151;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;24;50words;1.0;[-0.82232, 0.40936, -0.83603, -0.83013, 1.0938, -0.67901, -0.68639, -0.72024, -0.68639, -0.67901, -0.55024, -0.24633, -0.41674, -0.6377, -0.58998, 1.2386, -0.0038959, 1.3741, 0.99568, -0.0038959, 1.733, 0.33847, 0.50658, -0.0096985];53,426524;134;143,3333333;-40391,33333;-99,65%;49,03243;24,65%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;24;50words;1.0;[-0.83013, 0.62432, -0.69913, -0.69488, -0.70244, -0.65066, -0.76505, -0.6697, -0.6697, -0.68639, -0.61693, -0.49207, -0.55024, -0.55024, -0.041712, -0.30327, 0.78214, -0.0038959, 0.89246, 0.65608, 0.1629, 1.733, 0.82483, 0.82483];48,3781;1749;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;24;50words;1.0;[-0.83603, -0.82232, -0.69913, -0.69138, -0.70193, -0.72024, -0.68639, -0.5499, -0.65066, -0.72024, -0.041712, -0.61693, -0.6377, 1.3542, 0.18476, 1.1037, 1.2386, 0.65608, 0.89246, 0.65994, 0.82483, 0.60983, 0.1629, 0.82483];45,62088;1635;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;24;50words;1.0;[-0.70193, -0.81317, 0.40936, -0.70244, -0.70244, -0.76505, -0.67901, -0.6697, -0.67901, -0.6697, -0.55024, -0.24633, 0.18476, -0.24633, -0.041712, 0.99568, 0.78214, 1.2386, 0.78214, -0.16808, 1.5787, 0.60983, 0.60983, 1.5787];46,820868;1515;1633;-38901,66667;-95,97%;46,93994933;19,33%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;24;50words;1.0;[-0.70193, -0.83013, -0.83013, -0.83603, -0.83013, -0.67901, -0.68639, -0.68639, -0.72024, -0.65172, -0.41674, 0.42319, 0.18476, 0.18476, -0.55024, 1.0726, 0.65994, 1.3741, 1.1037, 0.65608, 0.33847, 1.4852, 0.1629, 1.0293];45,674416;15278;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;24;50words;1.0;[-0.83971, 0.86003, -0.70244, -0.69138, -0.69913, -0.66162, -0.79532, -0.68639, -0.65172, -0.67901, 1.3542, -0.61693, -0.55024, -0.55024, -0.041712, 0.65994, 0.65994, 0.65608, 1.2386, 1.3741, 0.60983, 0.39387, 1.4852, 0.50658];49,660344;15858;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;24;50words;1.0;[0.2275, -0.69913, -0.81317, -0.82232, -0.83971, -0.72024, -0.79532, 1.3088, -0.65066, -0.66162, -0.49207, -0.58998, -0.61693, -0.24633, -0.58998, 1.3741, 0.65608, 0.18637, 0.18637, 0.65608, 0.50658, 1.5787, 0.60983, 1.733];50,666902;15147;15427,66667;-25107;-61,94%;48,66722067;23,72%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;24;50words;1.0;[-0.83971, -0.70193, -0.82232, -0.69138, -0.67901, -0.6697, -0.66162, -0.6377, -0.58998, 0.18476, 0.42319, 0.99568, -0.0038959, 0.18637, 0.50658, 0.33847, 0.1629, 1.0293];46,34021;78;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;24;50words;1.0;[-0.70244, 0.40936, -0.83013, -0.82232, -0.79532, -0.76505, -0.65066, -0.5499, -0.41674, -0.24633, 0.18476, 0.65994, 0.99568, 0.78214, 1.3741, 0.60983, 0.82483, 1.0293];47,096902;79;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;24;50words;1.0;[-0.70244, -0.69913, -0.69138, -0.68639, -0.6697, -0.65066, -0.41674, -0.041712, -0.55024, 0.42319, 0.65994, 0.89246, 0.78214, 0.50658, 0.60983, 0.1629, 1.0293];46,75231;79;78,66666667;-40456;-99,81%;46,72980733;18,80%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;24;50words;1.0;[-0.70193, -0.69913, -0.81317, -0.79532, -0.72024, -0.65066, -0.6377, -0.24633, -0.58998, -0.49207, -0.40999, -0.16808, -0.0038959, 0.18637, 0.39387, 0.60983, 0.82483];44,774361;797;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;24;50words;1.0;[-0.70244, -0.83013, -0.69488, -0.69138, -0.79532, -0.6697, -0.65066, -0.41674, -0.61693, -0.041712, 0.18476, -0.40999, -0.16808, 0.65608, 0.50658, 0.33847, 0.82483, 1.0293];45,483539;804;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;24;50words;1.0;[-0.83971, -0.70193, -0.82232, -0.81317, -0.68639, -0.67901, -0.66162, -0.41674, -0.24633, -0.041712, 0.18476, 0.42319, 0.65994, 0.87865, 0.89246, 1.2386, 1.3741, 0.50658, 1.5787, 0.1629];45,749354;798;799,6666667;-39735;-98,03%;45,33575133;15,25%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;24;50words;1.0;[-0.83603, -0.83013, -0.81317, -0.76505, -0.6697, -0.66162, -0.5499, -0.61693, -0.58998, -0.49207, -0.40999, -0.30327, -0.0038959, 0.65608, 0.39387, 0.60983, 0.82483, 1.0293];43,34256;8024;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;24;50words;1.0;[-0.83603, -0.82232, -0.69138, -0.67901, -0.6697, -0.66162, -0.5499, -0.41674, -0.61693, -0.55024, -0.49207, -0.40999, 0.89246, 0.18637, 0.50658, 0.60983, 0.82483, 1.0293];44,635816;8075;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;24;50words;1.0;[-0.83971, -0.70193, -0.69913, -0.81317, -0.79532, -0.67901, -0.65066, -0.5499, -0.41674, -0.24633, -0.041712, 0.42319, 0.65994, 0.99568, 0.89246, 0.65608, 0.33847, 0.82483, 1.0293];44,338404;8097;8065,333333;-32469,33333;-80,10%;44,10559333;12,13%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;24;50words;1.0;[-0.70244, -0.83013, -0.82232, -0.68639, -0.67901, -0.66162, -0.41674, -0.24633, -0.041712, 0.18476, 0.42319, 0.99568, 1.0726, 0.65608, 0.50658, 0.82483];47,125724;61;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;24;50words;1.0;[-0.83971, -0.69913, -0.69488, -0.79532, -0.6697, -0.65066, -0.24633, 0.42319, -0.30327, -0.16808, 0.50658, 0.33847, 0.82483, 1.0293];49,769417;62;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;24;50words;1.0;[-0.83971, -0.83603, -0.81317, -0.79532, -0.6697, -0.66162, -0.5499, -0.24633, -0.041712, 1.1037, 0.99568, 0.89246, 0.50658, 0.60983, 0.82483, 1.0293];47,698544;60;61;-40473,66667;-99,85%;48,197895;22,53%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;24;50words;1.0;[-0.70244, -0.70193, -0.69488, -0.79532, -0.65066, -0.24633, -0.041712, -0.49207, -0.30327, 0.89246, -0.0038959, 0.18637, 0.50658, 0.60983, 0.82483, 1.733];47,514908;608;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;24;50words;1.0;[-0.83603, -0.81317, -0.76505, -0.65066, -0.24633, -0.041712, -0.49207, 0.65994, 0.87865, -0.16808, -0.0038959, 0.18637, 0.50658, 0.60983, 0.82483, -0.0096985];48,549987;610;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;24;50words;1.0;[-0.83603, -0.82232, -0.69138, -0.68639, -0.76505, -0.6697, -0.66162, -0.65172, -0.61693, -0.041712, -0.49207, 0.87865, 0.18637, 0.39387, 0.60983, 1.0293];48,157304;618;612;-39922,66667;-98,49%;48,07406633;22,22%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;24;50words;1.0;[-0.83603, -0.69913, -0.82232, -0.68639, -0.6697, -0.66162, -0.5499, -0.6377, -0.24633, 0.18476, 0.42319, 0.89246, 0.78214, 1.3741, 0.50658, 0.60983, 0.82483, 1.0293];46,139482;6169;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;24;50words;1.0;[-0.83013, -0.81317, -0.79532, -0.72024, -0.5499, -0.41674, -0.24633, 0.18476, -0.49207, -0.30327, -0.0038959, 0.18637, 0.39387, 0.60983, 0.82483, 1.0293];46,00497;6206;;;;;;
