heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;14;50words;1.0;[-0.77321, -0.68914, -0.72084, -0.64944, -0.74642, -0.74477, -0.80158, -0.75907, -0.81462, -0.71632, -0.82926, -0.73203, -0.02234, -0.84646];15,312324;1128;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;14;50words;1.0;[-0.60734, -0.60734, -0.60734, -0.76646, -0.74477, -0.74477, -0.78907, -0.77102, -0.81462, -0.72476, -0.81462, -0.81462, -0.84646, -0.02234];15,206134;1197;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;14;50words;1.0;[-0.64944, -0.60734, -0.78713, -0.77321, -0.74642, -0.78907, -0.75111, -0.7386, -0.83723, -0.82926, -0.71632, -0.82926, -0.70847, 0.0084461];15,372542;1125;1150;-630;-35,39%;15,297;10,44%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;14;50words;1.0;[-0.60734, -0.76646, -0.77321, -0.64944, -0.77102, -0.75111, -0.7386, -0.80158, -0.71632, -0.83723, -0.72476, -0.72014, -0.84646, -0.84361];14,679284;12615;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;14;50words;1.0;[-0.77321, -0.68914, -0.76646, -0.76646, -0.74477, -0.77102, -0.74642, -0.78907, -0.72476, -0.72476, -0.81462, -0.72014, -0.84646, -0.70847];14,498164;12325;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;14;50words;1.0;[-0.64944, -0.78713, -0.64944, -0.77321, -0.77102, -0.7386, -0.77102, -0.80158, -0.82374, -0.72014, -0.73203, -0.81462, -0.84646, -0.70847];14,665444;13531;12823,66667;11043,66667;620,43%;14,61429733;5,51%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;14;50words;1.0;[-0.60734, -0.68914, -0.74642, -0.68914, -0.77321, -0.7386, 0.092898, -0.82374, -0.73203, -0.75111, -0.71632, -0.02234, -0.02234, -0.83723];16,557462;128;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;14;50words;1.0;[-0.76646, -0.77979, -0.77321, -0.75907, -0.76646, -0.78907, -0.77102, -0.82374, -0.72476, -0.75111, -0.84361, -0.71632, -0.83723, -0.02234];15,523754;80;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;14;50words;1.0;[-0.64944, -0.60734, -0.75907, -0.60734, -0.75907, -0.75111, -0.73203, 0.16113, -0.75111, -0.73203, -0.82926, 0.0084461, -0.84646, -0.71632];16,05124;133;113,6666667;-1666,333333;-93,61%;16,044152;15,83%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;14;50words;1.0;[-0.74642, -0.72084, -0.74642, -0.76646, -0.64944, -0.72476, -0.77102, 0.092898, -0.72476, -0.80158, -0.84646, 0.039155, 0.065865, -0.70847];17,03895;1161;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.76646, -0.76646, -0.78907, -0.74477, -0.78907, -0.72476, -0.72476, -0.70847, 0.0084461, -0.70847, -0.82926];14,9245;1163;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;14;50words;1.0;[-0.60734, -0.74642, -0.77979, -0.68914, -0.77979, -0.72476, -0.7386, -0.7386, -0.75111, -0.81462, -0.83723, -0.83723, -0.83723, -0.83723];14,806934;1341;1221,666667;-558,3333333;-31,37%;15,590128;12,56%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;14;50words;1.0;[-0.77321, -0.64944, -0.68914, -0.64944, -0.72084, -0.77102, -0.77102, -0.72476, -0.78907, -0.80158, -0.02234, -0.83723, -0.83723, 0.065865];16,201639;8134;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;14;50words;1.0;[-0.74642, -0.60734, -0.72084, -0.76646, -0.77979, -0.74477, -0.78907, -0.82374, -0.80158, -0.75111, -0.71263, -0.72014, 0.065865, 0.0084461];16,143335;7884;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;14;50words;1.0;[-0.76646, -0.72084, -0.77321, -0.77321, -0.77979, -0.80158, -0.81462, -0.72476, -0.74477, -0.77102, -0.84361, -0.71632, -0.02234, 0.039155];16,324599;12821;9613;7833;440,06%;16,223191;17,13%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;14;50words;1.0;[-0.78713, -0.64944, -0.68914, -0.76646, -0.75907, -0.77102, -0.74477, -0.80158, -0.73203, 0.092898, -0.72014, -0.71632, -0.02234];17,519438;32;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;14;50words;1.0;[0.40994, -0.77979, -0.77321, -0.72084, -0.74642, -0.75111, -0.78907, -0.7386, -0.81462, -0.72476, -0.72014, -0.83723, -0.84361, -0.70847];15,461354;32;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;14;50words;1.0;[-0.60734, -0.77979, -0.77321, -0.72084, -0.74642, -0.77102, -0.7386, -0.73203, -0.82374, -0.71632, -0.84361, -0.70847];17,969394;32;32;-1748;-98,20%;16,98339533;22,62%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;14;50words;1.0;[-0.60734, -0.77979, -0.68914, 0.31223, -0.74642, -0.75111, -0.74477, -0.7386, -0.73203, -0.82374, -0.82926, -0.83723, -0.84361, -0.02234];16,160414;324;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.75907, -0.77102, -0.78907, -0.80158, -0.81462, -0.72476, -0.71632, -0.71263, -0.84646];16,004034;334;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;14;50words;1.0;[-0.60734, -0.64944, -0.77321, -0.72084, -0.75907, -0.75111, -0.78907, -0.7386, -0.73203, -0.82374, -0.71632, -0.71263, -0.70847];15,880764;324;327,3333333;-1452,666667;-81,61%;16,01507067;15,62%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.74642, -0.77102, -0.78907, -0.7386, -0.73203, -0.72476, -0.72014, -0.83723, -0.71263, -0.70847];14,035994;3328;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.76646, -0.74642, -0.77102, -0.74477, -0.7386, 0.12754, -0.82374, -0.72014, -0.83723, -0.71263, -0.70847];14,995864;3343;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;14;50words;1.0;[-0.78713, -0.77979, -0.77321, -0.76646, -0.74642, -0.77102, -0.78907, -0.80158, -0.73203, -0.82374, 0.065865, -0.83723, -0.84361, -0.70847];15,554769;3335;3335,333333;1555,333333;87,38%;14,862209;7,30%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;14;50words;1.0;[-0.78713, -0.77979, -0.77321, -0.76646, -0.75111, -0.74477, -0.7386, -0.81462, -0.82926, -0.84361, -0.70847];20,061054;26;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.74642, -0.75111, 0.16113, -0.81462, -0.72476, -0.82926, -0.71632, -0.02234];19,312444;24;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;14;50words;1.0;[-0.64944, -0.68914, -0.76646, -0.75111, -0.74477, -0.7386, -0.81462, -0.82374, -0.72014, -0.83723, -0.71263];19,806924;24;24,66666667;-1755,333333;-98,61%;19,72680733;42,42%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;14;50words;1.0;[-0.78713, -0.77979, 0.34066, -0.72084, -0.74642, -0.77102, -0.78907, -0.80158, -0.81462, -0.82374, -0.82926, 0.039155, -0.84646];18,409357;249;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;14;50words;1.0;[0.40994, -0.64944, -0.76646, -0.75907, -0.75111, -0.78907, -0.7386, -0.81462, -0.82374, -0.72014, -0.83723, -0.84361, -0.84646];17,453424;257;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;14;50words;1.0;[-0.60734, -0.64944, 0.34066, -0.76646, -0.75907, -0.75111, -0.81462, -0.82374, -0.82926, -0.83723, -0.84361, -0.70847];19,283854;249;251,6666667;-1528,333333;-85,86%;18,38221167;32,72%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;14;50words;1.0;[-0.60734, -0.77979, -0.77321, -0.72084, -0.75907, -0.75111, -0.74477, -0.80158, -0.82926, -0.83723, -0.71263, -0.70847];18,022574;2536;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.74642, -0.75111, -0.78907, -0.80158, -0.73203, 0.092898, -0.72014, -0.71263, -0.84646];16,753658;2588;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;14;50words;1.0;[-0.78713, -0.68914, -0.72084, -0.75907, -0.75111, -0.74477, -0.80158, -0.73203, 0.092898, -0.72014, -0.83723, -0.84361, -0.84646];17,170302;2552;2558,666667;778,6666667;43,75%;17,31551133;25,01%;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;14;50words;1.0;[-0.60734, -0.64944, -0.77321, -0.76646, 0.278, -0.78907, -0.80158, -0.73203, -0.82374, 0.039155, -0.70847];21,781057;19;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;14;50words;1.0;[-0.78713, -0.64944, -0.76646, -0.75907, -0.74477, 0.16113, -0.73203, -0.72476, 0.065865, -0.71632, -0.70847];21,402479;19;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;14;50words;1.0;[-0.78713, -0.77979, -0.77321, -0.74477, -0.80158, 0.12754, 0.092898, -0.82926, -0.83723, -0.71263, -0.84646];21,872962;19;19;-1761;-98,93%;21,68549933;56,56%;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;14;50words;1.0;[-0.78713, -0.64944, -0.68914, -0.72084, -0.75907, -0.77102, -0.73203, 0.092898, -0.83723, -0.71263, -0.84646];20,717698;206;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;14;50words;1.0;[-0.60734, -0.77979, -0.77321, -0.76646, -0.77102, -0.7386, -0.81462, -0.72476, 0.065865, -0.71632, -0.84646];20,702979;195;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;14;50words;1.0;[-0.78713, -0.77979, 0.34066, -0.76646, 0.278, -0.7386, -0.81462, -0.72476, -0.72014, -0.83723, -0.84361, -0.02234];21,259674;195;198,6666667;-1581,333333;-88,84%;20,89345033;50,85%;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.75907, -0.75111, -0.74477, -0.72476, -0.72014, -0.83723, 0.0084461, -0.84646];18,48462;2002;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.74642, -0.75111, 0.20149, -0.80158, -0.73203, -0.71632, -0.71263, -0.84646];18,735094;2002;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;14;50words;1.0;[-0.77979, -0.68914, -0.72084, -0.75907, -0.77102, -0.78907, -0.81462, -0.72476, -0.82926, -0.71632, -0.70847];19,848764;1989;1997,666667;217,6666667;12,23%;19,022826;37,34%;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;14;50words;1.0;[-0.78713, -0.72084, -0.74642, -0.75111, -0.80158, -0.81462, -0.72476, -0.72014, -0.70847];23,634404;15;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;14;50words;1.0;[-0.68914, -0.76646, -0.75907, -0.77102, 0.20149, -0.72476, -0.82926, -0.71632, -0.70847];24,708558;15;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;14;50words;1.0;[-0.60734, -0.77979, -0.76646, -0.7386, -0.73203, 0.092898, -0.82926, -0.84361, -0.84646];24,725448;15;15;-1765;-99,16%;24,35613667;75,85%;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;14;50words;1.0;[-0.64944, -0.72084, -0.74642, -0.78907, -0.7386, -0.73203, -0.72014, -0.71632, -0.70847];23,387894;156;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;14;50words;1.0;[0.40994, -0.64944, -0.68914, -0.76646, -0.75111, -0.80158, -0.73203, -0.82926, -0.71263, -0.02234];23,371894;164;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;14;50words;1.0;[0.34066, -0.76646, -0.75907, 0.20149, -0.80158, -0.81462, -0.72476, -0.82926, -0.71632, -0.84361, -0.02234];22,622334;158;159,3333333;-1620,666667;-91,05%;23,127374;66,97%;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;14;50words;1.0;[-0.78713, -0.77979, -0.76646, -0.75907, -0.77102, -0.7386, -0.73203, -0.72476, -0.82926, -0.84646];21,884324;1605;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.68914, -0.72084, -0.77102, -0.78907, -0.82374, 0.065865, -0.71632, -0.84361, -0.70847];20,523839;1606;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;14;50words;1.0;[-0.60734, -0.64944, -0.72084, -0.74642, -0.74477, -0.73203, -0.82926, -0.83723, -0.71263, -0.70847];21,574854;1622;1611;-169;-9,49%;21,32767233;53,98%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;10;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;10;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;10;10;-1770;-99,44%;40,43619;191,94%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;14;50words;1.0;[-0.70847];40,43619;108;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;14;50words;1.0;[-0.70847];40,43619;103;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;14;50words;1.0;[-0.70847];40,43619;106;105,6666667;-1674,333333;-94,06%;40,43619;191,94%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;14;50words;1.0;[-0.70847];40,43619;1084;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;14;50words;1.0;[-0.70847];40,43619;1079;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;14;50words;1.0;[-0.70847];40,43619;1074;1079;-701;-39,38%;40,43619;191,94%;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;8;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;8;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;8;8;-1772;-99,55%;40,43619;191,94%;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;14;50words;1.0;[-0.70847];40,43619;100;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;14;50words;1.0;[-0.70847];40,43619;80;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;14;50words;1.0;[-0.70847];40,43619;80;86,66666667;-1693,333333;-95,13%;40,43619;191,94%;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;14;50words;1.0;[-0.70847];40,43619;848;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;14;50words;1.0;[-0.70847];40,43619;853;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;14;50words;1.0;[-0.70847];40,43619;861;854;-926;-52,02%;40,43619;191,94%;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;14;50words;1.0;[-0.70847];40,43619;6;;;;;;
