heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;27;50words;1.0;[0.4217, -0.11464, 0.40621, -0.16332, -0.18513, 0.34742, -0.23703, -0.23703, -0.26669, -0.26669, -0.29704, -0.28172, -0.3306, -0.31318, -0.35055, -0.89315, -0.42898, -0.42898, -0.8603, -0.45986, -0.55609, -0.52302, -0.93787, -0.62042, -0.68096, -0.9753, 0.10454];36,863468;92;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;27;50words;1.0;[-0.11464, -0.11464, -0.13947, -0.16332, 0.34742, -0.2045, -0.23703, -0.22162, -0.26669, -0.25179, -0.29704, -0.94634, -0.3306, -0.31318, -0.37401, -0.35055, -0.40028, -0.42898, -0.49117, -0.8603, -0.55609, -0.55609, -0.5886, -0.62042, -0.65188, -0.68096, -1.0634];34,699282;132;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;27;50words;1.0;[-0.089478, -0.11464, -0.13947, -0.13947, -0.18513, -0.18513, -0.22162, -0.22162, -0.26669, -0.26669, 0.19968, -0.29704, 0.17587, -0.3306, -0.35055, -0.88175, -0.42898, -0.8727, -0.49117, -0.8603, -0.52302, -0.8696, -0.90779, -0.62042, -0.68096, -0.68096, -1.0634];36,00138;112;112;-78047,33333;-99,86%;35,85471;10,17%;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;27;50words;1.0;[-0.089478, -0.089478, -0.13947, -0.13947, 0.34742, -0.2045, -0.22162, -0.23703, -0.26669, -0.26669, -0.29704, -0.29704, -0.31318, -0.31318, -0.37401, -0.37401, -0.42898, -0.42898, -0.45986, -0.8619, -0.55609, -0.52302, -0.93787, -0.62042, -0.68096, -0.68096, -0.70766];34,102062;1347;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;27;50words;1.0;[-0.089478, -0.11464, -0.16332, -0.16332, -0.18513, -0.2045, 0.30117, -0.23703, -0.25179, -0.26669, -0.28172, -0.28172, -0.31318, 0.17587, -0.37401, -0.37401, 0.12073, -0.40028, 0.12448, -0.45986, -0.8696, -0.55609, -0.90779, -0.62042, -0.68096, -0.9753, -0.70766];35,83338;1194;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;27;50words;1.0;[-0.11464, -0.11464, -0.16332, -0.16332, -0.2045, -0.2045, -0.23703, -0.22162, -0.25179, -0.26669, -0.28172, -0.29704, -0.31318, 0.15506, 0.12682, -0.37401, -0.40028, -0.40028, -0.8619, -0.45986, -0.8843, -0.55609, -0.5886, -0.5886, -0.68096, -0.65188, 0.10454];35,365662;1193;1244,666667;-76914,66667;-98,41%;35,100368;7,85%;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;27;50words;1.0;[-0.089478, 0.4217, -0.13947, -0.16332, -0.18513, -0.18513, 0.30117, -0.23703, -0.25179, -0.25179, -0.28172, -0.28172, -0.3306, -0.3306, -0.89315, -0.37401, -0.40028, 0.1211, 0.12448, -0.49117, -0.52302, -0.52302, -0.90779, -0.5886, -0.65188, -0.65188, -1.0634];36,11812;13406;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;27;50words;1.0;[-0.11464, 0.43328, 0.38824, -0.16332, -0.18513, 0.34742, -0.22162, -0.23703, -0.26669, -0.25179, 0.19968, -0.28172, -0.3306, -0.31318, -0.35055, -0.89315, -0.40028, -0.40028, 0.131, -0.49117, -0.8843, -0.52302, -0.5886, -0.93787, -0.65188, -0.68096, -1.0634];37,054032;12947;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;27;50words;1.0;[-0.089478, -0.089478, -0.13947, -0.13947, 0.34742, -0.18513, -0.22162, 0.30117, -0.26669, -0.25179, -0.29704, -0.28172, -0.31318, -0.31318, 0.13828, -0.35055, -0.42898, -0.86572, -0.45986, 0.12448, -0.55609, -0.55609, -0.5886, -0.5886, -0.9753, -0.68096, 0.10454];36,556202;12509;12954;-65205,33333;-83,43%;36,576118;12,39%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;27;50words;1.0;[-0.089478, -0.11464, -0.13947, -0.2045, -0.2045, 0.36853, -0.22162, -0.23703, -0.22162, -0.29704, -0.28172, -0.28172, -0.3306, -0.92493, -0.3306, 0.12682, -0.40028, 0.1211, 0.12448, -0.8696, -0.45986, -0.62042, 0.14447, -0.55609, -0.65188, 0.13684, -0.68096];37,79171;108;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;27;50words;1.0;[-0.11464, -0.13947, -0.089478, -0.16332, 0.38824, -0.16332, 0.30117, -0.23703, -0.25179, -0.28172, -0.29704, -0.28172, -0.90633, 0.15506, -0.31318, -0.42898, 0.12073, -0.37401, 0.13836, 0.12448, -0.45986, -0.62042, -0.5886, -0.8843, -0.68096, 0.13684, -0.9753];38,389024;118;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;27;50words;1.0;[-0.089478, -0.13947, -0.11464, 0.34742, -0.2045, -0.2045, -0.22162, -0.25179, -0.22162, 0.25128, -0.28172, -0.28172, -0.31318, -0.31318, -0.89315, -0.86572, 0.1211, -0.40028, -0.8603, -0.45986, -0.8696, -0.93787, -0.8843, -0.8843, -0.68096, -0.68096, -0.68096];37,18773;137;121;-78038,33333;-99,85%;37,789488;16,11%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;27;50words;1.0;[-0.11464, 0.4217, -0.13947, -0.16332, -0.2045, -0.16332, -0.22162, -0.22162, 0.32477, -0.26669, -0.26669, -0.96877, -0.35055, -0.35055, 0.17587, 0.12682, 0.1211, -0.37401, -0.8603, -0.45986, -0.8619, -0.55609, -0.93787, -0.62042, -1.0184, -0.68096, -0.68096];37,982842;1215;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;27;50words;1.0;[0.4217, 0.40621, -0.11464, 0.34742, -0.18513, -0.16332, -0.23703, -0.23703, -0.22162, -0.29704, -0.28172, -0.94634, -0.90633, -0.31318, 0.15506, -0.37401, 0.1211, -0.8727, -0.49117, -0.45986, 0.13836, -0.5886, 0.14676, -0.8843, -0.68096, 0.10454, -0.70766];39,578458;1015;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;27;50words;1.0;[-0.13947, -0.13947, -0.089478, -0.18513, 0.34742, -0.18513, -0.25179, -0.25179, 0.32477, -0.26669, -0.28172, -0.94634, -0.35055, -0.35055, -0.35055, -0.42898, 0.12073, -0.8727, -0.52302, 0.12448, -0.8603, -0.90779, -0.62042, 0.14434, -0.65188, -0.9753, -0.68096];38,234324;1241;1157;-77002,33333;-98,52%;38,59854133;18,60%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;27;50words;1.0;[-0.089478, -0.13947, 0.40621, -0.16332, -0.18513, -0.2045, -0.23703, -0.25179, -0.25179, 0.22519, 0.19968, -0.28172, -0.35055, -0.3306, 0.13828, -0.40028, -0.40028, -0.86572, -0.8619, -0.8696, -0.45986, -0.5886, -0.8843, -0.8843, -0.68096, -1.0184, -0.65188];37,00043;12662;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;27;50words;1.0;[0.40621, -0.11464, -0.13947, -0.18513, -0.18513, -0.2045, -0.22162, -0.23703, 0.32477, -0.96877, -0.26669, -0.28172, -0.89315, -0.31318, -0.3306, 0.1211, -0.88175, -0.42898, 0.12448, -0.49117, 0.13836, -0.5886, -0.55609, 0.14434, -0.65188, 0.13684, -0.68096];39,026768;11648;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;27;50words;1.0;[0.40621, -0.13947, -0.089478, 0.36853, -0.18513, -0.2045, 0.32477, -0.25179, -0.25179, -0.28172, 0.19968, -0.26669, 0.13828, -0.35055, -0.35055, 0.12073, 0.12073, -0.37401, -0.45986, -0.8603, -0.8603, -0.5886, -0.55609, -0.93787, -0.9753, -0.70766, -0.65188];37,77252;11222;11844;-66315,33333;-84,85%;37,93323933;16,56%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;27;50words;1.0;[0.38824, 0.38824, -0.089478, -0.11464, -1.0965, -0.18513, -0.22162, -0.18513, 0.27662, -0.26669, 0.22519, -0.26669, -0.90633, -0.37401, 0.17587, -0.3306, 0.12448, -0.40028, -0.45986, -0.8619, -0.52302, -0.62042, 0.14447, -0.8843, -1.0184, -0.70766, -0.70766];39,42612;157;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;27;50words;1.0;[-0.11464, -0.11464, -0.11464, -0.13947, -0.23703, -0.2045, -0.2045, -0.22162, -1.0187, -0.28172, -0.28172, -0.28172, -0.35055, -0.35055, -0.3306, -0.35055, -0.42898, -0.40028, -0.42898, 0.12448, -0.55609, -0.55609, 0.13836, -0.62042, 0.10454, -0.65188, -0.68096];35,877742;164;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;27;50words;1.0;[-0.13947, -0.13947, -0.16332, -1.133, -0.22162, -0.2045, 0.30117, -0.23703, -0.26669, 0.27662, -0.29704, 0.19968, -0.31318, -0.88175, 0.13828, -0.37401, 0.12448, -0.45986, -0.86572, -0.42898, -0.8696, -0.52302, -0.8696, -0.90779, 0.13684, -0.68096, -0.9753];39,379532;148;156,3333333;-78003;-99,80%;38,227798;17,46%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;27;50words;1.0;[0.38824, 0.43328, -0.089478, -0.16332, -0.2045, -1.1173, -0.23703, -0.2045, -0.25179, 0.25128, -0.29704, -0.94634, 0.15506, -0.35055, -0.89315, -0.89315, 0.12073, -0.8603, -0.42898, 0.1211, -0.52302, 0.14447, -0.8843, 0.14676, 0.12352, 0.13684, 0.13684];43,31384;1273;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;27;50words;1.0;[-0.13947, 0.43328, -0.16332, -0.16332, -0.18513, -0.18513, -1.0448, -0.22162, -0.26669, 0.19968, -1.0187, -0.26669, 0.13828, 0.12682, -0.3306, -0.92493, 0.131, 0.12448, -0.42898, 0.12073, -0.62042, 0.14434, -0.55609, -0.5886, -1.0634, -0.70766, -0.68096];40,220872;1551;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;27;50words;1.0;[-0.11464, 0.4217, -0.13947, 0.38824, -0.22162, -1.0965, -0.2045, -0.18513, -0.26669, 0.25128, -0.25179, -0.94634, 0.15506, 0.13828, 0.15506, -0.35055, -0.45986, -0.8603, -0.8603, -0.40028, -0.8696, -0.5886, -0.90779, 0.14447, -1.0184, 0.10454, -0.70766];41,051362;1434;1419,333333;-76740;-98,18%;41,52869133;27,60%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;27;50words;1.0;[-0.089478, 0.43328, -0.089478, -0.16332, -0.22162, -0.22162, -0.18513, -0.23703, -0.28172, -0.26669, 0.27662, -0.26669, -0.89315, 0.17587, -0.31318, -0.37401, 0.1211, -0.8603, -0.45986, -0.8619, 0.14447, -0.90779, -0.62042, -0.90779, 0.12352, -1.0184, -0.65188];39,033032;12726;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;27;50words;1.0;[0.40621, -0.16332, -0.11464, -0.089478, 0.36853, -0.18513, -0.2045, -0.22162, 0.19968, -0.26669, 0.25128, -0.29704, -0.90633, -0.37401, 0.13828, -0.35055, 0.12448, 0.1211, -0.40028, -0.8603, -0.55609, -0.93787, -0.93787, -0.8843, 0.12352, -1.0184, 0.10454];40,61081;15228;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;27;50words;1.0;[-0.13947, 0.38824, -0.16332, 0.4217, -1.0448, -0.18513, -0.18513, -0.18513, -0.26669, -0.25179, 0.25128, -0.25179, 0.13828, 0.13828, -0.89315, -0.35055, -0.45986, 0.131, 0.1211, 0.12448, -0.62042, 0.14447, -0.5886, -0.62042, -0.68096, 0.10454, -0.9753];40,605192;12290;13414,66667;-64744,66667;-82,84%;40,08301133;23,16%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;27;50words;1.0;[-0.089478, -1.133, 0.38824, -0.18513, -0.16332, -1.0721, -1.0721, -0.22162, -0.26669, -0.25179, -0.28172, -0.35055, -0.90633, -0.3306, 0.22519, -0.88175, 0.12682, -0.45986, 0.12682, -0.45986, -0.90779, -0.62042, 0.14434, -0.5886, -0.62042, 0.12352, -1.0634];41,47627;206;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;27;50words;1.0;[-0.13947, -0.11464, 0.36853, -1.1173, -0.089478, 0.34742, -0.23703, -0.22162, -0.2045, -0.23703, -0.35055, -0.29704, 0.15506, -0.3306, 0.15506, -0.88175, 0.1211, -0.40028, -0.49117, -0.88175, 0.14447, -0.65188, -0.93787, -0.65188, -0.8696, -0.70766, 0.12352];39,738234;212;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;27;50words;1.0;[-0.13947, -1.1173, -0.13947, -0.16332, -0.16332, 0.27662, 0.25128, 0.27662, -0.23703, -0.23703, 0.17587, -0.28172, 0.17587, -0.3306, -0.3306, 0.131, -0.37401, -0.49117, -0.37401, 0.131, -0.5886, -0.8843, -0.8696, -0.90779, -0.65188, -0.70766, -1.0184];38,723232;223;213,6666667;-77945,66667;-99,73%;39,97924533;22,84%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;27;50words;1.0;[0.40621, -0.11464, -0.13947, -0.089478, -0.13947, -0.23703, 0.27662, -0.25179, -1.0187, -0.22162, -0.94634, 0.19968, -0.29704, -0.29704, -0.35055, 0.12073, 0.12682, -0.45986, -0.42898, -0.86572, -0.62042, 0.14434, -0.93787, -0.62042, -0.55609, -0.68096, 0.10454];39,32154;2611;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;27;50words;1.0;[0.40621, -0.16332, -1.1524, -0.11464, -0.16332, -0.26669, -1.0721, -0.22162, -0.25179, -0.26669, -0.28172, -0.3306, 0.22519, -0.31318, -0.89315, -0.40028, 0.12073, -0.86572, -0.8603, -0.37401, -0.8843, -0.52302, -0.8843, -0.5886, -0.5886, 0.12352, -0.68096];39,496728;2076;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;27;50words;1.0;[-0.11464, -0.16332, -1.133, -0.11464, -0.16332, -1.0187, 0.34742, -0.23703, -0.25179, -0.26669, -0.3306, 0.13828, 0.13828, -0.29704, -0.35055, -0.37401, -0.8727, -0.45986, 0.1211, -0.42898, -0.90779, -0.8696, -0.52302, -0.90779, -0.8696, -0.68096, 0.12352];39,441862;2371;2352,666667;-75806,66667;-96,99%;39,42004333;21,12%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;27;50words;1.0;[-0.18513, -0.18513, -0.13947, -0.13947, -0.11464, -0.2045, -0.2045, -0.2045, -0.99391, -0.25179, 0.22519, -0.29704, 0.13828, 0.19968, -0.31318, 0.1211, -0.8619, 0.12448, -0.45986, -0.37401, -0.65188, -0.5886, 0.14447, -0.8696, -0.5886, -1.0634, -1.0634];38,897662;28935;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;27;50words;1.0;[-0.18513, 0.38824, -0.16332, 0.38824, -0.089478, 0.32477, -0.2045, -0.26669, 0.30117, -0.22162, -0.31318, 0.15506, 0.22519, -0.29704, -0.35055, -0.42898, -0.40028, 0.12448, -0.40028, 0.12073, 0.14434, -0.8843, -0.62042, -0.55609, -0.55609, 0.10454, -1.0634];39,820344;24615;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;27;50words;1.0;[-0.11464, -0.089478, -0.16332, -0.16332, -0.089478, -0.26669, -0.22162, -0.25179, -1.0721, -0.26669, -0.29704, 0.13828, -0.31318, -0.90633, -0.35055, -0.86572, 0.12682, -0.45986, -0.37401, -0.37401, 0.13684, -0.62042, -0.55609, -0.93787, -0.55609, -0.70766, 0.12352];38,075496;21575;25041,66667;-53117,66667;-67,96%;38,93116733;19,62%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;27;50words;1.0;[-0.11464, 0.40621, -0.16332, -0.18513, -0.22162, -1.0448, -0.25179, 0.25128, -0.28172, -0.29704, -0.3306, -0.88175, -0.8727, -0.86572, -0.45986, -0.8619, -0.52302, -0.55609, 0.14676, -0.62042, 0.13684, -0.70766];45,782442;98;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;27;50words;1.0;[-0.089478, -0.11464, -1.1436, -0.18513, 0.32477, 0.30117, -0.25179, -0.99391, -0.28172, -0.31318, -0.3306, -0.89315, -0.8727, -0.42898, 0.12448, -0.8619, -0.52302, -0.5886, -0.62042, -0.65188, -0.68096, -0.70766];45,42024;98;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;27;50words;1.0;[-0.089478, -0.11464, 0.40621, -1.133, 0.34742, -1.0721, 0.30117, -0.25179, 0.25128, 0.22519, -0.29704, -0.31318, -0.3306, -0.37401, 0.1211, -0.42898, -0.45986, -0.8619, -0.8696, 0.14434, -0.90779, -0.62042, -1.0184, -1.0634];45,06199;98;98;-78061,33333;-99,87%;45,42155733;39,56%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;27;50words;1.0;[-0.089478, -0.11464, 0.40621, 0.38824, -0.18513, -1.0965, -1.0721, 0.30117, -1.0187, -0.26669, 0.19968, 0.17587, -0.90633, -0.35055, -0.37401, -0.40028, -0.8603, -0.8619, -0.52302, -0.55609, -0.90779, -0.93787, 0.13684, -1.0184, -1.0634];44,70905;998;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;27;50words;1.0;[-0.089478, -0.11464, -1.1436, -0.16332, -0.18513, 0.34742, -0.23703, -0.26669, -0.29704, -0.31318, 0.15506, -0.35055, -0.40028, 0.12073, 0.12448, -0.52302, -0.55609, 0.14676, -0.62042, -0.65188, -0.68096, -0.70766];44,45416;997;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;27;50words;1.0;[-1.1582, -0.11464, -0.13947, -0.16332, -0.18513, 0.34742, -0.22162, -0.23703, -0.25179, -0.26669, 0.22519, -0.29704, -0.92493, -0.89315, -0.40028, 0.12073, -0.49117, -0.52302, 0.14434, -0.62042, -0.65188, -0.68096, -1.0634];43,902792;996;997;-77162,33333;-98,72%;44,355334;36,29%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;27;50words;1.0;[-0.089478, -0.11464, 0.40621, 0.38824, 0.36853, -0.22162, -1.0448, 0.27662, -0.26669, -0.28172, -0.92493, -0.90633, -0.35055, -0.37401, -0.42898, -0.8603, 0.131, -0.52302, -0.55609, -0.5886, -0.93787, -0.65188, -0.68096, -0.70766];43,05185;10017;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;27;50words;1.0;[0.43328, -0.11464, -0.13947, 0.36853, -1.0965, -0.22162, -0.23703, -1.0187, 0.25128, 0.22519, -0.94634, -0.31318, -0.90633, -0.35055, 0.12682, -0.40028, -0.42898, -0.45986, -0.8619, -0.8696, -0.55609, -0.90779, -0.93787, -0.65188, -1.0634];42,930918;9978;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;27;50words;1.0;[-0.089478, 0.4217, -0.13947, -1.1173, -0.2045, -0.22162, 0.30117, -0.25179, -0.99391, -0.28172, -0.29704, -0.31318, 0.15506, -0.37401, -0.8727, -0.45986, -0.49117, -0.52302, -0.55609, -0.5886, -0.62042, -0.65188, -0.68096];42,83922;9978;9991;-68168,33333;-87,22%;42,94066267;31,94%;
