heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Buckets MSM-Mean: bucketsize:4;4;13;50words;1.0;[-0.60425, -0.61673, -0.61673, -0.64285, -0.65415, -0.66523, -0.67607, -0.68639, -0.68924, -0.69147, -0.69306, -0.69306, -0.69535];11,221962;78;;;;
Buckets MSM-Mean: bucketsize:4;4;13;50words;1.0;[-0.60425, -0.61673, -0.61673, -0.64285, -0.65415, -0.66523, -0.67607, -0.68639, -0.68924, -0.69147, -0.69306, -0.69306, -0.69535];11,221962;78;78,33333333;11,221962;0;
Buckets MSM-Mean: bucketsize:5;4;13;50words;1.0;[-0.60425, -0.61673, -0.61673, -0.64285, -0.65415, -0.66523, -0.67607, -0.68639, -0.68924, -0.69147, -0.69306, -0.69306, -0.69535];11,221962;251;;;;
Buckets MSM-Mean: bucketsize:5;4;13;50words;1.0;[-0.60425, -0.61673, -0.61673, -0.64285, -0.65415, -0.66523, -0.67607, -0.68639, -0.68924, -0.69147, -0.69306, -0.69306, -0.69535];11,221962;251;;;;
Buckets MSM-Mean: bucketsize:5;4;13;50words;1.0;[-0.60425, -0.61673, -0.61673, -0.64285, -0.65415, -0.66523, -0.67607, -0.68639, -0.68924, -0.69147, -0.69306, -0.69306, -0.69535];11,221962;252;251,3333333;11,221962;0;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;13;50words;1.0;[-0.61673, -0.61673, -0.63031, -0.54767, -0.65415, -0.57122, -0.67607, -0.67607, -0.598, -0.598, -0.61202, -0.6944, -0.69535];11,263302;83;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;13;50words;1.0;[-0.61673, -0.53702, -0.55586, -0.64285, -0.57122, -0.57122, -0.67607, -0.68639, -0.68924, -0.598, -0.61202, -0.60553, -0.77858];11,426362;85;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;13;50words;1.0;[-0.53702, -0.53702, -0.63031, -0.64285, -0.56249, -0.65415, -0.67607, -0.68919, -0.69147, -0.598, -0.60553, -0.60553, -0.77858];11,411462;89;85,66666667;11,367042;0,012928221;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;13;50words;1.0;[-0.53702, -0.60425, -0.63031, -0.63031, -0.65415, -0.57122, -0.5851, -0.68639, -0.598, -0.70681, -0.60553, -0.60553, -0.77858];11,432082;859;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;13;50words;1.0;[-0.52333, -0.53702, -0.54767, -0.63031, -0.56249, -0.67784, -0.67607, -0.68919, -0.598, -0.70681, -0.61202, -0.61202, -0.69535];11,283462;781;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;13;50words;1.0;[-0.60425, -0.60425, -0.55586, -0.63031, -0.57122, -0.56249, -0.57886, -0.68329, -0.598, -0.69147, -0.69306, -0.61202, -0.69535];11,239422;861;833,6666667;11,318322;0,008586734;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;13;50words;1.0;[-0.60425, -0.61673, -0.55586, -0.63031, -0.56249, -0.65415, -0.57886, -0.68329, -0.69147, -0.59057, -0.61202, -0.61202, -0.69535];11,241282;9474;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;13;50words;1.0;[-0.53702, -0.61673, -0.54767, -0.6723, -0.56249, -0.66523, -0.5851, -0.5851, -0.70681, -0.69147, -0.60553, -0.61202, -0.61767];11,316002;9387;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;13;50words;1.0;[-0.60425, -0.60425, -0.54767, -0.64285, -0.56249, -0.57122, -0.5851, -0.57886, -0.68924, -0.69147, -0.69306, -0.61202, -0.61767];11,234442;9625;9495,333333;11,26390867;0,003737908;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;13;50words;1.0;[-0.54767, -0.61673, -0.60425, -0.65415, -0.67519, -0.66523, -0.5851, -0.68924, -0.68329, -0.61202, -0.69306, -0.61202, -0.61767];11,292442;117;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;13;50words;1.0;[-0.61673, -0.61673, -0.54767, -0.56249, -0.67519, -0.65415, -0.67607, -0.67607, -0.68924, -0.69306, -0.61202, -0.60553, -0.77858];11,471622;132;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;13;50words;1.0;[-0.54767, -0.53702, -0.53702, -0.57122, -0.55586, -0.57122, -0.68639, -0.59057, -0.68329, -0.61202, -0.6944, -0.69306, -0.61767];11,286042;127;125,3333333;11,35003533;0,01141274;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;13;50words;1.0;[-0.52333, -0.63031, -0.53702, -0.64285, -0.64285, -0.66523, -0.68639, -0.68639, -0.68639, -0.61202, -0.61202, -0.6944, -0.77858];11,463722;1237;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;13;50words;1.0;[-0.52333, -0.60425, -0.6723, -0.64285, -0.56249, -0.65415, -0.67607, -0.68639, -0.68639, -0.6944, -0.60553, -0.61202, -0.61767];11,311802;1322;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;13;50words;1.0;[-0.52333, -0.61673, -0.63031, -0.55586, -0.64285, -0.67784, -0.70681, -0.59057, -0.68924, -0.74562, -0.69147, -0.598, -0.08134];12,603422;921;1160;11,792982;0,05088415;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;13;50words;1.0;[-0.66847, -0.53702, -0.60425, -0.57122, -0.56249, -0.65415, -0.59057, -0.68329, -0.70681, -0.598, -0.61202, -0.60553, -0.77858];11,564982;12363;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;13;50words;1.0;[-0.63031, -0.61673, -0.52333, -0.57122, -0.56249, -0.67519, -0.59057, -0.5851, -0.67607, -0.61202, -0.69147, -0.598, -0.08134];12,443382;8360;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;13;50words;1.0;[-0.60425, -0.61673, -0.53702, -0.64285, -0.64285, -0.65415, -0.57886, -0.67607, -0.68329, -0.6944, -0.72626, -0.6944, -0.61767];11,315522;12643;11122;11,77462867;0,049248667;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;13;50words;1.0;[-0.54767, -0.61673, -0.55586, -0.53702, -0.65415, -0.66523, -0.65415, -0.68639, -0.69147, -0.72626, -0.598, -0.59057, -0.77858];11,558102;163;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;13;50words;1.0;[-0.53702, -0.66847, -0.54767, -0.64285, -0.56249, -0.66523, -0.5851, -0.68329, -0.60553, -0.69147, -0.70681, -0.68924, -0.77858];11,519402;163;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;13;50words;1.0;[-0.63031, -0.60425, -0.63031, -0.55586, -0.5851, -0.57886, -0.57886, -0.68919, -0.69306, -0.59057, -0.598, -0.68924, -0.69535];11,317242;183;169,6666667;11,46491533;0,021649809;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;13;50words;1.0;[-0.60425, -0.61673, -0.61673, -0.63031, -0.57886, -0.68035, -0.57122, -0.68639, -0.61202, -0.76412, -0.69147, -0.69147, -0.61767];11,488502;1591;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;13;50words;1.0;[-0.53702, -0.66847, -0.53702, -0.54767, -0.57122, -0.66523, -0.57122, -0.68639, -0.598, -0.59057, -0.60553, -0.74562, -0.77858];11,662162;1643;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;13;50words;1.0;[-0.63031, -0.52333, -0.60425, -0.55586, -0.68329, -0.66523, -0.67607, -0.68919, -0.69306, -0.68924, -0.60553, -0.60553, -0.08134];12,469522;1546;1593,333333;11,87339533;0,058049861;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;13;50words;1.0;[-0.54767, -0.53702, -0.63031, -0.64285, -0.56249, -0.66523, -0.68035, -0.67607, -0.70681, -0.59057, -0.69306, -0.6944, -0.77858];11,446982;16604;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;13;50words;1.0;[-0.64285, -0.67519, -0.60425, -0.55586, -0.57122, -0.56249, -0.57886, -0.68329, -0.74562, -0.68924, -0.69306, -0.68924, -0.77858];11,801122;14693;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;13;50words;1.0;[-0.54767, -0.64285, -0.66847, -0.67519, -0.66523, -0.57122, -0.68639, -0.68329, -0.69147, -0.59057, -0.60553, -0.74562, -0.69535];11,585962;14727;15341,33333;11,61135533;0,03469922;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;13;50words;1.0;[-0.52333, -0.52333, -0.6723, -0.65415, -0.66982, -0.69147, -0.5851, -0.59057, -0.68924, -0.5851, -0.76412, -0.6944, -0.61202];11,678202;159;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;13;50words;1.0;[-0.53702, -0.66982, -0.56249, -0.67519, -0.61673, -0.67607, -0.598, -0.67607, -0.57886, -0.67607, -0.69535, -0.74562, -0.61767];11,544942;151;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;13;50words;1.0;[-0.61673, -0.67519, -0.52333, -0.60425, -0.56249, -0.72626, -0.68919, -0.59057, -0.66523, -0.5851, -0.77858, -0.6944, -0.61202];11,949242;91;133,6666667;11,72412867;0,044748562;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;13;50words;1.0;[-0.55586, -0.55586, -0.56249, -0.67519, -0.6723, -0.57122, -0.68329, -0.69147, -0.66523, -0.66523, -0.76412, -0.69535, -0.76412];11,670662;1627;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;13;50words;1.0;[-0.53702, -0.53702, -0.64285, -0.61673, -0.67519, -0.68919, -0.68924, -0.68639, -0.59057, -0.5851, -0.056212, -0.77858, -0.6944];12,714678;1170;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;13;50words;1.0;[-0.55586, -0.61673, -0.65415, -0.53702, -0.60425, -0.59057, -0.598, -0.57122, -0.68639, -0.68924, -0.77858, -0.77858, -0.60553];11,793602;1699;1498,666667;12,05964733;0,074646959;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;13;50words;1.0;[-0.53702, -0.66847, -0.61673, -0.60425, -0.66847, -0.68639, -0.598, -0.68329, -0.68035, -0.68924, -0.76412, -0.60553, -0.69535];11,600582;17154;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;13;50words;1.0;[-0.64285, -0.53702, -0.67784, -0.60425, -0.61673, -0.5851, -0.68639, -0.72626, -0.598, -0.57886, -0.08134, -0.056212, -0.61202];13,82183;16328;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;13;50words;1.0;[-0.54767, -0.52333, -0.6723, -0.61673, -0.66982, -0.59057, -0.57886, -0.68329, -0.70681, -0.68924, -0.61767, -0.69306, -0.74562];11,500342;12048;15176,66667;12,30758467;0,096740897;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;13;50words;1.0;[-0.66847, -0.61673, -0.54767, -0.64285, -0.65415, -0.66523, -0.67607, -0.68919, -0.70681, -0.040772, -0.69306, -0.6944, -0.77858];12,672058;34;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;13;50words;1.0;[-0.60425, -0.66982, -0.54767, 0.16321, -0.67784, 0.087737, -0.57886, -0.68919, -0.59057, -0.72626, -0.60553, -0.76412, -0.61767];14,346196;36;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;13;50words;1.0;[-0.66847, -0.54767, -0.55586, -0.56249, -0.66523, -0.57886, 0.016655, -0.68924, -0.72626, -0.60553, -0.61202, -0.61767];15,523112;34;34,66666667;14,18045533;0,263634232;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;13;50words;1.0;[-0.66847, -0.53702, -0.54767, -0.55586, -0.56249, -0.68035, -0.67607, -0.68919, -0.59057, -0.040772, -0.69306, -0.6944, -0.08134];13,573358;357;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;13;50words;1.0;[-0.66847, -0.53702, -0.63031, -0.67519, -0.65415, -0.57122, -0.67607, -0.5851, -0.59057, -0.69147, -0.74562, -0.61202, -0.77858];11,686662;353;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;13;50words;1.0;[-0.60425, 0.2502, -0.63031, -0.55586, -0.67784, -0.68035, -0.57886, -0.5851, -0.70681, -0.69147, -0.60553, -0.6944, -0.61767];12,909162;354;354,6666667;12,72306067;0,133764369;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;13;50words;1.0;[-0.52333, -0.53702, -0.6723, -0.64285, -0.65415, -0.68035, -0.68329, -0.68919, -0.68924, -0.72626, -0.74562, -0.6944, -0.69535];11,530922;3567;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;13;50words;1.0;[-0.52333, -0.53702, -0.6723, -0.55586, -0.56249, -0.66523, -0.57886, -0.5851, -0.59057, -0.69147, -0.60553, -0.6944, -0.69535];11,305942;3601;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;13;50words;1.0;[-0.60425, -0.61673, -0.63031, -0.64285, -0.65415, -0.66523, -0.68329, -0.68919, -0.68924, -0.598, -0.74562, -0.61202, -0.69535];11,347122;3598;3588,666667;11,394662;0,015389466;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;13;50words;1.0;[-0.52333, -0.61673, -0.6723, -0.57122, -0.57886, -0.68919, -0.68924, -0.72626, -0.69306, -0.069328, -0.77858];18,582486;26;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;13;50words;1.0;[-0.52333, -0.61673, -0.63031, -0.67519, -0.56249, -0.57886, -0.68924, -0.69147, -0.60553, -0.77858];20,370402;26;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;13;50words;1.0;[-0.66847, -0.53702, -0.63031, -0.55586, -0.67784, -0.57886, -0.68919, -0.70681, -0.72626, -0.69306, -0.61767];17,404252;26;26;18,78571333;0,674013273;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;13;50words;1.0;[-0.66847, -0.53702, -0.54767, -0.65415, -0.66523, -0.68919, -0.59057, -0.598, -0.60553, -0.76412, -0.69535];17,460742;261;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;13;50words;1.0;[-0.61673, 0.20681, -0.64285, -0.67784, -0.57122, -0.67607, -0.68639, -0.70681, -0.040772, -0.60553, -0.6944, -0.61767];16,923288;280;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;13;50words;1.0;[-0.52333, 0.2502, -0.54767, -0.55586, -0.67784, -0.57122, -0.57886, -0.68639, -0.59057, -0.72626, -0.74562, -0.76412];16,138172;263;268;16,840734;0,500694264;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;13;50words;1.0;[-0.52333, -0.53702, -0.54767, -0.55586, -0.67784, -0.68035, -0.57886, -0.68919, -0.69147, -0.69306, -0.61202, -0.69535];14,183272;2726;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;13;50words;1.0;[-0.52333, -0.61673, -0.6723, -0.64285, -0.65415, -0.57122, -0.68329, -0.5851, -0.59057, -0.598, -0.60553, -0.08134];15,296342;2674;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;13;50words;1.0;[0.29372, -0.53702, -0.54767, -0.64285, -0.65415, -0.68035, -0.68329, -0.68919, -0.68924, -0.72626, -0.60553, -0.6944, -0.61767];12,975922;2686;2695,333333;14,15184533;0,261084767;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;13;50words;1.0;[-0.66847, -0.66982, -0.67784, -0.68035, -0.67607, -0.5851, -0.59057, -0.69147, -0.056212, -0.76412];21,74354;20;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;13;50words;1.0;[-0.66847, -0.54767, -0.55586, -0.67784, -0.57886, -0.59057, -0.69147, -0.056212, -0.76412, -0.77858];21,759768;20;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;13;50words;1.0;[-0.66847, 0.2502, -0.67519, -0.67607, -0.68919, -0.68924, -0.69147, -0.74562, -0.61202, -0.69535];22,437155;20;20;21,98015433;0,958673032;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;13;50words;1.0;[-0.52333, -0.61673, -0.64285, -0.56249, 0.087737, -0.57886, -0.70681, -0.69147, -0.056212, -0.76412, -0.69535];19,860992;208;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;13;50words;1.0;[-0.52333, -0.53702, -0.63031, -0.67519, -0.65415, -0.68035, -0.67607, -0.5851, -0.59057, -0.598, -0.60553];17,189062;211;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;13;50words;1.0;[-0.60425, -0.61673, -0.6723, 0.12419, -0.68035, -0.67607, -0.68919, -0.598, -0.74562, -0.6944, -0.69535];18,804168;205;208;18,618074;0,659074768;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;13;50words;1.0;[-0.52333, -0.66982, -0.55586, -0.56249, -0.66523, 0.051007, -0.5851, -0.68924, -0.72626, -0.74562, -0.61202];18,7189;2144;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;13;50words;1.0;[-0.66847, -0.61673, -0.63031, -0.64285, -0.56249, -0.66523, -0.67607, -0.68924, -0.69147, -0.74562, -0.6944, -0.69535];14,350962;2109;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;13;50words;1.0;[-0.60425, -0.63031, -0.67519, -0.65415, -0.57122, -0.68329, -0.015915, -0.72626, -0.056212, -0.6944, -0.61767];19,562708;2105;2119,333333;17,54419;0,563379915;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;13;50words;1.0;[-0.52333, -0.6723, -0.64285, -0.68035, -0.5851, -0.68924, -0.598, -0.69306, -0.61202];23,351722;16;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;13;50words;1.0;[0.29372, 0.2502, -0.6723, 0.16321, -0.56249, -0.57886, -0.5851, -0.59057, -0.72626, -0.69535];25,389713;16;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;13;50words;1.0;[-0.60425, -0.66982, -0.54767, 0.16321, -0.65415, -0.68035, -0.68639, -0.74562, -0.61767];25,183142;16;16;24,64152567;1,195830432;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;13;50words;1.0;[-0.52333, -0.66982, -0.6723, 0.16321, -0.65415, -0.66523, -0.5851, -0.72626, -0.74562, -0.61767];22,171298;172;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;13;50words;1.0;[0.29372, -0.53702, -0.63031, -0.55586, -0.67784, -0.67607, -0.5851, -0.59057, -0.69147, -0.76412];22,083852;173;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;13;50words;1.0;[-0.53702, -0.63031, -0.55586, -0.56249, -0.66523, -0.67607, 0.016655, -0.015915, -0.74562, -0.6944, -0.08134];20,814076;174;173;21,689742;0,932794105;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;13;50words;1.0;[-0.66847, -0.63031, -0.64285, -0.65415, -0.66523, -0.68639, -0.59057, -0.60553, -0.6944, -0.69535];20,223232;1723;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;13;50words;1.0;[-0.60425, -0.54767, -0.67519, -0.56249, -0.68035, -0.68329, -0.5851, -0.68924, -0.60553, -0.08134];21,298342;1746;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;13;50words;1.0;[-0.66847, -0.53702, -0.54767, -0.67519, -0.56249, -0.70681, -0.69147, -0.60553, -0.6944, -0.61767];20,420762;1740;1736,333333;20,64744533;0,83991403;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;13;50words;1.0;[-0.61767];49,25774;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;13;50words;1.0;[-0.61767];49,25774;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;13;50words;1.0;[-0.61767];49,25774;10;10;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;13;50words;1.0;[-0.61767];49,25774;105;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;13;50words;1.0;[-0.61767];49,25774;109;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;13;50words;1.0;[-0.61767];49,25774;111;108,3333333;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;13;50words;1.0;[-0.61767];49,25774;1103;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;13;50words;1.0;[-0.61767];49,25774;1101;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;13;50words;1.0;[-0.61767];49,25774;1118;1107,333333;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;8;8,333333333;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;83;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;83;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;83;83;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;883;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;876;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;876;878,3333333;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;7;7;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;76;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;75;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;77;76;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;771;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;781;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;773;775;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;6;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;6;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;13;50words;1.0;[-0.61202];49,25774;6;6;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;71;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;70;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;13;50words;1.0;[-0.61202];49,25774;70;70,33333333;49,25774;3,389405346;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;713;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;709;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;13;50words;1.0;[-0.61202];49,25774;730;717,3333333;49,25774;3,389405346;
Generic MSM-Mean EA: generations:10000;4;13;50words;1.0;[-0.57886, -0.5851, -0.63031, -0.57122, -0.59057, -0.63031, -0.57886, -0.598, -0.68639, -0.61767, -0.61673, -0.66982, -0.67519];11,221962;45;;;;
Generic MSM-Mean EA: generations:10000;4;13;50words;1.0;[-0.5851, -0.57886, -0.56249, -0.61673, -0.59057, -0.59057, -0.5851, -0.61673, -0.61202, -0.65415, -0.67607, -0.64285, -0.68035];11,221962;45;;;;
