heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;14;50words;1.0;[1.0293, 1.0293, 1.3719, 1.6112, 1.768, 1.9427, 1.9427, 1.9497, 1.9497, 1.2803];70,533027;6;;;;
Buckets MSM-Mean: bucketsize:2;5;14;50words;1.0;[1.0293, 1.0293, 1.3719, 1.6112, 1.768, 1.9427, 1.9427, 1.9497, 1.9497, 1.2803];70,533027;6;;;;
Buckets MSM-Mean: bucketsize:2;5;14;50words;1.0;[1.0293, 1.0293, 1.3719, 1.6112, 1.768, 1.9427, 1.9427, 1.9497, 1.9497, 1.2803];70,533027;6;6;70,533027;68,89905367;2,3715%
Buckets MSM-Mean: bucketsize:3;5;14;50words;1.0;[1.0293, 1.0293, 1.5038, 2.1965, 2.2737, 2.2737, 1.9995, 1.9995, 1.9995, 1.2803];71,119226;138;;;;
Buckets MSM-Mean: bucketsize:3;5;14;50words;1.0;[1.0293, 1.0293, 1.5038, 2.1965, 2.2737, 2.2737, 1.9995, 1.9995, 1.9995, 1.2803];71,119226;138;;;;
Buckets MSM-Mean: bucketsize:3;5;14;50words;1.0;[1.0293, 1.0293, 1.5038, 2.1965, 2.2737, 2.2737, 1.9995, 1.9995, 1.9995, 1.2803];71,119226;137;137,6666667;71,119226;68,89905367;3,2224%
Buckets MSM-Mean: bucketsize:4;5;14;50words;1.0;[1.0293, 1.0293, 1.6112, 2.1781, 2.1781, 1.9995, 1.9995, 1.2803];70,304066;1154;;;;
Buckets MSM-Mean: bucketsize:4;5;14;50words;1.0;[1.0293, 1.0293, 1.6112, 2.1781, 2.1781, 1.9995, 1.9995, 1.2803];70,304066;1147;;;;
Buckets MSM-Mean: bucketsize:4;5;14;50words;1.0;[1.0293, 1.0293, 1.6112, 2.1781, 2.1781, 1.9995, 1.9995, 1.2803];70,304066;1146;1149;70,304066;68,89905367;2,0392%
Buckets MSM-Mean: bucketsize:5;5;14;50words;1.0;[1.0293, 1.0293, 1.3719, 2.1164, 2.1965, 2.1965, 2.1781, 1.9995, 2.058, 2.058, 2.058];71,061056;5151;;;;
Buckets MSM-Mean: bucketsize:5;5;14;50words;1.0;[1.0293, 1.0293, 1.3719, 2.1164, 2.1965, 2.1965, 2.1781, 1.9995, 2.058, 2.058, 2.058];71,061056;5154;;;;
Buckets MSM-Mean: bucketsize:5;5;14;50words;1.0;[1.0293, 1.0293, 1.3719, 2.1164, 2.1965, 2.1965, 2.1781, 1.9995, 2.058, 2.058, 2.058];71,061056;5160;5155;71,061056;68,89905367;3,1379%
