heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.49166, -0.44761, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.65608, 0.65608, 0.50658, 0.50658];67,489768;10;;;;
Buckets MSM-Mean: bucketsize:2;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.49166, -0.44761, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.65608, 0.65608, 0.50658, 0.50658];67,489768;10;;;;
Buckets MSM-Mean: bucketsize:2;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.49166, -0.44761, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.65608, 0.65608, 0.50658, 0.50658];67,489768;10;10;67,489768;67,41062133;0,1174%
Buckets MSM-Mean: bucketsize:3;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.49166, -0.49166, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.65608, 0.56086, 0.50658, 0.60983];67,533818;247;;;;
Buckets MSM-Mean: bucketsize:3;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.49166, -0.49166, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.65608, 0.56086, 0.50658, 0.60983];67,533818;247;;;;
Buckets MSM-Mean: bucketsize:3;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.49166, -0.49166, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.65608, 0.56086, 0.50658, 0.60983];67,533818;249;247,6666667;67,533818;67,41062133;0,1828%
Buckets MSM-Mean: bucketsize:4;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.53771, -0.49166, -0.44761, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.71633, 0.65608, 0.50658, 0.50658];67,489768;1974;;;;
Buckets MSM-Mean: bucketsize:4;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.53771, -0.49166, -0.44761, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.71633, 0.65608, 0.50658, 0.50658];67,489768;1962;;;;
Buckets MSM-Mean: bucketsize:4;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.53771, -0.49166, -0.44761, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.71633, 0.65608, 0.50658, 0.50658];67,489768;1975;1970,333333;67,489768;67,41062133;0,1174%
Buckets MSM-Mean: bucketsize:5;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.51993, -0.51993, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.50658];67,583128;9692;;;;
Buckets MSM-Mean: bucketsize:5;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.51993, -0.51993, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.50658];67,583128;9689;;;;
Buckets MSM-Mean: bucketsize:5;5;22;50words;1.0;[-0.57693, -0.57134, -0.56335, -0.55415, -0.53771, -0.51993, -0.51993, -0.51993, -0.38291, -0.28383, -0.14305, 0.053328, 0.31834, 0.65889, 0.79939, 0.7701, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.50658];67,583128;9694;9691,666667;67,583128;67,41062133;0,2559%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;22;50words;1.0;[-0.57693, -0.70193, -0.82232, -0.55415, -0.69138, -0.68639, -0.67901, -0.49166, -0.65066, -0.28383, -0.24633, -0.24633, 0.31834, 0.80102, 0.7701, 0.42319, 0.99568, 0.87865, 1.2386, 0.47118, 0.60983, 0.60983];70,663536;148;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;22;50words;1.0;[-0.83971, -0.83603, -0.82232, -0.56335, -0.53771, -0.68639, -0.6697, -0.44761, -0.38291, -0.65172, -0.14305, -0.24633, 0.80102, 0.80783, 0.7701, 0.65994, 0.87865, 0.87865, 0.65608, 0.56086, 0.39387, 0.39387];70,471746;150;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;22;50words;1.0;[-0.57134, -0.57134, -0.69913, 0.4262, -0.79532, -0.53771, -0.6697, -0.44761, -0.65066, -0.5499, -0.14305, -0.61693, 0.18476, 0.18476, 0.65994, 1.0804, 0.99568, 0.64453, 0.47118, 0.56086, 0.60983, 0.39387];72,6452;140;146;71,26016067;67,41062133;5,7106%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;22;50words;1.0;[0.2275, -0.70193, 0.4262, -0.69488, -0.53771, -0.68639, -0.67901, -0.72024, -0.38291, -0.38291, -0.14305, 0.053328, 0.80783, 0.18476, 1.2245, 0.42319, 0.87865, 0.99568, 0.47118, 0.56086, 0.33847, 0.29686];73,658448;1415;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;22;50words;1.0;[-0.70193, -0.57134, 0.37743, -0.69488, -0.68639, -0.53771, -0.49166, -0.67901, -0.38291, -0.28383, -0.41674, -0.24633, 0.18476, -0.041712, 1.0804, 0.7701, 0.71633, 0.99568, 0.65608, 0.65608, 0.39387, 0.33847];71,639372;1460;;;;
