heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;25;50words;1.0;[1.9497, 1.9497, 1.2803, 0.85655, 0.47391, 0.17897, -0.006781, -0.065157, -0.11353, -0.17756, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.31874, -0.31874, -0.33521];117,260389;11;;;;
Buckets MSM-Mean: bucketsize:2;5;25;50words;1.0;[1.9497, 1.9497, 1.2803, 0.85655, 0.47391, 0.17897, -0.006781, -0.065157, -0.11353, -0.17756, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.31874, -0.31874, -0.33521];117,260389;10;;;;
Buckets MSM-Mean: bucketsize:2;5;25;50words;1.0;[1.9497, 1.9497, 1.2803, 0.85655, 0.47391, 0.17897, -0.006781, -0.065157, -0.11353, -0.17756, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.31874, -0.31874, -0.33521];117,260389;10;10,33333333;117,260389;114,7220647;2,2126%
Buckets MSM-Mean: bucketsize:3;5;25;50words;1.0;[1.9995, 1.9995, 1.9995, 1.0659, 0.47391, 0.073069, -0.065157, -0.11353, -0.14846, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.30166, -0.30166, -0.31874, -0.33521];116,181396;276;;;;
Buckets MSM-Mean: bucketsize:3;5;25;50words;1.0;[1.9995, 1.9995, 1.9995, 1.0659, 0.47391, 0.073069, -0.065157, -0.11353, -0.14846, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.30166, -0.30166, -0.31874, -0.33521];116,181396;275;;;;
Buckets MSM-Mean: bucketsize:3;5;25;50words;1.0;[1.9995, 1.9995, 1.9995, 1.0659, 0.47391, 0.073069, -0.065157, -0.11353, -0.14846, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.30166, -0.30166, -0.31874, -0.33521];116,181396;275;275,3333333;116,181396;114,7220647;1,2721%
Buckets MSM-Mean: bucketsize:4;5;25;50words;1.0;[1.9995, 2.058, 2.058, 2.058, 0.85655, 0.17897, -0.065157, -0.11353, -0.14846, -0.17756, -0.21943, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.30166, -0.31874, -0.33521];115,712896;2319;;;;
Buckets MSM-Mean: bucketsize:4;5;25;50words;1.0;[1.9995, 2.058, 2.058, 2.058, 0.85655, 0.17897, -0.065157, -0.11353, -0.14846, -0.17756, -0.21943, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.30166, -0.31874, -0.33521];115,712896;2311;;;;
Buckets MSM-Mean: bucketsize:4;5;25;50words;1.0;[1.9995, 2.058, 2.058, 2.058, 0.85655, 0.17897, -0.065157, -0.11353, -0.14846, -0.17756, -0.21943, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.30166, -0.31874, -0.33521];115,712896;2315;2315;115,712896;114,7220647;0,8637%
Buckets MSM-Mean: bucketsize:5;5;25;50words;1.0;[1.9995, 2.058, 2.058, 2.058, 0.65713, -0.006781, -0.065157, -0.11353, -0.14846, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.30166, -0.31874, -0.33521];115,59124;11928;;;;
Buckets MSM-Mean: bucketsize:5;5;25;50words;1.0;[1.9995, 2.058, 2.058, 2.058, 0.65713, -0.006781, -0.065157, -0.11353, -0.14846, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.30166, -0.31874, -0.33521];115,59124;11956;;;;
Buckets MSM-Mean: bucketsize:5;5;25;50words;1.0;[1.9995, 2.058, 2.058, 2.058, 0.65713, -0.006781, -0.065157, -0.11353, -0.14846, -0.17756, -0.20211, -0.21943, -0.23801, -0.25327, -0.26869, -0.28683, -0.30166, -0.31874, -0.33521];115,59124;11939;11941;115,59124;114,7220647;0,7576%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;25;50words;1.0;[1.7228, 1.9995, 2.1786, 2.1786, 2.2377, 2.2956, -0.80498, -0.80315, 0.31163, 0.31163, 0.073069, 0.073069, -0.11353, -0.87209, -0.14846, -0.17756, -0.92879, -0.92879, -1.0396, -0.9522, -0.95678, -1.0525, 0.2178, -1.0083, -0.33521];125,526108;180;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;25;50words;1.0;[2.058, 1.9497, 2.1786, 2.3918, 1.0659, 0.85655, 0.65713, 0.65713, 0.31163, 0.31163, -0.006781, 0.073069, -0.065157, -0.87209, -0.17756, -0.17756, -0.92879, -0.20211, -0.25327, -0.9522, -0.26869, -1.0525, -1.0406, -0.31874, -0.96585];125,789238;200;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;25;50words;1.0;[1.9497, 1.9995, 2.1786, 2.1786, 1.0659, 1.0659, -0.80315, -0.80315, -0.80347, -0.80615, -0.86409, -0.87708, -0.065157, -0.11353, -0.93981, -0.90693, -0.97084, -0.92879, 0.52154, -0.9522, -1.0522, -1.0525, -0.31874, 0.1357, 1.9751];130,871397;179;186,3333333;127,395581;114,7220647;11,0471%
