heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;11;;;;
Buckets MSM-Mean: bucketsize:2;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;11;;;;
Buckets MSM-Mean: bucketsize:2;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;11;11;50,58385;50,58385;0,0000%
Buckets MSM-Mean: bucketsize:3;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;278;;;;
Buckets MSM-Mean: bucketsize:3;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;278;;;;
Buckets MSM-Mean: bucketsize:3;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;279;278,3333333;50,58385;50,58385;0,0000%
Buckets MSM-Mean: bucketsize:4;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;2368;;;;
Buckets MSM-Mean: bucketsize:4;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;2364;;;;
Buckets MSM-Mean: bucketsize:4;5;24;50words;1.0;[-0.71136, -0.53432, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,58385;2364;2365,333333;50,58385;50,58385;0,0000%
Buckets MSM-Mean: bucketsize:5;5;24;50words;1.0;[-0.71136, -0.71136, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,76089;10076;;;;
Buckets MSM-Mean: bucketsize:5;5;24;50words;1.0;[-0.71136, -0.71136, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,76089;10106;;;;
Buckets MSM-Mean: bucketsize:5;5;24;50words;1.0;[-0.71136, -0.71136, -0.36799, -0.27255, -0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.62892, -0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.92182, -0.93115];50,76089;10098;10093,33333;50,76089;50,58385;0,3500%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;24;50words;1.0;[-0.71136, -0.71136, -0.36799, -0.27255, -0.31399, -0.056366, -0.39703, -0.39703, -0.47571, -0.51503, -0.55365, -0.55365, -0.62892, -0.83568, -0.23771, -0.88361, -0.91875, -0.89623, -0.90536, -0.93545, -0.8677, -0.26418, -0.40883, -0.88889];55,881894;171;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;24;50words;1.0;[-0.73345, -0.73345, -0.27255, -0.23137, -0.35611, -0.35611, -0.7825, -0.43675, -0.47571, -0.80205, -0.82314, -0.55365, -0.6662, -0.85029, -0.23771, -0.73504, -0.90155, -0.39866, -0.56697, -0.95341, -0.97466, -0.90961, -0.90109, -0.40883];55,79784;164;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;24;50words;1.0;[-0.73399, -0.73399, -0.73874, -0.27255, -0.12594, -0.35611, -0.43675, -0.43675, -0.47571, -0.51503, -0.55365, -0.82314, -0.62892, -0.85029, -0.31878, -0.88361, -0.47977, -0.91875, -0.90536, -0.66304, -0.91489, -0.97466, -1.1013, -0.90109];53,96432;192;175,6666667;55,21468467;50,58385;9,1548%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;24;50words;1.0;[-0.73399, -0.73399, -0.36799, -0.27255, -0.056366, -0.35611, -0.39703, -0.014801, -0.51503, -0.51503, -0.59154, -0.55365, -0.62892, -0.85029, -0.88361, -0.73504, -0.89623, -0.91875, -0.049013, -0.56697, -0.87417, -0.26418, -0.34839, -1.0315];58,830722;1571;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;24;50words;1.0;[-0.73399, -0.73345, -0.27255, -0.22943, -0.31399, -0.056366, -0.014801, -0.43675, -0.51503, -0.47571, -0.8123, -0.59154, -0.85029, -0.6662, -0.70192, -0.86637, -0.91875, -0.89623, -0.81787, -0.93545, -0.87417, -1.0006, -0.40883, -0.92182];54,624673;1730;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;24;50words;1.0;[-0.73345, -0.53432, -0.23137, -0.27255, -0.31399, -0.31399, -0.43675, 0.007477, -0.51503, -0.47571, -0.59154, -0.82314, -0.6662, -0.15898, -0.73504, -0.89557, -0.76532, -0.47977, -0.81787, -0.90157, -1.0006, -0.85766, -0.93115, -0.93115];53,188177;1737;1679,333333;55,54785733;50,58385;9,8134%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;24;50words;1.0;[-0.53432, -0.53432, -0.86577, -0.27255, -0.31399, -0.76283, -0.014801, -0.43675, -0.7919, -0.51503, -0.59154, -0.59154, -0.6662, -0.6662, -0.31878, -0.70192, -0.79311, -0.89821, -0.90536, -0.90157, -0.97466, -0.91489, -0.92182, -1.1013];53,553689;19705;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;24;50words;1.0;[-0.73399, -0.53432, -0.36799, -0.27255, -0.35611, -0.31399, -0.7825, -0.39703, -0.80205, -0.7919, -0.8938, -0.59154, -0.62892, -0.89539, -0.86637, -0.86637, -0.39866, -0.89821, -0.93545, -0.93545, -0.163, -1.0006, -1.1013, -1.0648];56,40266;17155;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;24;50words;1.0;[-0.53432, -0.53432, -0.86577, -0.22943, -0.35611, -0.056366, -0.43675, -0.7825, -0.89106, -0.80205, -0.59154, -0.8123, -0.83568, -0.6662, -0.86637, -0.70192, -0.79311, -0.47977, -0.83918, -0.90157, -0.87417, -0.91489, -1.0315, -0.97771];54,367394;19358;18739,33333;54,774581;50,58385;8,2847%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;24;50words;1.0;[-0.23137, -0.53432, -0.23137, -0.31399, -0.35611, -0.31399, -0.43675, -0.7825, -0.43675, -0.59154, -0.80205, -0.55365, -0.091416, -0.70192, -0.89539, -0.89623, -0.89623, -0.91875, -0.049013, -0.90961, -0.76426, -1.0006, -0.88889, -1.0648];56,071045;208;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;24;50words;1.0;[-0.53432, -0.73874, -0.15041, -0.31399, -0.31399, -0.7456, -0.77293, -0.7825, -0.43675, -0.82314, -0.55365, -0.8123, -0.62892, -0.86637, -0.70192, -0.73504, -0.89623, -0.91875, 0.07707, -0.56697, -0.56697, -0.26418, -0.97771, -0.34839];61,27535;177;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;24;50words;1.0;[-0.15041, -0.71136, -0.36799, -0.27255, -0.22943, -0.7536, -0.43675, -0.88412, -0.89106, -0.59154, -0.51503, -0.80205, -0.6662, -0.15898, -0.70192, -0.73504, -0.47977, -0.89569, -0.76426, -0.95341, -0.81787, -0.87417, -0.34839, -1.1013];56,9847;216;200,3333333;58,110365;50,58385;14,8793%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;24;50words;1.0;[-0.71136, -0.36799, -0.36799, -0.35611, -0.76283, -0.27255, 0.015437, -0.77293, -0.47571, -0.82314, -0.0064588, -0.51503, -0.23771, -0.62892, -0.62892, -0.89569, -0.89821, -0.73504, -0.95341, -0.56697, -0.90536, -0.87417, -0.93115, -0.92182];54,986384;2132;;;;
