heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:5;5;26;50words;1.0;[-0.57886, -0.5851, -0.59057, -0.598, -0.60553, -0.61202, -0.61767, -0.62404, -0.6301, -0.63368, -0.63404, -0.63123, -0.62446, -0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103];49,674223;12060;;;;
Buckets MSM-Mean: bucketsize:5;5;26;50words;1.0;[-0.57886, -0.5851, -0.59057, -0.598, -0.60553, -0.61202, -0.61767, -0.62404, -0.6301, -0.63368, -0.63404, -0.63123, -0.62446, -0.61098, -0.59001, -0.56179, -0.52754, -0.49295, -0.52637, -0.55923, -0.59418, -0.60334, -0.53546, -0.46369, -0.39122, -0.32103];49,674223;12104;12078,66667;49,674223;49,674223;0,0000%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;26;50words;1.0;[-0.5851, -0.5851, -0.598, -0.598, -0.6944, -0.61202, -0.62404, -0.77858, -0.63368, -0.69582, -0.69676, -0.63123, -0.33871, -0.62446, -0.70223, -0.59001, -0.70223, -0.70137, -0.71234, -0.43831, -0.69524, -0.63428, -0.46369, -0.71702, -0.097086, -0.32103];52,251177;176;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;26;50words;1.0;[-0.5851, -0.5851, -0.598, -0.598, -0.69306, -0.60553, -0.61767, -0.61767, -0.63368, -0.63368, -0.81274, -0.63404, -0.61098, -0.62446, -0.70181, -0.59001, -0.70223, -0.52754, -0.71234, -0.43831, -0.27465, -0.33146, -0.69427, -0.21607, -0.39122, -0.037376];52,348097;156;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;26;50words;1.0;[-0.67607, -0.68919, -0.68924, -0.59057, -0.60553, -0.61202, -0.69576, -0.62404, -0.6301, -0.6301, -0.63404, -0.63404, -0.6998, -0.29618, -0.37929, -0.59001, -0.45901, -0.70137, -0.52637, -0.38577, -0.69429, -0.60334, -0.21607, -0.53546, -0.32103, -0.39122];51,931483;196;176;52,176919;49,674223;5,0382%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;26;50words;1.0;[-0.5851, -0.67607, -0.59057, -0.69147, -0.69306, -0.61202, -0.62404, -0.61767, -0.6301, -0.69582, -0.63123, -0.63123, -0.62446, -0.61098, -0.56179, -0.37929, -0.70223, -0.48607, -0.71234, -0.55923, -0.59418, -0.59418, -0.53546, -0.15624, -0.097086, -0.32103];51,326267;1794;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;26;50words;1.0;[-0.67607, -0.57886, -0.68924, -0.59057, -0.6944, -0.60553, -0.62404, -0.61767, -0.6301, -0.6301, -0.63404, -0.69824, -0.61098, -0.61098, -0.70181, -0.70223, -0.70137, -0.70223, -0.43831, -0.69958, -0.63428, -0.66291, -0.46369, -0.69461, -0.097086, -0.39122];51,772747;1840;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;26;50words;1.0;[-0.67607, -0.57886, -0.59057, -0.69147, -0.6944, -0.6944, -0.62404, -0.69576, -0.63368, -0.69594, -0.69824, -0.63123, -0.62446, -0.62446, -0.4201, -0.4201, -0.70137, -0.52754, -0.69723, -0.71234, -0.69524, -0.69429, -0.46369, -0.46369, -0.39122, -0.037376];51,875967;1903;1845,666667;51,658327;49,674223;3,9942%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;26;50words;1.0;[-0.57886, -0.68639, -0.68924, -0.59057, -0.6944, -0.60553, -0.69535, -0.69576, -0.6301, -0.69582, -0.21441, -0.63404, -0.6998, -0.62446, -0.37929, -0.4201, -0.48607, -0.79947, -0.43831, -0.43831, -0.33146, -0.69524, -0.46369, -0.71702, -0.39122, -0.69373];53,067633;18467;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;26;50words;1.0;[-0.57886, -0.68639, -0.59057, -0.72626, -0.61202, -0.60553, -0.62404, -0.61767, -0.63368, -0.63368, -0.69676, -0.69824, -0.70107, -0.62446, -0.70181, -0.56179, -0.48607, -0.49295, -0.71234, -0.38577, -0.27465, -0.33146, -0.71702, -0.46369, -0.32103, -0.037376];52,133647;18674;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;26;50words;1.0;[-0.5851, -0.5851, -0.70681, -0.598, -0.61202, -0.76412, -0.61767, -0.61767, -0.6301, -0.80675, -0.63404, -0.63123, -0.61098, -0.6998, -0.70181, -0.70181, -0.49295, -0.48607, -0.71234, -0.69723, -0.33146, -0.69429, -0.21607, -0.53546, -0.69457, -0.39122];52,514403;16863;18001,33333;52,57189433;49,674223;5,8334%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;26;50words;1.0;[-0.57886, -0.68924, -0.5851, -0.6944, -0.6944, -0.6944, -0.6301, -0.69576, -0.62404, -0.63404, -0.69594, -0.69594, -0.33871, -0.61098, -0.70107, -0.45901, -0.81255, -0.52754, -0.66291, -0.59418, -0.55923, -0.69427, -0.15624, -0.46369, -0.32103, -0.097086];52,559357;245;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;26;50words;1.0;[-0.57886, -0.68919, -0.5851, -0.61202, -0.60553, -0.69147, -0.69582, -0.69582, -0.69582, -0.69594, -0.63123, -0.63404, -0.6998, -0.59001, -0.61098, -0.81255, -0.70137, -0.49295, -0.59418, -0.71234, -0.66291, -0.21607, -0.46369, -0.71702, -0.39122, 0.42495];53,794805;207;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;26;50words;1.0;[-0.59057, -0.5851, 0.051007, -0.69147, -0.598, -0.598, -0.62404, -0.7893, -0.69576, -0.63404, -0.63404, -0.63368, -0.70107, -0.6998, -0.61098, -0.70137, -0.70223, -0.45901, -0.69723, -0.66291, -0.69958, -0.15624, -0.71702, -0.21607, -0.39122, 0.42495];54,970496;184;212;53,774886;49,674223;8,2551%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;26;50words;1.0;[-0.5851, -0.57886, -0.67607, -0.6944, -0.69306, -0.61202, -0.79904, -0.61767, -0.79904, -0.69676, -0.25641, -0.63404, -0.59001, -0.81948, -0.61098, -0.52754, -0.70137, -0.4201, -0.66291, -0.52637, -0.71234, -0.67478, -0.53546, -0.69461, -0.39122, -0.32103];52,936163;2129;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;26;50words;1.0;[0.016655, -0.57886, -0.68919, -0.69147, -0.69147, -0.69306, -0.69576, -0.6301, -0.6301, -0.80675, -0.63404, -0.25641, -0.70107, -0.61098, -0.33871, -0.4201, -0.48607, -0.7802, -0.75171, -0.43831, -0.71234, -0.69461, -0.15624, -0.46369, 0.41522, -0.39122];55,84364;2026;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;26;50words;1.0;[-0.68639, -0.5851, -0.68919, -0.72626, -0.72626, -0.61202, -0.69576, -0.62404, -0.69535, -0.69594, -0.69676, -0.63123, -0.37929, -0.62446, -0.70181, -0.70223, -0.48607, -0.79947, -0.38577, -0.33146, -0.71234, -0.71702, -0.69427, -0.27465, -0.69457, -0.097086];53,726977;2078;2077,666667;54,16892667;49,674223;9,0484%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;26;50words;1.0;[-0.57886, -0.68329, -0.57886, -0.74562, -0.72626, -0.69306, -0.62404, -0.61767, -0.6301, -0.69676, -0.69824, -0.63123, -0.59001, -0.62446, -0.61098, -0.45901, -0.48607, -0.49295, -0.33146, -0.66291, -0.69723, -0.69461, -0.67478, -0.27465, -0.097086, -0.69457];52,602947;23213;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;26;50words;1.0;[-0.70681, -0.5851, -0.57886, -0.598, -0.61202, -0.69147, -0.69582, -0.69576, -0.69582, -0.80675, -0.63368, -0.63404, -0.59001, -0.61098, -0.62446, -0.49295, -0.52754, -0.81255, -0.59418, -0.69958, -0.43831, -0.69461, -0.63428, -0.69461, -0.39122, -0.32103];52,278173;23898;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;26;50words;1.0;[-0.67607, -0.68639, -0.67607, -0.598, -0.69306, -0.69306, -0.61767, -0.6301, -0.69582, -0.25641, -0.63404, -0.63123, -0.70107, -0.37929, -0.37929, -0.70223, -0.48607, -0.4201, -0.69723, -0.69524, -0.43831, -0.69429, -0.53546, -0.27465, -0.80637, -0.69457];53,451603;23206;23439;52,77757433;49,674223;6,2474%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;26;50words;1.0;[-0.69147, 0.016655, -0.69147, -0.68639, -0.61767, -0.69306, -0.7893, -0.69306, -0.69824, -0.6301, -0.13349, -0.69676, -0.62446, -0.70181, -0.4201, -0.61098, -0.43831, -0.70137, -0.75171, -0.49295, -0.60334, -0.53546, -0.53546, -0.69429, -0.76098, 0.41522];55,47515;219;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;26;50words;1.0;[-0.5851, -0.59057, -0.59057, -0.57886, -0.6944, -0.6944, -0.61202, -0.69535, -0.63404, -0.63123, -0.25641, -0.69582, -0.6998, -0.59001, -0.61098, -0.4201, -0.45901, -0.48607, -0.70223, -0.75171, -0.63428, -0.21607, -0.60334, -0.69429, -0.097086, -0.32103];52,437437;303;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;26;50words;1.0;[-0.67607, -0.68919, -0.67607, -0.59057, -0.76412, -0.69306, -0.62404, -0.60553, -0.69676, -0.69582, -0.69582, -0.69582, -0.59001, -0.37929, -0.70181, -0.29618, -0.52637, -0.45901, -0.7802, -0.69723, -0.15624, -0.53546, -0.69461, -0.59418, -0.037376, -0.097086];54,148851;272;264,6666667;54,02047933;49,674223;8,7495%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;26;50words;1.0;[-0.68924, -0.5851, -0.59057, -0.68639, -0.60553, -0.69535, -0.62404, -0.76412, -0.6301, -0.69594, -0.69582, -0.69824, -0.70181, -0.61098, -0.61098, -0.8217, -0.52754, -0.7802, -0.43831, -0.71234, -0.69461, -0.21607, -0.33146, -0.69427, 0.41522, -0.39122];54,810555;2843;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;26;50words;1.0;[-0.598, -0.68639, -0.72626, -0.598, -0.74562, -0.69576, -0.6944, -0.61767, -0.63404, -0.13349, -0.69824, -0.63123, -0.81255, -0.4201, -0.70181, -0.61098, -0.55923, -0.7802, -0.69958, -0.70137, -0.63428, -0.46369, -0.69461, -0.66291, -0.037376, 0.42495];55,392369;2547;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;26;50words;1.0;[-0.598, -0.598, -0.57886, -0.59057, -0.069328, -0.69576, -0.61767, -0.62404, -0.63368, -0.13349, -0.63404, -0.63123, -0.62446, -0.59001, -0.37929, -0.62446, -0.7802, -0.70137, -0.43831, -0.49295, -0.60334, -0.59418, -0.53546, -0.69461, -0.76098, -0.69457];53,119575;2582;2657,333333;54,440833;49,674223;9,5957%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;26;50words;1.0;[-0.68639, -0.67607, -0.040772, -0.68919, -0.69535, -0.61767, -0.62404, -0.74562, -0.69676, -0.81274, -0.69594, -0.63123, -0.37929, -0.4201, -0.59001, -0.56179, -0.71234, -0.38577, -0.75171, -0.7802, -0.69461, -0.69427, -0.46369, -0.67478, 0.42495, -0.80637];56,472353;24775;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;26;50words;1.0;[-0.57886, -0.67607, -0.57886, -0.68639, -0.7893, -0.60553, -0.61202, -0.69306, -0.80675, -0.69824, -0.63368, -0.63368, -0.59001, -0.6998, -0.6998, -0.37929, -0.69723, -0.45901, -0.71234, -0.69723, -0.69524, -0.60334, -0.53546, -0.46369, -0.76098, -0.69373];53,041383;30641;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;26;50words;1.0;[-0.57886, -0.68919, -0.68639, -0.68919, -0.61202, -0.69576, -0.69576, -0.77858, -0.63368, -0.69594, -0.63404, -0.80675, -0.62446, -0.70107, -0.70223, -0.70223, -0.38577, -0.7802, -0.71234, -0.79947, -0.21607, -0.21607, -0.69427, -0.69461, -0.097086, -0.76098];55,239177;26062;27159,33333;54,91763767;49,674223;10,5556%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;26;50words;1.0;[-0.60553, -0.68924, -0.68329, -0.040772, -0.056212, -0.6301, -0.69535, -0.69576, -0.17098, -0.6944, -0.8218, -0.33871, -0.81274, -0.63123, -0.70107, -0.70223, -0.70223, -0.48607, -0.69723, -0.48607, -0.69427, -0.69461, -0.39122, -0.15624, -0.33146, 0.42495];56,114861;328;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;26;50words;1.0;[0.016655, -0.598, -0.598, -0.015915, -0.67607, -0.69576, -0.63368, -0.63368, -0.69535, -0.6944, -0.81274, -0.61098, -0.8218, -0.70107, -0.33871, -0.52637, -0.75171, -0.56179, -0.48607, -0.7802, -0.66291, -0.15624, -0.69429, -0.39122, -0.39122, 0.42495];56,209249;364;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;26;50words;1.0;[-0.70681, -0.598, -0.040772, -0.57886, -0.59057, -0.69576, -0.69576, -0.6301, -0.17098, -0.76412, -0.33871, -0.6998, -0.69676, -0.63404, -0.59001, -0.70223, -0.38577, -0.7802, -0.71234, -0.70223, -0.60334, -0.39122, -0.33146, -0.15624, -0.67478, 0.42495];55,792233;326;339,3333333;56,038781;49,674223;12,8126%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;26;50words;1.0;[0.016655, -0.598, -0.68639, -0.69147, -0.68329, -0.7893, -0.61767, -0.69582, -0.6944, -0.69582, -0.25641, -0.81859, -0.59001, -0.81859, -0.37929, -0.45901, -0.48607, -0.4201, -0.52754, -0.81255, -0.69427, -0.60334, -0.60334, -0.21607, -0.21607, -0.037376];54,630682;3647;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;26;50words;1.0;[-0.57886, -0.59057, -0.68639, -0.69306, -0.68639, -0.69594, -0.69535, -0.69582, -0.7893, -0.63368, -0.69676, -0.63404, -0.70107, -0.8217, -0.69676, -0.81255, -0.70137, -0.49295, -0.71234, -0.48607, -0.60334, -0.27465, -0.15624, -0.21607, -0.69427, 0.42495];55,228675;3925;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;26;50words;1.0;[-0.68924, 0.016655, -0.67607, -0.59057, -0.5851, -0.69594, -0.61767, -0.76412, -0.10188, -0.61767, -0.21441, -0.37929, -0.61098, -0.69824, -0.62446, -0.52754, -0.7802, -0.45901, -0.71234, -0.81255, -0.33146, -0.15624, -0.69461, -0.69461, -0.39122, 0.42495];56,79043;3556;3709,333333;55,549929;49,674223;11,8285%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;26;50words;1.0;[-0.69147, -0.69306, -0.68329, -0.056212, -0.5851, -0.6301, -0.69594, -0.69535, -0.69535, -0.76412, -0.69824, -0.69676, -0.62446, -0.70181, -0.69676, -0.48607, -0.52754, -0.55923, -0.69723, -0.49295, -0.69524, -0.66291, -0.46369, -0.097086, -0.39122, -0.69373];53,041683;43997;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;26;50words;1.0;[-0.5851, -0.015915, -0.68919, -0.598, -0.68329, -0.7893, -0.61767, -0.62404, -0.69535, -0.6301, -0.8217, -0.63404, -0.25641, -0.37929, -0.59001, -0.49295, -0.4201, -0.71234, -0.70137, -0.48607, -0.69427, -0.63428, -0.63428, -0.60334, -0.71702, -0.69373];53,972638;35444;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;26;50words;1.0;[-0.598, -0.60553, -0.57886, -0.056212, -0.040772, -0.6944, -0.17098, -0.61767, -0.63368, -0.62404, -0.63404, -0.25641, -0.63123, -0.70107, -0.6998, -0.38577, -0.69723, -0.4201, -0.71234, -0.43831, -0.69429, -0.39122, -0.76098, -0.33146, -0.69524, 0.42495];55,959181;36504;38648,33333;54,32450067;49,674223;9,3616%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;26;50words;1.0;[-0.57886, 0.016655, -0.68924, -0.72626, -0.60553, -0.61202, -0.61767, -0.10188, -0.13349, -0.63368, -0.81274, -0.62446, -0.59001, -0.56179, -0.79947, -0.7802, 0.53441, -0.38577, -0.59418, -0.63428, -0.53546, -0.39122, -0.037376];64,684284;145;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;26;50words;1.0;[-0.68329, -0.68919, -0.70681, -0.69147, -0.69306, -0.61202, -0.77858, -0.10188, -0.69594, -0.81859, -0.6998, -0.33871, -0.56179, -0.52754, -0.52637, -0.69723, -0.66291, -0.60334, -0.71702, -0.69457, -0.80637];66,008811;148;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;26;50words;1.0;[0.051007, 0.016655, -0.598, -0.069328, -0.69535, -0.7893, -0.6301, -0.80675, -0.63404, -0.63123, -0.29618, -0.37929, -0.4201, -0.49295, -0.43831, -0.55923, -0.27465, -0.53546, -0.46369, -0.69457, -0.32103];67,325909;145;146;66,00633467;49,674223;32,8784%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;26;50words;1.0;[-0.67607, -0.68919, -0.040772, -0.60553, -0.76412, -0.7893, -0.6301, -0.63368, -0.81274, -0.69824, -0.62446, -0.33871, -0.81948, -0.81255, -0.45901, -0.48607, -0.52637, -0.66291, -0.27465, -0.67478, -0.71702, -0.39122, -0.69373];61,757511;1470;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;26;50words;1.0;[-0.67607, -0.68639, -0.59057, -0.72626, -0.61202, -0.61767, -0.10188, -0.79904, -0.69594, -0.63404, -0.69824, -0.62446, -0.61098, -0.70223, -0.49295, -0.75171, -0.66291, -0.60334, -0.69427, -0.15624, -0.097086, -0.037376];63,020165;1467;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;26;50words;1.0;[-0.68329, -0.68919, -0.70681, -0.72626, -0.69306, 0.86476, -0.7893, -0.6301, -0.69594, -0.21441, -0.63123, -0.6998, -0.70107, -0.59001, -0.70223, -0.70223, -0.75171, -0.38577, -0.33146, -0.27465, -0.21607, -0.69461, 0.41522, -0.037376];64,080509;1472;1469,666667;62,95272833;49,674223;26,7312%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;26;50words;1.0;[-0.57886, -0.68639, -0.69147, -0.056212, -0.61202, -0.77858, -0.69576, -0.6301, -0.63368, -0.63404, -0.81859, -0.62446, -0.33871, -0.81948, -0.56179, -0.70223, -0.49295, -0.69958, -0.71234, -0.27465, -0.67478, -0.46369, -0.097086];60,978073;14769;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;26;50words;1.0;[-0.68639, -0.70681, -0.598, -0.61202, -0.69535, -0.62404, 0.87773, -0.80675, -0.69676, -0.63123, -0.6998, -0.70107, -0.81948, -0.56179, -0.52754, -0.48607, -0.69958, -0.55923, -0.69524, -0.63428, -0.69427, -0.69461, -0.69373];63,107151;14807;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;26;50words;1.0;[0.051007, -0.68639, -0.015915, -0.040772, -0.74562, -0.76412, -0.61767, -0.10188, -0.13349, -0.69594, -0.81274, -0.63123, -0.6998, -0.37929, -0.4201, -0.45901, -0.49295, -0.69958, -0.38577, -0.69524, -0.27465, -0.53546, -0.39122, 0.42495];62,119203;14753;14776,33333;62,06814233;49,674223;24,9504%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;26;50words;1.0;[-0.67607, -0.68639, -0.040772, -0.74562, -0.069328, -0.08134, -0.62404, -0.17098, -0.69824, -0.8218, -0.70107, -0.37929, -0.70223, -0.49295, 0.53441, -0.60334, -0.69427, -0.39122, -0.69373];76,385873;111;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;26;50words;1.0;[-0.67607, -0.69147, -0.61767, -0.6301, -0.69594, -0.63404, -0.63123, -0.62446, -0.61098, -0.70181, -0.4201, -0.48607, -0.75171, -0.59418, -0.69429, -0.67478, -0.69373];74,630131;111;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;26;50words;1.0;[0.56297, -0.70681, -0.69147, -0.61202, -0.79904, -0.63404, -0.29618, -0.61098, -0.81948, -0.70223, -0.70137, -0.75171, -0.38577, -0.59418, -0.53546, -0.46369, -0.69457, -0.80637];75,815624;112;111,3333333;75,61054267;49,674223;52,2128%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;26;50words;1.0;[-0.67607, -0.68639, -0.015915, -0.69147, -0.60553, -0.61202, -0.77858, -0.7893, -0.69594, -0.63404, -0.69824, -0.62446, -0.4201, -0.49295, -0.69958, -0.71234, -0.33146, 0.41472, -0.76098];73,274596;1128;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;26;50words;1.0;[-0.68919, -0.69147, -0.74562, -0.69535, -0.7893, -0.6301, -0.69594, -0.25641, -0.6998, -0.61098, -0.4201, -0.79947, -0.70137, -0.52637, -0.38577, -0.63428, -0.71702, 0.41522, -0.80637];73,839101;1128;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;26;50words;1.0;[-0.57886, 0.64963, -0.68924, -0.72626, -0.61202, -0.77858, -0.62404, -0.6301, -0.69594, -0.62446, -0.81948, -0.70223, -0.52754, -0.48607, -0.43831, -0.66291, -0.71702, -0.39122, -0.32103];72,144631;1127;1127,666667;73,08610933;49,674223;47,1309%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;26;50words;1.0;[-0.57886, -0.68639, -0.015915, -0.598, -0.69306, -0.69535, -0.62404, -0.69594, -0.63404, -0.29618, -0.70107, -0.81948, -0.56179, -0.52754, -0.70137, -0.71234, -0.21607, -0.46369, 0.41522, -0.32103];70,302752;11263;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;26;50words;1.0;[0.051007, 0.016655, -0.68924, -0.72626, -0.74562, -0.61202, -0.69535, -0.69576, -0.63368, -0.69676, -0.69824, -0.29618, -0.70107, -0.37929, -0.79947, -0.43831, -0.38577, -0.59418, -0.46369, -0.69373];69,665903;11355;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;26;50words;1.0;[-0.57886, -0.68639, -0.70681, -0.056212, -0.61767, -0.62404, -0.6301, -0.80675, -0.62446, -0.61098, -0.45901, -0.49295, -0.69958, -0.71234, -0.69524, -0.63428, -0.21607, -0.46369, -0.097086];70,636229;11277;11298,33333;70,201628;49,674223;41,3241%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;26;50words;1.0;[-0.67607, -0.68639, -0.69147, -0.60553, -0.76412, -0.61767, -0.62404, -0.13349, -0.8218, -0.59001, -0.48607, -0.69958, -0.60334, -0.69461, -0.32103];81,809541;89;;;;
