heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;12;50words;1.0;[-0.81183, -0.81183, -0.66952, -0.65188, -0.81102, -0.64486, -0.79792, -0.79792, -0.76844, -0.76844, -0.82178, -0.73657];18,016015;7564;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;12;50words;1.0;[-0.79746, -0.79746, -0.65188, -0.68096, -0.66231, -0.70766, -0.79792, -0.79792, -0.76844, -0.80722, -0.73657, -0.73657];17,757395;7188;7393,666667;17,87752133;17,264615;3,5501%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;12;50words;1.0;[-0.90779, -0.81183, -0.6748, -0.68096, -0.68096, -0.68096, -0.78356, -0.78356, -0.77372, -0.7541, -0.82178, -0.82178];18,144825;52;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;12;50words;1.0;[-0.81183, -0.90779, -0.5886, -0.82223, -1.0184, -0.66231, -0.79142, -0.4624, -0.79792, -0.73657, -0.80722, -0.74298];19,658195;59;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;12;50words;1.0;[-0.67249, -0.9753, -0.65188, -0.70766, -0.73273, -1.0634, -0.55904, -0.55904, -0.76844, -0.11243, -0.82178, -0.74298];20,494014;70;60,33333333;19,43234467;17,264615;12,5559%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;12;50words;1.0;[-0.6748, -0.62042, -0.65188, -0.68096, -0.73273, -0.66952, -0.75464, -1.1454, -0.76844, -0.29739, -0.74298, -0.04298];19,811744;873;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;12;50words;1.0;[-0.93787, -0.81183, -0.65188, -0.81102, -0.73273, -0.81102, -0.61364, -0.77372, -1.158, -0.29739, -0.74298, -0.74298];19,987264;974;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;12;50words;1.0;[-0.6748, -0.6748, -0.79746, -0.81102, -0.66952, -0.64486, -0.76844, -0.78356, -0.61364, -0.73657, -0.7541, -0.11243];18,477585;596;814,3333333;19,425531;17,264615;12,5164%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;12;50words;1.0;[-0.6741, -0.6741, -0.9753, -0.81976, -1.0634, -0.73273, -0.76844, -0.79142, -0.55904, -0.83603, -0.7541, -0.80722];19,338604;10084;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;12;50words;1.0;[-0.90779, -0.9753, -0.6741, -1.0634, -0.70766, -0.68096, -1.1657, -0.79142, -0.79142, -0.83603, -0.29739, -0.80722];21,328834;9189;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;12;50words;1.0;[-0.67249, -0.67249, -0.90779, -0.81976, -0.66952, -0.70766, -0.79792, -0.75464, -0.61364, -0.82178, -0.7541, -0.7541];18,224154;8961;9411,333333;19,63053067;17,264615;13,7038%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;12;50words;1.0;[-0.62042, -0.81994, -0.62042, -0.65188, -0.66231, -0.66231, -0.79792, -0.77372, -0.79142, -0.4624, -0.83603, -0.73657];18,255684;112;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;12;50words;1.0;[-1.0184, -0.6741, -0.82223, -0.5886, -0.78356, -0.81976, -1.0634, -0.66231, -0.80722, -0.83603, -0.82178, -0.82178];20,185315;77;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;12;50words;1.0;[-0.6748, -0.81183, -0.9753, -0.65188, -0.81102, -0.73273, -0.70766, -0.70766, -0.73657, -0.83603, -0.83603, -0.7541];18,607135;96;95;19,01604467;17,264615;10,1446%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;12;50words;1.0;[-0.65188, -0.79746, -0.67249, -0.62042, -0.61364, -0.73273, -0.61364, -0.81976, -0.79142, -0.83603, -0.87861, -0.80722];18,502904;1129;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;12;50words;1.0;[-0.79746, -0.6741, -0.67249, -0.66952, -1.1083, -0.66231, -0.77372, -0.78356, -0.83603, -0.11243, -0.83603, -0.29739];20,294705;833;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;12;50words;1.0;[-0.67249, -0.82223, -0.65188, -0.90779, -0.81102, -1.0634, -0.77372, -0.78356, -0.83603, -0.7541, -0.76844, -0.79142];19,059244;1309;1090,333333;19,28561767;17,264615;11,7060%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;12;50words;1.0;[-0.82223, -0.6748, -0.65188, -0.81183, -0.79792, -0.81102, -0.75464, -0.64486, -0.73657, -1.0158, -0.4624, -0.80722];18,973135;11707;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;12;50words;1.0;[-0.65188, -0.6748, -0.5886, -0.66952, -0.64486, -0.73273, -0.64486, -0.77372, -0.80722, -0.76844, -0.7541, -0.80722];17,884094;10505;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;12;50words;1.0;[-0.62042, -0.6741, -0.81183, -0.79746, -0.81976, -0.61364, -0.70766, -0.73273, -0.7541, -0.87861, -0.79142, -0.11243];18,910645;9375;10529;18,58929133;17,264615;7,6728%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;12;50words;1.0;[-0.65188, -0.82223, -0.90779, -0.81183, -0.81976, -0.64486, -0.64486, -0.79792, -1.1098, -0.80722, -0.82178, -0.74298];19,477454;203;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;12;50words;1.0;[-0.6741, -0.70766, -0.6741, -0.79746, -0.9753, -0.76844, -0.76844, -0.78356, -0.79792, -0.81102, -0.83603, -0.83603];18,383064;203;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;12;50words;1.0;[-0.68096, -0.66231, -0.66231, -0.79746, -0.6748, -0.80722, -0.75464, -0.73273, -0.79142, -0.73273, -0.73657, -0.83603];17,707804;193;199,6666667;18,522774;17,264615;7,2875%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;12;50words;1.0;[-0.67249, -0.81994, -0.5886, -0.65188, -0.68096, -0.61364, -0.61364, -0.55904, -0.79792, -1.1083, -0.82178, -0.87861];19,572544;1847;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;12;50words;1.0;[-0.93787, -0.68096, -0.66231, -0.5886, -0.62042, -0.64486, -0.81102, -0.80722, -0.79792, -0.0073585, -0.82178, -0.076172];20,810958;1848;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;12;50words;1.0;[-0.79746, -0.6748, -0.82223, -0.90779, -0.81994, -0.76844, -0.78356, -0.76844, -0.61364, -0.64486, -0.11243, -0.87861];19,244585;1938;1877,666667;19,876029;17,264615;15,1258%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;12;50words;1.0;[-0.70766, -0.81976, -0.66231, -0.66231, -0.66952, -0.64486, -1.1098, -0.79142, -0.75464, -0.61364, -0.04298, 0.29485];21,407219;12398;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;12;50words;1.0;[-0.67249, -0.67249, -0.93787, -0.68096, -0.67249, -0.61364, -0.55904, -0.78356, 0.024474, -0.73273, 0.29485, -0.83603];22,707805;11543;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;12;50words;1.0;[-0.82223, -0.81976, -0.65188, -0.90779, -0.81994, -0.79792, -0.75464, -0.75464, -0.73273, -1.158, -0.04298, -0.11243];20,866668;21046;14995,66667;21,660564;17,264615;25,4622%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;12;50words;1.0;[-0.6748, -0.81183, -0.67249, -0.68096, -0.70766, -0.73273, -0.61364, -0.78356, -0.4624, -0.041241, -0.82178];22,022064;37;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;12;50words;1.0;[-0.90779, -0.6741, -0.9753, -0.66952, -0.70766, -0.64486, -0.75464, -0.78356, -0.76844, -0.076172, -0.87861];22,678142;37;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;12;50words;1.0;[-0.6748, -0.6741, -0.65188, -0.66952, -0.81976, -0.64486, -0.75464, -1.1657, -0.0073585, -0.7541, -0.04298, -0.83603];21,189903;37;37;21,96336967;17,264615;27,2161%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;12;50words;1.0;[-0.79746, -0.62042, -0.65188, -0.68096, -0.66231, -0.73273, -0.75464, -0.77372, -0.76844, -0.29739, -0.74298, -0.83603];18,063084;382;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;12;50words;1.0;[-0.90779, -0.93787, -0.9753, -0.66952, -0.70766, -0.81102, -0.61364, -0.55904, -0.79142, -0.29739, -0.74298, -0.73657];19,772744;381;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;12;50words;1.0;[-0.6748, -0.67249, -0.66952, -0.81976, -0.73273, -0.61364, -0.77372, -0.76844, -0.80722, -0.82178, -0.83603];20,699025;379;380,6666667;19,51161767;17,264615;13,0151%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;12;50words;1.0;[-0.79746, -0.6741, -0.65188, -0.66952, -0.66231, -0.73273, -0.61364, -0.55904, -0.79142, -0.7541, -0.74298, -0.73657];17,843335;3816;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;12;50words;1.0;[-0.6748, -0.62042, -0.67249, -0.68096, -0.66231, -0.81102, -0.61364, -0.77372, -0.79142, -0.80722, -0.076172, -0.87861];18,553042;3859;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;12;50words;1.0;[-0.79746, -0.81183, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.78356, -0.79142, -0.80722, -0.076172, -0.11243];18,901892;3867;3847,333333;18,43275633;17,264615;6,7661%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;12;50words;1.0;[-0.5886, -0.6741, -0.67249, -0.82223, -1.0634, -0.73273, -1.1454, -0.55904, -0.076172, -0.73657];27,076863;27;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;12;50words;1.0;[-0.62042, -0.81994, -0.68096, -0.81102, -0.75464, -0.76844, -0.7541, -1.0158, -0.83603];27,825205;28;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;12;50words;1.0;[-0.65188, -0.82223, -0.81976, -0.64486, -0.79792, -0.77372, -0.80722, -0.82178, -0.83603];27,420414;28;27,66666667;27,44082733;17,264615;58,9426%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;12;50words;1.0;[-0.5886, -0.6741, -0.81994, -0.82223, -0.70766, -1.1454, -0.77372, -1.158, -0.7541, -0.74298, -0.83603];22,914145;285;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;12;50words;1.0;[-0.90779, -0.81183, -0.67249, -0.68096, -1.0634, -1.1083, -0.61364, -0.78356, -0.76844, -0.7541, -0.11243];23,352844;288;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;12;50words;1.0;[-0.5886, -0.62042, -0.67249, -1.0184, -0.70766, -0.75464, -0.77372, -0.80722, -0.82178, -0.87861];24,637525;283;285,3333333;23,634838;17,264615;36,8976%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;12;50words;1.0;[-0.90779, -0.81183, -0.67249, -0.66952, -0.81976, -0.64486, -0.75464, -0.77372, -0.76844, -0.74298, -0.11243];21,601154;2897;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;12;50words;1.0;[-0.6748, -0.6741, -0.65188, -0.66952, -0.81976, -0.81102, -0.78356, -1.158, -0.7541, -0.82178, -0.73657];21,627214;2894;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;12;50words;1.0;[-0.5886, -0.62042, -0.81994, -1.0184, -0.66231, -0.73273, -0.61364, -0.78356, -0.79142, -0.076172, -0.87861];22,743032;2915;2902;21,99046667;17,264615;27,3730%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;12;50words;1.0;[-0.5886, -0.62042, -0.67249, -0.82223, -0.70766, -1.1083, -0.78356, -0.79142, -0.73657];28,115825;21;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;12;50words;1.0;[-0.5886, -0.93787, -0.81994, -0.66952, -0.70766, -0.64486, -1.1657, -0.80722, -1.0158, -0.11243];26,934465;21;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;12;50words;1.0;[-0.79746, -0.6741, -0.67249, -0.66952, -0.81102, -0.78356, -1.158, -0.7541, -0.83603];28,299164;21;21;27,78315133;17,264615;60,9254%
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;12;50words;1.0;[-0.5886, -0.81183, -1.0184, -0.70766, -0.73273, -0.75464, -0.78356, -0.76844, -0.7541, -0.04298];25,413894;220;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;12;50words;1.0;[-0.6748, -0.6741, -0.9753, -0.64486, -0.61364, -0.77372, -0.76844, -0.82178, -0.83603];27,870774;217;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;12;50words;1.0;[-0.79746, -0.81183, -0.65188, -0.82223, -0.70766, -0.78356, -0.4624, -0.80722, -0.04298, -0.11243];26,491078;219;218,6666667;26,59191533;17,264615;54,0255%
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;12;50words;1.0;[-0.62042, -0.65188, -0.82223, -0.70766, -0.73273, -0.78356, -0.79142, -0.7541, -0.82178, -0.87861];23,909035;2235;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.81976, -0.75464, -0.78356, -0.79142, -0.7541, -0.74298, -0.11243];24,274794;2239;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;12;50words;1.0;[-0.6748, -0.81994, -0.68096, -0.73273, -0.75464, -0.78356, -0.4624, -0.80722, -0.82178, -0.73657];24,238284;2267;2247;24,14070433;17,264615;39,8276%
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;12;50words;1.0;[-0.5886, -0.6741, -0.81994, -1.0184, -0.64486, -1.1454, -1.1657, -0.76844, -0.73657];30,150514;17;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;12;50words;1.0;[-0.62042, -0.81994, -0.81976, -0.73273, -0.61364, -0.77372, -0.79142, -1.1098];32,267484;18;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;12;50words;1.0;[-0.66952, -1.0634, 0.080886, -0.61364, -0.55904, -0.76844, -1.1098, -0.82178, -0.87861];31,992493;17;17,33333333;31,47016367;17,264615;82,2813%
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;12;50words;1.0;[-0.5886, -0.6741, -0.65188, -0.68096, -0.66231, -0.64486, -0.61364, -1.1657, -0.74298];28,547284;174;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;12;50words;1.0;[-0.5886, -0.81183, -0.81994, -0.82223, -0.70766, -0.77372, -0.4624, -0.7541, -0.076172, 0.29485];27,589743;174;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;12;50words;1.0;[-0.79746, -0.81994, -0.68096, -0.66231, -0.79792, -0.78356, -0.4624, -0.29739, -0.73657];28,384544;176;174,6666667;28,173857;17,264615;63,1884%
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;12;50words;1.0;[-0.5886, -0.93787, -0.67249, -0.66952, -0.70766, -0.73273, -0.55904, -0.79142, -0.041241, -0.73657];25,715044;1849;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;12;50words;1.0;[-0.6741, -0.81994, -1.0184, 0.10454, -0.64486, -1.1454, -0.55904, -0.79142, -1.1098, -0.74298, -0.73657];26,059005;1830;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;12;50words;1.0;[-0.6741, -0.9753, -0.68096, -0.70766, -0.81102, -0.75464, -0.0073585, -0.80722, -0.82178, -0.73657];26,237889;1833;1837,333333;26,00397933;17,264615;50,6201%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;10;10;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;107;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;108;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;105;106,6666667;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;1127;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;1113;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;1112;1117,333333;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;9;8,333333333;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;87;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;94;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;94;91,66666667;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;924;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;924;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;905;917,6666667;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;7;7;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;75;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;78;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;75;76;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;837;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;827;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;826;830;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;5;12;50words;1.0;[-0.73657];57,67697;7;7;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;73;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;73;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;5;12;50words;1.0;[-0.73657];57,67697;71;72,33333333;57,67697;17,264615;234,0762%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;755;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;770;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;5;12;50words;1.0;[-0.73657];57,67697;749;758;57,67697;17,264615;234,0762%
Generic MSM-Mean EA: generations:10000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;48;;;;
Generic MSM-Mean EA: generations:10000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;48;;;;
Generic MSM-Mean EA: generations:10000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;48;48;17,264615;17,264615;0,0000%
Generic MSM-Mean EA: generations:100000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;483;;;;
Generic MSM-Mean EA: generations:100000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;482;;;;
Generic MSM-Mean EA: generations:100000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;485;483,3333333;17,264615;17,264615;0,0000%
Generic MSM-Mean EA: generations:1000000;5;12;50words;1.0;[-0.6748, -0.6741, -0.67249, -0.68096, -0.70766, -0.73273, -0.75464, -0.77372, -0.76844, -0.7541, -0.74298, -0.73657];17,264615;4841;;;;
