heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;6;;;;
Buckets MSM-Mean: bucketsize:2;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;6;;;;
Buckets MSM-Mean: bucketsize:2;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;6;6;36,478784;36,478784;0,0000%
Buckets MSM-Mean: bucketsize:3;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;175;;;;
Buckets MSM-Mean: bucketsize:3;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;174;;;;
Buckets MSM-Mean: bucketsize:3;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;174;174,3333333;36,478784;36,478784;0,0000%
Buckets MSM-Mean: bucketsize:4;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;1194;;;;
Buckets MSM-Mean: bucketsize:4;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;1186;;;;
Buckets MSM-Mean: bucketsize:4;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;1189;1189,666667;36,478784;36,478784;0,0000%
Buckets MSM-Mean: bucketsize:5;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;7096;;;;
Buckets MSM-Mean: bucketsize:5;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;7111;;;;
Buckets MSM-Mean: bucketsize:5;5;15;50words;1.0;[-0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.0025969, -0.0050291, -0.020476, -0.040994, -0.064514, -0.089478];36,478784;7122;7109,666667;36,478784;36,478784;0,0000%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;15;50words;1.0;[-0.25638, -0.69212, -0.19821, -0.1464, -0.063726, -0.10158, 0.34376, -0.011303, 0.0025969, 6.2289E-4, -0.0050291, -0.0050291, -0.040994, -0.040994, -0.089478];37,559381;128;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;15;50words;1.0;[-0.69212, -0.85662, 0.083558, -0.68992, -0.063726, 0.25246, 0.34376, -0.011303, 0.37866, 0.0025969, 0.42582, -0.020476, -0.040994, 0.30122, -1.1582];42,802888;105;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;15;50words;1.0;[-0.80637, -0.25638, -0.68992, -0.1464, -0.063726, -0.10158, -0.033104, -0.68059, 6.2289E-4, 0.46372, 0.39365, -0.0050291, -0.040994, -0.064514, 0.43328];40,486436;107;113,3333333;40,28290167;36,478784;10,4283%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;15;50words;1.0;[-0.69373, -0.69212, 0.083558, -0.1464, -0.10158, -0.063726, -0.68241, -0.011303, 0.37866, 6.2289E-4, -0.0050291, 0.35068, -0.67689, -0.064514, 0.19209];39,886929;1324;;;;
