heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;23;50words;1.0;[0.87865, 0.89246, 0.65608, 0.65608, 0.50658, 0.50658, 0.82483, 0.82483, 1.2135, 1.5038, 1.6977, 2.2737, 2.2737, 1.9497, 1.9497, 1.4996, 1.0659, 0.85655];105,776902;10;;;;
Buckets MSM-Mean: bucketsize:2;5;23;50words;1.0;[0.87865, 0.89246, 0.65608, 0.65608, 0.50658, 0.50658, 0.82483, 0.82483, 1.2135, 1.5038, 1.6977, 2.2737, 2.2737, 1.9497, 1.9497, 1.4996, 1.0659, 0.85655];105,776902;10;;;;
Buckets MSM-Mean: bucketsize:2;5;23;50words;1.0;[0.87865, 0.89246, 0.65608, 0.65608, 0.50658, 0.50658, 0.82483, 0.82483, 1.2135, 1.5038, 1.6977, 2.2737, 2.2737, 1.9497, 1.9497, 1.4996, 1.0659, 0.85655];105,776902;10;10;105,776902;101,9395443;3,7643%
Buckets MSM-Mean: bucketsize:3;5;23;50words;1.0;[0.87865, 0.89246, 0.78214, 0.50658, 0.50658, 0.50658, 0.82483, 0.82483, 0.82483, 1.3719, 1.6977, 2.1781, 2.1781, 1.9995, 2.058, 2.058, 2.058, 0.85655];105,192612;247;;;;
Buckets MSM-Mean: bucketsize:3;5;23;50words;1.0;[0.87865, 0.89246, 0.78214, 0.50658, 0.50658, 0.50658, 0.82483, 0.82483, 0.82483, 1.3719, 1.6977, 2.1781, 2.1781, 1.9995, 2.058, 2.058, 2.058, 0.85655];105,192612;247;;;;
Buckets MSM-Mean: bucketsize:3;5;23;50words;1.0;[0.87865, 0.89246, 0.78214, 0.50658, 0.50658, 0.50658, 0.82483, 0.82483, 0.82483, 1.3719, 1.6977, 2.1781, 2.1781, 1.9995, 2.058, 2.058, 2.058, 0.85655];105,192612;247;247;105,192612;101,9395443;3,1912%
Buckets MSM-Mean: bucketsize:4;5;23;50words;1.0;[0.87865, 0.89246, 0.71633, 0.65608, 0.50658, 0.50658, 0.50658, 0.50658, 1.2135, 1.3719, 2.1164, 2.1164, 2.1164, 1.9995, 1.9995, 1.9995, 1.9995, 1.0659];104,556472;1967;;;;
Buckets MSM-Mean: bucketsize:4;5;23;50words;1.0;[0.87865, 0.89246, 0.71633, 0.65608, 0.50658, 0.50658, 0.50658, 0.50658, 1.2135, 1.3719, 2.1164, 2.1164, 2.1164, 1.9995, 1.9995, 1.9995, 1.9995, 1.0659];104,556472;1959;;;;
Buckets MSM-Mean: bucketsize:4;5;23;50words;1.0;[0.87865, 0.89246, 0.71633, 0.65608, 0.50658, 0.50658, 0.50658, 0.50658, 1.2135, 1.3719, 2.1164, 2.1164, 2.1164, 1.9995, 1.9995, 1.9995, 1.9995, 1.0659];104,556472;1965;1963,666667;104,556472;101,9395443;2,5671%
Buckets MSM-Mean: bucketsize:5;5;23;50words;1.0;[0.87865, 0.89246, 0.56086, 0.56086, 0.50658, 0.60983, 0.60983, 0.60983, 0.60983, 1.9567, 1.9567, 2.1781, 2.1781, 1.9995, 1.9995, 1.9995, 1.0659];104,976442;9586;;;;
Buckets MSM-Mean: bucketsize:5;5;23;50words;1.0;[0.87865, 0.89246, 0.56086, 0.56086, 0.50658, 0.60983, 0.60983, 0.60983, 0.60983, 1.9567, 1.9567, 2.1781, 2.1781, 1.9995, 1.9995, 1.9995, 1.0659];104,976442;9583;;;;
Buckets MSM-Mean: bucketsize:5;5;23;50words;1.0;[0.87865, 0.89246, 0.56086, 0.56086, 0.50658, 0.60983, 0.60983, 0.60983, 0.60983, 1.9567, 1.9567, 2.1781, 2.1781, 1.9995, 1.9995, 1.9995, 1.0659];104,976442;9573;9580,666667;104,976442;101,9395443;2,9791%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;23;50words;1.0;[0.89246, 2.1077, 0.56086, 0.47118, 0.39387, 0.39387, 0.1629, 0.21416, 1.2135, 1.3719, 1.6112, -0.2029, 1.6977, 1.6977, 1.8862, 1.8862, 1.9995, 1.9995, 2.423, 2.3918, 2.3322, 2.2493, 0.85655];116,284692;175;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;23;50words;1.0;[0.87865, 2.1077, 0.78214, -0.0038959, 0.29686, 1.4852, 0.13033, 0.1629, 1.2135, 1.3719, 1.6112, 1.6112, 1.768, 1.768, 2.2737, 2.3417, 1.9995, 1.9497, 2.3918, 2.118, 2.1786, 2.3322, -0.76385];121,450442;157;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;23;50words;1.0;[0.71633, 0.89246, -0.0038959, 0.18637, 1.5787, 0.39387, 0.82483, 0.21416, 0.04651, 0.04651, 2.0361, 1.5038, -0.27938, 2.1164, 1.8291, 1.8862, 2.3937, 1.9427, 1.7228, 1.4996, 2.2493, 2.2377, 2.1508];120,72771;174;168,6666667;119,4876147;101,9395443;17,2142%
