heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;11;50words;1.0;[-0.056366, -0.35611, -0.77293, -0.43675, -0.7919, -0.80205, -0.82314, -0.83568, -0.82314, -0.70192, -0.85029];32,402155;1134;926;34,99309733;30,837763;13,4748%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;11;50words;1.0;[-0.35611, -0.12594, -0.39703, -0.51503, -0.47571, -0.47571, -0.8938, -0.55365, -0.62892, -0.89555, -0.89555];32,149093;12516;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;11;50words;1.0;[-0.31399, -0.35611, -0.31399, -0.7919, -0.80205, -0.47571, -0.82314, -0.62892, -0.82314, 0.62756, -0.89557];35,159293;9091;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;11;50words;1.0;[-0.87518, -0.77293, -0.31399, -0.8879, -0.43675, -0.7919, -0.62892, -0.83568, -0.59154, -0.70192, -0.89555];33,567203;12927;11511,33333;33,62519633;30,837763;9,0390%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;11;50words;1.0;[-0.31399, -0.12594, -0.35611, -0.12594, -0.89106, -0.55365, -0.82314, -0.82314, -0.62892, -0.85029, -0.6662];32,557713;135;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;11;50words;1.0;[-0.77293, -0.76283, -0.43675, 0.007477, -0.51503, -0.82314, -0.55365, -0.59154, -0.23771, -0.83568, -0.23771];33,65707;138;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;11;50words;1.0;[-0.7536, -0.7825, -0.35611, -0.35611, -0.7919, -0.893, -0.7919, -0.040091, -0.23771, -0.23771, -0.89539];34,150892;129;134;33,455225;30,837763;8,4878%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;11;50words;1.0;[-0.35611, -0.88412, -0.76283, -0.87965, 0.010872, -0.47571, -0.89463, 0.015437, -0.83568, 0.62756, 0.62756];40,382068;831;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;11;50words;1.0;[-0.77293, -0.35611, -0.35611, -0.014801, 0.010872, -0.47571, -0.80205, -0.59154, 0.62756, -0.091416, -0.89539];36,521598;1281;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;11;50words;1.0;[0.007477, -0.12594, -0.43675, -0.35611, -0.89463, -0.47571, -0.82314, -0.59154, -0.89555, -0.23771, -0.89557];33,983214;1341;1151;36,96229333;30,837763;19,8605%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;11;50words;1.0;[-0.87965, -0.35611, -0.43675, -0.056366, -0.59154, -0.47571, -0.51503, 0.015437, 0.76351, -0.70192, -0.89557];36,569252;12305;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;11;50words;1.0;[-0.88412, -0.87965, -0.7536, -0.7536, -0.040091, -0.89463, -0.82314, -0.89463, -0.89557, 0.76351, -0.89557];37,789622;13336;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;11;50words;1.0;[-0.43675, -0.43675, -0.056366, -0.7825, -0.51503, -0.51503, -0.040091, -0.040091, -0.15898, -0.86637, -0.89539];33,764745;13953;13198;36,04120633;30,837763;16,8736%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;11;50words;1.0;[-0.39703, -0.7536, -0.89106, -0.77293, -0.014801, -0.59154, -0.51503, -0.51503, -0.8938, -0.6662, -0.23771];33,590452;198;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;11;50words;1.0;[-0.12594, -0.77293, -0.76283, -0.88412, -0.7919, -0.893, -0.62892, -0.15898, -0.51503, -0.85029, 0.62756];36,602033;199;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;11;50words;1.0;[-0.35611, -0.7536, -0.7919, -0.014801, -0.77293, -0.62892, -0.6662, -0.51503, -0.83568, -0.8123, 0.62756];35,811802;199;198,6666667;35,33476233;30,837763;14,5828%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;11;50words;1.0;[-0.77293, -0.47571, -0.76283, -0.7825, -0.88412, -0.51503, -0.893, -0.51503, -0.51503, -0.82314, -0.70192];33,246863;2004;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;11;50words;1.0;[-0.89106, -0.89106, -0.87965, -0.77293, -0.43675, -0.85029, -0.89463, -0.55365, -0.8123, -0.8938, -0.70192];34,067603;2004;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;11;50words;1.0;[0.015437, -0.43675, -0.7825, -0.88412, -0.77293, -0.040091, -0.55365, -0.15898, -0.893, -0.893, -0.23771];34,383903;2004;2004;33,89945633;30,837763;9,9284%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;11;50words;1.0;[-0.89106, -0.88412, -0.89106, -0.7825, -0.43675, -0.89555, -0.55365, -0.83568, -0.6662, -0.62892, -0.89557];34,071793;20534;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;11;50words;1.0;[-0.47571, -0.39703, -0.47571, 0.015437, -0.77293, -0.040091, -0.85029, 0.010872, -0.893, -0.59154, -0.89557];34,319117;20510;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;11;50words;1.0;[-0.76283, -0.88412, 0.007477, -0.87518, -0.77293, -0.59154, -0.55365, -0.8938, -0.89463, -0.89555, -0.86637];33,844086;20484;20509,33333;34,078332;30,837763;10,5084%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;11;50words;1.0;[-0.35611, -0.39703, -0.8879, 0.015437, -0.51503, -0.0064588, -0.82314, -0.89539, -0.85029, -0.70192];34,827864;31;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;11;50words;1.0;[-0.12594, -0.76283, -0.88412, 0.007477, -0.89106, -0.80205, -0.8938, -0.59154, -0.091416, -0.89555, -0.89557];34,327374;31;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;11;50words;1.0;[-0.35611, -0.39703, -0.7825, -0.47571, -0.51503, -0.55365, -0.59154, -0.89539, -0.85029, -0.86637];33,448081;31;31;34,20110633;30,837763;10,9066%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;11;50words;1.0;[-0.31399, -0.056366, -0.39703, -0.43675, 0.015437, 0.010872, -0.0064588, -0.82314, -0.89539, -0.89555, -0.70192];33,105317;323;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;11;50words;1.0;[-0.7536, -0.35611, -0.39703, -0.43675, -0.47571, -0.80205, -0.8123, -0.59154, -0.62892, -0.86637];33,736801;331;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.7919, -0.51503, -0.8123, -0.59154, -0.83568, -0.6662, -0.70192];33,520251;315;323;33,454123;30,837763;8,4843%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;11;50words;1.0;[-0.31399, -0.056366, -0.39703, -0.7825, -0.7919, 0.010872, -0.8938, -0.59154, -0.62892, -0.85029, -0.70192];32,785909;3269;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;11;50words;1.0;[-0.12594, -0.35611, -0.77293, -0.7825, -0.7919, -0.893, -0.8123, -0.59154, -0.62892, -0.85029, -0.86637];32,412753;3297;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;11;50words;1.0;[-0.31399, -0.35611, -0.014801, -0.8879, -0.47571, -0.80205, -0.55365, -0.82314, -0.62892, -0.85029, -0.89557];32,615232;3259;3275;32,60463133;30,837763;5,7296%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;11;50words;1.0;[-0.87518, -0.35611, -0.39703, -0.7825, 0.015437, -0.51503, -0.8938, -0.82314, -0.89555, -0.89557];34,971563;23;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;11;50words;1.0;[-0.31399, -0.76283, -0.014801, -0.43675, -0.51503, -0.59154, -0.83568, -0.89555, -0.89557];35,819573;23;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;11;50words;1.0;[-0.87518, -0.87965, 0.007477, -0.47571, 0.010872, -0.8123, -0.82314, -0.89539, -0.89555, -0.70192];35,658376;23;23;35,48317067;30,837763;15,0640%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;11;50words;1.0;[-0.87518, -0.35611, -0.39703, -0.8879, -0.47571, -0.80205, -0.55365, -0.89463, -0.89539, -0.6662];34,974291;251;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;11;50words;1.0;[-0.35611, -0.77293, -0.43675, -0.47571, 0.010872, -0.8938, -0.59154, -0.83568, -0.6662, -0.86637];34,533783;234;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;11;50words;1.0;[-0.12594, -0.056366, -0.014801, -0.8879, -0.89106, -0.80205, -0.8938, -0.89463, -0.83568, -0.89555, -0.70192];33,683126;238;241;34,39706667;30,837763;11,5420%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;11;50words;1.0;[-0.7536, -0.87965, -0.39703, -0.8879, -0.47571, 0.010872, -0.8123, -0.59154, -0.83568, -0.6662, -0.70192];33,488475;2405;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;11;50words;1.0;[-0.12594, -0.35611, -0.39703, 0.007477, -0.89106, -0.893, -0.8938, -0.62892, -0.6662, -0.86637];34,523008;2453;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;11;50words;1.0;[-0.87518, -0.35611, -0.014801, -0.43675, -0.47571, -0.51503, -0.0064588, -0.82314, -0.6662, -0.70192];34,667946;2391;2416,333333;34,22647633;30,837763;10,9888%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;11;50words;1.0;[-0.7536, -0.76283, -0.014801, -0.47571, -0.82314, -0.83568, -0.15898, -0.89557];38,881452;17;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;11;50words;1.0;[-0.31399, -0.056366, -0.7825, 0.015437, -0.8123, -0.040091, -0.83568, -0.85029, -0.70192];36,853549;17;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;11;50words;1.0;[-0.12594, -0.88412, -0.43675, -0.51503, -0.55365, -0.89463, -0.62892, -0.6662, -0.70192];36,035794;17;17;37,25693167;30,837763;20,8159%
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;11;50words;1.0;[-0.12594, -0.056366, -0.43675, -0.7919, -0.51503, -0.8938, -0.62892, -0.85029, -0.86637];36,139788;182;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;11;50words;1.0;[-0.31399, -0.014801, -0.8879, -0.89106, -0.80205, -0.55365, -0.62892, -0.89555, -0.89557];36,622473;181;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;11;50words;1.0;[-0.31399, -0.76283, -0.47571, -0.80205, -0.8938, -0.83568, -0.6662, -0.89557];37,939603;179;180,6666667;36,90062133;30,837763;19,6605%
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;11;50words;1.0;[-0.7536, -0.056366, -0.88412, -0.43675, -0.51503, -0.55365, -0.82314, -0.091416, -0.89555, -0.70192];35,337459;1856;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;11;50words;1.0;[-0.31399, -0.014801, -0.43675, -0.7919, -0.893, -0.55365, -0.59154, -0.83568, -0.85029];35,966003;1877;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;11;50words;1.0;[-0.12594, -0.056366, 0.015437, -0.51503, -0.55365, -0.82314, -0.62892, -0.6662, -0.70192];35,845976;1856;1863;35,71647933;30,837763;15,8206%
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;11;50words;1.0;[-0.31399, -0.35611, -0.43675, -0.7919, -0.51503, -0.55365, -0.85029, -0.86637];37,140793;14;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;11;50words;1.0;[-0.12594, -0.35611, -0.88412, -0.47571, -0.51503, -0.55365, -0.85029];39,620154;14;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;11;50words;1.0;[-0.31399, -0.76283, -0.77293, 0.007477, -0.47571, -0.82314, -0.15898, -0.70192];38,454846;14;14;38,40526433;30,837763;24,5397%
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;11;50words;1.0;[-0.39703, -0.43675, -0.7919, -0.51503, -0.8938, -0.89463, -0.89555, -0.70192];37,798523;149;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;11;50words;1.0;[-0.87965, 0.007477, -0.47571, -0.51503, -0.8123, -0.82314, -0.83568, -0.85029];38,416126;160;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;11;50words;1.0;[-0.12594, -0.35611, -0.39703, 0.007477, -0.0064588, -0.89463, -0.89539, -0.89555, -0.70192];36,470182;149;152,6666667;37,56161033;30,837763;21,8039%
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;11;50words;1.0;[-0.7536, -0.35611, -0.77293, -0.7825, -0.47571, -0.8938, -0.62892, -0.85029, -0.89557];36,344084;1569;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;11;50words;1.0;[-0.87518, -0.056366, 0.007477, 0.015437, -0.80205, -0.55365, -0.89463, -0.89539, -0.70192];37,406143;1570;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;11;50words;1.0;[-0.31399, -0.35611, -0.7919, -0.51503, -0.55365, -0.62892, -0.85029, -0.89557];37,250153;1538;1559;37,00012667;30,837763;19,9832%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;11;50words;1.0;[-0.76283, -0.7919, -0.70192];48,253957;12;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;11;50words;1.0;[-0.76283, -0.7919, -0.70192];48,253957;12;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;11;50words;1.0;[-0.7536, -0.7825, -0.86637];48,439537;12;12;48,315817;30,837763;56,6774%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;128;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;129;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;132;129,6666667;48,207297;30,837763;56,3255%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;1346;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;1362;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;1343;1350,333333;48,207297;30,837763;56,3255%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;11;50words;1.0;[-0.87518, -0.7825, -0.86637];48,785477;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;11;50words;1.0;[-0.7536, -0.7919, -0.23771];48,699707;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;11;50words;1.0;[-0.76283, -0.893, -0.89555];48,833157;9;9;48,77278033;30,837763;58,1593%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;11;50words;1.0;[-0.7536, -0.7919, -0.6662];48,271217;98;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;11;50words;1.0;[-0.7536, -0.7919, -0.70192];48,235497;99;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;11;50words;1.0;[-0.76283, -0.7919, -0.70192];48,253957;98;98,33333333;48,253557;30,837763;56,4755%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;1058;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;1061;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;1041;1053,333333;48,207297;30,837763;56,3255%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;11;50words;1.0;[-0.76283, -0.893, -0.86637];48,743897;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;11;50words;1.0;[-0.7536, -0.70192];50,805517;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;11;50words;1.0;[-0.7536, -0.70192];50,805517;8;8;50,11831033;30,837763;62,5225%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;5;11;50words;1.0;[-0.76283, -0.89106, -0.6662];48,605467;83;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;5;11;50words;1.0;[-0.87518, -0.7825, -0.6662];48,588957;83;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;5;11;50words;1.0;[-0.76283, -0.7919, -0.70192];48,253957;88;84,66666667;48,48279367;30,837763;57,2189%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7919, -0.62892];48,308497;916;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.6662];48,243017;906;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.70192];48,207297;887;903;48,252937;30,837763;56,4735%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;5;11;50words;1.0;[-0.7536, -0.70192];50,805517;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;5;11;50words;1.0;[-0.7536, -0.70192];50,805517;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;5;11;50words;1.0;[-0.7536, -0.70192];50,805517;7;7,666666667;50,805517;30,837763;64,7510%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;5;11;50words;1.0;[-0.7536, -0.893, -0.040091];49,618054;78;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;5;11;50words;1.0;[-0.7536, -0.8879, -0.62892];48,608487;80;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;5;11;50words;1.0;[-0.7536, -0.70192];50,805517;78;78,66666667;49,67735267;30,837763;61,0926%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;5;11;50words;1.0;[-0.76283, -0.89106, -0.70192];48,569747;800;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;5;11;50words;1.0;[-0.7536, -0.7825, -0.89539];48,537867;792;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;5;11;50words;1.0;[-0.7536, -0.89106, -0.23771];49,015497;811;801;48,70770367;30,837763;57,9482%
Generic MSM-Mean EA: generations:10000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.62892, -0.7825, -0.7825, -0.70192];30,918343;43;;;;
Generic MSM-Mean EA: generations:10000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.62892, -0.6662, -0.6662, -0.70192];30,837763;40;;;;
Generic MSM-Mean EA: generations:10000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.7536, -0.7536, -0.77293, -0.77293];30,908773;40;41;30,888293;30,837763;0,1639%
Generic MSM-Mean EA: generations:100000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.59154, -0.70192, -0.70192, -0.70192];30,837763;407;;;;
Generic MSM-Mean EA: generations:100000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.70192, -0.7536, -0.76283, -0.76283];30,898673;405;;;;
Generic MSM-Mean EA: generations:100000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.7536, -0.7536, -0.7536, -0.7536];30,889443;414;408,6666667;30,875293;30,837763;0,1217%
Generic MSM-Mean EA: generations:1000000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.7536, -0.7536, -0.7536, -0.7536];30,889443;4116;;;;
Generic MSM-Mean EA: generations:1000000;5;11;50words;1.0;[-0.31399, -0.35611, -0.39703, -0.43675, -0.47571, -0.51503, -0.55365, -0.62892, -0.6662, -0.70192, -0.70192];30,837763;4078;;;;
