heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.25541, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539];109,03339;13;;;;
Buckets MSM-Mean: bucketsize:2;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.25541, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539];109,03339;13;;;;
Buckets MSM-Mean: bucketsize:2;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.25541, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539];109,03339;13;13;109,03339;103,6617743;5,1819%
Buckets MSM-Mean: bucketsize:3;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 0.60986, 1.1879, 1.4855, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539];108,52455;316;;;;
Buckets MSM-Mean: bucketsize:3;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 0.60986, 1.1879, 1.4855, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539];108,52455;316;;;;
Buckets MSM-Mean: bucketsize:3;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 0.60986, 1.1879, 1.4855, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539];108,52455;316;316;108,52455;103,6617743;4,6910%
Buckets MSM-Mean: bucketsize:4;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 0.36024, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356];107,981114;2739;;;;
Buckets MSM-Mean: bucketsize:4;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 0.36024, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356];107,981114;2741;;;;
Buckets MSM-Mean: bucketsize:4;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 0.36024, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356];107,981114;2744;2741,333333;107,981114;103,6617743;4,1668%
Buckets MSM-Mean: bucketsize:5;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 1.1879, 2.1047, 2.1047, 2.1047, 2.1047, 2.1047, 1.5356, 1.3929];107,373641;12193;;;;
Buckets MSM-Mean: bucketsize:5;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 1.1879, 2.1047, 2.1047, 2.1047, 2.1047, 2.1047, 1.5356, 1.3929];107,373641;12224;;;;
Buckets MSM-Mean: bucketsize:5;5;28;50words;1.0;[-0.92518, -0.79707, -0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.25541, 1.1879, 2.1047, 2.1047, 2.1047, 2.1047, 2.1047, 1.5356, 1.3929];107,373641;12216;12211;107,373641;103,6617743;3,5807%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;28;50words;1.0;[-0.91534, -0.79707, -0.96729, -0.33489, 0.077817, -0.86555, -0.85548, 0.22683, -0.59222, 0.25103, 0.28943, -0.36013, -0.15574, 0.30309, 0.28201, 0.25541, 0.60986, 0.36024, 2.3474, 2.4505, 2.1047, 2.1047, 2.0096, 2.2167, 2.3824, 2.1407, 2.0402, 1.9226];115,758643;236;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;28;50words;1.0;[-1.0249, -0.62782, -0.49572, -0.90321, 0.57785, -0.78351, 0.32273, 0.22683, 0.25103, 1.1402, 1.409, 0.29952, 0.30309, -0.15574, 0.14939, -0.020493, 0.36024, 0.60986, 1.1879, 1.1879, 1.7636, 1.7636, 2.0096, 2.2167, 2.22, 1.6821, 1.3929, 1.3929];120,978831;236;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;28;50words;1.0;[-1.0763, -0.31636, -0.11353, -0.33489, 0.24141, 0.077817, 0.58623, -0.72085, 0.27249, 1.1402, 0.29952, -0.44248, 0.29736, 1.8708, 0.25541, 0.28201, 0.36024, 0.21883, 1.1879, 1.1879, 1.4855, 2.2156, 1.8298, 1.8298, 1.6821, 1.5356, 1.3929, 1.2539];124,148626;246;239,3333333;120,2953667;103,6617743;16,0460%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;28;50words;1.0;[-0.91534, -0.79707, -0.90321, -0.11485, -0.78351, -0.87719, -0.65855, -0.65855, -0.51972, 0.25103, -0.36013, 0.28943, 1.8708, 0.29736, 0.28201, 0.14939, 0.36024, 2.4045, 0.89007, 2.2983, 1.4855, 1.4855, 2.0096, 2.2167, 1.6821, 1.6821, 1.9226, 1.3929];121,952085;2282;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;28;50words;1.0;[-1.0249, -0.91534, -0.90516, -0.90321, -0.78351, -0.87719, -0.84694, 0.19343, -0.51972, -0.51972, -0.36013, 0.29952, -0.15574, 0.30309, -0.020493, 0.25541, 0.36024, 0.60986, 0.89007, 1.1879, 2.1047, 2.1047, 2.0096, 1.9732, 1.6821, 1.6821, 1.3929, 1.3929];110,974344;2354;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;5;28;50words;1.0;[-0.2117, -0.92518, -0.11485, -0.90516, -0.84432, 0.077817, 0.58623, -0.65855, 0.25103, 0.86202, 0.28943, 0.28943, -0.15574, -0.26697, 0.25541, -0.020493, 0.21883, 0.17878, 0.89007, 0.1384, 2.1047, 2.1047, 2.2167, 1.9732, 2.1407, 1.5356, 2.0402, 1.3929];122,692239;2197;2277,666667;118,539556;103,6617743;14,3522%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;28;50words;1.0;[-0.7331, -0.7331, -0.49572, -0.11485, -0.14328, 0.070713, -0.85548, 0.19343, 0.27249, -0.51972, -0.36013, -0.36013, -0.15574, -0.15574, 0.25541, 0.14939, 0.36024, 0.21883, 0.89007, 0.1384, 1.7636, 1.4855, 1.9732, 1.8298, 2.22, 2.1407, 1.2539, 1.9226];117,001271;26089;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;28;50words;1.0;[-0.79707, -0.7331, -0.90321, -0.11485, -0.86555, -0.87719, 0.58623, -0.85548, 0.25103, 0.86202, 0.29952, -0.36013, 0.29736, 0.30309, 0.14939, 0.25541, 0.36024, 0.36024, 0.1384, 0.89007, 2.1047, 2.1047, 1.8298, 2.2167, 1.6821, 1.5356, 1.9226, 1.9226];121,281791;25341;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;5;28;50words;1.0;[-0.79707, -0.92518, -0.46588, -0.49572, 0.14329, -0.87719, 0.32273, 0.87974, -0.59222, 0.86202, 0.28943, 1.409, 0.30309, 2.1148, 0.25541, 0.28201, 0.21883, 0.21883, 0.89007, 0.10099, 2.2156, 2.1047, 1.9732, 2.2167, 2.1407, 2.22, 2.6093, 1.3929];124,485981;24693;25374,33333;120,9230143;103,6617743;16,6515%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;28;50words;1.0;[-0.46588, -0.79707, -0.79707, 0.077817, 0.070713, -0.87719, -0.59222, 1.1397, 0.87974, 0.28943, 1.5276, -0.44248, -0.15574, 0.28201, 0.28201, 0.36024, 2.3361, 2.337, 0.89007, 2.3474, 2.2156, 2.0096, 2.2801, 2.2167, 2.22, 2.1407, 1.3929, -0.8279];128,34983;259;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;28;50words;1.0;[-0.46588, -0.31636, -0.96729, -0.019499, -0.90516, 0.070713, -0.65855, 0.58623, -0.59222, 1.1402, 0.29952, 0.29952, 0.28201, -0.15574, -0.26697, 0.17878, 0.36024, 2.3361, 2.2983, 2.4339, 2.4039, 1.7636, 2.0096, 1.8298, 1.6821, 2.22, 2.1407, 2.6844];124,977867;255;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;5;28;50words;1.0;[-0.2117, -0.7331, -1.0249, -0.14328, 0.14329, 0.077817, 0.25103, -0.65855, 1.1397, 0.29952, 1.5276, 1.1402, 0.29736, -0.26697, -0.26697, 0.14939, 0.25541, 0.60986, 1.1879, 1.4855, 2.3474, 2.2801, 1.8298, 2.1047, 2.1407, 1.6821, 2.0402, -0.068617];125,298466;255;256,3333333;126,208721;103,6617743;21,7505%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;28;50words;1.0;[-0.31636, -0.46588, -0.96729, -0.86555, -0.78351, 0.57785, -0.85548, 0.25103, 1.3514, 0.29952, 0.28943, 1.5276, -0.15574, -0.15574, 2.1814, 2.2777, 2.337, 0.36024, 2.4505, 2.4339, 1.4855, 1.7636, 2.0096, 2.2801, 1.3929, 2.0402, 2.3824, 2.6844];133,276757;2554;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;28;50words;1.0;[-0.90321, -0.49572, -1.0249, -0.019499, -0.89003, -0.87719, 0.19343, 1.3514, 0.86202, -0.51972, 1.6562, -0.36013, 0.28201, 0.28201, 0.28201, 0.17878, 0.14939, 0.21883, 0.1384, 2.4039, 2.4505, 1.8298, 1.7636, 2.0096, 2.0402, 1.6821, 2.1407, 2.6844];129,613784;2554;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;5;28;50words;1.0;[-0.62782, -0.31636, -0.91534, -0.14328, 0.57785, 0.57785, -0.85548, 0.86202, -0.59222, 0.27249, -0.44248, -0.36013, 0.29736, -0.020493, 0.30309, 0.25541, 0.17878, 0.21883, 2.3474, 2.4339, 0.89007, 1.8298, 1.7636, 2.3255, 1.5356, 1.5356, 2.0402, 1.2539];128,854792;2666;2591,333333;130,5817777;103,6617743;25,9691%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;28;50words;1.0;[-0.2117, -0.90321, -0.46588, -0.019499, -0.90516, 0.24141, 0.58623, 0.19343, 1.3514, 0.29952, 1.6562, -0.36013, -0.020493, 0.28201, 0.29736, 0.21883, 2.2777, 0.60986, 2.2983, 2.4505, 2.3474, 1.7636, 2.2167, 1.8298, 2.3824, 2.22, 2.5108, -0.068617];129,770833;27109;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;28;50words;1.0;[-0.92518, -1.0249, -1.0249, -0.33489, -0.14328, 0.14329, 0.25103, 0.58623, -0.72085, 1.1402, 0.29952, 0.28943, 0.30309, -0.82095, -0.020493, 0.36024, 0.60986, 0.60986, 1.1879, 1.1879, 1.1879, 2.2801, 2.1047, 2.3663, 1.5356, 2.3824, 1.5356, 1.2539];122,988151;27053;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;5;28;50words;1.0;[-0.91534, -0.92518, -1.0249, -0.89003, 0.14329, 0.14329, -0.85548, 0.32273, 0.87974, 0.27249, 1.5276, 1.5276, 0.30309, -0.26697, -0.26697, 0.36024, 0.25541, 0.60986, 2.2156, 2.2983, 2.2156, 2.0096, 2.2167, 2.1047, 2.22, 2.3824, 2.3824, 1.9226];120,950665;27099;27087;124,569883;103,6617743;20,1695%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;28;50words;1.0;[-0.7331, -0.90516, -0.62782, -0.62782, 0.24141, 0.87974, -0.87719, -0.65855, 0.29952, 0.27249, 0.25103, -0.51972, 1.977, -0.020493, 0.30309, 0.30309, 0.10099, 2.4339, 2.3474, 2.4421, 1.7636, 2.2167, 2.2801, 2.2801, 1.6821, 1.3929, 1.2539, 2.1407];126,63525;321;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;28;50words;1.0;[-0.92518, -0.31636, -0.62782, -0.89003, -0.86555, -0.84694, -0.14328, 0.87974, 0.29952, -0.59222, -0.83398, 0.29952, 0.29736, 2.1148, 0.30309, -0.020493, 0.17878, 0.10099, 2.4045, 2.3604, 2.0096, 2.0096, 2.2156, 2.1047, 1.6821, 2.0402, 1.6821, 2.1407];125,355052;340;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;28;50words;1.0;[-0.46588, -0.91534, -0.33489, -0.96729, -0.14328, 0.22683, -0.78351, 1.1397, 0.86202, -0.83984, -0.83984, 0.28943, -0.020493, 1.8708, 0.28201, 0.25541, 2.3604, 2.4045, 2.3474, 2.3474, 2.4039, 2.1047, 1.9732, 2.3255, 1.3929, 1.6821, 1.5356, 1.9226];126,622136;340;333,6666667;126,204146;103,6617743;21,7461%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;28;50words;1.0;[-0.46588, -0.2117, -0.79707, -0.90516, -0.86555, 0.19343, -0.65855, 1.1397, 0.25103, 0.27249, 0.86202, -0.44248, -0.81978, -0.81978, 0.25541, 0.29736, 0.1384, 0.60986, 2.4421, 2.2983, 2.0096, 2.2801, 2.2801, 1.7636, 2.5108, 2.3824, -0.068617, 2.0402];129,38818;3255;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;28;50words;1.0;[-0.46588, -0.96729, -0.7331, -0.7331, -0.87719, 0.32273, 0.58623, 0.32273, -0.59222, 0.27249, 1.3514, 0.29952, 0.14939, 0.29736, 0.30309, 0.29736, 0.17878, 2.4339, 2.4045, 2.2983, 2.2167, 2.2801, 2.0096, 2.0096, 2.22, 2.0402, 1.2539, 1.9226];121,550183;3374;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;28;50words;1.0;[-0.92518, -0.7331, -0.62782, -0.46588, 1.1397, 0.19343, -0.85548, 0.14329, 0.27249, 0.86202, -0.44248, -0.82527, 0.25541, -0.82095, -0.82254, -0.020493, 0.17878, 0.10099, 0.89007, 2.3474, 2.3255, 2.1047, 2.4039, 2.0096, -0.068954, -0.068954, 1.6821, 2.0402];131,958604;3069;3232,666667;127,6323223;103,6617743;23,1238%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;28;50words;1.0;[-0.7331, -0.46588, -0.62782, -0.62782, 0.14329, -0.84432, 0.57785, 1.1397, 0.86202, -0.44248, 0.29952, 1.1402, 0.30309, 0.29736, 0.29736, 0.29736, 0.60986, 0.60986, 0.1384, 0.21883, 2.2167, 2.4039, 2.3663, 0.032644, 1.9226, -0.076884, 1.3929, 1.2539];130,248792;34760;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;28;50words;1.0;[-0.91534, -0.2117, -0.46588, -0.49572, 0.58623, 0.14329, 1.1397, -0.84694, 0.27249, 0.25103, -0.82527, 0.86202, 0.30309, -0.26697, 2.0462, 0.29736, 0.1384, 2.4045, 1.1879, 2.3474, 1.9732, 1.9732, 2.0096, 1.7636, 1.5356, 1.6821, 2.1407, 2.22];132,899181;33428;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;28;50words;1.0;[-0.89003, -1.0712, -0.49572, -0.79707, 0.22683, 0.57785, 0.57785, -0.78351, 0.28943, 0.25103, -0.83398, -0.82913, 1.977, 1.8708, -0.020493, 0.28201, 0.60986, 0.60986, 2.3474, 2.4421, 2.2167, 2.0096, 1.8298, -0.027194, 2.1407, 2.6844, 2.3824, 1.6821];131,6087;34732;34306,66667;131,5855577;103,6617743;26,9374%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;28;50words;1.0;[-0.92518, -0.2117, -0.49572, -0.89003, -0.91534, -0.83398, -0.51972, 0.14329, -0.85548, -0.59222, -0.15574, 0.29736, -0.020493, -0.020493, 0.29952, 0.1384, -0.81845, 2.2777, 2.3604, 2.2777, 2.2801, 2.4039, 2.3663, 2.2167, 1.9732, -0.82453, -0.82638, 1.9226];125,475561;324;;;;
