heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Buckets MSM-Mean: bucketsize:2;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.25541, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539, 1.1168, 0.84133];122,086182;13;;;;
Buckets MSM-Mean: bucketsize:2;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.25541, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539, 1.1168, 0.84133];122,086182;13;;;;
Buckets MSM-Mean: bucketsize:2;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.25541, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 1.8298, 1.6821, 1.5356, 1.2539, 1.1168, 0.84133];122,086182;13;13;122,086182;116,397342;4,8874%
Buckets MSM-Mean: bucketsize:3;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.28201, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 2.2167, 2.2167, 2.1407, 1.2539, 0.97972, 0.84133];122,36433;316;;;;
Buckets MSM-Mean: bucketsize:3;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.28201, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 2.2167, 2.2167, 2.1407, 1.2539, 0.97972, 0.84133];122,36433;315;;;;
Buckets MSM-Mean: bucketsize:3;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.28201, 0.36024, 0.89007, 1.7636, 1.7636, 1.9732, 2.2167, 2.2167, 2.1407, 1.2539, 0.97972, 0.84133];122,36433;316;315,6666667;122,36433;116,397342;5,1264%
Buckets MSM-Mean: bucketsize:4;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.60986, 1.1879, 1.4855, 1.7636, 2.0096, 2.2167, 2.2167, 2.1407, 1.3929, 1.2539, 0.84133];120,166534;2725;;;;
Buckets MSM-Mean: bucketsize:4;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.60986, 1.1879, 1.4855, 1.7636, 2.0096, 2.2167, 2.2167, 2.1407, 1.3929, 1.2539, 0.84133];120,166534;2716;;;;
Buckets MSM-Mean: bucketsize:4;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.29736, 0.28201, 0.60986, 1.1879, 1.4855, 1.7636, 2.0096, 2.2167, 2.2167, 2.1407, 1.3929, 1.2539, 0.84133];120,166534;2718;2719,666667;120,166534;116,397342;3,2382%
Buckets MSM-Mean: bucketsize:5;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.36024, 0.60986, 1.4855, 1.7636, 2.0096, 2.0096, 2.0096, 2.0096, 1.1168, 0.84133];120,97191;12285;;;;
Buckets MSM-Mean: bucketsize:5;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.36024, 0.60986, 1.4855, 1.7636, 2.0096, 2.0096, 2.0096, 2.0096, 1.1168, 0.84133];120,97191;12287;;;;
Buckets MSM-Mean: bucketsize:5;5;29;50words;1.0;[-0.49572, -0.33489, -0.14328, 0.077817, 0.19343, 0.22683, 0.25103, 0.27249, 0.28943, 0.29952, 0.30309, 0.29736, 0.36024, 0.60986, 1.4855, 1.7636, 2.0096, 2.0096, 2.0096, 2.0096, 1.1168, 0.84133];120,97191;12297;12289,66667;120,97191;116,397342;3,9301%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;5;29;50words;1.0;[-0.11485, -0.11353, -0.87719, -0.86555, 0.19343, -0.72085, 0.27249, -0.83398, -0.44248, 0.28943, 0.29736, 0.29736, 0.25541, -0.020493, 0.60986, 0.36024, 0.89007, 2.2983, 2.1047, 2.1047, 1.9732, 2.2801, 1.5356, 1.6821, 1.3929, -0.076884, 1.1168, 1.1168, 0.84133];133,464318;258;;;;
