heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;average cost;minimum cost;rel. Fehler zu min. Kosten
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;16;50words;1.0;[0.41522, -0.69457, 0.41522, -0.21607, -0.69212, -0.68992, -0.69212, 0.48291, -1.0375, 0.199, 0.3014, 0.199, 0.46372, -0.6766, -0.020476, 6.2289E-4];46,703341;143;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;5;16;50words;1.0;[-0.76098, -0.67478, -0.27465, 0.44041, -0.90735, 0.083558, 0.022972, 0.022972, -0.10158, -0.68557, 0.49877, -0.10158, 0.40604, 0.39365, 0.37866, -0.020476];43,197568;151;164,3333333;43,458071;35,423628;22,6810%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;16;50words;1.0;[-0.76098, -0.67478, -0.67478, 0.41522, -0.69212, -0.1464, -0.69212, -0.32103, 0.34376, 0.34376, -0.063726, 0.199, 0.43773, 6.2289E-4, 0.37866, 0.37866];42,265397;1463;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;16;50words;1.0;[-0.39122, 0.42338, -0.46369, 0.44041, -0.69212, 0.48291, -0.69373, -0.037376, 0.25246, -0.063726, 0.34376, -0.011303, -0.020476, 0.35068, -0.020476, 0.43773];44,494309;958;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;5;16;50words;1.0;[0.42338, -0.27465, -0.71702, -0.097086, -0.69373, -0.80637, 0.42495, -0.1464, -0.063726, -0.10158, -0.68557, 0.34376, 0.43143, 0.43773, -0.020476, 0.0025969];43,332173;1434;1285;43,36395967;35,423628;22,4154%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;16;50words;1.0;[-0.46369, -0.53546, -0.69427, -0.69429, -0.1464, -0.25638, -0.1464, -0.32103, -0.033104, -0.011303, -0.68557, -0.10158, 0.43143, 0.43773, 0.43143, 0.0025969];38,961732;16138;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;16;50words;1.0;[0.41472, -0.27465, -0.67478, -0.53546, -0.32103, -0.69373, -0.69373, -0.85662, 0.199, -0.10158, -0.68557, 0.3014, 0.46372, -0.020476, 6.2289E-4, -0.0050291];42,41585;16248;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;5;16;50words;1.0;[-0.69461, -0.46369, -0.39122, 0.41522, -0.69373, -0.1464, 0.022972, -0.69212, -0.10158, 0.3014, -0.68557, -0.68391, 0.35068, -0.0050291, 0.43143, 6.2289E-4];41,573172;16223;16203;40,98358467;35,423628;15,6956%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;16;50words;1.0;[-0.60334, -0.21607, -0.037376, -0.69429, -0.67478, -0.68391, -0.19821, 0.44195, 0.25246, -0.063726, 0.48738, 0.0025969, 0.0025969, 0.0025969, -0.68059, 0.35068];41,104535;219;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;16;50words;1.0;[-0.39122, -0.037376, -0.60334, -0.53546, -0.097086, -0.68557, -0.68557, -0.68557, -0.6876, 0.022972, 0.0025969, -0.011303, 0.46372, 0.43143, 0.50128, -0.67611];41,808206;303;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;5;16;50words;1.0;[-0.46369, -0.32103, -0.71702, -0.39122, -0.67478, -0.10158, 0.49877, -0.1464, -0.69212, -0.10158, -0.0050291, 0.0025969, 0.3014, -0.0050291, -0.67575, -0.020476];39,847245;237;253;40,91999533;35,423628;15,5161%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;16;50words;1.0;[-0.69373, -0.80637, -0.60334, -0.80637, -0.69461, -0.25638, 0.022972, -0.10158, 0.49877, 0.199, 0.43143, 6.2289E-4, 0.0025969, -0.011303, -0.68241, -1.1591];42,912045;2223;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;16;50words;1.0;[-0.39122, -0.69427, -0.15624, -0.76098, -0.80637, -0.25638, -0.19821, 0.50514, -0.19821, -0.6876, 0.37866, 0.43143, 0.39365, 0.0025969, -0.68241, 0.43773];42,433923;2403;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;5;16;50words;1.0;[-0.53546, -0.71702, -0.69457, -0.69373, -0.71702, 0.083558, -0.68391, -0.19821, 0.199, -0.1464, 0.0025969, -0.011303, -0.0050291, 0.39365, 0.34376, -0.67611];39,597711;2307;2311;41,647893;35,423628;17,5709%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;16;50words;1.0;[-0.69429, -0.69427, -0.69427, -0.69429, -0.39122, -0.85662, 0.44195, -0.19821, -0.063726, 0.083558, -0.033104, 0.48738, -0.033104, 0.46372, 6.2289E-4, -1.1591];42,530329;21655;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;16;50words;1.0;[-0.69429, -0.097086, -0.53546, -0.27465, -0.76098, -0.68992, -0.063726, 0.1424, 0.022972, 0.49877, 0.3014, 0.39365, 0.0025969, -0.68059, -0.011303, -1.1591];42,753478;21874;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;5;16;50words;1.0;[-0.69427, -0.71702, -0.27465, 0.42495, -0.097086, -0.19821, -0.063726, -0.85662, 0.022972, -0.10158, -0.011303, 6.2289E-4, -0.67575, 0.48738, -0.011303, 0.43773];41,750127;30161;24563,33333;42,34464467;35,423628;19,5379%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;16;50words;1.0;[-0.27465, -0.21607, -0.69461, -0.69373, 0.022972, 0.083558, 0.48291, -0.063726, -0.68241, 0.34376, -0.67845, 0.0025969, -0.0050291, -0.020476];45,201672;61;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;16;50words;1.0;[-0.63428, -0.53546, -0.69461, -0.32103, -0.25638, 0.083558, 0.1424, -0.68557, 0.50514, 0.50128, 0.34376, 6.2289E-4, 0.0025969, -0.0050291];44,196277;63;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;5;16;50words;1.0;[-0.60334, -0.67478, -0.46369, -0.39122, -0.80637, -0.25638, -0.90735, -0.95551, -0.063726, 0.3014, -0.011303, -0.67845, 0.43143, -0.0050291, -0.67611];43,338406;61;61,66666667;44,24545167;35,423628;24,9038%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;16;50words;1.0;[-0.60334, -0.67478, -0.46369, -0.76098, -0.69373, -0.25638, -0.19821, -0.1464, -0.10158, 0.25246, -0.033104, 6.2289E-4, -0.67575, 0.35068];42,307351;626;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;16;50words;1.0;[-0.27465, -0.67478, -0.71702, -0.39122, -0.69373, 0.022972, -0.90735, -0.1464, 0.199, -0.063726, -0.033104, 0.37866, 0.0025969, -0.67575, -0.67611];42,306368;625;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;5;16;50words;1.0;[-0.27465, -0.69461, -0.69457, -0.32103, -0.25638, -0.19821, -0.1464, -0.10158, -0.063726, 0.3014, -1.0987, 6.2289E-4, 0.0025969, -0.67575, 0.35068];41,933106;633;628;42,182275;35,423628;19,0795%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;16;50words;1.0;[-0.27465, -0.67478, -0.46369, -0.097086, -0.32103, -0.69212, -0.90735, -0.1464, -0.68557, -0.68391, 0.3014, -1.0987, 6.2289E-4, 0.43143, -0.0050291, -0.67611];42,363054;6307;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;16;50words;1.0;[-0.69429, -0.67478, -0.71702, -0.39122, -0.69373, 0.022972, -0.19821, -0.6876, 0.199, -0.68391, 0.3014, -0.011303, 6.2289E-4, -0.6766, -0.020476];41,432083;6328;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;5;16;50words;1.0;[-0.60334, -0.69427, -0.71702, -0.76098, -0.80637, -0.25638, -0.19821, -0.6876, -0.063726, -0.033104, -0.011303, 6.2289E-4, 0.40604, -0.67575, 0.35068];41,445952;6317;6317,333333;41,74702967;35,423628;17,8508%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;16;50words;1.0;[-0.27465, -0.46369, 0.41522, -0.69212, -0.19821, 0.1424, 0.199, -0.063726, -0.033104, 0.48738, 0.37866, -0.0050291, -0.67611];48,187378;47;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;16;50words;1.0;[-0.60334, -0.69427, -0.71702, -0.097086, -0.69373, -0.85662, 0.46235, -0.1464, -0.68391, 0.46372, 0.0025969, 0.39365, 0.43773];48,452885;47;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;5;16;50words;1.0;[-0.27465, -0.53546, -0.15624, -0.037376, -0.69212, -0.19821, 0.1424, -0.10158, -0.063726, 0.48738, -0.0050291, 0.35068];47,983506;47;47;48,207923;35,423628;36,0897%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;16;50words;1.0;[-0.63428, -0.53546, -0.15624, -0.25638, -0.19821, 0.1424, -0.10158, -0.68391, -0.68241, 0.48738, 0.37866, 0.42582, 0.43773];47,044863;480;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;16;50words;1.0;[-0.60334, -0.53546, -0.71702, -0.69212, -0.1464, -0.68557, 0.25246, -0.033104, -0.68059, 6.2289E-4, 0.0025969, 0.42582];47,972205;472;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;5;16;50words;1.0;[-0.27465, -0.69427, -0.15624, -0.097086, -0.25638, 0.46235, -1.0002, 0.25246, 0.3014, -0.011303, 6.2289E-4, -0.6766, -0.0050291, 0.35068];46,328721;477;476,3333333;47,115263;35,423628;33,0052%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;16;50words;1.0;[-0.60334, -0.67478, -0.15624, -0.80637, -0.69212, -0.1464, -0.68557, -0.063726, -0.033104, 0.34376, 6.2289E-4, 0.40604, 0.42582, -0.67611];44,409461;4848;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;16;50words;1.0;[-0.69429, -0.21607, -0.15624, -0.097086, -0.32103, -0.25638, -0.90735, -0.1464, -0.10158, -0.033104, 0.48738, 0.37866, 0.0025969, -1.1591];45,71278;4822;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;5;16;50words;1.0;[-0.27465, -0.21607, -0.46369, -0.76098, -0.037376, -0.19821, 0.1424, -0.10158, -0.063726, -0.033104, -0.011303, -0.6766, -0.0050291, 0.43773];43,099069;4844;4838;44,40710333;35,423628;25,3601%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;16;50words;1.0;[-0.63428, -0.71702, -0.097086, -0.037376, 0.022972, 0.46235, 0.1424, -0.10158, 0.50128, -0.68059, -0.67845, 0.43773];50,823604;37;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;16;50words;1.0;[-0.69429, -0.67478, -0.15624, -0.39122, -0.037376, 0.46235, -0.6876, -0.68557, -0.033104, 0.34376, 0.37866, -0.020476];49,305596;37;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;5;16;50words;1.0;[-0.60334, -0.53546, -0.15624, -0.037376, 0.46235, -0.1464, -0.68557, -0.063726, 0.3014, -0.68059, -0.67845, 0.39365];50,002148;37;37;50,04378267;35,423628;41,2723%
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;16;50words;1.0;[-0.69429, -0.69427, -0.46369, -0.69457, -0.80637, -0.95551, -0.10158, -0.063726, 6.2289E-4, 0.0025969, 0.39365, -1.1591];50,371558;396;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;16;50words;1.0;[-0.69429, -0.39122, -0.69373, -0.25638, -0.68992, -0.6876, -0.68557, -0.68391, -1.0703, -0.011303, 0.37866, 0.39365];50,156814;384;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;5;16;50words;1.0;[-0.60334, -0.53546, -0.76098, -0.69373, -0.25638, -0.19821, 0.49877, -0.063726, -0.011303, -0.67845, 0.39365, -0.020476];48,327673;387;389;49,61868167;35,423628;40,0723%
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;16;50words;1.0;[-0.27465, -0.21607, -0.15624, -0.69457, -0.32103, -0.85662, -0.19821, -0.1464, -0.10158, -0.033104, -0.67575, -0.67611];48,179823;3933;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;16;50words;1.0;[-0.60334, -0.53546, -0.15624, -0.39122, -0.037376, 0.1424, 0.199, -0.063726, 0.37866, -0.6766, 0.42582, -0.020476];48,227468;3914;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;5;16;50words;1.0;[-0.63428, -0.69427, -0.46369, -0.39122, -0.69212, -0.68992, 0.199, -0.063726, 0.3014, -0.011303, -0.67575, -0.020476];47,517893;3899;3915,333333;47,97506133;35,423628;35,4324%
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;16;50words;1.0;[-0.60334, -0.69427, -0.46369, -0.32103, 0.083558, -0.68557, 0.25246, 0.3014, 0.34376, -0.6766];53,344874;32;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;16;50words;1.0;[-0.60334, -0.67478, -0.76098, -0.037376, -0.25638, -0.19821, 0.199, -0.68241, 0.34376, -0.0050291, -1.1591];52,281826;32;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;5;16;50words;1.0;[-0.67478, -0.69373, -0.25638, -0.6876, -0.10158, -1.0375, -0.68241, 0.34376, 6.2289E-4, 0.43773];54,785954;33;32,33333333;53,47088467;35,423628;50,9469%
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;16;50words;1.0;[-0.27465, -0.69427, -0.46369, -0.69212, 0.083558, -1.0375, 0.3014, 0.34376, 6.2289E-4, -0.67575, -0.67611];53,439754;313;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;16;50words;1.0;[-0.27465, -0.53546, -0.69461, -0.25638, -0.68992, 0.49877, -0.68391, 0.34376, -0.67845, 0.0025969, -0.67611];52,673387;312;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;5;16;50words;1.0;[-0.60334, -0.67478, -0.69457, -0.10158, 0.25246, 0.34376, 6.2289E-4, 0.0025969, -0.0050291, -0.020476];52,209935;326;317;52,77435867;35,423628;48,9807%
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;16;50words;1.0;[-0.27465, -0.53546, -0.69461, -0.39122, -0.32103, -0.10158, -0.68391, -0.033104, -0.011303, 6.2289E-4, -0.0050291];48,433315;3223;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;16;50words;1.0;[-0.69429, -0.69457, -0.85662, -0.19821, 0.1424, -0.10158, -0.063726, 0.3014, 0.34376, 0.37866, 0.40604, -0.020476];49,051243;3178;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;5;16;50words;1.0;[-0.63428, -0.46369, -0.32103, 0.022972, -0.19821, -0.1464, -0.063726, -0.68059, 6.2289E-4, -0.67575];51,687401;3217;3206;49,72398633;35,423628;40,3695%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;16;50words;1.0;[-0.67611];78,543187;13;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;16;50words;1.0;[-0.67611];78,543187;13;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;5;16;50words;1.0;[-0.67611];78,543187;13;13;78,543187;35,423628;121,7254%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;16;50words;1.0;[-0.67611];78,543187;140;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;16;50words;1.0;[-0.67611];78,543187;137;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;5;16;50words;1.0;[-0.67611];78,543187;141;139,3333333;78,543187;35,423628;121,7254%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;16;50words;1.0;[-0.67611];78,543187;1438;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;16;50words;1.0;[-0.67611];78,543187;1444;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;5;16;50words;1.0;[-0.67611];78,543187;1447;1443;78,543187;35,423628;121,7254%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;16;50words;1.0;[-0.67575];78,542467;11;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;16;50words;1.0;[-0.67575];78,542467;11;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;5;16;50words;1.0;[-0.67575];78,542467;12;11,33333333;78,542467;35,423628;121,7234%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;16;50words;1.0;[-0.67575];78,542467;111;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;16;50words;1.0;[-0.67575];78,542467;115;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;5;16;50words;1.0;[-0.67575];78,542467;115;113,6666667;78,542467;35,423628;121,7234%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;16;50words;1.0;[-0.67575];78,542467;1184;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;16;50words;1.0;[-0.67575];78,542467;1196;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;5;16;50words;1.0;[-0.67575];78,542467;1193;1191;78,542467;35,423628;121,7234%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;16;50words;1.0;[-0.67575];78,542467;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;16;50words;1.0;[-0.67575];78,542467;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;5;16;50words;1.0;[-0.67575];78,542467;9;9;78,542467;35,423628;121,7234%
